makesafe,wdrinkng,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fwealthq,fuelmain,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
9,91,3,2,3,1,183,0,1,1,6,2,30,2,12289,5,5,8,386.7281189,1,1,0,9,0,1,0
0,32,2,0,3,1,183,9,0,7,6,2,30,0,12290,1,5,3,386.7281189,0,1,1,0,0,0,0
9,91,1,1,3,1,183,0,1,1,6,2,30,2,12291,2,6,2,386.7281189,1,1,0,9,0,1,0
9,91,1,1,1,1,183,0,1,1,6,2,30,5,12292,5,2,8,386.7281189,1,1,1,9,0,1,0
0,11,5,1,3,1,186,0,1,1,6,3,30,1,12293,2,6,1,380.92901611,4,1,0,0,0,0,1
9,91,1,1,3,1,186,0,1,1,6,3,30,2,12294,3,6,8,380.92901611,1,1,0,9,1,0,1
4,11,5,1,3,1,186,0,1,1,6,3,30,2,12295,1,6,3,380.92901611,1,1,1,1,0,0,0
9,91,1,1,3,1,186,0,1,1,6,3,30,2,12296,5,5,8,380.92901611,1,1,1,9,0,0,1
4,21,5,1,3,1,186,0,1,1,6,3,30,3,12297,2,6,8,380.92901611,1,1,0,1,0,0,1
0,11,5,1,3,1,186,0,0,1,6,3,30,0,12298,1,6,3,380.92901611,1,1,0,0,1,0,0
6,21,5,1,1,1,186,0,1,1,6,3,30,1,12299,2,6,3,380.92901611,1,1,1,1,0,0,1
9,91,5,1,3,1,186,1,1,5,6,3,30,0,12300,1,6,3,380.92901611,1,1,0,9,0,0,1
9,91,1,1,3,1,186,0,1,1,6,3,30,2,12301,4,5,8,380.92901611,1,1,0,9,1,0,1
0,21,3,1,3,1,186,0,1,1,6,3,30,3,12302,3,6,8,380.92901611,1,1,1,0,1,0,1
1,11,5,1,3,1,186,0,1,5,6,3,30,1,12303,1,6,3,380.92901611,4,1,1,1,0,0,1
4,11,1,1,3,1,186,0,0,1,6,3,30,2,12304,4,6,6,380.92901611,1,1,1,1,0,0,0
9,91,2,1,3,3,186,0,1,1,6,3,30,1,12305,3,5,8,380.92901611,1,1,0,9,0,0,1
0,31,3,1,3,1,186,0,1,1,6,3,30,2,12306,3,5,8,380.92901611,4,1,1,0,0,0,0
0,11,5,1,3,1,186,0,1,1,6,3,30,0,12307,1,6,1,380.92901611,4,1,0,0,0,0,1
0,21,5,1,3,1,186,1,0,1,6,3,30,0,12308,1,6,3,380.92901611,0,1,0,0,0,0,1
0,11,5,1,3,1,186,0,1,1,6,3,30,2,12309,2,6,3,380.92901611,1,1,0,0,1,0,1
1,21,5,1,3,1,186,1,1,5,6,3,30,2,12310,1,6,8,380.92901611,4,1,1,1,1,0,1
0,31,5,1,1,1,187,0,0,1,6,3,30,2,12311,1,6,3,383.65716553,1,1,0,0,0,0,1
0,31,5,1,3,1,187,1,0,5,6,3,30,1,12312,1,6,3,383.65716553,1,1,0,0,1,0,0
0,31,5,1,3,1,187,0,1,1,6,3,30,1,12313,1,6,3,383.65716553,1,1,0,0,0,0,1
4,31,5,1,3,1,187,0,0,1,6,3,30,0,12314,2,6,1,383.65716553,1,1,0,1,1,0,0
0,31,5,1,3,1,187,0,1,1,6,3,30,1,12315,2,6,3,383.65716553,1,1,0,0,1,0,1
4,31,5,1,3,1,187,0,0,1,6,3,30,1,12316,2,6,3,383.65716553,1,1,0,1,1,0,0
0,31,5,1,3,1,187,0,0,1,6,3,30,3,12317,2,6,3,383.65716553,1,1,0,0,0,0,1
0,31,5,1,1,1,187,0,0,1,6,3,30,2,12318,2,6,1,383.65716553,1,1,0,0,1,0,0
9,91,1,1,1,1,187,0,1,1,6,3,30,3,12319,5,6,8,383.65716553,1,1,0,9,1,0,1
0,31,5,1,3,1,187,0,0,1,6,3,30,2,12320,2,6,1,383.65716553,1,1,1,0,1,0,0
9,91,5,1,1,1,187,1,0,1,6,3,30,2,12321,2,6,3,383.65716553,1,1,0,9,1,0,0
9,91,3,1,1,1,187,0,0,1,6,3,30,1,12322,4,6,8,383.65716553,1,1,0,9,1,0,1
0,31,5,1,1,1,187,0,0,1,6,3,30,1,12323,2,6,8,383.65716553,1,1,0,0,0,0,1
0,31,5,3,3,1,187,0,0,1,6,3,30,1,12324,1,6,3,383.65716553,1,1,0,0,1,0,0
0,31,3,1,1,1,187,0,0,1,6,3,30,3,12325,3,6,8,383.65716553,1,1,0,0,0,0,1
0,31,5,1,3,3,187,0,0,1,6,3,30,1,12326,3,6,8,383.65716553,1,1,0,0,0,0,1
0,42,1,1,1,1,187,0,0,1,6,3,30,2,12327,4,6,8,383.65716553,1,1,0,0,1,0,1
0,31,3,1,1,1,187,0,0,1,6,3,30,3,12328,4,5,8,383.65716553,1,1,0,0,1,0,0
0,41,5,3,1,1,189,0,0,1,6,2,30,1,12329,1,6,3,381.16439819,5,1,0,0,1,0,1
0,42,5,3,1,1,189,0,1,5,6,2,30,1,12330,1,6,3,381.16439819,5,1,0,0,1,0,1
4,42,5,3,3,1,189,0,1,1,6,2,30,0,12331,1,6,3,381.16439819,5,1,1,1,0,0,1
0,42,5,3,3,1,189,0,1,1,6,2,30,2,12332,1,6,3,381.16439819,5,1,0,0,1,0,1
0,42,5,3,1,1,189,0,0,5,6,2,30,1,12333,1,6,3,381.16439819,5,1,0,0,1,0,1
4,42,5,3,3,1,189,0,1,1,6,2,30,0,12334,1,6,3,381.16439819,5,1,0,1,1,0,0
0,42,5,3,1,1,189,0,0,5,6,2,30,1,12335,1,6,3,381.16439819,5,1,0,0,1,0,1
0,42,5,3,3,1,189,0,1,1,6,2,30,1,12336,1,6,3,381.16439819,5,1,0,0,1,0,0
0,42,5,3,1,1,189,0,0,1,6,2,30,1,12337,1,6,3,381.16439819,5,1,1,0,0,0,1
4,41,5,3,1,1,189,0,0,1,6,2,30,0,12338,1,6,1,381.16439819,5,1,0,1,1,0,0
0,42,5,3,1,1,189,0,0,1,6,2,30,0,12339,1,6,3,381.16439819,5,1,0,0,1,0,1
9,91,2,1,3,1,182,0,0,1,6,3,30,2,12340,2,6,1,385.29669189,4,1,0,9,1,0,1
0,31,5,3,1,1,182,0,1,5,6,3,30,1,12341,1,6,3,385.29669189,4,2,0,0,1,0,1
0,71,2,1,3,1,182,0,0,1,6,3,30,0,12342,1,6,1,385.29669189,0,2,0,0,1,0,1
9,91,5,1,1,1,182,0,1,1,6,3,30,0,12343,1,6,3,385.29669189,4,2,1,9,1,0,0
9,91,5,0,3,1,182,9,0,1,6,3,30,1,12344,2,5,3,385.29669189,1,1,1,9,0,0,0
0,31,5,1,3,1,182,0,0,1,6,3,30,3,12345,2,5,3,385.29669189,1,1,1,0,0,0,0
0,71,3,1,3,1,182,0,0,1,6,3,30,2,12346,3,6,8,385.29669189,1,1,0,0,0,0,1
0,71,2,1,3,3,182,0,1,1,6,3,30,1,12347,1,6,8,385.29669189,4,1,0,0,1,0,1
1,71,1,1,3,1,182,0,0,1,6,3,30,3,12348,3,6,8,385.29669189,1,1,0,1,0,0,1
9,91,5,0,3,1,182,9,0,1,6,3,30,1,12349,3,5,1,385.29669189,1,1,1,9,0,0,1
9,91,3,1,3,1,182,0,1,1,6,3,30,2,12350,3,6,8,385.29669189,1,1,0,9,0,0,1
1,31,1,1,3,1,182,0,1,1,6,3,30,3,12351,2,6,8,385.29669189,1,1,0,1,1,0,0
0,31,2,1,1,1,182,0,1,1,6,3,30,1,12352,1,6,8,385.29669189,4,1,1,0,0,0,0
9,91,5,1,3,1,182,0,0,1,6,3,30,1,12353,2,6,8,385.29669189,1,1,1,9,0,0,0
9,91,1,2,3,1,182,0,1,1,6,3,30,3,12354,4,5,6,385.29669189,1,1,0,9,1,0,1
9,91,5,1,3,1,182,1,1,1,6,3,30,2,12355,2,5,3,385.29669189,1,1,0,9,1,0,1
9,91,5,1,3,1,182,0,1,1,6,3,30,2,12356,2,6,1,385.29669189,1,1,0,9,1,0,1
1,31,5,0,3,1,182,9,0,1,6,3,30,2,12357,1,6,8,385.29669189,0,1,0,1,1,0,1
9,91,8,0,3,1,182,9,0,1,6,3,30,1,12358,1,6,1,385.29669189,4,1,0,9,1,0,1
9,91,3,1,3,1,182,1,0,1,6,3,30,2,12359,3,6,8,385.29669189,1,1,1,9,0,0,1
9,91,1,1,3,1,182,0,0,1,6,3,30,2,12360,2,6,8,385.29669189,1,1,0,9,1,0,1
9,91,5,0,3,1,182,9,1,5,6,3,30,1,12361,1,6,3,385.29669189,0,1,1,9,0,0,0
9,91,4,1,3,1,182,0,1,1,6,3,30,1,12362,2,6,1,385.29669189,3,1,0,9,1,0,0
9,91,5,1,3,1,182,0,1,1,6,3,30,1,12363,2,6,8,385.29669189,1,1,0,9,0,0,1
0,12,5,1,3,1,189,0,1,1,6,3,30,2,12364,1,6,1,381.16439819,1,1,0,0,0,0,1
0,31,1,1,1,1,189,0,1,1,6,3,30,2,12365,2,6,1,381.16439819,1,1,0,0,0,0,1
0,13,5,1,1,1,189,0,1,1,6,3,30,0,12366,1,6,1,381.16439819,4,1,0,0,1,0,0
0,12,5,1,3,1,189,0,0,1,6,3,30,1,12367,1,6,1,381.16439819,1,1,0,0,0,0,1
0,13,5,1,3,1,189,0,1,1,6,3,30,1,12368,2,6,1,381.16439819,1,1,0,0,1,0,0
0,13,5,1,3,1,189,0,1,1,6,3,30,3,12369,1,6,1,381.16439819,1,1,0,0,1,0,0
0,12,1,1,3,1,189,0,0,1,6,3,30,0,12370,3,6,8,381.16439819,1,1,0,0,1,0,1
0,12,1,1,1,1,189,0,0,1,6,3,30,4,12371,4,5,6,381.16439819,1,1,1,0,0,0,0
0,21,1,1,1,1,189,0,0,1,6,3,30,4,12372,4,5,8,381.16439819,1,1,0,0,1,0,0
0,21,5,3,3,1,189,0,0,5,6,3,30,0,12373,1,6,1,381.16439819,0,1,0,0,0,0,1
0,21,1,1,3,1,189,0,0,1,6,3,30,2,12374,3,6,6,381.16439819,1,1,0,0,1,0,0
0,21,1,2,1,1,189,0,0,1,6,3,30,5,12375,4,5,6,381.16439819,1,1,0,0,1,0,0
0,21,3,1,1,1,189,0,1,1,6,3,30,2,12376,2,6,8,381.16439819,1,1,0,0,1,0,1
0,11,1,1,1,1,189,0,0,1,6,3,30,3,12377,4,5,6,381.16439819,1,1,0,0,1,0,1
0,21,5,0,2,1,189,9,0,5,6,3,30,2,12378,1,6,1,381.16439819,1,1,0,0,0,0,1
0,12,5,1,1,1,189,0,0,1,6,3,30,1,12379,2,6,1,381.16439819,1,1,1,0,0,0,0
0,31,2,1,1,1,189,0,1,1,6,3,30,0,12380,2,6,1,381.16439819,1,1,0,0,1,0,0
0,11,5,1,1,1,189,0,0,1,6,3,30,1,12381,2,6,3,381.16439819,1,1,1,0,0,0,1
0,12,2,0,2,1,189,9,0,1,6,3,30,0,12382,1,6,1,381.16439819,0,1,0,0,0,0,1
0,21,1,1,1,1,189,0,0,1,6,3,30,2,12383,2,6,8,381.16439819,1,1,1,0,0,0,0
0,41,5,0,3,1,189,9,0,5,6,3,30,0,12384,1,5,1,381.16439819,1,1,0,0,1,0,0
0,41,5,3,3,1,189,0,0,1,6,3,30,1,12385,1,6,1,381.16439819,1,1,0,0,0,0,1
0,41,5,1,2,1,189,0,0,1,6,3,30,0,12386,1,6,1,381.16439819,0,1,0,0,0,0,1
0,41,5,1,1,1,189,0,0,5,6,3,30,2,12387,2,5,3,381.16439819,1,1,1,0,1,0,0
1,21,5,1,2,1,187,0,0,1,6,4,30,0,12388,2,5,1,383.65716553,1,1,0,1,0,0,1
4,21,5,1,1,1,187,0,1,1,6,4,30,1,12389,2,6,1,383.65716553,1,1,0,1,1,0,1
1,42,5,3,3,1,187,0,0,1,6,4,30,2,12390,1,6,1,383.65716553,5,1,0,1,0,0,1
1,21,1,1,2,1,187,1,0,1,6,4,30,0,12391,2,6,1,383.65716553,1,1,0,1,0,0,1
1,13,2,1,3,1,187,0,1,1,6,4,30,2,12392,1,6,2,383.65716553,0,1,0,1,1,0,1
0,21,1,1,1,1,187,0,1,1,6,4,30,2,12393,5,5,8,383.65716553,1,1,0,0,1,0,1
0,21,5,3,3,1,187,0,0,1,6,4,30,1,12394,1,6,3,383.65716553,0,1,0,0,1,0,1
0,21,5,1,2,1,187,0,1,1,6,4,30,2,12395,3,5,8,383.65716553,1,1,0,0,0,0,1
0,21,3,1,3,1,187,0,0,1,6,4,30,2,12396,3,6,8,383.65716553,1,1,0,0,1,0,0
0,13,5,1,3,1,187,0,0,1,6,4,30,2,12397,1,6,1,383.65716553,1,1,1,0,0,0,1
0,21,3,1,3,1,187,0,1,1,6,4,30,2,12398,3,6,8,383.65716553,1,1,0,0,1,0,1
0,21,3,1,1,1,187,0,1,1,6,4,30,2,12399,3,6,8,383.65716553,1,1,0,0,1,0,1
0,21,8,1,2,1,187,0,0,1,6,4,30,0,12400,2,6,1,383.65716553,1,1,1,0,0,0,1
0,13,5,1,1,1,187,0,0,1,6,4,30,2,12401,3,5,8,383.65716553,1,1,0,0,1,0,0
0,21,8,1,3,1,187,0,1,1,6,4,30,0,12402,2,6,1,383.65716553,1,1,0,0,1,0,1
0,13,5,1,3,1,187,0,0,1,6,4,30,1,12403,2,5,1,383.65716553,1,1,0,0,1,0,0
0,21,5,1,3,1,187,0,1,1,6,4,30,1,12404,2,6,1,383.65716553,1,1,0,0,1,0,1
0,21,5,3,1,1,187,0,1,1,6,4,30,1,12405,1,6,1,383.65716553,1,1,0,0,1,0,0
0,31,1,1,1,1,184,0,1,1,6,1,30,2,12406,4,5,6,372.5,1,1,1,0,1,0,0
0,31,1,1,1,1,184,0,1,1,6,1,30,2,12407,4,6,6,372.5,1,1,1,0,1,0,1
0,41,5,3,3,1,184,0,1,1,6,1,30,2,12408,1,6,1,372.5,0,1,0,0,1,0,1
0,41,5,1,1,1,184,0,1,1,6,1,30,1,12409,2,6,1,372.5,1,1,0,0,1,0,0
1,41,5,1,1,1,184,0,1,1,6,1,30,3,12410,2,6,8,372.5,1,1,1,1,0,0,0
0,41,2,1,1,1,184,0,0,1,6,1,30,2,12411,2,6,3,372.5,1,1,0,0,1,0,0
0,31,5,1,1,1,184,0,1,1,6,1,30,1,12412,2,6,3,372.5,1,1,1,0,1,0,0
0,41,1,1,1,1,184,0,0,1,6,1,30,3,12413,5,5,8,372.5,1,1,1,0,1,0,0
0,41,5,3,1,1,184,0,0,1,6,1,30,1,12414,1,6,3,372.5,0,1,0,0,1,0,1
0,31,5,3,1,1,184,0,1,1,6,1,30,1,12415,2,6,8,372.5,4,1,1,0,1,0,1
0,31,2,1,1,1,184,0,0,1,6,1,30,1,12416,2,6,8,372.5,1,1,1,0,0,0,0
0,31,5,1,1,1,184,0,0,1,6,1,30,1,12417,2,6,3,372.5,1,1,0,0,1,0,1
0,31,5,1,1,1,184,0,1,1,6,1,30,1,12418,1,6,3,372.5,1,1,1,0,1,0,0
0,41,5,3,3,3,184,1,1,1,6,1,30,0,12419,1,6,3,372.5,1,1,1,0,1,0,0
0,31,5,1,3,3,184,0,0,1,6,1,30,1,12420,1,6,8,372.5,1,1,0,0,0,0,1
0,41,3,1,1,1,184,0,0,1,6,1,30,0,12421,1,6,3,372.5,1,1,0,0,1,0,1
0,41,5,3,1,1,184,0,0,1,6,1,30,0,12422,1,6,3,372.5,0,1,0,0,1,0,0
0,41,5,1,1,1,184,0,1,1,6,1,30,1,12423,2,6,1,372.5,1,1,0,0,1,0,0
0,41,5,3,1,1,184,0,0,1,6,1,30,0,12424,2,6,3,372.5,1,1,0,0,1,0,0
0,13,5,1,1,1,184,0,1,1,6,1,30,1,12425,1,6,3,372.5,4,1,0,0,1,0,1
0,31,1,1,1,3,184,0,0,1,6,1,30,2,12426,4,6,8,372.5,1,1,1,0,1,0,0
1,31,5,3,3,3,188,0,1,5,6,2,30,1,12427,1,6,3,371.5,1,1,0,1,1,0,1
0,31,5,3,1,1,188,0,1,1,6,2,30,0,12428,1,6,3,371.5,0,1,1,0,1,0,0
1,31,5,1,3,1,188,0,0,1,6,2,30,1,12429,2,6,3,371.5,1,1,0,1,1,0,1
1,31,5,1,2,1,188,0,0,1,6,2,30,1,12430,3,6,3,371.5,1,1,0,1,1,0,1
0,21,5,1,1,1,188,0,1,1,6,2,30,2,12431,2,6,3,371.5,1,1,0,0,1,0,0
1,32,1,1,1,1,188,0,1,1,6,2,30,3,12432,3,5,8,371.5,1,1,0,1,1,0,1
0,31,5,1,3,1,188,0,0,1,6,2,30,2,12433,2,6,1,371.5,1,1,0,0,1,0,1
0,31,5,3,3,1,188,0,0,1,6,2,30,2,12434,1,6,3,371.5,1,1,1,0,0,0,0
0,31,5,3,1,1,188,0,1,1,6,2,30,1,12435,1,6,3,371.5,1,1,1,0,0,0,1
9,91,1,1,1,1,188,0,1,1,6,2,30,2,12436,4,6,8,371.5,1,1,0,9,1,0,0
1,31,5,1,3,1,188,0,1,1,6,2,30,2,12437,2,6,3,371.5,1,1,1,1,0,0,0
0,31,5,1,3,1,188,0,0,1,6,2,30,2,12438,2,6,1,371.5,1,1,0,0,1,1,0
0,31,5,3,1,1,188,0,0,1,6,2,30,0,12439,1,6,3,371.5,0,1,0,0,0,0,1
0,32,5,1,1,1,188,0,1,1,6,2,30,1,12440,1,6,3,371.5,1,1,0,0,0,0,1
1,41,3,1,1,1,188,0,0,1,6,2,30,0,12441,2,6,8,371.5,1,1,1,1,0,0,1
0,31,3,1,1,1,188,0,0,1,6,2,30,2,12442,3,6,8,371.5,1,1,0,0,1,0,0
0,31,2,1,1,1,188,0,1,1,6,2,30,2,12443,3,6,8,371.5,1,1,1,0,0,0,0
6,21,5,1,3,1,181,0,1,1,6,2,30,0,12444,1,5,3,377.85803223,1,1,0,1,0,0,1
0,31,3,1,2,1,181,0,1,1,6,2,30,2,12445,2,6,1,377.85803223,1,1,0,0,0,1,0
9,91,3,1,3,1,181,0,1,1,6,2,30,2,12446,2,5,3,377.85803223,4,1,0,9,1,1,0
0,21,5,1,1,1,181,0,0,1,6,2,30,1,12447,1,6,3,377.85803223,1,1,0,0,0,1,0
0,42,1,1,1,1,181,0,0,1,6,2,30,2,12448,3,6,1,377.85803223,1,1,0,0,0,1,0
0,42,5,1,2,1,181,0,1,1,6,2,30,2,12449,1,6,1,377.85803223,1,1,0,0,0,1,0
9,91,1,2,3,1,181,0,1,1,6,2,30,3,12450,4,5,8,377.85803223,1,1,0,9,0,1,1
9,91,1,1,1,1,181,0,1,1,6,2,30,3,12451,5,5,8,377.85803223,1,2,0,9,0,1,0
9,91,5,1,3,1,181,0,1,1,6,2,30,2,12452,3,5,8,377.85803223,1,1,0,9,0,1,0
6,41,1,1,3,1,181,0,0,1,6,2,30,1,12453,3,6,1,377.85803223,1,1,0,1,1,0,1
6,41,5,1,3,1,181,0,1,1,6,2,30,1,12454,2,6,3,377.85803223,1,1,0,1,1,1,1
0,31,5,1,3,1,181,0,0,1,6,2,30,1,12455,2,6,8,377.85803223,1,1,0,0,1,0,0
0,42,3,1,2,3,181,0,1,1,6,2,30,2,12456,2,6,8,377.85803223,1,1,0,0,0,1,0
6,21,5,1,3,1,181,0,0,1,6,2,30,2,12457,2,6,3,377.85803223,1,1,0,1,0,1,1
9,91,2,1,2,1,181,0,0,1,6,2,30,3,12458,4,2,2,377.85803223,1,1,0,9,1,0,0
9,91,5,1,3,3,181,1,0,1,6,2,30,1,12459,2,5,1,377.85803223,1,1,0,9,0,1,0
9,91,5,1,1,1,181,0,1,1,6,2,30,1,12460,2,5,3,377.85803223,1,1,0,9,0,1,0
9,91,3,1,3,3,181,0,1,1,6,2,30,0,12461,3,6,8,377.85803223,1,1,0,9,0,1,1
9,91,3,1,3,3,181,0,1,1,6,2,30,1,12462,2,6,1,377.85803223,4,1,0,9,0,1,0
9,91,5,1,1,1,181,0,1,1,6,2,30,2,12463,2,6,8,377.85803223,1,1,0,9,0,1,1
0,31,1,2,1,1,181,0,1,1,6,2,30,4,12464,5,6,8,377.85803223,1,1,0,0,0,1,0
9,91,5,1,3,1,181,0,1,1,6,2,30,3,12465,4,5,8,377.85803223,1,1,0,9,0,1,0
1,11,5,1,3,1,188,0,1,1,6,3,30,1,12466,2,6,3,371.5,1,1,0,1,0,0,1
0,32,5,3,3,1,188,0,0,1,6,3,30,2,12467,1,6,3,371.5,1,1,1,0,0,0,0
0,31,5,2,3,1,188,0,0,1,6,3,30,1,12468,2,6,1,371.5,1,1,0,0,0,0,1
0,42,5,3,1,1,188,0,1,1,6,3,30,2,12469,1,6,3,371.5,0,1,0,0,1,0,0
0,42,5,3,3,3,188,0,0,1,6,3,30,2,12470,1,6,8,371.5,1,1,0,0,1,0,0
0,42,5,1,3,1,188,0,0,1,6,3,30,2,12471,1,6,3,371.5,1,1,0,0,0,0,1
0,41,5,3,1,1,188,0,0,1,6,3,30,2,12472,1,6,3,371.5,1,1,0,0,0,0,1
0,42,5,3,3,1,188,0,1,1,6,3,30,2,12473,1,6,3,371.5,1,1,0,0,0,0,1
9999,9999,5,9999,3,1,188,9999,1,1,6,3,30,1,12474,1,6,3,371.5,1,1,0,9999,0,0,1
0,42,5,3,3,1,188,0,1,1,6,3,30,1,12475,1,6,3,371.5,0,1,0,0,0,0,1
0,42,5,3,1,1,188,0,0,1,6,3,30,0,12476,1,6,3,371.5,0,1,0,0,0,0,1
0,42,5,2,3,1,188,0,1,1,6,3,30,2,12477,2,6,3,371.5,1,1,0,0,0,0,1
0,11,3,1,1,1,188,0,1,1,6,3,30,4,12478,3,6,8,371.5,1,1,1,0,0,0,1
0,11,5,1,3,1,188,0,0,1,6,3,30,2,12479,2,6,3,371.5,1,1,0,0,0,0,1
1,11,5,3,1,1,188,0,0,1,6,3,30,1,12480,1,6,8,371.5,0,1,0,1,0,0,1
0,11,3,1,1,1,188,0,1,1,6,3,30,3,12481,4,6,8,371.5,1,1,0,0,1,0,1
0,11,5,3,3,1,188,0,1,1,6,3,30,2,12482,1,6,3,371.5,1,1,0,0,0,0,1
9999,9999,5,9999,3,1,184,9999,1,5,6,2,30,1,12483,1,6,8,372.5,1,1,0,9999,0,1,0
4,41,5,1,1,1,184,0,1,1,6,2,30,2,12484,2,6,8,372.5,1,1,1,1,0,0,0
9,91,1,1,1,1,184,0,1,1,6,2,30,3,12485,5,5,8,372.5,1,1,1,9,0,0,0
1,21,3,1,1,1,184,0,1,1,6,2,30,1,12486,3,6,8,372.5,1,1,1,1,0,0,0
9,91,5,1,3,3,184,0,1,5,6,2,30,0,12487,1,6,3,372.5,1,1,0,9,1,0,0
1,12,5,1,3,3,184,0,1,1,6,2,30,1,12488,2,6,3,372.5,1,1,0,1,1,0,0
9,91,3,1,3,1,184,0,0,1,6,2,30,2,12489,3,6,1,372.5,1,1,0,9,1,0,0
0,31,3,1,1,1,184,0,1,1,6,2,30,3,12490,3,6,8,372.5,1,1,0,0,1,0,0
0,12,5,3,1,1,184,0,0,1,6,2,30,1,12491,1,6,3,372.5,1,1,1,0,0,0,0
1,12,1,1,1,1,184,0,1,1,6,2,30,2,12492,2,6,1,372.5,1,1,0,1,1,0,0
9,91,1,1,1,1,184,0,0,1,6,2,30,2,12493,4,2,8,372.5,1,1,0,9,1,0,0
0,21,5,1,3,1,184,0,1,1,6,2,30,1,12494,2,6,8,372.5,1,1,1,0,0,0,0
0,11,3,1,1,1,184,0,1,1,6,2,30,2,12495,3,5,8,372.5,1,2,1,0,0,0,0
9,91,3,1,1,1,184,0,1,1,6,2,30,2,12496,4,6,8,372.5,1,1,1,9,0,0,0
0,21,5,1,1,1,184,0,1,1,6,2,30,1,12497,2,6,8,372.5,1,3,1,0,0,1,0
0,21,1,1,3,1,184,0,1,1,6,2,30,5,12498,4,6,6,372.5,1,1,1,0,0,1,0
9,91,1,2,1,1,184,0,1,1,6,2,30,5,12499,5,2,6,372.5,1,2,1,9,0,0,0
9,91,1,2,1,1,184,0,1,1,6,2,30,4,12500,5,6,6,372.5,1,1,1,9,0,0,0
3,21,1,1,1,1,184,0,1,1,6,2,30,3,12501,5,2,6,372.5,1,1,1,1,0,0,0
9,91,5,1,2,1,184,0,1,1,6,3,30,0,12502,2,6,3,372.5,1,1,1,9,1,0,0
0,31,1,1,1,1,184,0,1,1,6,3,30,2,12503,3,6,8,372.5,1,1,1,0,0,0,1
0,31,5,1,3,1,184,0,1,1,6,3,30,3,12504,4,6,3,372.5,1,1,0,0,1,0,0
9,91,1,1,3,1,184,0,1,1,6,3,30,3,12505,4,5,6,372.5,1,1,0,9,1,0,0
4,31,5,1,1,1,184,1,1,1,6,3,30,1,12506,3,6,1,372.5,1,1,1,1,0,0,0
4,11,1,1,1,1,184,0,1,1,6,3,30,2,12507,4,5,8,372.5,1,1,0,1,1,0,0
0,31,5,1,1,1,184,1,1,1,6,3,30,4,12508,2,6,8,372.5,1,1,1,0,0,0,0
0,61,2,1,3,1,184,1,1,1,6,3,30,1,12509,2,5,8,372.5,1,1,1,0,0,0,0
9,91,1,1,1,1,184,0,1,1,6,3,30,2,12510,4,6,6,372.5,1,1,1,9,0,0,0
9,91,1,1,1,1,184,0,1,1,6,3,30,2,12511,5,6,6,372.5,1,1,1,9,0,0,0
1,61,5,1,1,1,184,0,0,1,6,3,30,2,12512,2,6,8,372.5,1,1,1,1,0,0,0
9,91,3,1,3,1,184,0,1,1,6,3,30,2,12513,3,6,8,372.5,1,1,1,9,0,0,1
9,91,1,1,1,1,184,0,1,1,6,3,30,2,12514,5,2,6,372.5,1,1,1,9,1,0,0
9999,11,1,1,1,1,184,0,0,1,6,3,30,2,12515,4,6,6,372.5,1,1,1,9999,0,0,0
9,91,2,1,1,1,184,0,1,1,6,3,30,2,12516,4,6,2,372.5,1,1,1,9,0,0,0
0,31,5,1,3,1,184,0,1,1,6,3,30,0,12517,1,6,3,372.5,1,1,0,0,1,0,1
9999,9999,1,9999,1,1,184,9999,1,1,6,3,30,2,12518,4,6,6,372.5,1,1,1,9999,1,0,0
2,31,1,1,1,1,184,0,1,1,6,3,30,1,12519,4,6,6,372.5,1,1,0,1,0,0,0
0,31,5,1,3,3,184,0,0,1,6,3,30,1,12520,1,6,3,372.5,1,1,0,0,0,0,1
3,31,1,1,1,1,184,0,1,1,6,3,30,2,12521,5,5,8,372.5,1,1,0,1,1,0,0
0,31,5,1,3,1,184,0,0,1,6,3,30,2,12522,1,6,1,372.5,1,1,0,0,0,0,1
9,91,1,1,1,1,184,0,1,1,6,3,30,2,12523,5,2,6,372.5,1,1,1,9,0,0,0
4,31,1,1,1,1,184,0,0,1,6,3,30,2,12524,3,6,8,372.5,1,1,1,1,0,0,1
1,31,2,1,3,3,184,0,1,1,6,3,30,1,12525,1,6,3,372.5,1,1,0,1,1,0,1
0,32,2,1,1,1,184,0,0,1,6,3,30,2,12526,2,6,8,372.5,1,1,0,0,1,0,0
9,91,1,1,1,1,184,0,0,1,6,3,30,2,12527,4,5,8,372.5,1,1,1,9,0,0,0
9,91,1,1,1,1,179,0,1,1,6,3,30,3,12528,5,6,8,372.25,1,1,0,9,1,1,0
9,91,2,1,1,1,179,0,1,1,6,3,30,1,12529,4,6,1,372.25,1,1,1,9,1,0,0
4,31,5,1,1,1,179,0,1,1,6,3,30,2,12530,2,6,1,372.25,1,1,0,1,1,0,0
9,91,1,2,1,1,179,0,1,1,6,3,30,3,12531,5,2,8,372.25,1,1,0,9,1,0,1
9,91,1,1,1,1,179,0,1,1,6,3,30,4,12532,5,6,6,372.25,1,1,0,9,1,0,1
9,91,1,1,1,1,179,0,1,1,6,3,30,2,12533,5,6,8,372.25,1,1,0,9,1,0,0
0,31,5,1,1,1,179,0,0,1,6,3,30,2,12534,3,6,8,372.25,1,1,0,0,1,0,1
9,91,3,1,1,1,179,0,0,1,6,3,30,2,12535,3,6,8,372.25,1,1,0,9,1,0,1
