fdsec01,fdsec02,fdsec03,fdsec04,fdsec05,fdsec06,fdsec07,fdsec08,fdsec09,hhnum,provcode,psurec,regcode,strrec,Wgt2
2,0,2,2,2,2,2,0,0,24504,24,5,11,361,423.74102783
1,1,2,1,1,1,0,0,0,24505,24,5,11,361,423.74102783
3,3,3,3,3,0,0,0,0,24506,24,5,11,361,423.74102783
1,1,1,1,2,1,0,0,0,24507,24,5,11,361,423.74102783
3,2,2,2,1,2,0,0,0,24508,24,5,11,361,423.74102783
0,0,2,0,0,0,0,0,0,24510,24,5,11,361,423.74102783
2,2,2,3,3,2,0,2,0,24511,24,5,11,361,423.74102783
0,0,0,0,0,0,0,0,0,24512,24,5,11,361,423.74102783
3,3,2,3,3,3,3,2,1,24513,24,5,11,361,423.74102783
1,1,2,2,2,2,0,0,0,24514,24,5,11,361,423.74102783
2,2,2,2,2,2,2,2,0,24515,24,5,11,361,423.74102783
1,2,2,2,2,1,0,0,0,24516,24,5,11,361,423.74102783
3,2,2,2,2,0,0,0,0,24517,24,5,11,361,423.74102783
2,2,2,1,2,0,0,0,0,24518,24,5,11,361,423.74102783
1,1,1,1,1,0,0,0,0,24519,24,5,11,361,423.74102783
1,1,2,2,2,2,0,0,0,24520,24,5,11,361,423.74102783
2,2,2,2,2,0,0,0,0,24521,24,5,11,361,423.74102783
0,0,0,0,0,0,0,0,0,24522,24,5,11,361,423.74102783
2,2,2,1,1,0,0,0,0,24523,24,5,11,361,423.74102783
3,2,2,2,2,2,0,0,0,24524,24,1,11,362,317.1211853
0,0,0,0,0,0,0,0,0,24525,24,1,11,362,317.1211853
3,3,3,3,3,2,0,0,0,24526,24,1,11,362,317.1211853
2,2,0,1,0,0,0,0,0,24527,24,1,11,362,317.1211853
3,3,1,1,2,1,0,1,0,24528,24,1,11,362,317.1211853
3,3,3,3,3,3,3,3,3,24529,24,1,11,362,317.1211853
3,3,3,3,3,3,2,1,1,24530,24,1,11,362,317.1211853
2,2,2,2,2,0,0,0,0,24531,24,1,11,362,317.1211853
0,0,0,0,0,0,0,0,0,24532,24,1,11,362,317.1211853
3,3,3,3,3,1,0,0,0,24533,24,1,11,362,317.1211853
0,1,0,1,0,0,0,0,0,24534,24,1,11,362,317.1211853
0,0,0,0,0,0,0,0,0,24535,24,1,11,362,317.1211853
0,0,0,0,0,0,0,0,0,24536,24,1,11,362,317.1211853
3,3,3,3,3,0,0,0,0,24537,24,1,11,362,317.1211853
3,3,3,2,2,3,1,2,0,24538,24,1,11,362,317.1211853
3,3,3,2,2,1,0,0,0,24539,24,1,11,362,317.1211853
3,3,3,3,3,0,0,0,0,24540,24,1,11,362,317.1211853
0,0,0,0,0,0,0,0,0,24541,24,1,11,362,317.1211853
3,2,2,2,1,0,0,0,0,24542,24,1,11,362,317.1211853
3,3,2,1,2,2,0,0,0,24543,24,1,11,362,317.1211853
3,3,2,1,2,2,0,0,0,24544,24,1,11,362,317.1211853
0,2,3,2,0,0,0,0,0,24545,24,1,11,359,302.51071167
2,2,2,2,0,1,1,0,0,24546,24,1,11,359,302.51071167
0,2,0,0,0,0,0,0,0,24547,24,1,11,359,302.51071167
2,0,0,0,0,0,0,0,0,24548,24,1,11,359,302.51071167
2,2,2,3,2,1,0,0,0,24549,24,1,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24550,24,1,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24551,24,1,11,359,302.51071167
2,3,2,2,2,0,0,0,0,24552,24,1,11,359,302.51071167
2,2,2,2,2,0,0,0,0,24553,24,1,11,359,302.51071167
2,2,2,0,2,2,0,0,0,24554,24,1,11,359,302.51071167
0,3,2,2,2,0,0,0,0,24555,24,1,11,359,302.51071167
3,2,1,2,0,0,0,0,0,24556,24,1,11,359,302.51071167
3,2,2,2,2,0,0,0,0,24557,24,1,11,359,302.51071167
3,3,3,3,3,2,1,2,0,24558,24,1,11,359,302.51071167
1,1,1,1,2,0,0,0,0,24559,24,1,11,359,302.51071167
1,1,1,1,1,0,0,0,0,24560,24,1,11,359,302.51071167
1,0,0,0,0,0,0,0,0,24561,24,1,11,359,302.51071167
2,3,3,3,2,1,0,0,0,24562,24,1,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24563,24,2,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24564,24,2,11,359,302.51071167
2,2,1,2,2,0,0,0,0,24565,24,2,11,359,302.51071167
1,0,0,0,0,0,0,0,0,24566,24,2,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24567,24,2,11,359,302.51071167
1,1,0,0,0,0,0,0,0,24568,24,2,11,359,302.51071167
1,1,1,1,1,0,0,0,0,24569,24,2,11,359,302.51071167
1,0,0,0,0,0,0,0,0,24570,24,2,11,359,302.51071167
1,0,0,0,0,0,0,0,0,24571,24,2,11,359,302.51071167
2,1,0,1,0,0,0,0,0,24572,24,2,11,359,302.51071167
0,0,1,1,0,0,0,0,0,24573,24,2,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24574,24,2,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24575,24,2,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24576,24,2,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24577,24,2,11,359,302.51071167
1,0,0,0,0,0,0,0,0,24578,24,2,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24579,24,7,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24580,24,7,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24581,24,7,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24582,24,7,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24583,24,7,11,356,369.86434937
2,2,1,1,1,0,0,0,0,24584,24,7,11,356,369.86434937
0,1,1,0,0,0,0,0,0,24585,24,7,11,356,369.86434937
1,1,1,1,0,0,0,0,0,24586,24,7,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24587,24,7,11,356,369.86434937
0,1,2,0,0,0,0,0,0,24588,24,7,11,356,369.86434937
3,3,3,3,2,2,0,2,0,24589,24,6,11,357,341.33602905
1,1,1,1,1,1,0,0,0,24590,24,6,11,357,341.33602905
2,2,2,2,2,0,0,0,0,24591,24,6,11,357,341.33602905
2,2,2,2,2,1,0,0,0,24592,24,6,11,357,341.33602905
2,1,1,1,1,0,0,0,0,24593,24,6,11,357,341.33602905
2,2,2,2,2,1,1,0,0,24594,24,6,11,357,341.33602905
2,2,2,2,2,0,0,0,0,24595,24,6,11,357,341.33602905
2,2,2,2,2,2,0,0,0,24596,24,6,11,357,341.33602905
2,1,1,1,1,0,0,0,0,24597,24,6,11,357,341.33602905
2,2,1,1,1,0,0,0,0,24598,24,6,11,357,341.33602905
1,1,1,1,1,1,0,0,0,24599,24,6,11,357,341.33602905
1,2,2,2,2,1,0,0,0,24600,24,6,11,357,341.33602905
2,2,3,2,3,0,1,0,0,24601,24,6,11,357,341.33602905
0,0,0,0,0,0,0,0,0,24602,24,6,11,357,341.33602905
2,1,1,2,2,0,0,0,0,24603,24,6,11,357,341.33602905
2,1,1,1,1,1,0,0,0,24604,24,6,11,357,341.33602905
2,2,1,1,1,0,0,0,0,24605,24,6,11,357,341.33602905
2,2,1,2,0,0,0,0,0,24606,24,6,11,357,341.33602905
2,1,2,2,2,0,1,0,0,24607,24,6,11,357,341.33602905
2,2,2,2,2,1,0,0,0,24608,24,6,11,357,341.33602905
2,2,2,2,1,1,0,0,0,24609,24,6,11,357,341.33602905
3,3,2,2,2,0,0,0,0,24610,24,6,11,357,341.33602905
2,1,1,1,1,0,0,0,0,24611,24,6,11,361,337.06668091
2,1,2,1,2,1,0,0,0,24612,24,6,11,361,337.06668091
3,2,1,1,2,2,2,0,0,24613,24,6,11,361,337.06668091
2,1,1,1,2,0,0,0,0,24614,24,6,11,361,337.06668091
2,2,3,2,3,0,0,0,0,24615,24,6,11,361,337.06668091
3,3,3,3,3,3,1,0,0,24616,24,6,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24617,24,6,11,361,337.06668091
0,1,1,1,1,0,0,0,0,24618,24,6,11,361,337.06668091
3,3,2,2,2,1,0,0,0,24619,24,6,11,361,337.06668091
1,1,1,1,1,0,0,0,0,24620,24,6,11,361,337.06668091
2,1,1,0,0,0,0,0,0,24621,24,6,11,361,337.06668091
0,0,0,2,2,0,0,0,0,24622,24,6,11,361,337.06668091
3,3,3,3,3,3,1,1,1,24623,24,6,11,361,337.06668091
1,1,1,1,1,0,0,0,0,24624,24,6,11,361,337.06668091
3,3,3,3,3,2,1,1,0,24625,24,6,11,361,337.06668091
3,3,3,3,3,0,0,0,0,24626,24,6,11,361,337.06668091
1,1,1,0,0,0,0,0,0,24627,24,6,11,361,337.06668091
2,3,1,2,2,0,0,0,0,24628,24,6,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24629,24,7,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24630,24,7,11,361,337.06668091
2,0,2,2,2,1,2,2,0,24631,24,7,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24632,24,7,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24633,24,7,11,361,337.06668091
3,2,3,3,2,0,0,0,0,24634,24,7,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24635,24,7,11,361,337.06668091
1,1,2,2,2,0,0,0,0,24636,24,7,11,361,337.06668091
0,2,2,2,2,0,0,0,0,24637,24,7,11,361,337.06668091
1,2,2,0,0,0,0,0,0,24638,24,7,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24639,24,7,11,361,337.06668091
2,2,2,2,2,0,0,0,0,24640,24,2,11,362,317.1211853
1,1,1,1,1,0,0,0,0,24641,24,2,11,362,317.1211853
1,1,1,1,1,1,1,1,1,24642,24,2,11,362,317.1211853
0,0,0,0,0,0,0,0,0,24643,24,2,11,362,317.1211853
2,2,2,1,0,0,0,0,0,24644,24,2,11,362,317.1211853
2,2,2,2,2,0,0,0,0,24645,24,2,11,362,317.1211853
3,3,3,3,3,0,0,0,0,24646,24,2,11,362,317.1211853
2,2,2,2,2,2,2,1,0,24647,24,2,11,362,317.1211853
0,0,0,0,0,0,0,0,0,24648,24,2,11,362,317.1211853
1,1,1,1,1,1,1,1,1,24649,24,2,11,362,317.1211853
2,1,1,1,1,1,1,1,1,24650,24,2,11,362,317.1211853
2,2,2,2,2,2,0,0,0,24651,24,8,11,356,369.86434937
2,2,0,0,0,0,0,0,0,24652,24,8,11,356,369.86434937
2,2,2,1,1,0,0,0,0,24653,24,8,11,356,369.86434937
1,1,0,0,0,0,0,0,0,24654,24,8,11,356,369.86434937
2,2,2,3,2,0,0,0,0,24655,24,8,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24656,24,8,11,356,369.86434937
2,2,3,2,2,0,0,0,0,24657,24,8,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24658,24,8,11,356,369.86434937
2,0,0,0,0,0,0,0,0,24659,24,8,11,356,369.86434937
2,2,2,2,2,0,0,0,0,24660,24,8,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24661,24,8,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24662,24,8,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24663,24,8,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24664,24,8,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24665,24,8,11,356,369.86434937
0,0,2,0,0,0,0,0,0,24666,24,8,11,356,369.86434937
3,2,0,0,0,0,0,0,0,24667,24,8,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24668,24,8,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24669,24,8,11,356,369.86434937
0,0,0,0,0,0,0,0,0,24670,24,7,11,358,332.18145752
0,0,0,0,0,0,0,0,0,24671,24,7,11,358,332.18145752
3,3,3,3,2,1,0,0,0,24672,24,7,11,358,332.18145752
1,1,1,0,0,0,0,0,0,24673,24,7,11,358,332.18145752
3,3,3,2,3,3,0,0,0,24674,24,7,11,358,332.18145752
3,3,3,0,3,0,0,0,0,24675,24,7,11,358,332.18145752
2,3,2,2,2,2,0,0,0,24676,24,7,11,358,332.18145752
3,3,3,3,3,3,0,0,0,24677,24,7,11,358,332.18145752
0,0,0,0,0,0,0,0,0,24678,24,7,11,358,332.18145752
0,0,0,0,0,0,0,0,0,24679,24,7,11,358,332.18145752
2,3,2,2,2,1,0,0,0,24680,24,7,11,358,332.18145752
0,0,0,0,0,0,0,0,0,24681,24,7,11,358,332.18145752
0,0,0,0,0,0,0,0,0,24682,24,7,11,358,332.18145752
1,1,1,0,0,0,0,0,0,24683,24,7,11,358,332.18145752
1,1,0,0,0,0,0,0,0,24684,24,7,11,358,332.18145752
1,1,1,0,0,0,0,0,0,24685,24,7,11,358,332.18145752
1,1,1,0,0,0,0,0,0,24686,24,7,11,358,332.18145752
1,1,1,1,1,1,0,0,0,24687,24,7,11,358,332.18145752
0,1,2,0,1,0,0,0,0,24688,24,7,11,358,332.18145752
2,2,2,2,2,0,0,0,0,24689,24,7,11,358,332.18145752
2,1,2,1,0,0,0,0,0,24690,24,8,11,358,332.18145752
3,3,3,3,3,2,0,0,0,24691,24,8,11,358,332.18145752
2,2,0,0,2,2,0,0,0,24692,24,8,11,358,332.18145752
3,3,3,3,3,1,1,1,0,24693,24,8,11,358,332.18145752
1,2,1,2,1,1,1,0,0,24694,24,8,11,358,332.18145752
3,3,3,3,3,0,0,0,0,24695,24,8,11,358,332.18145752
2,2,2,0,0,0,0,0,0,24696,24,8,11,358,332.18145752
0,0,0,0,0,0,0,0,0,24697,24,8,11,358,332.18145752
3,2,0,0,2,0,0,0,0,24698,24,8,11,358,332.18145752
2,1,0,0,0,1,1,0,0,24699,24,8,11,358,332.18145752
2,2,2,0,0,2,0,0,0,24700,24,8,11,358,332.18145752
3,3,3,3,3,3,2,2,0,24701,24,8,11,358,332.18145752
3,3,3,3,3,2,1,2,0,24702,24,8,11,358,332.18145752
2,3,2,0,3,0,0,0,0,24703,24,8,11,358,332.18145752
3,3,0,3,1,0,0,0,0,24704,24,8,11,358,332.18145752
1,1,1,0,1,0,0,0,0,24705,24,8,11,358,332.18145752
0,3,3,3,3,0,0,0,0,24706,24,8,11,358,332.18145752
3,3,3,3,0,2,0,0,0,24707,24,8,11,358,332.18145752
2,2,2,0,2,0,0,0,0,24708,24,8,11,358,332.18145752
2,2,0,0,0,0,0,0,0,24709,24,8,11,358,332.18145752
2,2,0,2,2,0,0,0,0,24710,24,8,11,358,332.18145752
0,0,0,0,0,0,0,0,0,24711,24,7,11,357,375.46963501
1,1,1,2,1,1,0,0,0,24712,24,7,11,357,375.46963501
0,0,0,0,0,0,0,0,0,24713,24,7,11,357,375.46963501
1,0,1,0,1,1,1,1,1,24714,24,7,11,357,375.46963501
1,1,0,0,0,0,0,0,0,24715,24,7,11,357,375.46963501
1,2,1,1,1,1,0,0,0,24716,24,7,11,357,375.46963501
0,0,0,0,0,0,0,0,0,24717,24,7,11,357,375.46963501
0,0,0,0,0,0,0,0,0,24718,24,7,11,357,375.46963501
2,2,0,0,0,0,0,0,0,24719,24,7,11,357,375.46963501
1,1,1,1,1,0,0,0,0,24720,24,7,11,357,375.46963501
1,2,2,2,1,0,0,0,0,24721,24,7,11,357,375.46963501
1,1,1,1,1,0,0,0,0,24722,24,7,11,357,375.46963501
0,0,0,0,0,0,0,0,0,24723,24,7,11,357,375.46963501
0,0,0,0,0,0,0,0,0,24724,24,7,11,357,375.46963501
0,1,1,0,0,0,0,0,0,24725,24,7,11,357,375.46963501
2,2,1,2,1,1,0,1,0,24726,24,7,11,357,375.46963501
2,1,1,1,1,0,0,0,0,24727,24,7,11,357,375.46963501
0,0,0,0,0,0,0,0,0,24728,24,7,11,357,375.46963501
2,1,1,1,1,1,0,0,0,24729,24,7,11,357,375.46963501
1,1,1,1,1,1,1,1,0,24730,24,7,11,357,375.46963501
2,2,1,1,2,2,1,1,0,24731,24,7,11,357,375.46963501
1,1,1,1,1,0,0,0,0,24732,24,7,11,357,375.46963501
1,2,1,1,1,1,1,0,0,24733,24,7,11,357,375.46963501
2,1,1,2,1,0,0,0,0,24734,24,7,11,357,375.46963501
0,0,0,0,0,0,0,0,0,24735,24,7,11,357,375.46963501
2,1,0,0,0,0,0,0,0,24736,24,8,11,355,343.01712036
3,3,3,2,3,3,0,2,0,24737,24,8,11,355,343.01712036
0,3,3,1,0,0,0,0,0,24738,24,8,11,355,343.01712036
2,2,2,2,2,2,2,2,2,24739,24,8,11,355,343.01712036
0,3,3,3,0,0,0,0,0,24740,24,8,11,355,343.01712036
3,2,0,0,0,0,0,0,0,24741,24,8,11,355,343.01712036
0,0,0,0,0,0,0,0,0,24742,24,8,11,355,343.01712036
2,1,0,0,0,0,0,0,0,24743,24,8,11,355,343.01712036
0,0,0,0,0,0,0,0,0,24744,24,8,11,355,343.01712036
3,3,1,2,0,0,0,0,0,24745,24,8,11,355,343.01712036
0,2,2,2,2,0,0,0,0,24746,24,8,11,355,343.01712036
0,1,3,0,0,0,0,0,0,24747,24,8,11,355,343.01712036
0,0,0,0,0,0,0,0,0,24748,24,8,11,357,341.33602905
2,2,1,1,2,2,0,0,0,24749,24,8,11,357,341.33602905
1,1,1,0,0,0,0,0,0,24750,24,8,11,357,341.33602905
0,3,2,1,0,0,0,0,0,24751,24,8,11,357,341.33602905
0,0,0,0,0,0,0,0,0,24752,24,8,11,357,341.33602905
0,1,1,0,0,0,0,0,0,24753,24,8,11,357,341.33602905
0,0,0,0,0,0,0,0,0,24754,24,8,11,357,341.33602905
0,0,0,0,0,0,0,0,0,24755,24,8,11,357,341.33602905
2,2,2,0,0,0,0,0,0,24756,24,8,11,357,341.33602905
0,1,0,0,0,0,0,0,0,24757,24,8,11,357,341.33602905
0,0,0,0,0,0,0,0,0,24758,24,8,11,357,341.33602905
1,0,0,0,0,0,0,0,0,24759,24,8,11,357,341.33602905
0,0,0,0,0,0,0,0,0,24760,24,8,11,357,341.33602905
0,0,0,0,0,0,0,0,0,24761,24,8,11,357,341.33602905
3,0,1,1,3,1,0,0,0,24762,24,3,11,359,302.51071167
3,3,3,3,3,1,1,2,0,24763,24,3,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24764,24,3,11,359,302.51071167
2,3,2,2,2,1,0,2,0,24765,24,3,11,359,302.51071167
2,3,3,3,0,0,0,0,0,24766,24,3,11,359,302.51071167
3,3,3,3,1,0,0,2,0,24767,24,3,11,359,302.51071167
2,1,0,0,0,0,0,0,0,24768,24,3,11,359,302.51071167
0,1,0,3,0,0,0,0,0,24769,24,3,11,359,302.51071167
3,3,3,0,3,2,0,0,0,24771,24,3,11,359,302.51071167
1,2,3,0,0,0,0,0,0,24772,24,3,11,359,302.51071167
1,2,3,3,2,3,1,1,1,24773,24,3,11,359,302.51071167
3,3,2,2,2,3,0,0,0,24774,24,3,11,359,302.51071167
2,3,3,0,0,0,0,0,0,24775,24,3,11,359,302.51071167
0,1,0,1,1,0,0,0,0,24776,24,3,11,359,302.51071167
3,1,2,2,2,1,0,0,0,24777,24,3,11,359,302.51071167
3,3,3,3,3,3,0,0,0,24778,24,3,11,359,302.51071167
0,2,2,1,2,0,0,0,0,24779,24,3,11,359,302.51071167
0,2,2,0,1,2,2,2,1,24780,24,3,11,359,302.51071167
3,3,3,3,3,1,0,0,0,24781,24,3,11,359,302.51071167
2,2,2,0,2,2,0,0,0,24782,24,8,11,361,337.06668091
1,1,0,0,0,0,0,0,0,24783,24,8,11,361,337.06668091
0,1,1,0,0,0,0,0,0,24784,24,8,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24785,24,8,11,361,337.06668091
1,1,0,0,0,0,0,0,0,24786,24,8,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24787,24,8,11,361,337.06668091
1,1,2,1,0,0,0,0,0,24788,24,8,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24789,24,8,11,361,337.06668091
2,1,1,0,0,0,0,0,0,24790,24,8,11,361,337.06668091
1,1,2,0,0,1,0,0,0,24791,24,8,11,361,337.06668091
1,1,1,0,1,1,0,0,0,24792,24,8,11,361,337.06668091
0,2,2,0,0,0,0,0,0,24793,24,8,11,361,337.06668091
1,1,1,0,0,0,0,0,0,24794,24,8,11,361,337.06668091
2,2,2,0,2,1,0,0,0,24795,24,8,11,361,337.06668091
2,2,2,0,0,0,0,0,0,24796,24,8,11,361,337.06668091
0,0,0,0,0,0,0,0,0,24797,24,3,11,362,317.1211853
2,2,2,2,2,0,0,0,0,24798,24,3,11,362,317.1211853
0,0,0,0,0,0,0,0,0,24799,24,3,11,362,317.1211853
2,0,0,0,0,0,0,0,0,24800,24,3,11,362,317.1211853
3,2,2,0,0,0,0,0,0,24801,24,3,11,362,317.1211853
3,0,2,2,2,0,0,0,0,24802,24,3,11,362,317.1211853
1,1,1,1,1,0,0,0,0,24803,24,3,11,362,317.1211853
1,0,0,0,0,0,0,0,0,24804,24,3,11,362,317.1211853
2,2,2,2,2,0,0,0,0,24805,24,3,11,362,317.1211853
2,0,0,0,0,0,0,0,0,24806,24,3,11,362,317.1211853
3,2,2,2,2,0,0,0,0,24807,24,3,11,362,317.1211853
0,0,0,0,0,0,0,0,0,24808,24,3,11,362,317.1211853
2,2,1,1,2,0,0,0,0,24809,24,3,11,362,317.1211853
2,2,2,2,2,2,0,0,0,24810,24,4,11,359,302.51071167
0,0,0,0,0,0,1,0,1,24811,24,4,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24812,24,4,11,359,302.51071167
1,1,1,1,1,1,1,1,1,24813,24,4,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24814,24,4,11,359,302.51071167
1,3,3,3,3,0,0,0,0,24815,24,4,11,359,302.51071167
1,1,1,1,1,1,1,1,1,24816,24,4,11,359,302.51071167
2,2,0,0,0,0,0,0,0,24817,24,4,11,359,302.51071167
2,2,2,2,2,2,2,2,2,24818,24,4,11,359,302.51071167
1,1,1,1,1,1,1,1,1,24819,24,4,11,359,302.51071167
2,2,2,2,2,2,0,0,0,24820,24,4,11,359,302.51071167
2,2,2,2,2,0,0,0,0,24821,24,4,11,359,302.51071167
2,2,2,2,2,2,0,0,0,24822,24,4,11,359,302.51071167
1,0,1,3,2,1,0,2,0,24823,24,4,11,359,302.51071167
0,0,0,0,0,0,0,0,0,24824,24,4,11,359,302.51071167
0,1,2,1,1,3,1,2,0,24825,24,4,11,359,302.51071167
2,2,0,0,1,0,0,0,0,24826,24,4,11,362,317.1211853
2,2,2,1,1,2,0,0,0,24827,24,4,11,362,317.1211853
1,1,0,0,0,0,0,0,0,24828,24,4,11,362,317.1211853
0,3,2,3,0,0,0,0,0,24829,24,4,11,362,317.1211853
1,1,0,0,0,0,0,0,0,24830,24,4,11,362,317.1211853
2,2,2,2,2,2,2,2,2,24831,24,4,11,362,317.1211853
3,3,3,3,3,3,3,3,2,24832,24,4,11,362,317.1211853
2,3,3,2,2,2,0,2,0,24833,24,4,11,362,317.1211853
3,2,3,3,3,3,0,0,0,24834,24,4,11,362,317.1211853
3,3,3,0,1,2,1,1,0,24835,24,4,11,362,317.1211853
1,3,1,3,2,1,0,0,0,24836,24,4,11,362,317.1211853
2,2,2,0,2,3,1,3,0,24837,24,4,11,362,317.1211853
1,1,1,0,1,0,0,0,0,24838,24,4,11,362,317.1211853
0,3,0,3,2,2,0,0,0,24839,24,4,11,362,317.1211853
1,1,1,0,1,2,0,0,1,24840,24,4,11,362,317.1211853
2,2,2,0,1,0,0,0,0,24841,24,4,11,362,317.1211853
1,1,0,0,0,0,0,0,0,24842,24,4,11,362,317.1211853
0,1,1,0,0,0,0,0,0,24843,24,4,11,362,317.1211853
3,2,2,2,2,2,0,0,0,24844,24,4,11,362,317.1211853
1,1,0,0,0,0,0,0,0,24845,24,4,11,362,317.1211853
2,1,0,0,0,0,0,0,0,24846,24,4,11,362,317.1211853
1,1,1,1,1,1,0,0,0,24847,25,1,11,366,324.69949341
0,0,0,0,0,0,0,0,0,24848,25,1,11,366,324.69949341
0,0,0,0,0,0,0,0,0,24849,25,1,11,366,324.69949341
3,1,2,0,1,1,0,0,0,24850,25,1,11,366,324.69949341
0,0,0,0,0,0,0,0,0,24851,25,1,11,366,324.69949341
1,1,1,0,1,0,0,0,0,24852,25,1,11,366,324.69949341
0,3,3,0,3,3,0,0,0,24853,25,1,11,366,324.69949341
3,3,3,3,3,3,0,0,0,24854,25,1,11,366,324.69949341
1,2,3,0,2,0,0,0,0,24855,25,1,11,366,324.69949341
1,2,0,0,0,0,0,0,0,24856,25,1,11,366,324.69949341
0,0,0,0,0,0,0,0,0,24857,25,1,11,366,324.69949341
0,0,0,0,0,0,0,0,0,24858,25,1,11,366,324.69949341
2,2,2,2,2,0,0,0,0,24859,25,1,11,366,324.69949341
0,0,0,0,0,0,0,0,0,24860,25,1,11,366,324.69949341
2,2,2,2,2,1,0,0,0,24861,25,1,11,369,321.19232178
2,2,2,2,2,0,0,0,0,24862,25,1,11,369,321.19232178
2,2,2,2,2,0,0,0,0,24863,25,1,11,369,321.19232178
2,2,2,2,2,0,0,1,0,24864,25,1,11,369,321.19232178
0,0,0,1,0,0,0,0,0,24865,25,1,11,369,321.19232178
2,1,1,1,1,0,0,0,0,24866,25,1,11,369,321.19232178
1,1,1,1,1,1,0,0,0,24867,25,1,11,369,321.19232178
2,2,2,2,2,0,0,0,0,24868,25,1,11,369,321.19232178
0,0,0,0,0,0,0,0,0,24869,25,1,11,369,321.19232178
2,2,2,2,2,0,0,0,0,24870,25,1,11,369,321.19232178
3,3,2,2,2,2,1,1,1,24871,25,1,11,369,321.19232178
2,2,2,2,2,2,0,0,0,24872,25,1,11,369,321.19232178
3,3,3,3,3,2,1,1,1,24873,25,1,11,369,321.19232178
0,0,0,0,0,0,0,0,0,24874,25,1,11,369,321.19232178
2,2,2,2,2,0,0,0,0,24875,25,1,11,369,321.19232178
2,2,2,2,2,0,1,0,0,24876,25,1,11,369,321.19232178
2,2,2,2,2,2,1,1,1,24877,25,1,11,369,321.19232178
0,0,1,1,1,0,0,0,0,24878,25,1,11,369,321.19232178
2,2,0,0,0,0,0,0,0,24879,25,1,11,369,321.19232178
3,2,2,1,3,1,0,0,0,24880,25,1,11,368,304.08163452
0,0,0,0,0,0,0,0,0,24881,25,1,11,368,304.08163452
2,2,2,2,2,2,1,0,0,24882,25,1,11,368,304.08163452
1,1,0,1,1,0,0,0,0,24883,25,1,11,368,304.08163452
2,3,2,2,2,1,0,0,0,24884,25,1,11,368,304.08163452
2,1,2,1,1,2,2,0,0,24885,25,1,11,368,304.08163452
2,1,2,1,2,2,1,0,0,24886,25,1,11,368,304.08163452
2,2,2,2,2,0,0,0,0,24887,25,1,11,368,304.08163452
2,2,1,1,2,0,0,0,0,24888,25,1,11,368,304.08163452
0,0,0,0,0,0,0,0,0,24889,25,1,11,368,304.08163452
1,1,0,1,1,0,0,0,0,24890,25,1,11,368,304.08163452
2,2,3,3,3,2,2,0,0,24891,25,1,11,368,304.08163452
0,0,1,1,0,0,0,0,0,24892,25,2,11,368,304.08163452
0,0,0,0,0,0,0,0,0,24893,25,2,11,368,304.08163452
1,1,1,1,1,0,0,0,0,24894,25,2,11,368,304.08163452
2,2,2,2,2,2,2,2,2,24895,25,2,11,368,304.08163452
0,0,0,0,0,0,0,0,0,24896,25,2,11,368,304.08163452
0,0,0,0,0,0,0,0,0,24897,25,2,11,368,304.08163452
0,0,0,0,0,0,0,0,0,24898,25,2,11,368,304.08163452
0,0,0,0,0,0,0,0,0,24899,25,2,11,368,304.08163452
2,0,1,2,1,1,0,1,1,24900,25,2,11,368,304.08163452
2,2,2,2,2,1,2,0,1,24901,25,2,11,368,304.08163452
0,0,0,0,0,0,0,0,0,24902,25,2,11,368,304.08163452
