fdsec01,fdsec02,fdsec03,fdsec04,fdsec05,fdsec06,fdsec07,fdsec08,fdsec09,hhnum,provcode,psurec,regcode,strrec,Wgt2
0,0,0,0,0,0,0,0,0,347,29,1,1,6,356.34274292
2,1,0,1,0,0,0,0,0,348,29,1,1,6,356.34274292
1,2,1,0,1,0,0,0,0,350,29,2,1,7,357.61621094
0,2,1,2,2,1,0,0,0,351,29,2,1,7,357.61621094
2,3,3,2,2,2,0,0,0,352,29,2,1,7,357.61621094
2,2,2,0,2,1,0,0,0,353,29,2,1,7,357.61621094
3,2,2,2,2,2,2,1,0,354,29,2,1,7,357.61621094
2,0,2,2,0,2,0,0,0,355,29,2,1,7,357.61621094
2,2,0,1,2,2,0,0,0,356,29,2,1,7,357.61621094
2,2,2,2,2,0,2,0,0,357,29,2,1,7,357.61621094
2,0,1,1,2,2,0,0,0,358,29,2,1,7,357.61621094
0,2,2,2,2,2,2,0,0,359,29,2,1,7,357.61621094
3,2,2,2,0,0,0,0,0,360,29,2,1,7,357.61621094
0,0,0,0,0,0,0,0,0,361,29,2,1,7,357.61621094
0,0,0,0,1,0,0,0,0,362,29,2,1,7,357.61621094
1,1,1,1,1,1,0,0,0,363,29,2,1,7,357.61621094
1,1,1,1,0,0,0,0,0,364,29,2,1,7,357.61621094
2,1,0,1,1,0,0,0,0,365,29,2,1,7,357.61621094
2,2,2,2,0,0,0,0,0,366,29,2,1,7,357.61621094
1,1,1,1,0,0,0,0,0,367,29,2,1,7,357.61621094
0,1,0,0,0,0,1,0,0,368,29,1,1,10,365.91073608
0,1,1,0,0,0,0,0,0,369,29,1,1,10,365.91073608
1,1,1,1,1,1,0,0,0,370,29,1,1,10,365.91073608
1,1,1,1,1,1,0,0,0,371,29,1,1,10,365.91073608
0,0,1,0,0,0,0,0,0,372,29,1,1,10,365.91073608
0,0,0,0,0,0,0,0,0,373,29,1,1,10,365.91073608
1,2,0,0,0,0,0,0,0,374,29,1,1,10,365.91073608
2,2,2,2,2,2,0,0,0,375,29,1,1,10,365.91073608
1,0,0,0,0,0,0,0,0,376,29,1,1,10,365.91073608
2,2,2,2,2,0,2,0,0,377,29,1,1,10,365.91073608
1,2,0,2,0,0,0,0,0,378,29,1,1,10,365.91073608
2,2,2,2,0,0,0,0,0,379,29,1,1,10,365.91073608
0,0,0,0,0,0,0,0,0,380,29,1,1,10,365.91073608
2,0,0,1,2,0,0,0,0,381,29,1,1,10,365.91073608
0,0,0,0,0,0,0,0,0,382,29,1,1,10,365.91073608
0,0,0,0,0,0,0,0,0,383,29,1,1,10,365.91073608
3,2,2,2,1,0,0,0,0,384,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,385,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,386,29,1,1,8,383.60778809
1,0,0,0,0,0,0,0,0,387,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,388,29,1,1,8,383.60778809
1,0,0,0,0,0,0,0,0,389,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,390,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,391,29,1,1,8,383.60778809
1,0,0,0,0,0,0,0,0,392,29,1,1,8,383.60778809
3,1,2,1,1,1,0,0,0,393,29,1,1,8,383.60778809
1,2,1,1,2,0,0,0,0,394,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,395,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,396,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,397,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,398,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,399,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,400,29,1,1,8,383.60778809
1,1,0,0,1,0,0,0,0,401,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,402,29,1,1,8,383.60778809
0,0,0,0,0,0,0,0,0,403,29,1,1,8,383.60778809
1,0,0,0,0,0,0,0,0,405,29,3,1,7,357.61621094
1,1,0,0,0,0,0,0,0,407,29,3,1,7,357.61621094
