regcode,provcode,hhnum,fg1,fg2,fg3,fg4,fg5,fg6,fg7,fg8,fg9,fg10,fg11,fg12,fg13,fg14,fg15,fg16,fg17,fg18,fg19,fg20,fg21,fg23,fg24,fg25,fg26,fg27,Total_Food,Total_Calc,Total_CHO,Total_Ener,Total_Fat,Total_Iron,Total_Prot,Total_Nia,Total_Ribo,Total_Thia,Total_VitA,Total_VitC,cu,psurec,strrec,wgts
2,15,2993,535,535,0,0,0,13,0,0,0,0,0,0,0,108.10944,108.10944,0,0,60,114.375,114.375,0,40,5,5,0,0,875.48444,357.4364929199219,448.4661254882813,2523.540861504,53.19317245483398,7.521421909332275,62.31679916381836,27.6720142364502,.7956221103668213,.6524190306663513,317.34619140625,2.099999904632568,1,0141022003002,15032,554.8599178791046
2,15,2995,586.47325,561.62125,0,24.852,0,11.5,0,101.5,38,63.5,0,0,0,259.68076,259.68076,0,0,0,0,0,0,12.25,10,4,6,0,3925.61604,2813.328369140625,1978.453125,10020.8883931971,87.22975921630859,49.75963592529297,328.7398986816406,147.6249237060547,2.671768188476563,3.30379319190979,1029.870239257813,392.1170043945313,4,0141022003002,15032,554.8599178791046
2,15,2996,646.515,619.015,0,27.5,0,7.5,17.5,137,137,0,0,0,0,268.32816,27.30136,241.0268,0,0,34.3125,34.3125,0,35,31,3.5,27.5,0,2354.31132,1151.5283203125,1082.413818359375,6407.086979456,150.3514404296875,30.55265617370606,180.1904296875,67.79002380371094,2.27253270149231,3.340630531311035,1161.1689453125,79.60299682617188,2,0141022003002,15032,554.8599178791046
2,15,3016,172.54,160,0,12.54,0,10,0,395.8813559322034,72.88135593220341,323,0,0,0,77.20224,12.53824,64.664,0,75.6666666666666,129.125,129.125,0,0,39,24,15,0,899.41526259887,1064.325439453125,212.4835968017578,1437.8266,41.43711471557617,12.78603553771973,53.31858062744141,15.04838371276856,1.420202374458313,1.312619805335999,941.431640625,79.74849700927734,1,0143126010000,15022,553.765519618988
2,15,3017,317.11375,296.52125,0,20.5925,43.1576470588235,32,2,100.25,12.5,87.75,0,0,0,399.273149787235,269.89,129.383149787234,0,0,3.8125,3.8125,0,51.5,17.25,2.5,11.5,3.25,3865.42818738423,1049.8427734375,1064.136352539063,8715.079331999999,367.9717712402344,29.73191642761231,285.3096923828125,92.63992309570313,3.48830771446228,4.374050617218018,1567.15771484375,56.17975997924805,4,0143126010000,15022,553.765519618988
2,15,3019,380.5636,371.0516,0,9.512000000000001,0,2.6,49.2,132.0545454545454,53.4545454545454,78.59999999999999,0,0,0,23.5092,23.5092,0,0,0,0,0,0,0,10.2,1.8,8.4,0,2990.63672727273,2258.28369140625,1750.075317382813,8091.70708,16.86425018310547,54.31457901000977,234.0230255126953,94.50321960449219,2.230062961578369,3.862375974655151,1065.702514648438,236.8459930419922,5,0143126010000,15022,553.765519618988
2,15,3021,561.93375,520.68375,0,41.25,0,34.5,78.1875,59.42708333333333,47.42708333333333,12,345,112.5,232.5,43.05940140000001,43.0594014,0,0,0,0,0,0,26.25,41.25,9.75,24,7.5,1586.14364631111,1045.3857421875,791.2053833007813,4030.5703,50.49864959716797,24.68717575073242,101.8117141723633,41.84629440307617,.9716929197311401,1.601926803588867,429.1754150390625,171.1981964111328,1.333333333333333,0143126010000,15022,553.765519618988
2,15,3022,539.205,434.23,0,104.975,0,73.40000000000001,113,84.5,60,24.5,7.5,7.5,0,373.1769234042555,3.9182,369.2587234042555,0,41,50,0,50,31,67,5,46.5,15.5,2759.56384680851,1423.874145507813,1237.786376953125,9395.8712,398.9877014160156,54.10652160644531,212.5661773681641,77.79811859130859,2.984205961227417,3.986073970794678,995.0860595703125,22.95820045471191,2,0143126010000,15022,553.765519618988
2,15,3025,203.99375,199.6,0,4.39375,0,19.65,0,132.5,0,132.5,137,137,0,317.199494708425,258.901622368,58.2978723404255,0,0,0,0,0,0,13.25,2.75,10.5,0,3294.3729788337,1364.120361328125,855.469970703125,5371.28768544128,129.1248168945313,25.62536811828613,195.9166259765625,82.92044067382813,2.301441192626953,2.772753000259399,925.397216796875,277.8970947265625,4,0143126010000,15022,553.765519618988
2,15,3027,343.313,343.313,0,0,163.4831460674155,24.5,29.92,132.9597627201235,74.9151785714285,58.044584148695,0,0,0,85.41676,85.41676,0,0,36,19.0625,19.0625,0,14,15.5,2.5,13,0,1728.31033757508,2111.4609375,655.0781860351563,3431.89444,44.36525726318359,30.79806137084961,102.927360534668,38.06124496459961,1.405892252922058,1.60101044178009,680.8785400390625,300.0454711914063,2,0143126010000,15022,553.765519618988
2,15,3029,453.3125,442.8625,0,10.45,0,11,0,144.5,0,144.5,0,0,0,99.34705151999999,99.34705151999999,0,0,0,41.9375,41.9375,0,0,4,2.5,1.5,0,1508.19410304,836.1591796875,726.1654052734375,3467.77648974029,21.12494850158691,15.29914283752441,92.54421234130859,36.40388488769531,1.049140572547913,1.203262686729431,201.7196044921875,89.79109954833984,2,0143126010000,15022,553.765519618988
2,15,3032,295.852,290,0,5.852,0,24,0,234.7142857142858,54.7142857142858,180,0,0,0,514.754953088,81.64424908800001,433.110704,0,0,106.75,106.75,0,3.8,15.4,1.6,12,1.8,5976.35619401143,2494.277099609375,1430.717407226563,10652.080404041,301.1447143554688,62.96342468261719,552.7318725585938,183.0526123046875,6.268950939178467,6.21081018447876,3414.366943359375,189.8860015869141,5,0143126010000,15022,553.765519618988
2,15,3064,121.69075,108.73275,0,12.958,0,23.85,0,0,0,0,0,0,0,28.90910769230775,28.90910769230775,0,0,12.37672413793102,0,0,0,1.25,.5,.5,0,0,754.306327320955,242.9159240722656,525.7255249023438,2659.8005648,35.84894180297852,9.329261779785156,59.63710784912109,28.23687744140625,.5885061025619507,.605713427066803,243.3233032226563,0,4,0143527034000,15062,553.765519618988
2,15,3066,283.49275,283.49275,0,0,0,15.25,0,0,0,0,0,0,0,142.540744,114.985744,27.555,0,28,89.59375,89.59375,0,18.75,3.5,1,2.5,0,2324.508976,972.5618286132813,1001.658020019531,5879.519960384,127.4128570556641,18.45339393615723,179.6592712402344,72.30614471435547,2.108617305755615,1.42310106754303,937.034912109375,6.579999923706055,4,0143527034000,15062,553.765519618988
2,15,3068,566.0734,544.0734,0,22,0,26.4,0,176.8212598668936,84.58873239436619,92.23252747252739,0,0,0,21.5239786666666,21.5239786666666,0,0,0,0,0,0,7.4,5.4,1,4.4,0,4018.0931926678,2086.031005859375,2435.907470703125,11355.22076,72.36235046386719,41.05343246459961,238.6313781738281,101.9877700805664,3.159563541412354,4.332344055175781,1570.5361328125,242.5106048583984,5,0143527034000,15062,553.765519618988
2,15,3071,458.14025,430.64025,0,27.5,0,20.5,0,101.1104467864095,33.68661971830975,67.42382706809975,0,0,0,131.99676,32.91288,99.08387999999999,0,0,0,0,0,3.75,5.5,1.5,4,0,2883.98982714564,1977.911743164063,1554.671508789063,8029.300114,101.5143508911133,33.93479537963867,223.5793304443359,75.85471343994141,2.817945003509522,3.081901788711548,1237.552490234375,50.98511505126953,4,0143527034000,15062,553.765519618988
2,15,3072,329.97725,329.97725,0,0,0,0,0,138.5,0,138.5,49,49,0,253.6007,253.6007,0,0,0,0,0,0,1,6.25,0,6.25,0,3113.3118,6781.712890625,1110.106079101563,5235.30513,14.47104167938232,53.57775115966797,164.8864593505859,55.38048553466797,1.601658582687378,1.840849995613098,1570.455444335938,120.5134963989258,4,0143527034000,15062,553.765519618988
2,15,3074,351.54175,321.54175,0,30,0,9.5,0,142.5001126541143,14.8280487804878,127.6720638736265,0,0,0,317.2305286956525,236.3868286956522,80.8437,0,51.43275862068975,0,0,0,13,10.5,6.5,1.75,2.25,3582.82059988182,1457.815673828125,1181.7294921875,7492.6855288,189.1864471435547,37.11311340332031,267.1023254394531,90.59328460693359,4.160362243652344,5.703615188598633,1644.109130859375,107.3011169433594,4,0143527034000,15062,553.765519618988
2,15,3077,398.081,398.081,0,0,0,48.5,177,207.1420758928572,.892857142857145,206.24921875,0,0,0,56.6236180561405,56.62361805614036,0,0,0,0,0,0,42.5,64,1.5,43.5,19,1987.69338789799,1399.39599609375,1062.5712890625,5825.121116752,96.615478515625,37.16044616699219,174.1521759033203,66.77120208740234,1.452734231948853,3.347594499588013,171.4898986816406,70.09380340576172,2,0143527034000,15062,553.765519618988
2,15,3078,749.958,749.958,0,0,0,0,0,64.25517241379311,64.25517241379311,0,0,0,0,789.267475409836,397.039475409836,392.228,0,0,0,0,0,26,2,0,2,0,1631.48064782363,486.6563720703125,607.6265869140625,3934.3344592,96.3905029296875,16.52831840515137,158.5979156494141,48.91897201538086,1.42381751537323,1.932497024536133,508.2630920410156,11.18039989471436,1,0143527034000,15062,553.765519618988
2,15,3153,109.1828333333333,109.1828333333333,0,0,0,0,.6666666666666666,9,0,9,0,0,0,139.2131981449275,11.66893727536237,127.5442608695652,0,0,0,0,0,2,41.83333333333334,0,41.83333333333333,0,1811.37618886957,693.6388549804688,563.680419921875,3495.8964255616,69.12763977050781,23.07538032531738,154.0620269775391,54.92507171630859,1.259001016616821,1.117132782936096,113.594123840332,16.28000068664551,6,0147129034003,15012,557.5959135293961
2,15,3154,368.4164,191.0604,0,177.356,0,5.4,10,95.28380765575881,0,95.28380765575881,105.2105263157894,77,28.2105263157894,82.96628799999999,10.344048,72.62224000000001,0,17.1367816091954,0,0,0,28.8,20.6,4.4,16.2,0,3669.06901790372,1556.302978515625,1400.745849609375,10503.34656,428.2445678710938,58.60699462890625,261.6709899902344,74.29147338867188,2.414041519165039,4.565357208251953,1124.621215820313,291.4433288574219,5,0147129034003,15012,557.5959135293961
2,15,3162,370.0978,346.0978,0,24,106.259090909091,16.4,39.6,115.637037037037,15.4,100.237037037037,0,0,0,100.619603968,49.427635968,51.191968,0,0,2,2,0,11.4,22.6,12.8,9.800000000000001,0,3923.06765957064,2188.91162109375,1902.78125,10185.1354009786,163.0537261962891,48.9129753112793,279.2961730957031,117.2434234619141,3.98345160484314,6.021482467651367,1906.99755859375,420.8334045410156,5,0148729045000,15022,555.9543161392212
2,15,3163,247.6756153846154,229.8482307692308,0,17.82738461538462,0,8.76923076923077,43.61538461538462,87.71022624434401,18,69.71022624434401,0,0,0,126.9147947928995,35.72733017751484,57.68669538461539,33.50076923076923,0,0,0,0,0,21.23076923076923,9.230769230769232,5.076923076923078,6.923076923076923,2322.30275782805,1033.4453125,1176.56201171875,6392.2143048,88.83739471435547,38.67206954956055,219.6948089599609,90.01377105712891,8.770550727844238,3.867702007293701,14240.583984375,236.5084075927734,4.333333333333333,0148729045000,15022,555.9543161392212
2,15,3165,617.826,581.9235,0,35.9025,0,63.01199999999999,0,369,0,369,0,0,0,782.7198783978929,0,782.7198783978929,0,0,0,0,0,7.8,32.4,12.3,11.7,8.4,6242.52626132631,2233.760986328125,1696.758544921875,10927.50616,177.6123962402344,98.94271850585938,631.665283203125,204.3138885498047,6.829984664916992,6.27185583114624,1489.990356445313,168.6049957275391,3.333333333333334,0148729045000,15022,555.9543161392212
2,15,3166,287.975294117647,268.5635294117647,0,19.41176470588235,0,2.647058823529412,0,18.29726166328606,18.29726166328606,0,37.94117647058823,0,37.94117647058823,325.1974722635294,214.6280604988235,0,110.5694117647059,0,0,0,0,5.823529411764706,3.176470588235294,1.764705882352941,1.411764705882353,0,3859.33015891862,1655.769287109375,1369.189208984375,8270.893676125441,138.9502716064453,35.6865234375,387.2384948730469,186.5148315429688,3.433027267456055,3.135765552520752,2272.10595703125,55.12860107421875,5.666666666666667,0148729045000,15022,555.9543161392212
2,15,3168,457.2732,444,0,13.2732,0,23.2,14,51.5853658536586,29.3853658536586,22.2,66.59999999999999,0,66.59999999999999,377.971791053392,120.1216,189.9644767676768,67.8857142857142,0,0,0,0,3.6,18.8,6.6,5.2,7,5065.15178453525,1839.271606445313,2172.458251953125,11491.3719576,102.7632751464844,67.28601837158203,492.2828369140625,165.4708709716797,5.100248336791992,4.979709625244141,2436.7255859375,173.3343963623047,5,0148729045000,15022,555.9543161392212
2,15,3170,255.376,142.4,0,112.976,0,25.8,6.2,110.2,0,110.2,0,0,0,48.58568,48.58568,0,0,0,74.72499999999999,74.72499999999999,0,6.8,14.4,11,3.4,0,2710.4334,2067.653564453125,1328.320678710938,7008.6465,115.8295822143555,22.82045936584473,162.1758575439453,58.7989387512207,3.657665014266968,4.045785903930664,1477.510864257813,100.130500793457,5,0148729045000,15022,555.9543161392212
2,15,3171,250.508,218,0,32.508,0,14.5,0,109.5,0,109.5,0,0,0,340.18744,340.18744,0,0,0,0,0,0,2.5,6.5,5,1.5,0,1447.39088,1192.626098632813,457.3736572265625,2596.946284,30.78997802734375,12.51699542999268,122.5844497680664,47.31201171875,1.129602193832398,.7629409432411194,216.8241577148438,70.86440277099609,2,0148729045000,15022,555.9543161392212
2,15,3173,472.836,459.086,0,13.75,0,43.5,0,97.944512195122,72.194512195122,25.75,0,0,0,96.22394,4.31002,91.91391999999999,0,11.25,77,77,0,5,65.5,64.25,1.25,0,3477.01780878049,1736.87646484375,1738.30615234375,8715.56234,102.3864669799805,38.48844528198242,206.8439178466797,68.84574127197266,3.51079249382019,3.704443693161011,1240.058959960938,168.9527435302734,4,0148729045000,15022,555.9543161392212
2,15,3175,338.7022500000001,338.7022500000001,0,0,0,0,0,195.375,0,195.375,215.625,215.625,0,204.137936136,204.137936136,0,0,0,0,0,0,23.625,1.875,0,1.875,0,2611.573829696,802.3018798828125,796.7437744140625,4372.79328535104,74.22991180419922,19.66838645935059,129.0723724365234,53.05532836914063,1.279515027999878,1.79602575302124,262.8569946289063,223.6329956054688,2.666666666666667,0148729045000,15022,555.9543161392212
2,15,3177,247.8873333333333,123,0,124.8873333333333,0,0,0,26.66666666666667,9,17.66666666666667,123.3333333333333,0,123.3333333333333,180.9761333333333,80.97613333333334,0,100,0,81.33333333333333,81.33333333333333,0,16.66666666666667,10,6.666666666666667,3.333333333333334,0,2060.5904,1471.729614257813,677.4464721679688,4496.7712,128.6627960205078,24.67577934265137,159.9276885986328,65.72106170654297,3.759185075759888,3.937187910079956,1967.1474609375,77.80370330810547,3,0148729045000,15022,555.9543161392212
2,15,3178,409.644,375.414,0,34.23,0,16.6,0,199.125,46.125,153,452,216,236,362.534489016698,189.7772547309834,57.67152,115.0857142857142,32.6597701149426,0,0,0,2.8,53.8,50,3.8,0,7645.8162956582,2510.03759765625,2074.142822265625,11780.7507016,192.5651092529297,69.09024047851563,430.2807922363281,161.0273132324219,4.813361644744873,6.745348453521729,2985.544189453125,762.22802734375,5,0148729045000,15022,555.9543161392212
2,31,3221,367.2018,367.2018,0,0,0,19.2,0,0,0,0,0,0,0,121.0043264,90.94432639999999,30.06,0,0,0,0,0,32,5.6,.8,2,2.8,2725.030632,1476.696533203125,1593.80126953125,8870.490466880001,187.1155853271484,29.03842544555664,201.5777435302734,79.22803497314453,1.522362947463989,2.112497091293335,194.2754211425781,0,5,0152402020000,31062,530.6380294561386
2,31,3223,403.6666666666667,367,0,36.66666666666666,0,27,0,12,0,12,0,0,0,148.6446346666667,148.6446346666667,0,0,0,0,0,0,0,11,2.666666666666667,8.333333333333334,0,1806.933904,1221.925048828125,971.4469604492188,4736.55533696,38.53622055053711,15.94174194335938,126.0921783447266,55.77203750610352,2.264378309249878,2.242958784103394,1135.199951171875,1.804000020027161,3,0152402020000,31062,530.6380294561386
2,31,3227,288.6666666666667,288.6666666666667,0,0,0,4.666666666666667,27,10.33333333333333,0,10.33333333333333,0,0,0,456.758,456.758,0,0,0,83.875,83.875,0,32.33333333333334,2.333333333333334,0,2.333333333333334,0,2717.899,1002.002807617188,753.6083374023438,5033.4856,139.9973297119141,17.98558044433594,188.545166015625,64.65895080566406,2.274312019348145,1.302947998046875,618.6975708007813,5.391900062561035,3,0152402020000,31062,530.6380294561386
2,31,3229,187.9517647058823,187.9517647058823,0,0,0,21,0,25.58823529411765,25.58823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.941176470588235,13.05882352941176,0,1414.06,601.0211791992188,1012.144714355469,4439.7386,5.916299819946289,18.50259971618652,83.58293914794922,40.2059211730957,.6399800181388855,1.13756000995636,197.5625,20.29999923706055,5.666666666666667,0152402020000,31062,530.6380294561386
