Total_Energy,fg6,fg7,fg8,fg9,hhnum,provcode,psurec,regcode,strrec,Total_Calcium,Total_CHO,fg5,Total_Fat,Total_FoodIntake,Total_Iron,Total_Niacin,Total_Protein,Total_Riboflavin,Total_Thiamin,Total_VitaminA,Total_VitaminC,wgts,fg19,fg1,fg10,fg11,fg12,fg13,fg14,fg15,fg16,fg17,fg18,cu,fg2,fg20,fg21,fg23,fg24,fg25,fg26,fg27,fg3,fg4
1079.1959229,25.600000381,0,83.36857605,83.36857605,285,28,4,1,4,7.3257598877,229.93809509,0,6.3108901978,389.28027344,390.46981812,9.3972396851,25.452951431,0.31990998983,0.31701999903,265.46511841,62.936660767,1380.7619629,0,244.5276947,0,0,0,0,26.884000778,26.884000778,0,0,0,1,244.5276947,0,0,4.1999998093,4.6999998093,1.5,0,3.2000000477,0,0
8880.2998047,80.800003052,113.90000153,1138.7099609,0,286,28,4,1,4,42.200000763,1824.1199951,0,84.584403992,3673.0100098,1366.4300537,73.569999695,203.80000305,2.9945499897,4.2491002083,766.48999023,226.80999756,1380.7619629,0,2130.1999512,1138.7099609,0,0,0,0,0,0,0,151.1000061,6,2075.1999512,0,0,47.200000763,11.100000381,4.4000000954,6.6999998093,0,0,55
2231.6101074,75.800003052,0,429.55999756,429.55999756,287,28,4,1,4,30.920000076,466.39001465,0,9.3699998856,1142.9200439,1755.4899902,27.079999924,69.919998169,1.1209400892,0.7988499999,1316.9899902,289.01000977,1380.7619629,0,460.70999146,0,0,0,0,126.55000305,126.55000305,0,0,0,4,460.70999146,0,0,2.7999999523,47.5,11.5,36,0,0,0
6231.1899414,0,0,1311.9599609,186.8999939,288,28,4,1,4,44.990001678,1148.6600342,0,95.870002747,3459.5800781,2718.7399902,61.069999695,192.29000854,2.9503200054,2.759999752,1186.0100098,289.52999878,1380.7619629,0,1543.3000488,1125.0599365,0,0,0,393.82000732,393.82000732,0,0,143.1000061,5,1543.3000488,0,0,59.200000763,8.1999998093,0,8.1999998093,0,0,0
5938.815918,0,260.17300415,260.73321533,6.7332100868,289,28,4,1,4,39.553398132,1148.9508057,226,61.789360046,2497.9023438,1971.3317871,53.667381287,196.26806641,2.1880300045,3.1854398251,424.33355713,74.961837769,1380.7619629,0,1267.28125,254,0,0,0,358.21499634,358.21499634,0,0,87.5,2,1267.28125,0,0,31.299999237,6.6999998093,0,6.6999998093,0,0,0
4691.7700195,58,0,419.26998901,85.779998779,290,28,4,1,4,18.409999847,987.75994873,0,30.535200119,1862.1400146,1083.1600342,42.490001678,114.25,1.1666078568,1.294303298,224,65.190002441,1380.7619629,0,1147.0400391,333.48999023,0,0,0,215.92999268,215.92999268,0,0,0,2,1147.0400391,0,0,16.700000763,5.1999998093,5.1999998093,0,0,0,0
9448.75,119,306.3999939,392.10998535,326.60998535,291,28,4,1,4,65.028999329,1856.2399902,0,106.44090271,3182.6799316,2465.8898926,83.560905457,262.01089478,3.5870499611,5.8465800285,1217.3900146,271.23001099,1380.7619629,0,1857.5300293,65.5,0,0,0,374.63998413,374.63998413,0,0,0,6,1747.5300293,0,0,57.200000763,75.799995422,10,33.5,32.299999237,0,110
5991.7099609,7.5,83.800003052,114.08999634,114.08999634,292,28,4,1,4,33.819999695,1209.4200439,0,59.770000458,1962.0799561,1466.9000244,45.88999939,162.41999817,1.7747199535,2.1466898918,844.7199707,116.46000671,1380.7619629,0,1391.2299805,0,0,0,0,95.660003662,95.660003662,0,0,156,5,1391.2299805,0,0,30.799999237,83,19.600000381,63.400001526,0,0,0
8277.2998047,86.800003052,39,742.15997314,335.07998657,293,28,4,1,4,47.709999084,1640.2099609,101.36000061,98.680000305,3262.3898926,2240.7800293,61.530002594,204.22000122,2.3593299389,2.7378799915,1248.4100342,200.97000122,1380.7619629,0,1660.4699707,407.07998657,0,0,0,209.80000305,112.68000031,97.120002747,0,114.90000153,4,1660.4699707,0,0,29.200000763,278.69998169,137.8999939,140.80000305,0,0,0
7686.371582,38.700000763,69.890914917,1072.9976807,1028.9666748,294,28,4,1,4,42.355461121,1262.9875488,0,207.90420532,4767.2426758,1910.5583496,68.458473206,198.3841095,3.0510599613,2.6184799671,1335.3956299,665.3404541,1380.7619629,0,1333.9301758,44.030979156,964.40002441,0,964.40002441,510.12399292,0,0,510.12399292,41.200000763,5,1330.9301758,0,0,137.30000305,598.70001221,499.8999939,60.099998474,38.700000763,3,0
5149.3999023,0,0,546.58001709,118.91999817,295,28,4,1,4,21.800001144,933.43005371,0,89.550003052,2761.6699219,1117.6400146,58.309997559,154.88999939,1.8098517656,2.3163990974,483.91000366,105.34999847,1380.7619629,0,1522.1999512,427.66000366,0,0,0,569.98999023,367.91998291,86.169998169,115.90000153,0,3,1422.1999512,0,0,39,83.900001526,0,83.900001526,0,0,100
3735.6298828,0,0,442.5,0,296,28,4,1,4,21.13999939,739.31994629,0,51,1427.6199951,545,36.989997864,79.209999084,1.6700000763,3.5399999619,473.77999878,49.319999695,1380.7619629,0,956.41998291,442.5,0,0,0,0,0,0,0,0,4,791.41998291,0,0,18.899999619,9.8000001907,0,9.8000001907,0,0,165
5290.3100586,0,0,420.33001709,306.73001099,297,28,4,1,4,26.920000076,931.00994873,0,71.020004272,2475.6899414,1064.3099365,89.379997253,230.94000244,1.6141579151,1.7238479853,662.23999023,169.6499939,1380.7619629,0,1131.9000244,113.59999847,0,0,0,895.55999756,0,0,895.55999756,0,4,1131.9000244,0,0,13.399999619,14.5,0,14.5,0,0,0
6345.0595703,42.099998474,15.199999809,853.09997559,608.79998779,298,28,4,1,4,26.579999924,1217.9399414,0,97.819999695,2891.9799805,1694.5400391,52.479999542,148.58999634,2.633949995,2.3220300674,1442.5,169.25,1380.7619629,73.199996948,1475.8100586,244.30000305,0,0,0,250.66999817,250.66999817,0,0,103.09999847,6,1384.9000244,73.199996948,0,37.5,41.299999237,20,21.299999237,0,10,80.910003662
6347.4301758,0,245.30999756,106.26999664,106.26999664,299,28,4,1,4,35.759998322,965.33996582,0,193.86000061,1847.0100098,1244.6099854,41.899997711,184.77999878,2.2200000286,3.5031900406,963.35998535,137.47000122,1380.7619629,0,1032.4000244,0,0,0,0,253.22999573,45.61000061,207.61999512,0,167.8999939,2,1032.4000244,0,0,41.900001526,0,0,0,0,0,0
6015.7705078,10.300000191,13.026000023,229.79846191,185.22494507,300,28,4,1,4,38.395931244,680.30090332,0,259.93499756,2022.6276855,1424.1994629,74.328613281,235.17672729,2.1177401543,4.9322400093,702.50836182,89.345581055,1380.7619629,0,708.40618896,44.573509216,0,0,0,913.29699707,221.39700317,691.90002441,0,0,3,593.08837891,0,0,59.900001526,87.900001526,3.0999999046,74.5,10.300000191,0,115.31780243
10936.30957,1.6000000238,0,407.80999756,0,301,28,4,1,4,52.579998016,2133.0600586,0,153.50320435,3926.329834,1481.0599365,109.57000732,259.04998779,4.1865901947,9.6709594727,1027.4199219,127.29000092,1380.7619629,0,2857.8999023,407.80999756,0,0,0,614.91998291,13.720000267,601.20001221,0,0,6,2512.8999023,0,0,0,44.099998474,3.2000000477,40.899997711,0,0,345
5062.1098633,25.799999237,126.80000305,37.900001526,37.900001526,302,28,4,1,4,44.100002289,918.37994385,0,100.6727066,1412.7999268,1005.2700195,59.739997864,132.02999878,3.8248300552,9.9800004959,1343.5799561,16.479999542,1380.7619629,0,1199.6999512,0,0,0,0,0,0,0,0,0,2,719.70001221,0,0,0,22.600000381,2.7000000477,19.899999619,0,0,480
12884.620117,0,0,1392.3599854,0,303,28,4,1,4,51.430000305,1097.6500244,0,778.62896729,5368.0400391,3097.7900391,100.69887543,369.51998901,5.0008997917,6.2671117783,2313.1000977,391.40997314,1380.7619629,497.1499939,1594.2700195,1392.3599854,0,0,0,1813.7600098,160.00999451,1653.75,0,10.199999809,6,1088.0999756,497.1499939,0,55.799999237,4.5,0,4.5,0,0,506.17001343
7274.6401367,0.5,132.8999939,348.69998169,86.900001526,304,28,4,1,4,33.490001678,1358.1700439,0,126.10189819,2617.9299316,1577,66.909996033,190.77999878,2.2825100422,3.7097301483,588.94000244,124.32000732,1380.7619629,0,1671.5,261.79998779,0,0,0,369.02999878,369.02999878,0,0,0,3,1616.5,0,0,82.5,12.800000191,1.8999999762,10.900000572,0,0,55
4675.7402344,13,0.40000000596,438.6000061,0,305,28,4,1,4,22.63999939,910.32995605,0,58.760398865,1890.5200195,1120.7399902,43.532001495,124.80999756,0.92970997095,1.4835098982,310.05001831,21.409999847,1380.7619629,0,1060.6999512,438.6000061,0,0,0,272.32000732,272.32000732,0,0,0,2,1060.6999512,0,0,49.200000763,56.299999237,20.700000763,35.599998474,0,0,0
7091.5498047,28.799999237,0,532.5,397.5,40,28,1,1,3,62.409999847,1356.8800049,0,75.260002136,3460.0700684,4056.3198242,70.150001526,245.50001526,3.6800000668,3.4999997616,2340.6999512,220.59999084,1316,458.26000977,1700.5100098,135,0,0,0,646.09997559,452.73001099,193.36999512,0,54.400001526,7,1540.9799805,458.26000977,0,0,39.5,0,39.5,0,0,159.52999878
4522.8901367,66.599998474,0,140.6000061,140.6000061,41,28,1,1,3,27.069999695,760.32000732,0,77.441497803,1938.1199951,827.35003662,68.36000061,196.37998962,1.8310209513,1.3516561985,1820.8199463,181.88000488,1316,0,789.91998291,0,0,0,0,777,777,0,0,135.5,7,713.29998779,0,0,21.399999619,7.0999999046,1.5,2.0999999046,3.5,0,76.620002747
17249.550781,50.799999237,318.48999023,986.75,104.75,42,28,1,1,3,95.040000916,3590.6599121,0,105.35409546,6196.5600586,4079.380127,156.05999756,480.67999268,3.7806601524,5.7483305931,1060.1600342,190.5,1316,0,4274.6699219,882,0,0,0,345.25,345.25,0,0,82.300003052,8,4152.2998047,0,0,44.599998474,93.700004578,4.0999999046,89.599998474,0,0,122.37000275
5826.5600586,0,0,141.8999939,0,43,28,1,1,3,25.179998398,1088.3200684,0,98.239997864,2548.5400391,1435.1799316,40.529998779,146.22999573,2.6424000263,1.6147999763,1335.6899414,437.5,1316,259.25,1013.6800537,141.8999939,127,0,127,298.80999756,298.80999756,0,0,413.70001221,2,1002.9000244,259.25,0,21.899999619,272.29998779,264,8.3000001907,0,0,10.779999733
5018.2299805,0,16.299999237,166.41000366,155,44,28,1,1,3,26.75,754.09997559,0,146.94000244,1664.2399902,964.36999512,52.430000305,168.08000183,2.1897199154,3.3427298069,1180.4599609,63.409999847,1316,0,871.10003662,11.409999847,0,0,0,544.42999268,39.029998779,505.3999939,0,0,1.6666666865,850.20001221,0,0,14.199999809,51.799999237,30,21.800001144,0,0,20.899999619
7702.0375977,47.200000763,33.799999237,65.099998474,0,45,28,1,1,3,28.175979614,1350.6407471,0,164.96676636,2954.7219238,1192.1105957,63.629619598,202.315979,1.6018500328,2.8117499352,305.17828369,56.904251099,1316,98.362503052,1658.3275146,65.099998474,216.5,0,216.5,703.53198242,309.07199097,394.45999146,0,0,6,1624.8000488,98.362503052,0,104.09999847,27.799999237,0,27.799999237,0,0,33.527500153
6266.1699219,12.399999619,0,739.80999756,180.19999695,46,28,1,1,3,34.460002899,948.15716553,0,208.41239929,2620.7700195,1797.5200195,71.13999939,148.58999634,2.0651400089,2.5583701134,879.57000732,101.90999603,1316,217.30999756,1148.6199951,559.60998535,0,0,0,325.42999268,80.590003967,244.83999634,0,0,5,1132.9000244,217.30999756,0,41.299999237,135.8999939,58.400001526,57.599998474,19.899999619,0,15.720000267
9318.1503906,0,0,153.41999817,134.52000427,47,28,1,1,3,33.939998627,900.04998779,0,492.6000061,2573.6101074,1505.0100098,69.25,213.47999573,2.6799998283,4.2669496536,1768.1599121,54.789997101,1316,0,1120.3000488,18.899999619,0,0,0,1077.8900146,99.379997253,978.51000977,0,0,3,1065.3000488,0,0,34.299999237,187.69999695,184.19999695,3.5,0,0,55
5082,0,0,70.100006104,66.800003052,48,28,1,1,3,23.380001068,935.39001465,0,65.510002136,2279.4101563,726.57000732,67.959999084,187.41000366,1.4311367273,1.3209768534,996.94000244,20.060001373,1316,0,1239.3000488,3.2999999523,106.19999695,0,106.19999695,700.01000977,700.01000977,0,0,105.90000153,5,1239.3000488,0,0,20.299999237,37.599998474,0,37.599998474,0,0,0
8622.3300781,67.900001526,120.09999847,83.38999939,83.38999939,49,28,1,1,3,40.209999084,1703.8299561,0,106.01000214,2258.9499512,985.41998291,86.75,211.81999207,2.2968699932,3.4200000763,588.08996582,107.87000275,1316,0,1757.6600342,0,0,0,0,0,0,0,0,107.30000305,4,1578.3100586,0,0,69.699996948,52.899997711,52.099998474,0.80000001192,0,0,179.3500061
4835,68,180.80000305,201.24000549,57.13999939,50,28,1,1,3,29.399999619,890.51000977,0,76.970001221,1945.1999512,1445.5400391,37.340000153,144.27999878,2.8071320057,3.1328401566,1132.539917,109.30999756,1316,399.54998779,858,144.1000061,0,0,0,40.61000061,40.61000061,0,0,120.69999695,4,808,399.54998779,0,33.700000763,42.599998474,42.599998474,0,0,0,50
7890.840332,0,0,843.54998779,603.25,51,28,1,1,3,33.790000916,1286.7099609,0,219.66000366,3050.6899414,1570.8199463,66.5,190.54000854,2.0102000237,3.1364500523,1171.0999756,279.76000977,1316,0,1652.6199951,240.30000305,0,0,0,551.02001953,92.230003357,458.79000854,0,0,6,1652.6199951,0,0,0,3.5,0,3.5,0,0,0
6474.8198242,120,0,350.51000977,0,52,28,1,1,3,24.270000458,1294.2099609,0,72.980003357,2508.0998535,862.97998047,42.869998932,157.27000427,2.1700000763,1.75,757.07000732,12.869999886,1316,192.91000366,1444.5799561,350.51000977,0,0,0,167,0,167,0,213,3,1419.5,192.91000366,0,11.100000381,9,0,7,2,0,25.079999924
4748.9902344,30.5,0,134.3999939,134.3999939,53,28,1,1,3,29.900001526,920.02001953,0,42.079998016,1978.8800049,2115.8100586,67.919998169,171.72000122,2.2101299763,1.7555799484,1137.2600098,55.63999939,1316,0,1084.5,0,0,0,0,613.58001709,613.58001709,0,0,67.099998474,2,1029.5,0,0,9.6000003815,39.200000763,37.900001526,1.2999999523,0,0,55
5435.1801758,0,0,195.80000305,195.80000305,54,28,1,1,3,28.559999466,1154.1398926,0,38.020000458,1932.0999756,1049.7299805,47.61000061,127.82000732,1.939999938,2.4719200134,1087.0600586,172.77000427,1316,0,1559.6500244,0,0,0,0,27.450000763,27.450000763,0,0,115.19999695,3,1509.6500244,0,0,0,34,25,9,0,0,50
8779.1806641,191.80000305,19.5,1623.6101074,987.04003906,68,28,1,1,5,51.880001068,1710.2399902,0,113.97570038,4096.7700195,2928.5900879,66.470001221,226.86000061,3.6720087528,3.6013650894,2903.7800293,434.52999878,1321,0,1677.0300293,636.57000732,0,0,0,140.1499939,140.1499939,0,0,304.29998779,5,1677.0300293,0,0,64.279998779,76.099998474,27.700000763,19.399999619,29,0,0
5793.3398438,93.400001526,317.94000244,226.17999268,96,69,28,1,1,5,25.120000839,1259.4899902,0,40.644298553,1873.1400146,970.7800293,40.470001221,96.229995728,1.3054499626,2.1500000954,428.5,40.739997864,1321,0,1102.75,130.17999268,0,0,0,84.370002747,84.370002747,0,0,0,1.6666666865,1047.75,0,0,18,30.5,4.3000001907,26.199998856,0,0,55
3645.3601074,47,185.80000305,496.08001709,320.79000854,70,28,1,1,5,39.680000305,274.82000732,0,206.53930664,1717.4899902,1903.7799072,47.970001221,134.01000977,1.9271800518,1.834190011,1408.5899658,132.94000244,1321,83.11000061,58.200000763,175.28999329,0,0,0,379.20001221,379.20001221,0,0,131.8999939,3,58.200000763,83.11000061,0,183.8999939,152.30000305,50,102.30000305,0,0,0
