Total_Energy,fg6,fg7,fg8,fg9,hhnum,provcode,psurec,regcode,strrec,Total_Calcium,Total_CHO,fg5,Total_Fat,Total_FoodIntake,Total_Iron,Total_Niacin,Total_Protein,Total_Riboflavin,Total_Thiamin,Total_VitaminA,Total_VitaminC,wgts,fg19,fg1,fg10,fg11,fg12,fg13,fg14,fg15,fg16,fg17,fg18,cu,fg2,fg20,fg21,fg23,fg24,fg25,fg26,fg27,fg3,fg4
10963.419922,0,0,358.29998779,39.5,24647,24,2,11,362,38.520000458,2377.7399902,0,30.290000916,4033.0698242,1582.2700195,111.06999969,292.42001343,2.3073000908,3.2798280716,286.94000244,65.589996338,1304.7272949,0,2920.8999023,318.79998779,0,0,0,654.07000732,654.07000732,0,0,0,6,2920.8999023,0,0,0,99.800003052,0,99.800003052,0,0,0
1951.0999756,41.5,0,426.3999939,59.099998474,24648,24,2,11,362,6.5199999809,425.88000488,0,7.9520001411,945.20001221,331.85998535,5.8099999428,43.5,0.4525000155,0.65999996662,116.46999359,75.900001526,1304.7272949,0,465.6000061,367.29998779,0,0,0,0,0,0,0,0,1,0,0,0,0,11.699999809,2,9.6999998093,0,465.6000061,0
6683.1899414,48.099998474,0,444.8999939,257.8999939,24649,24,2,11,362,11.18999958,1343.8500977,0,73.180000305,2386.0500488,887.5,21.309999466,159.3500061,1.5503000021,1.8200000525,414.56002808,146.38000488,1304.7272949,0,1610.1999512,187,0,0,0,221.6499939,221.6499939,0,0,0,4,0,0,0,25.100000381,36.099998474,28.5,7.5999999046,0,1555.1999512,55
4294.0200195,76.900001526,0,848.0300293,461.52999878,24650,24,2,11,362,14.549999237,882.22003174,0,31.61000061,2109.7600098,769.69000244,38.209999084,119.69000244,1.1902500391,1.6001800299,498.19000244,117.34999847,1304.7272949,0,950.59997559,386.5,0,0,0,186.63000488,186.63000488,0,0,0,3,0,0,0,9.8999996185,37.700000763,26.100000381,11.600000381,0,950.59997559,0
8930.7802734,104.59999847,21.600000381,1038.8499756,1038.8499756,24670,24,7,11,358,53.920001984,1412.3699951,0,196.44999695,5387.4697266,6799.3598633,84.769996643,372.16000366,5.6003699303,2.2000000477,5531.0297852,88.699996948,1236.1831055,870.77001953,1449.2099609,0,0,0,0,1466.1398926,1466.1398926,0,0,294.29998779,5,1449.2099609,870.77001953,0,52.400001526,89.599998474,59.200000763,30.399999619,0,0,0
1857.5006104,0,0,0,0,24671,24,7,11,358,6.8281302452,380.15625,0,11.007980347,786.84655762,250.390625,14.639070511,58.951480865,0.44493001699,0.52165997028,159.68438721,0,1236.1831055,0,471.293396,0,0,0,0,263.05316162,263.05316162,0,0,49.900001526,1,471.293396,0,0,2.5999999046,0,0,0,0,0,0
5636,203.80000305,0,877.89996338,69,24672,24,7,11,358,18.680000305,1197.9300537,0,23.190000534,2803.7600098,1288.7199707,34.239997864,157.77000427,1.5000120401,1.7333999872,425.30999756,159.11999512,1236.1831055,0,1188,808.89996338,0,0,0,478.76000977,478.76000977,0,0,0,2,198.69999695,0,0,0,55.299999237,29.100000381,26.200000763,0,989.29998779,0
8907.3300781,71,0.20000000298,655.77001953,116.30999756,24673,24,7,11,358,32.918800354,1304.5200195,0,314.93051147,4287.5898438,1898.7800293,72.098899841,212.00489807,3.7276461124,3.6835956573,1673.1699219,367.66000366,1236.1831055,361.42001343,1279.3800049,539.46002197,962.29998779,0,962.29998779,769.61999512,221.6499939,547.9699707,0,119.09999847,5,1279.3800049,361.42001343,0,18.5,50.299999237,2.4000000954,47.900001526,0,0,0
4506.5,64.099998474,0,339.33999634,74.029998779,24674,24,7,11,358,12.520000458,872.4800415,33.36000061,32.482158661,2320.8300781,1209.6799316,66.010002136,180.30999756,2.3022110462,1.2078059912,1025.7800293,135.55999756,1236.1831055,315.67001343,1002.3499756,265.30999756,0,0,0,510.20999146,510.20999146,0,0,0,5,0,315.67001343,0,0,55.800003052,4,51.800003052,0,1002.3499756,0
2640.119873,17,14.899999619,775.20001221,562.40002441,24675,24,7,11,358,21.029998779,575.95996094,0,6.6026000977,1560.2600098,979.71002197,46.552600861,69.022598267,1.1390299797,1.1399999857,1034.8900146,273.02999878,1236.1831055,0,665.34997559,212.80000305,0,0,0,0,0,0,0,0,1,665.34997559,0,0,0,87.809997559,46,41.810001373,0,0,0
3690.2109375,33,12,27,0,24676,24,7,11,358,22.246330261,648.65759277,0,81.474113464,1293.9489746,980.66156006,29.822738647,90.095809937,1.6824200153,1.7427500486,1094.1929932,5.6034002304,1236.1831055,0,698.2989502,27,0,0,0,221.65000916,221.65000916,0,0,123,2,641.14398193,0,0,37,142,104,38,0,0,57.154998779
6497.1401367,99.099998474,0,1157.7999268,1106.5999756,24677,24,7,11,358,28.420001984,1413.8199463,0,27.634000778,3064.4499512,1383.5999756,44.11000061,149.69999695,1.4940031767,2.5388605595,1073.3399658,220.13999939,1236.1831055,0,1568,51.199996948,0,0,0,221.6499939,221.6499939,0,0,0,8,500,0,0,0,17.899999619,4,13.899999619,0,1068,0
3763.8349609,0,14.899999619,55.855400085,0,24678,24,7,11,358,10.810210228,436.26739502,0,182.3112793,1215.317749,341.69485474,31.33482933,93.812339783,0.88203001022,1.6073199511,365.68432617,11.250070572,1236.1831055,0,666.30297852,55.855400085,0,0,0,463.35931396,68.804000854,394.55532837,0,0,1,666.30297852,0,0,0,14.899999619,0,14.899999619,0,0,0
1281.5500488,14.199999809,0,132.8999939,88.5,24679,24,7,11,358,5.1338000298,236.12001038,0,22.615600586,577.61999512,279.58999634,11.989999771,32.529998779,0.2839230001,0.29386726022,116.18000793,33.200000763,1236.1831055,0,309.70001221,44.400001526,0,0,0,80.319999695,80.319999695,0,0,0,1,309.70001221,0,0,20,20.5,1.7999999523,18.700000763,0,0,0
9891.5302734,44.700000763,80,491.29998779,0,24680,24,7,11,358,64.330001831,1775.9300537,0,139.94509888,4235.2099609,4057.4199219,102.83999634,380.92999268,2.4484815598,2.5780329704,2288.8701172,88.629997253,1236.1831055,0,2075.8701172,491.29998779,0,0,0,1392.5400391,1392.5400391,0,0,0,4.6666666865,2075.8701172,0,0,114.5,36.299999237,5.0999999046,31.199998856,0,0,0
3579.4458008,103.40000153,0,441.70001221,308.5,24681,24,7,11,358,10.41549015,768.60723877,0,18.793010712,1758.6170654,969.70532227,37.489337921,83.742141724,1.1720299721,0.91894996166,216.48826599,68.661941528,1236.1831055,0,829,133.19999695,0,0,0,288.61700439,288.61700439,0,0,0,2,829,0,0,0,95.900001526,90,5.9000000954,0,0,0
7064.909668,30.799999237,25.399999619,184.1000061,0,24682,24,7,11,358,28.701999664,820.28259277,0,335.85531616,2243.9699707,910.16998291,52.800201416,189.31021118,2.4884929657,2.5194115639,1260.1899414,44.530002594,1236.1831055,151.72999573,987.52996826,184.1000061,0,0,0,499.80999756,0,356.01000977,143.80000305,271.5,4,747.72998047,151.72999573,0,85.300003052,7.7999997139,5.0999999046,2.7000000477,0,0,239.80000305
1701.2399902,39.799999237,0,510.14001465,218.16999817,24683,24,7,11,358,8.7600002289,307.45999146,0,29.662900925,1123.5200195,480.76000977,12.600000381,50.38999939,0.55355000496,0.51999998093,1552.5098877,113.63999939,1236.1831055,0,348.11999512,291.97000122,0,0,0,188.66000366,188.66000366,0,0,0,2,0,0,0,21.899999619,14.900000572,2.9000000954,12,0,348.11999512,0
10280.330078,173,10.600000381,219.27999878,187.67999268,24684,24,7,11,358,102.52999878,1661.6999512,0,199.28118896,5338.2602539,2022.2600098,157.02000427,458.43002319,11.119324684,5.1087794304,33942.230469,283.33999634,1236.1831055,1027.8499756,1867.4100342,31.600000381,0,0,0,2005.3200684,510.07000732,938.59002686,556.65997314,0,5,1556.0400391,1027.8499756,0,0,34.799999237,1.2000000477,33.599998474,0,0,311.36999512
12027.780273,76.900001526,0,1079.7099609,993.09997559,24685,24,7,11,358,80.260002136,2564.2199707,124.90000153,42.198001862,5175.0898438,2399.5700684,138.32000732,345.5,6.0657529831,4.4473671913,13130.969727,565.86999512,1236.1831055,0,2921.5,86.61000061,0,0,0,890.88000488,788.82000732,102.05999756,0,0,5,2863.6201172,0,0,0,81.199996948,8,73.199996948,0,0,57.880001068
8771.5703125,75.199996948,9.5,444.17999268,377.77999878,24686,24,7,11,358,54.479999542,1559.8900146,0,142.9394989,4584.7700195,3454.1599121,128.02999878,310,5.6677899361,4.0373558998,3361.6999512,396.05999756,1236.1831055,1061.4000244,1614.7800293,66.400001526,300,0,300,895.71002197,895.71002197,0,0,0,4,1458.6500244,1061.4000244,0,69.800003052,114.20000458,72,42.200000763,0,0,156.13000488
8077.2998047,76.080001831,0,22.5,0,24687,24,7,11,358,67.580001831,1223.9199219,0,236.44000244,2525.0400391,5464.3598633,112.69000244,280.67999268,7.1055665016,13.865914345,2809.2299805,8.279999733,1236.1831055,390.3999939,1540.5200195,22.5,0,0,0,257.33999634,257.33999634,0,0,172.3999939,3,796.70001221,390.3999939,0,39.299999237,26.5,20,6.5,0,0,743.82000732
10833.75,69.900001526,57.099998474,786.40002441,328.86999512,24688,24,7,11,358,37.119998932,1934.0001221,0,231.28199768,3896.1599121,1201.9599609,80.129997253,251.29000854,1.9128401279,3.0800001621,302.1499939,68.520004272,1236.1831055,0,2275,457.52999878,0,0,0,513.7199707,513.7199707,0,0,0,5,2165,0,0,168.83999634,25.199998856,2,23.199998856,0,0,110
7189.0600586,23.899999619,0,139.75,124.65000153,24689,24,7,11,358,28.309999466,1399.7700195,0,95.459999084,3746.1201172,1283.9000244,63.43000412,181.28999329,2.6247999668,2.9242200851,848.07000732,229.19999695,1236.1831055,377.42999268,1392.7900391,15.100000381,1128.4000244,0,1128.4000244,671.14996338,72.849998474,598.29998779,0,0,7,1392.7900391,377.42999268,0,0,12.700000763,0,12.700000763,0,0,0
8002.6401367,7.6999998093,36,765.90002441,188,24748,24,8,11,357,24.789999008,1652.5700684,0,63.743999481,3125.3000488,1032.8500977,20.36000061,202.90769958,2.2986500263,2.3499999046,958.40002441,245.69000244,1718.7352295,0,2098.3000488,577.90002441,0,0,0,0,0,0,0,168.19999695,6,0,0,0,15,34.200000763,4,30.200000763,0,2098.3000488,0
4208.7001953,9.8999996185,0,0,0,24749,24,8,11,357,16.329999924,765.80999756,0,47.420001984,2000.4300537,662.44000244,65.930000305,178.59989929,1.7849500179,1.3060263395,904.88000488,0,1718.7352295,0,906.20001221,0,0,0,0,891.83001709,891.83001709,0,0,105.59999847,5,906.20001221,0,0,21.100000381,65.800003052,60,5.8000001907,0,0,0
14038.310547,15.800000191,0,473.40002441,364.70001221,24750,24,8,11,357,55.450000763,3002.8100586,0,63.062000275,5032,1830.1999512,125.58000183,362.29000854,3.7403001785,4.4486689568,1917.9400635,153.63000488,1718.7352295,0,3648.6999512,108.69999695,0,0,0,489.20001221,489.20001221,0,0,335.79998779,6.6666668653,3648.6999512,0,0,5.5,63.599998474,2,61.599998474,0,0,0
7054.0498047,52.700000763,22.200000763,440.20001221,97.300003052,24751,24,8,11,357,31.370000839,1415.5500488,0,74.54599762,2633.0800781,1270.1199951,58.100002289,176.76000977,1.9672000408,2.3300001621,1020.5200195,141.46000671,1718.7352295,0,1680.4000244,342.8999939,0,0,0,175.17999268,175.17999268,0,0,172.6000061,5,1625.4000244,0,0,36.099998474,53.700000763,6,17.799999237,29.899999619,0,55
6891.8095703,0,0,0,0,24752,24,8,11,357,40.809997559,1150.1099854,0,46.600002289,4494.5800781,1814.4000244,262.69998169,467.69998169,3.4000000954,3.120000124,1053.3800049,96.830001831,1718.7352295,0,2070.3000488,0,530.90002441,0,530.90002441,1867.4799805,1867.4799805,0,0,0,2,0,0,0,0,25.899999619,20,5.9000000954,0,2070.3000488,0
3170.0700684,12.300000191,0,8.6999998093,0,24753,24,8,11,357,11.869999886,523.32995605,0,74.129997253,1418.3900146,563.83001709,18.63999939,101.63999939,1.6385200024,0.95999997854,976.71002197,3.3499999046,1718.7352295,154.77999878,644.29998779,8.6999998093,0,0,0,253.61000061,253.61000061,0,0,232.30000305,2,418.79998779,154.77999878,0,40.099998474,72.300003052,0,72.300003052,0,225.5,0
9268.7695313,52,0,0,0,24754,24,8,11,357,46.668148041,1791.0948486,0,130.36244202,3772.2473145,1480.2890625,87.296699524,235.02328491,3.2773900032,4.7507600784,842.50238037,219.56156921,1718.7352295,199.7749939,1792.3724365,0,1181.6999512,0,1181.6999512,485.8999939,0,0,485.8999939,0,3,1521.1999512,199.7749939,0,48.400001526,12.100000381,12.100000381,0,0,0,271.17248535
4091.5500488,0,55.440002441,71.330001831,71.330001831,24755,24,8,11,357,20.779998779,714.23999023,0,38.567901611,2083.3999023,636.72998047,88.11000061,220.92001343,1.9355299473,1.9700000286,329.8999939,10.119999886,1718.7352295,0,774.5,0,0,0,0,1122.1300049,1071.9899902,50.13999939,0,0,2,774.5,0,0,0,60,60,0,0,0,0
5170.0200195,0,0,95.800003052,95.800003052,24756,24,8,11,357,24.919998169,1055.6999512,0,58.840000153,2402.6000977,630.40997314,47.5,118.49000549,1.5,2.8500001431,686.0300293,18.420000076,1718.7352295,0,2076,0,0,0,0,171.19999695,171.19999695,0,0,0,4,2021,0,0,28.200000763,31.399999619,22,9.3999996185,0,0,55
4192.9199219,34.299999237,0,1020.2000122,371.5,24757,24,8,11,357,27.63999939,803.98999023,0,58.369998932,2417.6899414,1049.6999512,34.170001984,111.93999481,1.4451680183,1.3500000238,1040.7600098,227.69000244,1718.7352295,0,987.5,648.70001221,0,0,0,132.58999634,132.58999634,0,0,161.5,4,987.5,0,0,34.400001526,47.200000763,20,27.200000763,0,0,0
11670.480469,0,0,322.1000061,311.3999939,24758,24,8,11,357,62.240001678,2408.1499023,0,85.209999084,4457.800293,2438,98.020004272,315.8999939,2.447275877,5.029999733,3744.2299805,276.39001465,1718.7352295,0,2891.1000977,10.699999809,0,0,0,1218.5,1218.5,0,0,0,5.6666666865,2836.1000977,0,0,8.1999998093,17.899999619,0,17.899999619,0,0,55
1361.6699219,0,0,627.94000244,198.03999329,24759,24,8,11,357,8.5500001907,285.30999756,0,6.5399999619,1003.9000244,370.23999023,21.340000153,40.239997864,0.56999999285,0.79000002146,176.56999207,165.8999939,1718.7352295,0,289.51000977,429.8999939,0,0,0,66.449996948,0,0,66.449996948,0,1,289.51000977,0,0,0,20,20,0,0,0,0
7278.6103516,72.300003052,0,0,0,24760,24,8,11,357,28.789999008,1327.8100586,0,108.43470001,2948.5200195,917.7199707,100.72999573,246.88999939,2.2956399918,2.4099998474,1402.6899414,0,1718.7352295,0,1603.5,0,0,0,0,1034.7199707,869.22998047,165.49000549,0,131.80000305,4,1603.5,0,0,73.800003052,32.400001526,4.6999998093,14.300000191,13.399999619,0,0
5463.2797852,15.600000381,19.600000381,1570.7600098,399.40002441,24761,24,8,11,357,36.380001068,836.20996094,0,149.0124054,3327.1201172,1397.2399902,60.930000305,193.10998535,3.4740276337,5.5877747536,2738.3200684,539.27001953,1718.7352295,256.95999146,963.70001221,1171.3599854,0,0,0,453.8999939,0,453.8999939,0,0,3,963.70001221,256.95999146,0,0,46.600002289,2.4000000954,44.200000763,0,0,0
10756.069336,42.099998474,75.900001526,938.80004883,0,24847,25,1,11,366,45.560001373,2178.8701172,0,42.818901062,5503.7700195,1715.1300049,208.58999634,412.47891235,4.2548809052,5.4758906364,1003.5100098,89.140007019,1448.6428223,144.86999512,2835.6999512,938.80004883,0,0,0,1392.6999512,1392.6999512,0,0,0,5,2835.6999512,144.86999512,0,0,73.699996948,64,9.6999998093,0,0,0
3033.0461426,100.19999695,17,487,0,24848,25,1,11,366,15.815580368,594.81219482,1562.2972412,50.271350861,2736.7973633,638.68988037,16.837341309,50.394729614,0.96713000536,1.1419700384,357.59127808,238.58761597,1448.6428223,0,396.20001221,487,0,0,0,0,0,0,0,120.40000153,1,396.20001221,0,0,35,18.700000763,0.89999997616,17.799999237,0,0,0
4307.3999023,0,195.19999695,1196.9499512,403.1499939,24849,25,1,11,366,49.740001678,712.4800415,0,61,3068.8999023,1962.7399902,126.66000366,226.74000549,3.0137388706,2.7230489254,1467.1500244,246.41000366,1448.6428223,0,772.84002686,793.79998779,0,0,0,464.70999146,464.70999146,0,0,226.30000305,8,717.84002686,0,0,16.299999237,196.6000061,0,196.6000061,0,0,55
10280.919922,16.899999619,0,1366.7900391,1159.5899658,24850,25,1,11,366,45.329998016,1896.9000244,0,180.61199951,4929.5097656,2312.8200684,79.459999084,266.16000366,3.9420101643,3.4688358307,2867.6101074,337.07998657,1448.6428223,511.63000488,2133.1999512,207.19999695,0,0,0,425.01998901,425.01998901,0,0,217.8999939,5,2133.1999512,511.63000488,0,196.02999878,62.040000916,2,60.040000916,0,0,0
3861.9899902,0,11.600000381,18.5,0,24851,25,1,11,366,16.950000763,784.80999756,0,16.069999695,1345.9899902,372.16000366,51.300003052,144.11000061,1.0234872103,1.9333722591,376.83001709,1.5099999905,1448.6428223,0,958.5,18.5,0,0,0,319.58999634,319.58999634,0,0,0,3,903.5,0,0,0,37.799999237,25,12.800000191,0,0,55
5084.7602539,11.600000381,36,612.39001465,123.56999969,24852,25,1,11,366,24.629999161,988.34997559,0,52.418560028,2454.3498535,989.35998535,63.62840271,164.43840027,1.5636147261,1.6783047915,939.75,230.13000488,1448.6428223,0,1233.6999512,488.81997681,0,0,0,498.45999146,498.45999146,0,0,0,2,1233.6999512,0,0,23.899999619,38.299999237,2,36.299999237,0,0,0
4034.6899414,64.300003052,0,820.33001709,199,24853,25,1,11,366,27.829999924,864.10998535,0,31.819999695,3669.9199219,1180.7900391,28.409999847,72.129997253,1.520244956,2.0784640312,990.69000244,488.18002319,1448.6428223,0,921.16998291,621.33001709,1791,0,1791,24.020000458,24.020000458,0,0,0,3,921.16998291,0,0,20.299999237,28.799999237,22,6.8000001907,0,0,0
8211.4501953,109.40000153,177.69999695,3107.1999512,1745,24854,25,1,11,366,40.520000458,1472.2199707,0,183.38999939,6011.1098633,2933.5600586,55.830001831,167.86000061,3.9260799885,2.9900000095,1917.1899414,456.42999268,1448.6428223,931.01000977,1453.4000244,1362.1999512,0,0,0,0,0,0,0,0,4,1453.4000244,931.01000977,0,134.69999695,97.700004578,0,97.700004578,0,0,0
10688.580078,111.59999847,0,484,0,24855,25,1,11,366,33.990001678,2342.5800781,0,29.947601318,4077.6599121,1544.5,108.48000336,260.05001831,2.4480235577,3.5299999714,217.71000671,95.899993896,1448.6428223,0,2947.6999512,484,0,0,0,413.05999756,413.05999756,0,0,0,6,2947.6999512,0,0,0,121.29999542,7.5999999046,113.69999695,0,0,0
7279.6704102,0,0,1144.5999756,262.1000061,24856,25,1,11,366,26.702510834,1570.5957031,0,18.14440918,4919.7998047,10809.081055,66.171409607,206.82501221,2.4342799187,2.5065200329,1007.2311401,119.01690674,1448.6428223,0,2046.5999756,882.5,0,0,0,1725.5999756,1725.5999756,0,0,0,4,2046.5999756,0,0,0,3,0,3,0,0,0
6699.1801758,0,66.400001526,855.09997559,38.799999237,24857,25,1,11,366,33.700000763,1253.460083,0,111.61999512,3873.5200195,2272.8598633,55.359996796,168.63000488,2.1864333153,2.2699999809,1023.3900146,237.25,1448.6428223,0,1332.1999512,816.29998779,1116.3000488,0,1116.3000488,78.319999695,78.319999695,0,0,191.69999695,4,1332.1999512,0,0,80,153.5,82,71.5,0,0,0
6927.3198242,1.2999999523,24.100000381,720.29998779,602.29998779,24858,25,1,11,366,24.555200577,1446.8699951,0,65.793899536,2544.8000488,836.66998291,53.719997406,135.89129639,1.2164033651,2.0593554974,432.3500061,96.120002747,1448.6428223,0,1704.0999756,118,0,0,0,0,0,0,0,0,3,1704.0999756,0,0,55.099998474,39.900001526,30,9.8999996185,0,0,0
4038.5317383,7,0,668.10467529,161.97183228,24859,25,1,11,366,17.456819534,780.37677002,0,50.254131317,2300.9436035,705.96124268,33.003372192,115.31787872,1.270810008,1.3112900257,631.6973877,110.32820129,1448.6428223,53.375,1016,506.13284302,0,0,0,393.46398926,393.46398926,0,0,113,2,1016,53.375,0,31,19,2,17,0,0,0
22463.429688,162,158,659.40002441,618,24860,25,1,11,366,83.449996948,4671.4204102,0,207.28999329,7804.4501953,3287.6599121,177.77999878,473.42001343,5.0559482574,6.1785931587,2192.2900391,791.13000488,1448.6428223,0,5592,41.400001526,517,0,517,478.04998779,478.04998779,0,0,0,3,5592,0,0,165,73,11,62,0,0,0
4050.2700195,0,113.8999939,22.200000763,0,24920,25,2,11,369,20.819999695,688.68994141,0,83.129997253,1846.9699707,689.64996338,33.290000916,134.58999634,1.1533446312,1.3782583475,273.82000732,6.2100000381,1391.833252,0,938.20001221,22.200000763,0,0,0,686.57000732,436.73999023,249.83000183,0,0,3,938.20001221,0,0,38.200000763,47.899997711,0,47.899997711,0,0,0
12337.400391,0,0,0,0,24924,25,2,11,369,46.520000458,2413.3100586,0,171.17001343,3800.869873,1170.8900146,103.51999664,290.85998535,3.3800001144,7.1599998474,902.25,0,1391.833252,0,3060.1999512,0,0,0,0,707.07000732,0,707.07000732,0,0,5,2765.1999512,0,0,33.599998474,0,0,0,0,0,295
12930.099609,153.19999695,0,257.29998779,48.919998169,24926,25,2,11,369,39.399997711,2533.0500488,0,173.98199463,4369.8198242,1561.1300049,103.19000244,305.31997681,2.2424001694,3.5700001717,538.0300293,108.72000122,1391.833252,0,2888.3000488,208.38000488,0,0,0,914.15002441,752.39001465,161.75999451,0,0,8,2888.3000488,0,0,125.97000122,30.899999619,2,28.899999619,0,0,0
5438.699707,38.400001526,61.099998474,26.120000839,0,24928,25,2,11,369,23.959999084,1029.7199707,0,52.504001617,2458.6601563,688.08996582,87.799995422,210.27000427,1.0807499886,1.3897200823,1168.6400146,2.9700000286,1391.833252,0,1194.8100586,26.120000839,0,0,0,1010.9299927,1010.9299927,0,0,0,6,1194.8100586,0,0,36.900001526,90.400001526,4,86.400001526,0,0,0
12921.15918,127,0,0,0,24931,25,2,11,369,36.189998627,2769.8898926,0,57.020000458,4381.1899414,1847.0999756,119.95999908,329.55001831,2.4100000858,3.2799999714,278.66000366,0,1391.833252,0,3235,0,0,0,0,942.68994141,942.68994141,0,0,0,6,3235,0,0,23.299999237,53.200000763,38,15.199999809,0,0,0
6861.8598633,0,12.699999809,11.399999619,0,24932,25,2,11,369,15.369999886,1403.4300537,0,49.989997864,2177.9799805,506.50003052,42.239997864,199.50999451,1.030310154,1.5342408419,393.79998779,0.52999997139,1391.833252,0,1783.1999512,11.399999619,0,0,0,304.67999268,304.67999268,0,0,0,5,505.29998779,0,0,0,66,25,41,0,1167.9000244,110
6459.4399414,156.69999695,0,0,0,24933,25,2,11,369,17.479999542,1370.3299561,0,35.526000977,2411.3598633,763.84997559,52.960002899,163.07000732,0.90719997883,1.5399999619,232.58999634,0,1391.833252,0,1503.1999512,0,0,0,0,708.76000977,708.76000977,0,0,0,5,1503.1999512,0,0,26.399999619,16.299999237,6,10.300000191,0,0,0
12739.030273,82.199996948,119.19999695,67.400001526,0,24937,25,2,11,369,58.659999847,2040.2600098,0,288.38000488,5908.4697266,2138.579834,172.36999512,490.63998413,3.1094379425,3.2400000095,1576.9300537,47.150001526,1391.833252,0,2755.3701172,67.400001526,0,0,0,2696.2998047,1234.1999512,0,1462.0999756,0,5,2571.5700684,0,0,104,84,16.299999237,67.699996948,0,0,183.80000305
14103.40918,582.40002441,0,666.7199707,666.7199707,24938,25,1,11,367,57.650001526,2984.4499512,0,86.709999084,5840.6098633,2905.0600586,105.48999786,344.02001953,4.5,5.0799999237,1788.8399658,135.57000732,1194,641.26000977,3343.1000977,0,0,0,0,579.22998047,579.22998047,0,0,0,8,2416,641.26000977,0,0,27.899999619,0,27.899999619,0,927.09997559,0
5490.6899414,110.90000153,0,0,0,24939,25,1,11,367,21.840000153,1046.1099854,0,91.330001831,1661.3599854,818.39001465,35.680000305,120.56999969,1.5702900887,1.25,920.22998047,0,1194,0,1140.4599609,0,0,0,0,0,0,0,0,287.3999939,2,1085.4599609,0,0,48.5,74.099998474,10,64.099998474,0,0,55
9201.3496094,104.5,0,1310.4799805,399.90002441,24940,25,1,11,367,37.709999084,1874.4899902,0,53.965999603,4663.7397461,1975.9899902,42.86000061,302.6000061,3.1133000851,3.2300000191,1935.6300049,675.95001221,1194,0,2159.8999023,910.58001709,0,0,0,1016.960022,1016.960022,0,0,0,11,0,0,0,0,71.900001526,28,38.900001526,5,2159.8999023,0
3858.7900391,26.799999237,28.799999237,759.77001953,559.16998291,24941,25,1,11,367,28.869998932,763.4800415,0,47.982002258,1864.4599609,958.40997314,34.049999237,92.220001221,1.2785199881,1.3400000334,963.83001709,251.94000244,1194,0,851,200.6000061,0,0,0,106.29000092,106.29000092,0,0,0,5,851,0,0,41,50.799999237,2,43.799999237,5,0,0
8235.5400391,0,0,122.18000031,65,24942,25,1,11,367,26.61000061,1743.5599365,0,39.409999847,3055.8701172,780.99005127,88.25,224.78999329,1.481580019,2.3763201237,672.72998047,63.200000763,1194,0,2248.6000977,57.180000305,0,0,0,655.39001465,655.39001465,0,0,0,9,2248.6000977,0,0,22.799999237,6.9000000954,0,6.9000000954,0,0,0
5443.4799805,0,0,851.45001221,335.54998779,24943,25,1,11,367,31.020000458,1101.5200195,0,39.489997864,2621.9399414,1140.0100098,58.540000916,169.08999634,2.1380727291,2.234187603,900.48999023,160.05999756,1194,0,1294.3100586,515.90002441,0,0,0,293.27999878,293.27999878,0,0,141.8999939,5,1294.3100586,0,0,11.300000191,29.699998856,0,29.699998856,0,0,0
6673.1098633,7.4000000954,0,0,0,24944,25,1,11,367,19.290000916,944.02001953,0,232.90000916,2387.3200684,1236.3200684,61.830001831,199.84739685,1.8868700266,2.0799999237,290.10998535,3,1194,83.11000061,1126.5500488,0,0,0,0,1054.6600342,832.04998779,222.61000061,0,0,5,1126.5500488,83.11000061,0,51.799999237,63.799999237,0,63.799999237,0,0,0
2640.75,0,0,0,0,24945,25,1,11,367,5.970000267,418.55999756,0,57.159999847,1045.5200195,197.13000488,45.059997559,112.8500061,0.93999999762,1.1599999666,258.60998535,0,1194,0,536.5,0,0,0,0,459.22000122,459.22000122,0,0,0,1,0,0,0,42.099998474,7.6999998093,0,7.6999998093,0,536.5,0
8370.859375,11.100000381,17.200000763,221.5,0,24946,25,1,11,367,38.759998322,1626.3499756,0,81.149993896,3304.9299316,3136.0900879,83.440002441,282.17999268,3.2062299252,4.5500001907,907.46002197,58.519996643,1194,0,1898.5999756,221.5,0,0,0,1049.1300049,259.52999878,789.59997559,0,0,4,1898.5999756,0,0,0,107.40000153,78.699996948,28.700000763,0,0,0
5097.4399414,43.799999237,18.799999237,0,0,24947,25,1,11,367,25.409999847,833.16998291,0,76.624000549,2125.6499023,851.01000977,64.369995117,268.36999512,0.95098000765,1.1299999952,998.55999756,0,1194,0,951.39001465,0,0,0,0,1006.8599854,1006.8599854,0,0,0,5,951.39001465,0,0,47.5,57.299999237,4,48.299999237,5,0,0
3890.5800781,30.899999619,0,554.08996582,91.279998779,24948,25,1,11,367,28.61000061,787.9699707,350.20001221,37.842597961,2237.8798828,1094.4500732,29.449998856,99.069999695,1.9466376305,2.2998254299,464.16000366,309.82000732,1194,251.61999512,498.04998779,462.80999756,510.20001221,0,510.20001221,38.459999084,0,0,38.459999084,0,3,260.69000244,251.61999512,0,1.7599999905,2.5999999046,2.5999999046,0,0,0,237.35998535
6173.9799805,621.2800293,72.199996948,0,0,24949,25,1,11,367,30.780000687,1187.8499756,0,81.764007568,2628.9301758,1117.4899902,76.769996643,170.91000366,1.9565999508,2.5199999809,547.47998047,13.61000061,1194,0,1249.5500488,0,0,0,0,549,549,0,0,0,3,1160.5200195,0,0,46,90.900001526,26,64.900001526,0,0,89.029998779
