regcode,provcode,hhnum,topogrpy,dweltype,tenurhws,tenurlot,roof,wall,floor,bedroom,outroom,electrct,wdrinkng,storewtr,toilet,collect,burn,composting,dump,segregate,psurec,strrec,wgts
0,1,27233,5,1,3,3,2,1,8,2,0,1,1,3,2,0,1,1,0,1,1508501001000,1012,144.64
0,1,27234,5,1,1,1,2,1,8,3,0,1,1,3,1,0,1,1,0,1,1508501001000,1012,144.64
0,1,27235,5,1,1,3,2,2,1,1,0,1,3,0,2,0,0,1,0,1,1508501001000,1012,144.64
0,1,27236,5,1,3,3,2,1,8,1,1,1,1,0,1,0,1,0,0,1,1508501001000,1012,144.64
0,1,27237,5,1,1,1,2,2,3,0,9,0,2,0,2,0,1,1,0,1,1508501001000,1012,144.64
0,1,27238,5,1,3,3,2,2,3,0,9,0,2,0,2,0,1,1,0,1,1508501001000,1012,144.64
0,1,27239,5,1,1,1,2,1,8,3,0,1,1,3,1,0,1,1,0,1,1508501001000,1012,144.64
0,1,27240,5,1,1,1,2,2,2,0,9,1,1,0,1,0,1,0,0,0,1508501001000,1012,144.64
0,1,27241,5,1,1,1,2,3,8,2,1,1,2,3,1,0,1,1,0,1,1508501001000,1012,144.64
0,1,27242,5,1,1,1,2,1,8,2,0,1,1,0,1,0,1,0,0,0,1508501001000,1012,144.64
0,1,27243,5,1,1,1,2,1,8,0,9,1,1,0,1,0,1,0,0,0,1508501001000,1012,144.64
0,1,27244,5,1,3,3,2,1,8,3,1,1,1,1,1,0,1,1,0,1,1508501001000,1012,144.64
0,1,27245,5,1,1,1,2,2,3,1,1,1,1,1,1,0,1,1,0,0,1508501001000,1012,144.64
0,1,27246,5,1,1,1,2,1,8,3,0,1,1,3,1,0,1,1,0,0,1508501001000,1012,144.64
0,1,27247,5,1,1,1,2,1,8,0,9,1,1,3,1,0,1,0,0,0,1508501001000,1012,144.64
0,1,27248,5,1,1,3,2,1,8,2,1,1,1,0,1,0,1,0,0,0,1508501001000,1012,144.64
0,1,27249,5,1,1,3,2,2,3,1,1,0,6,3,2,0,1,0,0,1,1508501001000,1012,144.64
0,1,27250,5,1,1,2,1,2,3,1,0,0,2,1,2,0,1,1,0,0,1508501001000,1012,144.64
0,1,27251,5,1,1,1,2,1,8,2,0,1,1,1,1,0,1,1,0,0,1508501001000,1012,144.64
0,1,27252,5,1,2,1,2,2,3,2,0,0,1,3,2,0,1,0,0,1,1508501001000,1012,144.64
0,1,27253,14,1,1,1,2,1,8,2,0,1,1,0,1,1,1,0,0,1,1509101002000,1012,139.35
0,1,27254,14,1,1,1,2,2,3,0,9,1,3,3,2,0,1,1,0,0,1509101002000,1012,139.35
0,1,27255,14,1,1,1,2,2,3,0,9,0,3,3,1,0,1,0,1,1,1509101002000,1012,139.35
0,1,27256,14,1,1,3,6,1,8,0,9,1,3,0,1,0,1,0,0,0,1509101002000,1012,139.35
0,1,27257,14,1,3,3,2,2,8,1,0,0,1,3,1,0,1,1,0,1,1509101002000,1012,139.35
0,1,27258,14,1,1,1,2,2,3,1,1,1,1,3,1,0,1,0,1,0,1509101002000,1012,139.35
0,1,27259,14,1,1,1,2,1,8,2,0,1,1,0,1,0,1,0,1,0,1509101002000,1012,139.35
0,1,27260,14,1,1,1,2,1,8,0,9,1,3,0,1,0,1,0,0,1,1509101002000,1012,139.35
0,1,27261,14,1,1,1,2,2,3,0,9,0,4,1,1,0,1,1,0,1,1509101002000,1012,139.35
0,1,27262,14,1,1,1,2,1,8,3,0,1,1,0,1,1,1,0,0,1,1509101002000,1012,139.35
0,1,27263,14,1,1,1,2,1,8,2,0,1,3,3,1,1,1,0,0,1,1509101002000,1012,139.35
0,1,27264,14,1,1,1,4,1,8,5,0,1,11,3,1,1,1,0,0,1,1509101002000,1012,139.35
0,1,27265,14,1,1,1,2,2,8,2,0,1,1,3,1,1,1,0,0,1,1509101002000,1012,139.35
0,1,27266,14,1,1,3,2,1,8,3,0,1,11,3,1,0,1,0,0,1,1509101002000,1012,139.35
0,1,27267,14,1,1,1,2,3,9,3,0,1,1,0,1,0,1,1,0,1,1509101002000,1012,139.35
0,1,27268,5,1,1,3,2,1,8,3,0,1,4,0,1,1,0,0,0,1,1509401025000,1012,138.25
0,1,27269,5,1,1,1,2,1,9,3,0,1,3,1,1,1,0,1,0,0,1509401025000,1012,138.25
0,1,27270,5,1,1,3,2,1,8,1,0,1,1,0,1,1,0,0,0,0,1509401025000,1012,138.25
0,1,27271,5,1,1,3,2,1,8,1,0,1,1,0,1,1,0,0,0,1,1509401025000,1012,138.25
0,1,27272,5,1,3,3,2,1,8,7,0,1,1,3,1,1,0,0,0,1,1509401025000,1012,138.25
0,1,27273,5,2,1,1,2,3,6,7,0,1,11,3,1,1,1,0,0,0,1509401025000,1012,138.25
0,1,27274,5,1,1,3,2,1,6,5,1,1,11,3,1,1,1,0,0,1,1509401025000,1012,138.25
0,1,27275,5,4,1,1,2,1,8,3,0,1,11,0,1,1,0,0,0,1,1509401025000,1012,138.25
0,1,27276,5,1,3,3,2,3,9,3,0,1,11,1,1,1,0,0,0,0,1509401025000,1012,138.25
0,1,27277,5,1,1,3,2,1,8,4,0,1,1,0,1,1,0,0,0,0,1509401025000,1012,138.25
0,1,27278,5,1,1,1,2,1,8,5,0,1,1,0,1,1,1,1,0,1,1509701030002,1012,187.51
0,1,27279,5,1,2,2,2,1,8,5,0,1,11,0,1,1,0,0,0,1,1509701030002,1012,187.51
0,1,27280,5,1,1,1,2,3,8,4,0,1,1,0,1,1,0,0,0,0,1509701030002,1012,187.51
0,1,27281,5,1,1,3,1,1,8,2,1,1,1,1,1,1,0,0,0,1,1509701030002,1012,187.51
0,1,27282,5,1,2,2,2,3,8,3,1,1,1,3,1,1,1,1,0,1,1509701030002,1012,187.51
0,1,27283,5,1,3,3,2,2,3,1,0,1,3,0,1,0,1,0,0,1,1509701030002,1012,187.51
0,1,27284,5,1,3,3,2,1,8,2,1,1,1,0,1,1,1,0,0,0,1509701030002,1012,187.51
0,1,27285,5,1,3,3,2,2,8,3,1,0,1,0,1,0,1,1,1,1,1509701030002,1012,187.51
0,1,27286,5,1,1,1,2,1,8,2,1,1,3,1,1,0,1,0,0,1,1509701030002,1012,187.51
0,1,27287,5,1,1,1,2,1,8,2,0,1,1,3,1,1,1,0,0,1,1509701030002,1012,187.51
0,1,27288,5,1,1,3,2,1,8,2,0,1,1,0,1,1,0,0,1,0,1509701030002,1012,187.51
0,1,27289,5,1,3,3,4,1,6,0,9,1,11,3,1,1,0,0,1,1,1509701030002,1012,187.51
0,1,27290,11,1,1,3,2,3,1,0,9,0,4,3,0,0,1,0,0,1,1510103011000,1022,136.75
0,1,27291,11,1,1,3,2,2,1,1,1,0,4,3,2,0,1,0,0,0,1510103011000,1022,136.75
0,1,27292,11,1,1,1,1,2,2,1,1,1,3,3,2,0,1,1,0,1,1510103011000,1022,136.75
0,1,27293,11,1,1,1,2,1,8,4,0,1,3,0,1,0,1,0,0,1,1510103011000,1022,136.75
0,1,27294,11,1,1,3,2,1,8,3,1,1,2,3,1,0,1,0,0,1,1510103011000,1022,136.75
0,1,27295,11,1,1,1,2,1,6,4,0,1,5,3,1,0,1,1,0,1,1510103011000,1022,136.75
0,1,27296,11,1,1,3,2,2,3,1,1,1,4,0,1,0,1,1,0,1,1510103011000,1022,136.75
0,1,27297,11,1,1,1,2,1,8,2,0,1,2,3,2,0,0,1,0,1,1510103011000,1022,136.75
0,1,27298,11,1,1,3,2,2,3,0,9,0,4,0,0,0,0,1,0,1,1510103011000,1022,136.75
0,1,27299,11,1,1,1,2,2,9,4,0,1,10,3,1,0,1,1,0,1,1510103011000,1022,136.75
0,1,27300,11,1,1,3,2,2,1,2,1,1,2,3,1,0,1,1,0,1,1510103011000,1022,136.75
0,1,27301,11,1,1,3,2,2,1,0,9,0,3,3,2,0,1,1,0,0,1510103011000,1022,136.75
0,1,27302,11,1,1,3,2,2,3,0,9,0,4,3,0,0,1,0,0,0,1510103011000,1022,136.75
0,1,27303,11,1,1,1,2,2,3,2,1,1,1,3,2,0,0,1,0,1,1510103011000,1022,136.75
0,1,27304,14,1,1,3,2,1,8,0,9,0,3,3,0,0,1,1,0,1,1510908003000,1012,186.16
0,1,27305,14,1,1,1,2,2,8,0,9,1,3,1,1,0,1,1,0,1,1510908003000,1012,186.16
0,1,27306,14,1,1,1,2,1,8,3,1,1,3,0,1,0,1,1,0,0,1510908003000,1012,186.16
0,1,27307,14,1,1,1,2,1,8,3,1,1,3,0,1,0,1,1,0,1,1510908003000,1012,186.16
0,1,27308,14,1,1,1,2,1,8,3,1,1,3,3,2,0,1,0,0,0,1510908003000,1012,186.16
0,1,27309,14,1,1,1,2,1,8,2,1,1,3,3,1,0,1,0,0,0,1510908003000,1012,186.16
0,1,27310,14,2,1,1,2,2,3,2,1,0,3,0,1,0,1,1,0,1,1510908003000,1012,186.16
0,1,27311,14,1,1,3,2,1,8,1,1,1,3,0,1,0,1,1,0,1,1510908003000,1012,186.16
0,1,27312,14,1,1,1,1,1,8,3,1,1,3,0,1,0,1,0,1,1,1510908003000,1012,186.16
0,1,27313,14,1,1,1,2,1,8,1,0,1,3,0,1,0,1,0,0,1,1510908003000,1012,186.16
0,1,27314,14,1,1,1,2,2,3,1,1,0,3,0,1,1,1,0,0,1,1510908003000,1012,186.16
0,1,27315,14,1,1,1,2,1,8,2,1,1,4,0,1,0,1,0,0,1,1510908003000,1012,186.16
0,1,27316,14,1,1,3,2,1,8,4,0,1,3,3,1,0,1,0,0,1,1510908003000,1012,186.16
0,1,27317,14,1,1,3,2,2,3,0,9,0,4,0,2,0,1,1,0,1,1510908003000,1012,186.16
0,1,27318,14,1,1,1,2,1,2,4,0,1,4,3,1,0,1,0,0,1,1510908003000,1012,186.16
0,1,27319,14,1,1,3,2,2,3,1,1,1,4,0,2,0,1,1,0,1,1510908003000,1012,186.16
0,1,27320,14,1,1,1,2,2,1,1,0,0,3,3,1,0,1,1,0,1,1510908003000,1012,186.16
0,1,27321,14,1,1,1,2,2,8,1,1,1,4,0,1,0,0,1,0,1,1510908011000,1022,138.00
0,1,27322,14,1,1,1,2,1,8,2,1,1,3,0,1,0,1,1,0,0,1510908011000,1022,138.00
0,1,27323,14,1,1,3,2,2,3,1,1,1,4,3,2,0,1,1,0,1,1510908011000,1022,138.00
0,1,27324,14,1,1,3,1,2,3,0,9,0,4,1,2,0,1,1,0,1,1510908011000,1022,138.00
0,1,27325,14,1,1,1,2,3,3,1,1,1,3,0,1,0,1,1,0,0,1510908011000,1022,138.00
0,1,27326,14,1,1,3,2,2,3,1,1,1,4,0,1,0,1,0,1,1,1510908011000,1022,138.00
0,1,27327,14,1,1,1,2,1,8,2,1,1,4,3,1,0,0,0,1,0,1510908011000,1022,138.00
0,1,27328,14,1,1,1,2,1,8,1,1,1,4,3,1,0,1,1,0,1,1510908011000,1022,138.00
0,1,27329,14,1,1,1,1,2,3,0,9,0,4,0,2,0,0,1,0,0,1510908011000,1022,138.00
0,1,27330,14,2,3,1,2,2,1,1,0,1,4,0,1,0,1,0,0,0,1510908011000,1022,138.00
0,1,27331,14,1,1,1,2,1,8,3,1,1,3,3,1,0,1,1,0,1,1510908011000,1022,138.00
0,1,27332,14,1,1,3,2,2,3,0,9,0,4,3,1,0,0,1,0,0,1510908011000,1022,138.00
0,1,27333,14,1,1,1,2,1,8,1,1,1,4,3,1,0,1,1,0,0,1510908011000,1022,138.00
0,1,27334,14,1,1,1,2,3,8,2,1,0,3,0,2,0,0,1,0,0,1510908011000,1022,138.00
0,1,27335,14,1,1,3,2,1,8,1,1,0,4,0,2,0,1,1,0,1,1510908011000,1022,138.00
0,1,27336,14,1,1,1,2,5,9,5,0,1,6,3,1,0,1,1,0,0,1511210004000,1022,185.48
0,1,27337,14,1,1,1,2,3,8,0,9,1,1,0,1,0,1,1,0,1,1511210004000,1022,185.48
0,1,27338,14,1,1,1,2,2,8,0,9,0,2,3,2,0,0,0,1,1,1511210004000,1022,185.48
0,1,27339,14,1,1,1,2,2,3,1,1,1,4,0,1,0,1,1,0,0,1511210004000,1022,185.48
0,1,27340,14,1,3,3,2,2,1,2,1,0,4,3,1,0,1,1,0,1,1511210004000,1022,185.48
0,1,27341,14,1,1,1,2,2,1,0,9,1,1,0,1,0,1,1,0,0,1511210004000,1022,185.48
0,1,27342,14,1,1,3,2,2,3,1,1,1,10,0,1,0,1,1,0,1,1511210004000,1022,185.48
0,1,27343,14,1,1,3,1,2,3,0,9,0,1,0,1,0,1,1,0,1,1511210004000,1022,185.48
0,1,27344,14,1,1,1,2,1,8,3,0,1,1,0,1,0,1,1,0,1,1511210004000,1022,185.48
0,1,27345,14,1,1,1,2,2,1,1,1,1,2,0,1,0,0,0,1,1,1511210004000,1022,185.48
0,1,27346,14,1,1,3,2,2,1,2,1,0,8,3,2,0,1,1,0,1,1511210004000,1022,185.48
0,1,27347,14,1,1,1,2,3,8,2,0,1,1,3,1,0,1,1,0,1,1511210004000,1022,185.48
0,1,27348,14,1,1,3,1,2,3,0,9,1,1,0,1,0,1,1,0,1,1511210004000,1022,185.48
0,1,27349,14,1,1,1,2,2,3,0,9,0,1,3,0,0,1,0,0,0,1511210004000,1022,185.48
0,1,27350,11,1,1,1,2,1,8,4,0,1,6,3,1,0,1,1,0,0,1511311007000,1022,140.11
0,1,27351,11,1,3,3,2,1,8,3,1,1,7,0,1,0,1,1,0,0,1511311007000,1022,140.11
0,1,27352,11,1,1,1,2,3,8,2,1,1,3,0,1,0,1,1,0,1,1511311007000,1022,140.11
0,1,27353,11,2,1,1,2,2,8,1,1,0,4,0,1,0,1,0,1,0,1511311007000,1022,140.11
0,1,27354,11,1,1,1,2,2,1,1,0,1,4,3,1,0,1,0,1,1,1511311007000,1022,140.11
0,1,27355,11,1,1,1,2,1,8,2,1,1,4,3,1,0,1,1,0,0,1511311007000,1022,140.11
0,1,27356,11,1,1,1,2,1,8,3,1,1,12,0,1,0,0,0,1,1,1511311007000,1022,140.11
0,1,27357,11,1,1,1,2,2,3,1,1,0,3,0,1,0,1,1,0,0,1511311007000,1022,140.11
0,1,27358,11,1,1,1,2,1,8,3,1,1,3,0,1,0,1,0,1,1,1511311007000,1022,140.11
0,1,27359,11,1,1,1,2,1,8,2,1,1,4,3,1,0,1,1,0,1,1511311007000,1022,140.11
0,1,27360,11,1,1,1,2,1,8,0,9,0,7,0,2,0,1,1,0,0,1511311007000,1022,140.11
0,1,27361,11,1,1,1,2,2,3,2,1,0,4,0,2,0,1,1,0,1,1511311007000,1022,140.11
0,1,27362,11,1,1,1,2,2,1,0,9,0,10,0,2,0,1,0,0,0,1511311007000,1022,140.11
0,1,27363,11,1,1,1,2,3,8,5,1,1,8,0,1,0,1,1,0,0,1511311007000,1022,140.11
0,1,27364,11,1,1,1,2,1,8,2,1,1,8,0,1,0,1,1,0,1,1511311007000,1022,140.11
0,1,27365,11,1,1,5,2,2,1,1,1,1,8,3,1,0,0,0,1,1,1511514002000,1012,143.59
0,1,27366,11,1,1,1,2,2,1,0,9,1,8,4,1,0,0,1,0,1,1511514002000,1012,143.59
0,1,27367,11,1,1,1,2,2,2,0,9,1,8,3,1,0,0,1,0,0,1511514002000,1012,143.59
0,1,27368,11,1,1,1,1,2,2,0,9,0,10,3,0,0,0,0,1,1,1511514002000,1012,143.59
0,1,27369,11,1,1,1,2,1,8,3,0,1,8,3,1,0,0,0,1,1,1511514002000,1012,143.59
0,1,27370,11,2,3,3,2,2,8,0,9,1,8,3,1,0,0,1,0,1,1511514002000,1012,143.59
0,1,27371,11,1,1,1,2,1,8,3,1,1,10,0,1,0,0,1,1,0,1511514002000,1012,143.59
0,1,27372,11,1,1,1,2,2,8,0,9,1,1,1,1,0,1,0,1,1,1511514002000,1012,143.59
0,1,27373,11,1,1,1,2,3,1,2,1,0,4,1,1,0,0,1,1,1,1511514002000,1012,143.59
0,1,27374,11,1,1,1,2,3,8,2,1,0,1,1,1,1,1,0,0,1,1511514002000,1012,143.59
0,1,27375,11,1,1,1,2,3,8,2,0,1,3,1,1,0,0,0,1,0,1511514002000,1012,143.59
0,1,27376,11,1,1,1,2,3,1,3,0,1,1,3,1,0,0,0,1,1,1511514002000,1012,143.59
0,1,27377,11,1,1,1,2,3,9,1,0,1,1,3,1,0,0,1,1,1,1511514002000,1012,143.59
0,1,27378,11,1,1,1,2,1,8,2,0,1,1,3,1,0,0,0,1,1,1511514002000,1012,143.59
0,1,27379,11,1,2,2,2,3,8,1,0,1,8,3,1,1,0,0,0,0,1511414006000,1012,143.59
0,1,27380,11,1,1,1,2,2,2,0,9,1,8,0,1,0,1,1,0,0,1511615008000,1012,140.36
0,1,27381,11,1,3,3,2,2,2,0,9,0,8,3,1,0,1,1,0,1,1511615008000,1012,140.36
0,1,27382,11,1,1,1,2,2,1,2,1,1,8,3,1,0,1,1,0,1,1511615008000,1012,140.36
0,1,27383,11,1,1,1,2,2,2,0,9,0,10,0,1,0,0,1,0,0,1511615008000,1012,140.36
0,1,27384,11,1,1,1,2,1,8,3,0,1,8,0,1,0,1,0,0,0,1511615008000,1012,140.36
0,1,27385,11,1,1,1,6,3,9,4,1,1,10,1,1,0,0,1,0,0,1511615008000,1012,140.36
0,1,27386,11,1,1,1,1,2,3,0,9,0,10,3,2,0,1,1,0,0,1511615008000,1012,140.36
0,1,27387,11,1,1,1,2,2,2,2,1,1,8,3,1,0,1,1,0,0,1511615008000,1012,140.36
0,1,27388,11,1,1,1,2,1,8,3,0,1,10,3,1,0,0,1,0,1,1511615008000,1012,140.36
0,1,27389,11,1,1,1,2,2,3,1,1,0,8,3,2,0,0,1,0,0,1511615008000,1012,140.36
0,1,27390,11,1,1,1,2,2,2,2,0,1,10,3,1,0,1,1,0,1,1511615008000,1012,140.36
0,1,27391,11,1,1,1,2,2,3,0,9,1,10,0,1,0,1,0,0,0,1511615008000,1012,140.36
0,1,27392,11,1,1,1,2,2,3,0,9,1,8,3,1,0,0,1,0,0,1511615008000,1012,140.36
0,1,27393,11,1,1,1,1,2,2,0,9,1,10,0,1,0,1,1,0,0,1511615008000,1012,140.36
0,1,27394,11,1,3,3,2,1,2,3,1,1,10,0,1,0,0,1,0,1,1511615008000,1012,140.36
0,1,27395,11,1,3,3,6,2,2,0,9,1,10,0,1,0,0,0,1,1,1511615008000,1012,140.36
0,1,27396,11,1,1,1,2,2,3,2,0,0,1,3,1,0,1,0,0,0,1511917006000,1022,144.38
0,1,27397,11,1,1,1,2,2,3,0,9,1,1,0,1,0,1,0,0,0,1511917006000,1022,144.38
0,1,27398,11,1,1,1,2,2,1,0,9,0,2,0,1,0,1,0,0,0,1511917006000,1022,144.38
0,1,27399,11,1,1,1,2,1,8,0,9,1,1,3,1,0,1,0,0,0,1511917006000,1022,144.38
0,1,27400,11,1,3,3,2,1,8,2,1,1,1,3,1,0,1,1,0,0,1511917006000,1022,144.38
0,1,27401,11,1,1,1,2,1,8,2,0,1,1,0,1,0,1,0,0,1,1511917006000,1022,144.38
0,1,27402,11,1,1,1,2,1,8,2,1,1,1,3,1,0,1,0,0,1,1511917006000,1022,144.38
0,1,27403,11,2,3,3,2,1,8,1,1,1,1,0,1,0,1,0,0,0,1511917006000,1022,144.38
0,1,27404,11,2,3,3,2,3,9,4,0,1,11,0,1,0,0,1,0,0,1511917006000,1022,144.38
0,1,27405,11,1,1,1,2,1,8,3,1,1,1,3,1,0,1,0,0,1,1511917006000,1022,144.38
0,1,27406,11,1,1,1,2,1,8,0,9,1,1,3,1,0,1,0,0,0,1511917006000,1022,144.38
0,1,27407,11,1,1,1,2,1,6,3,0,1,1,3,1,0,1,0,0,1,1511917006000,1022,144.38
0,1,27408,11,2,1,1,2,1,8,5,0,1,1,0,1,0,1,0,0,0,1511917006000,1022,144.38
0,1,27409,11,1,1,1,2,1,8,4,0,1,1,0,1,0,0,1,0,0,1511917006000,1022,144.38
0,1,27410,11,1,1,1,1,1,8,2,1,1,1,0,1,0,1,1,0,0,1511917006000,1022,144.38
0,1,27411,14,1,1,1,2,1,9,4,0,1,11,3,1,0,1,1,0,1,1515118009000,1022,187.17
0,1,27412,14,1,1,1,2,1,8,4,1,1,1,3,1,0,1,1,0,1,1515118009000,1022,187.17
0,1,27413,14,1,1,1,2,1,8,3,0,1,1,3,1,0,1,0,0,1,1515118009000,1022,187.17
0,1,27414,14,1,1,3,2,2,3,0,9,0,3,3,2,0,1,1,0,1,1515118009000,1022,187.17
0,1,27415,14,1,1,3,2,1,8,2,0,1,1,0,1,0,1,1,0,1,1515118009000,1022,187.17
0,1,27416,14,1,1,1,2,2,3,0,9,0,4,0,1,0,1,1,0,1,1515118009000,1022,187.17
0,1,27417,14,1,1,3,2,1,8,0,9,1,3,0,2,0,1,1,0,1,1515118009000,1022,187.17
0,1,27418,14,1,1,3,2,2,1,2,0,0,4,0,1,0,1,1,0,1,1515118009000,1022,187.17
0,1,27419,14,1,1,3,2,3,1,1,1,1,8,3,1,0,1,1,0,0,1515118009000,1022,187.17
0,1,27420,14,1,1,1,2,1,8,2,0,1,8,0,1,0,1,0,0,1,1515118009000,1022,187.17
0,1,27421,14,1,1,1,2,1,8,2,0,1,8,0,2,0,1,0,0,0,1515118009000,1022,187.17
0,1,27422,14,1,1,1,1,2,2,0,9,0,8,0,0,0,1,0,0,1,1515118009000,1022,187.17
0,1,27423,14,1,1,1,2,2,1,2,1,1,8,3,1,0,1,0,0,0,1515118009000,1022,187.17
0,1,27424,14,1,1,1,6,2,9,2,0,1,4,0,1,0,1,1,0,1,1515118009000,1022,187.17
0,1,27425,14,1,1,3,1,2,3,0,9,0,3,3,1,0,1,1,0,0,1515118009000,1022,187.17
0,1,27426,14,1,1,1,2,1,8,7,0,1,3,0,1,0,1,1,0,0,1515118009000,1022,187.17
0,1,27427,11,1,1,3,2,2,1,1,1,1,3,3,1,0,1,1,0,0,1512019016000,1022,138.84
0,1,27428,11,1,1,1,2,2,3,1,1,1,4,3,1,0,0,1,0,1,1512019016000,1022,138.84
0,1,27429,11,1,1,1,2,1,8,2,1,1,4,3,1,0,1,1,0,1,1512019016000,1022,138.84
0,1,27430,11,1,1,1,2,2,3,0,9,1,4,0,1,0,1,1,0,1,1512019016000,1022,138.84
0,1,27431,11,1,1,1,2,3,1,2,1,1,4,0,2,0,0,1,0,1,1512019016000,1022,138.84
0,1,27432,11,1,1,3,2,2,1,1,1,1,4,3,1,0,1,1,0,0,1512019016000,1022,138.84
0,1,27433,11,1,1,3,2,2,1,1,0,1,4,0,1,0,1,0,1,1,1512019016000,1022,138.84
0,1,27434,11,1,1,1,2,2,8,2,0,1,4,3,1,0,0,1,0,1,1512019016000,1022,138.84
0,1,27435,11,1,3,3,2,1,8,6,1,1,4,3,1,0,1,0,0,1,1512019016000,1022,138.84
0,1,27436,11,1,3,3,2,1,8,3,1,1,5,0,1,0,0,1,0,1,1512019016000,1022,138.84
0,1,27437,11,1,3,3,1,2,1,1,1,1,4,3,1,0,1,1,0,1,1512019016000,1022,138.84
0,1,27438,11,1,1,1,2,1,6,3,0,1,11,0,1,0,0,1,0,0,1512019016000,1022,138.84
0,1,27439,11,1,3,3,2,1,8,5,0,1,11,3,1,0,1,1,0,1,1512019016000,1022,138.84
0,1,27440,11,1,1,3,2,2,1,2,0,1,4,3,1,0,0,1,0,1,1512019016000,1022,138.84
0,1,27441,11,1,1,3,2,1,8,3,0,1,4,0,1,0,1,0,0,1,1512019016000,1022,138.84
0,1,27442,11,1,1,1,2,1,8,3,0,1,1,3,1,0,1,1,1,1,1512019016000,1022,138.84
0,1,27443,11,1,1,1,2,1,8,2,1,1,4,3,1,0,1,0,0,1,1512019016000,1022,138.84
0,1,27444,11,1,1,1,2,1,1,0,9,0,4,0,1,0,1,0,0,1,1512019016000,1022,138.84
0,1,27445,14,1,1,3,2,2,3,0,9,1,4,1,0,0,0,1,0,1,1515822008000,1012,137.25
0,1,27446,14,1,1,1,2,3,1,1,1,1,4,0,0,0,1,0,1,1,1515822008000,1012,137.25
0,1,27447,14,2,1,1,2,1,8,1,0,1,4,3,1,0,1,1,0,1,1515822008000,1012,137.25
0,1,27448,14,1,1,1,2,3,8,1,0,1,4,3,1,0,0,0,1,1,1515822008000,1012,137.25
0,1,27449,14,1,1,3,2,1,8,0,9,1,4,0,0,0,1,0,0,1,1515822008000,1012,137.25
0,1,27450,14,1,1,1,2,1,6,4,1,1,4,3,1,0,1,0,1,1,1515822008000,1012,137.25
0,1,27451,14,1,1,1,2,1,8,0,9,1,4,3,1,0,1,1,0,0,1515822008000,1012,137.25
0,1,27452,14,1,1,1,2,1,6,4,1,1,4,0,1,0,1,1,0,1,1515822008000,1012,137.25
0,1,27453,14,1,1,1,2,3,8,3,0,1,3,0,1,0,1,1,1,1,1515822008000,1012,137.25
0,1,27454,14,1,1,1,2,3,8,3,0,1,3,3,1,0,1,0,1,0,1515822008000,1012,137.25
0,1,27455,14,1,3,3,2,1,8,2,1,1,3,3,1,0,0,0,1,0,1515822008000,1012,137.25
0,1,27456,14,1,1,1,2,1,8,1,0,1,4,0,1,0,1,1,0,0,1515822008000,1012,137.25
0,1,27457,14,1,1,1,2,1,6,5,0,1,3,3,1,0,1,1,0,0,1515822008000,1012,137.25
0,1,27458,14,1,1,1,2,1,6,4,1,1,3,0,1,0,1,0,1,1,1515822008000,1012,137.25
0,1,27459,11,1,1,1,2,2,1,0,9,1,8,1,1,0,1,1,0,0,1512627002000,1022,143.07
0,1,27460,11,1,1,1,2,2,3,0,9,1,8,3,1,0,0,1,1,1,1512627002000,1022,143.07
0,1,27461,11,1,1,1,2,3,8,2,0,1,8,1,1,0,0,0,1,0,1517127008000,1022,143.07
0,1,27462,11,1,3,3,2,3,8,0,9,1,8,3,1,0,0,0,1,0,1517127008000,1022,143.07
0,1,27463,11,1,1,3,2,1,8,1,0,1,8,3,1,0,0,1,0,0,1517127008000,1022,143.07
0,1,27464,11,1,3,3,2,2,1,0,9,1,8,3,1,0,1,0,1,1,1517127008000,1022,143.07
0,1,27465,11,1,1,1,2,3,8,0,9,1,8,3,1,0,1,0,0,0,1517127008000,1022,143.07
0,1,27466,11,1,3,3,2,1,8,2,1,1,8,3,1,0,0,0,1,0,1517127008000,1022,143.07
0,1,27467,11,5,1,1,5,4,1,2,1,0,8,1,1,0,0,1,0,0,1517127008000,1022,143.07
0,1,27468,11,1,1,1,2,3,8,0,9,1,8,1,1,0,0,1,0,0,1517127008000,1022,143.07
0,1,27469,11,1,1,1,2,2,2,0,9,1,8,3,1,0,0,1,0,0,1517127008000,1022,143.07
0,1,27470,11,1,1,1,2,1,8,0,9,1,4,1,1,0,1,0,0,1,1517127008000,1022,143.07
0,1,27471,11,1,1,1,2,2,1,0,9,1,8,1,2,0,0,0,1,0,1517127008000,1022,143.07
0,1,27472,11,1,1,1,2,3,8,2,0,1,8,3,1,0,1,0,0,1,1517127008000,1022,143.07
0,1,27473,11,1,1,1,2,3,8,0,9,0,8,1,2,0,1,0,0,1,1517127008000,1022,143.07
0,2,29880,1,1,1,3,1,2,3,1,1,0,4,0,1,0,1,0,0,0,1611201008000,2012,202.32
0,2,29881,1,1,3,2,2,2,2,2,0,1,4,0,1,0,1,0,0,1,1611201008000,2012,202.32
0,2,29882,1,1,1,1,2,1,8,2,0,1,3,0,1,0,1,0,0,0,1611201008000,2012,202.32
0,2,29883,1,1,1,1,2,2,2,2,0,1,3,0,1,0,1,0,0,0,1611201008000,2012,202.32
0,2,29884,1,1,1,1,2,3,9,2,1,1,4,0,1,0,1,1,0,1,1611201008000,2012,202.32
0,2,29885,1,1,1,3,2,2,2,2,1,0,4,0,1,0,1,0,0,0,1611201008000,2012,202.32
0,2,29886,1,1,1,3,2,2,2,1,0,2,3,3,2,0,1,1,0,1,1611201008000,2012,202.32
