Total_Ener,fg7,fg8,fg9,hhnum,provcode,psurec,regcode,strrec,Total_Calc,Total_CHO,fg6,Total_Fat,Total_Food,Total_Iron,Total_Nia,Total_Prot,Total_Ribo,Total_Thia,Total_VitA,Total_VitC,weight_fact,fg2,fg10,fg11,fg12,fg13,fg14,fg15,fg16,fg17,fg18,fg19,fg1,fg20,fg21,fg23,fg24,fg25,fg26,fg27,fg3,fg4,fg5
1439.006,58.96,61.84733,0,1,28,4,1,2,286.1782,229.0342,3.3,34.95739,565.7485,12.35953,15.9762,51.46633,0.78201,1.59102,309.2056,58.0326,375.14286,190.3135,61.84733,78.8,35.86,42.94,117.8677,0,117.8677,0,0,0,223.3135,0,0,0,21.66,10.94,10,0.72,0,33,0
2460.68,0,32.5,0,10,28,4,1,2,479.7038,444.9178,0,27.99857,1129.553,16.88006,32.46141,106.4601,0.93423,0.9021966,1100.717,83.98861,375.14286,303.8667,32.5,34.93333,34.93333,0,579.4446,579.4446,0,0,0,0,441.5751,0,0,6.4,34.7,28.33333,6.366667,0,0,137.7084,0
1092.637,0,34.1902,0,100,28,1,1,7,193.0975,213.6891,0,14.06128,391.3604,5.279853,10.20155,27.65239,0.3591333,0.625365,112.9706,5.650333,330.25,249.2833,34.1902,0,0,0,54.72017,54.72017,0,0,8.333333,0,267.6167,0,0,7.683333,18.81667,0,18.81667,0,0,18.33333,0
2427.846,20.3,357.5316,0,101,28,1,1,7,463.7449,528.9564,10.8,5.21101,1237.19,11.27692,25.08324,65.98741,0.63386,0.92544,111.2209,70.65121,330.25,602.7729,357.5316,0,0,0,157.3856,157.3856,0,0,0,0,602.7729,0,0,0,88.4,2.4,79.9,6.1,0,0,0
1233.281,0,67.8,65.25,102,28,1,1,7,325.896,203.6202,20.25,21.76664,575.236,8.49571,30.87795,55.60931,0.5634429,0.4760979,347.255,26.75112,330.25,189.2194,2.55,0,0,0,246.518,246.518,0,0,0,0,207.7966,0,0,16.28572,16.58571,3,13.58571,0,0,18.5772,0
951.0259,0,292.515,132.331,103,28,1,1,7,245.9209,171.3966,5,19.21338,529.1909,18.41472,8.657433,23.67203,0.512435,0.87257,248.157,41.74249,330.25,137.9808,160.184,0,0,0,8.03231,8.03231,0,0,26.45,0,183.8686,0,0,7.575,5.75,0.075,5.175,0.5,0,45.8878,0
490.3757,0,98.15556,63.61111,104,28,1,1,7,104.1164,76.9435,4.144444,14.92721,218.7479,2.371771,4.219181,11.73072,0.1388333,0.2119667,60.51603,10.64335,330.25,65.72222,34.54445,0,0,0,36.56481,8.167271,28.39754,0,0,0,73.20534,0,0,1.788889,4.888889,2.833333,0.7222222,1.333333,0,7.483111,0
1312.764,0,45.8619,43.8619,105,28,1,1,7,358.8691,234.0056,1.575,20.01471,780.3414,9.274515,18.28782,48.25692,0.4367025,0.42692,312.2981,42.74498,330.25,357.7969,2,50,0,50,287.793,150.3546,0,137.4384,0,17.15625,372.5176,17.15625,0,1.88759,3.55,0.75,2.8,0,0,14.7207,0
1094.142,0.12,29.24,0,106,28,1,1,7,444.1794,167.4855,6.48,24.87841,796.8588,7.63162,14.15615,50.08292,0.572214,0.527562,223.5359,16.04764,330.25,98.73872,29.24,0,0,0,342.8562,254.216,88.64021,0,0,230.885,154.8575,230.885,0,9.76,22.66,8,14.66,0,0,56.1188,0
2000.132,0,127.4973,13.42896,107,28,1,1,7,725.1303,340.6878,4.275,45.16815,1976.611,12.18367,16.82485,58.00897,1.257137,1.182279,492.3086,47.85129,330.25,210.148,114.0683,880.9017,0,880.9017,167.3513,79.50007,87.85125,0,23.7069,251.4961,253.0519,223.7461,27.75,5.7,262.6312,5.86875,20.5125,236.25,0,42.9039,0
1858.376,2.46,133.06,133.06,108,28,1,1,7,385.4412,327.0053,0,37.44369,907.6681,7.479118,15.81571,47.104,0.566202,0.755428,281.0191,73.66438,330.25,331.9394,0,99.18,8.18,91,108.2137,108.2137,0,0,20,16.035,487.5394,16.035,0,23.96,17.22,0.9,10.22,6.1,115.6,40,0
1127.261,25.9,74.71774,13.75,109,28,1,1,7,645.0775,219.521,3.575,6.422762,506.3155,8.672933,19.27049,47.6957,0.4603875,0.58919,192.9466,18.5015,330.25,253.0201,60.96774,0,0,0,138.7527,138.7527,0,0,0,0,253.0201,0,0,2.1,8.25,5.875,2.375,0,0,0,0
1928.378,0,85.61795,43.84921,11,28,4,1,2,562.4092,294.4006,0,54.34315,902.9578,8.721443,17.3933,65.10287,1.15433,0.90052,482.8423,39.15367,375.14286,293.0667,41.76874,0,0,0,303.3025,192.7892,110.5133,0,0,178.9333,322.3373,178.9333,0,2.933333,9.833333,0,9.833333,0,0,29.27067,0
1486.402,0,27.52,24.8,110,28,1,1,7,334.6802,239.5297,5.06,31.8769,618.2547,11.33403,20.38445,60.53465,0.887392,1.02601,556.358,42.01621,330.25,137.2969,2.72,61.06,0,61.06,122.7478,43.00281,14.64256,65.1024,13.22,130.65,223.4169,100.65,30,20.96,13.62,6.18,7.44,0,0,86.12,0
1656.129,4.5,105.38,54.42,111,28,1,1,7,245.1041,206.8645,1.24,59.26383,827.6512,7.74297,27.90792,73.03567,0.74957,1.07838,253.0356,28.73405,330.25,210.9946,50.96,0,0,0,361.2805,160.3179,200.9626,0,36.92,0,224.5907,0,0,22.98,70.75999,62.6,8.16,0,0,13.59616,0
1364.792,10.60714,35.48571,33.04286,112,28,1,1,7,342.7532,238.9211,13.67143,17.79686,774.8769,9.414207,17.9087,61.04976,0.4739979,0.533025,189.7351,43.14498,330.25,225.4501,2.442857,0,0,0,397.6888,397.6888,0,0,30.22993,0,255.8653,0,0,8.957143,22.37143,8.571428,13.8,0,0,30.41518,0
1426.346,0,130.5205,9.571875,113,28,1,1,7,479.9135,277.3307,8.6,12.09634,706.2206,7.908362,19.932,51.82103,0.404025,0.4706475,124.0026,23.89673,330.25,250.663,120.9486,100,0,100,194.2667,89.46172,0,104.805,0,0,263.4334,0,0,0,9.4,5,4.4,0,0,12.77045,0
1293.062,0,162.98,32.98,114,28,1,1,7,376.7506,218.1231,0,28.60218,620.9474,8.615454,13.04901,40.50076,0.543966,0.78321,243.5236,80.10789,330.25,190.76,130,0,0,0,139.1582,95.34007,43.81808,0,0,0,216.7893,0,0,11.18,90.84,90.4,0.44,0,0,26.02928,0
1149.485,0,83.54286,0,115,28,1,1,7,202.7014,200.9341,19.67143,23.62623,498.6685,5.362531,11.94073,32.81451,0.3668686,0.3833428,86.42002,16.37593,330.25,192.6846,83.54286,0,0,0,108.2671,69.046,39.22114,0,0,31.15357,231.1621,31.15357,0,13.94286,10.92857,0.4571429,10.47143,0,0,38.47754,0
1475.397,0,1.25,0,13,28,4,1,2,97.26896,206.9675,5.175,59.61421,341.1343,3.738615,9.72753,27.58802,0.26554,0.5287875,35.36406,0.074375,375.14286,232.0091,1.25,0,0,0,81.71273,0,81.71273,0,0,0,239.8466,0,0,9.125,4.025,1.85,2.175,0,0,7.8375,0
1860.483,0,121.4209,40.10634,132,28,3,1,2,311.6874,298.455,2,52.5048,739.2217,11.14184,10.99559,48.55166,0.40373,0.63593,448.7997,35.45744,349.5625,233.8658,81.31457,70,0,70,0,0,0,0,46.2,0,496.9008,0,0,0,2.7,2.3,0.4,0,0,263.035,0
1546.392,0,305.9838,132.2831,133,28,3,1,2,448.4036,215.2608,4.9,58.59745,980.0529,11.65927,12.48238,39.78729,0.6767971,0.81775,601.2867,117.5996,349.5625,178.7874,173.7007,182.9271,0,182.9271,108.6535,83.22626,25.4272,0,0,123.9607,198.3274,123.9607,0,41.88611,13.41429,10.21429,3.2,0,0,19.54006,0
2346.517,4.366667,54.51667,0,134,28,3,1,2,828.2168,360.4539,19.73333,67.1073,1271.357,15.30781,29.93063,75.10757,1.070917,1.182782,634.5383,49.8553,349.5625,288.2513,54.51667,80.26667,0,80.26667,352.1781,13.25762,45.41808,293.5024,0,306.9063,371.2393,306.9063,0,15.6,21.48333,1.65,13.68333,6.15,0,82.988,45.06667
1042.417,0,197.1566,0,135,28,3,1,2,447.0641,160.0077,0,30.68878,712.1688,6.409193,8.48693,31.41214,0.62915,0.56613,291.7409,72.44084,349.5625,139.8775,197.1566,84.31667,0,84.31667,64.74711,9.700697,55.04642,0,46.68333,155.8042,139.8775,155.8042,0,15.88333,7.7,0,7.7,0,0,0,0
2951.781,64.4,375.9667,261.9,136,28,3,1,2,537.8599,418.8957,35.6,101.1418,1321.725,16.81377,28.46108,91.21146,1.494347,1.94056,2833.684,72.09731,349.5625,445.492,114.0667,0,0,0,287.2243,29.51711,257.7072,0,0,0,479.3343,0,0,17.2,23,13.33333,9.666667,0,8.333333,25.509,39
1663.441,0,302.2667,178.8333,137,28,3,1,2,580.2669,277.317,16.06667,37.1972,951.0681,9.684306,20.50241,54.72041,0.9684533,0.7229533,483.2016,74.12318,349.5625,212.5,123.4333,0,0,0,180.4395,180.4395,0,0,0,159.1083,256.2536,159.1083,0,23.26667,13.66667,5.7,7.966667,0,0,43.7536,0
1798.458,3.22,99.3,94.78,138,28,3,1,2,291.6576,173.7347,4.46,97.52748,742.0962,10.27712,18.71235,56.28367,0.895006,1.05964,1001.365,46.94922,349.5625,195.68,4.52,0,0,0,404.3302,0,404.3302,0,0,0,206.526,0,0,3.26,21,4,15.04,1.96,0,10.846,0
1398.037,0,0,0,139,28,3,1,2,150.1466,250.5047,10,23.935,708.7904,4.62928,22.39412,45.01335,0.4316,0.57063,83.88152,0,349.5625,365.8,0,0,0,0,292.4504,292.4504,0,0,0,0,378.34,0,0,14.3,13.7,1.3,4,8.4,0,12.54,0
1402.184,0,384.6845,355.1845,14,28,4,1,2,594.1563,258.9169,0,17.67647,916.2104,10.54412,16.03281,51.33424,0.70175,0.77294,376.5915,110.6547,375.14286,159.8871,29.5,0,0,0,266.4201,266.4201,0,0,0,24.7,229.1059,0,24.7,0,11.3,0,11.3,0,0,69.2188,0
574.629,0,96.82891,21.38605,140,28,3,1,2,153.0672,125.6868,0,2.15825,253.8428,2.946173,5.350975,12.68809,0.1724343,0.1623571,89.49138,26.22606,349.5625,131.7829,75.44286,0,0,0,7.410995,7.410995,0,0,0,0,133.5743,0,0,0,16.02857,12.85714,3.171429,0,0,1.791429,0
1214.176,19.83,205.2596,62.44006,141,28,3,1,2,281.9872,205.6483,36.52,30.55944,507.6003,8.682286,7.549114,28.43438,0.226082,0.418074,220.5885,35.36308,349.5625,126.8117,142.8195,0,0,0,8.63911,8.63911,0,0,0,0,224.0517,0,0,7.24,6.06,0.68,5.38,0,0,97.24001,0
2000.13,0,155.5,146.02,142,28,3,1,2,1262.27,375.225,15.16,30.10281,794.1024,13.94999,22.70991,57.46606,1.409332,1.580532,1058.855,44.72951,349.5625,281.7,9.48,29.78,29.78,0,124.7424,124.7424,0,0,0,0,457.56,0,0,0.74,10.62,2,8.62,0,0,175.86,0
2884.767,22.6,40.91842,23.50813,143,28,3,1,2,439.7193,275.5607,23.952,88.87653,1221.019,15.16867,28.04537,75.39227,1.349346,2.46555,645.2156,18.41794,349.5625,185.7591,17.41028,18,0,18,385.3591,65.88369,98.29956,221.1759,34.76,0,300.7899,0,0,9.32,385.32,374,11.32,0,0,115.0308,0
2578.248,6.3,434.4875,434.4875,144,28,3,1,2,739.0757,504.5775,11.2,23.48807,1474.705,14.70508,27.15697,87.03216,1.19162,1.06489,614.1224,169.3835,349.5625,534.4,0,0,0,0,456.0829,28.5245,0,427.5584,0,0,557.435,0,0,0,9.2,1.9,2.9,4.4,0,23.035,0
2820.207,0,142.9753,0,145,28,3,1,2,337.3836,530.8951,0,57.23731,916.5726,12.07414,24.39852,59.95903,1.02265,1.73154,302.5861,15.86988,349.5625,586.8,142.9753,0,0,0,42.09736,42.09736,0,0,39.7,0,641.8,0,0,30,20,20,0,0,0,55,0
1689.719,0,150.7599,44.53917,146,28,3,1,2,370.2297,303.1522,2.866667,32.31973,611.6577,10.98709,16.12685,46.22636,0.5805567,0.6914533,321.4851,55.80175,349.5625,260.2645,106.2207,0,0,0,105.3831,80.97614,24.40701,0,0,0,326.4479,0,0,14.93333,11.26667,6.666667,4.6,0,0,66.18346,0
1665.173,60.01429,63.18322,31.83748,147,28,3,1,2,353.2845,221.9197,13.61429,60.23336,669.9628,9.826406,18.61183,58.87714,0.5082971,0.7669472,283.2264,29.9806,349.5625,233.0444,31.34574,0,0,0,227.118,170.4424,56.67553,0,11.88571,0,252.2758,0,0,27.82857,14.04286,6.3,7.742857,0,0,19.23143,0
1853.67,45.23333,131.7,0,15,28,4,1,2,557.528,278.8362,27.1,49.77131,989.3996,11.99943,24.61823,72.53809,2.687572,1.543898,4163.034,41.73137,375.14286,247,131.7,0,0,0,355.6975,16.79602,292.5041,46.39734,0,159.2354,247,159.2354,0,0,23.43333,4.916667,6.45,12.06667,0,0,0
1544.005,0,191.7667,37.73333,16,28,4,1,2,447.1237,283.7643,44.96666,27.3603,808.9056,10.19657,11.98851,39.86607,1.16143,1.17074,539.0056,66.93366,375.14286,305.4667,154.0333,0,0,0,0,0,0,0,78.7,120.2208,364.7181,120.2208,0,3.433333,5.1,0,5.1,0,0,59.25146,0
1663.588,0,166.8353,0,2,28,4,1,2,379.0057,256.8047,6.075,47.41608,913.8372,7.60616,14.04848,52.21229,0.89858,1.03046,417.2672,82.43452,375.14286,300.5241,166.8353,144.05,0,144.05,161.0528,0,161.0528,0,44.575,77.775,300.5241,77.775,0,7,5.95,0.5,5.45,0,0,0,0
1492.199,0,341.4667,0,249,28,2,1,2,350.0874,287.2997,0,21.43545,776.5065,7.451608,12.29664,37.25428,0.5159983,0.668685,133.3199,15.56637,352.76786,319.1519,341.4667,0,0,0,51.45464,20.94931,30.50533,0,37.63334,0,325.8186,0,0,10.9,9.233334,7,2.233333,0,6.666667,0,0
1546.84,0,154.3259,13.8,250,28,2,1,2,639.2818,217.3896,6.3,52.79628,1102.641,9.736508,17.11285,50.34532,0.7994866,0.7052817,506.6829,56.84202,352.76786,200.9836,140.5259,40.48333,0,40.48333,184.8954,4.727962,82.16676,98.00067,22.06667,436.6583,202.2445,436.6583,0,28.68333,26.98334,4.25,11.25,11.48333,0,1.260833,0
1878.222,1.8,219.3,121.14,251,28,2,1,2,239.0743,288.0072,22.752,46.33854,952.8006,8.540772,28.62383,76.96631,0.581754,1.120554,135.4103,52.753,352.76786,325.1042,98.16,0,0,0,332.0575,29.32038,122.9931,179.744,0,0,344.0086,0,0,2.84,24.48,20,4.48,0,0,18.9044,5.562542
2384.613,0,381.9022,0,252,28,2,1,2,623.333,346.8535,40,75.54521,1975.441,13.96972,24.17557,78.7658,0.92365,0.759,527.2766,63.21059,352.76786,281.1133,381.9022,0,0,0,413.5884,217.012,196.5764,0,54.93333,0,308.3841,0,0,746.9,29.73333,21,8.733334,0,0,27.27083,0
1482.01,33.16373,278.497,251.1344,253,28,2,1,2,345.0533,277.0289,8.653846,22.7413,798.2487,8.625526,14.98151,42.20345,0.5678423,0.8046023,343.2377,50.00364,352.76786,275.4115,27.36257,61.99615,0,61.99615,64.68754,19.40413,45.28341,0,30.41539,19.00385,289.7504,19.00385,0,0,12.08077,1.407692,6.150001,4.523077,0,14.33889,0
3534.894,0,0,0,254,28,2,1,2,349.4641,407.7392,10.9,190.2537,986.601,15.56347,26.00488,70.1915,1.63343,2.8682,675.7338,6.528,352.76786,465.4394,0,0,0,0,237.4365,0,237.4365,0,70.3,77.775,558.3894,77.775,0,11.35,20.45,1.7,8.45,10.3,0,92.95,0
1112.267,4.02,0,0,255,28,2,1,2,98.21251,184.2805,5.1,22.65018,690.8774,5.476374,9.726254,37.97981,0.497955,0.392154,539.0418,13.51813,352.76786,246.5959,0,0,0,0,390.5815,0,390.5815,0,0,0,264.5959,0,0,6.99,19.59,0,19.59,0,0,18,0
1555.382,40.9198,139.8,81,257,28,2,1,2,576.2823,266.4114,6.42,29.03322,731.5677,10.7501,14.20168,56.88602,0.8498901,0.813348,502.2502,125.0984,352.76786,282.8985,58.8,0,0,0,154.4494,124.7978,29.65162,0,24.34,56.12,282.8985,56.12,0,14.52,12.1,8,4.1,0,0,0,0
1337.066,0,243.3579,131.3579,258,28,2,1,2,567.2344,223.2963,3.666667,29.25442,931.4603,10.93937,14.01325,45.05125,0.6551033,0.8243533,383.1205,81.43367,352.76786,248.8333,112,0,0,0,275.3952,27.89758,247.4976,0,0,23.12917,383.7113,23.12917,0,0.5333334,1.666667,1,0.6666667,0,134.878,0,0
1364.46,20.13,94.87,0,259,28,2,1,2,420.6225,267.0761,0,16.39514,1066.306,7.780268,10.58484,37.16581,0.58585,0.535888,332.4907,32.59299,352.76786,270.4316,94.87,45.99,0,45.99,354.8685,354.8685,0,0,0,259.9362,286.9316,259.9362,0,2.95,0.63,0,0.63,0,0,16.5,0
2017.422,1.06,55.95096,46.38,260,28,2,1,2,314.002,285.1151,24.62,72.31312,816.2943,8.739138,15.01181,56.1677,0.82294,0.930482,394.4772,64.90857,352.76786,262.2764,9.570958,0,0,0,257.1471,58.09081,199.0563,0,0,165.005,290.1713,165.005,0,16.24,6.1,0.6,2.78,2.72,0,27.89488,0
1805.127,0,216.9545,216.9545,262,28,2,1,2,582.9258,339.5306,4.05,22.99923,819.6765,11.69831,20.90109,59.89513,0.76233,0.6306625,780.5555,138.5594,352.76786,403.1883,0,0,0,0,184.3087,25.86012,0,158.4486,0,0,403.1883,0,0,0,11.175,1.775,9.400001,0,0,0,0
1301.303,5.775,133.0514,0,263,28,2,1,2,279.6647,163.3161,31.425,60.25436,440.3728,5.166343,8.881618,25.85682,0.38385,0.3984025,188.8835,6.05384,352.76786,127.7911,133.0514,0,0,0,54.544,0,54.544,0,28.4,0,141.6024,0,0,30.925,14.65,6.525,8.125,0,0,13.81125,0
1031.599,3.95,0,0,264,28,2,1,2,129.3457,118.2689,0,49.1581,412.0168,3.90711,9.974895,28.85027,0.229025,0.862935,6.565125,1.313025,352.76786,156,0,0,0,0,209.1168,0,209.1168,0,0,0,156,0,0,0,42.95,7,35.95,0,0,0,0
1043.87,0,11.98,10.06,3,28,4,1,2,150.44,205.7183,0,7.672594,488.8463,4.200966,13.14259,37.81006,0.294168,0.317906,133.3016,1.465232,375.14286,262.2117,1.92,0,0,0,207.5166,207.5166,0,0,0,0,264.2697,0,0,0.72,4.36,0,4.36,0,0,2.058,0
1890.636,0,340.525,172.475,4,28,4,1,2,457.6775,300.9821,6.625,48.652,1085.723,10.07215,19.34252,60.54385,0.67905,1.25118,145.2806,88.79694,375.14286,265.0258,168.05,171.75,117,54.75,225.4682,85.34459,140.1236,0,0,0,295.8545,0,0,7.225,38.275,7.3,7.775,23.2,0,30.8286,0
2292.184,69.7,20.65,0,5,28,4,1,2,205.1401,465.7571,88.44,22.75216,712.4706,13.66337,17.21079,52.35413,0.504615,0.699175,110.4888,3.110995,375.14286,364.25,20.65,0,0,0,83.1864,0,0,83.1864,0,0,440.6442,0,0,4.1,5.75,2.8,0.45,2.5,0,76.3942,0
3030.697,0,458.25,124.65,6,28,4,1,2,975.524,405.5026,0,117.7551,1766.858,16.19529,22.13028,86.86939,1.941015,1.439495,1488.148,73.75239,375.14286,346.5503,333.6,0,0,0,368.3826,0,368.3826,0,66.25,417.85,395.4253,417.85,0,50,10.7,0,10.7,0,0,48.875,0
2745.016,67.54285,11.76429,0,7,28,4,1,2,403.6394,389.4449,23.95714,104.9605,947.884,15.72333,24.49956,71.75814,0.9992464,2.72727,346.9183,31.66445,375.14286,332.7093,11.76429,158.6321,0,158.6321,268.7618,24.88617,243.8757,0,0,0,391.8758,0,0,10.73571,14.61429,5.014286,5.914286,3.685714,0,59.16642,0
2253.048,0,16.275,0,81,28,1,1,2,992.1398,440.0542,35.275,17.2354,1141.551,12.8257,20.46728,67.18131,1.000952,1.20958,509.3298,25.00253,329.5,456.6228,16.275,50.15,50.15,0,196.8077,196.8077,0,0,27.875,0,527.7928,0,0,0,58.775,32,26.775,0,0,71.17,228.6
1972.981,0,106.4591,106.4591,82,28,1,1,2,263.4163,285.3127,28.44,36.34276,822.3846,11.46768,23.42144,56.42095,1.08341,1.7494,459.7705,18.52389,329.5,240.192,0,0,0,0,241.8435,162.1127,79.73071,0,0,0,305.642,0,0,0,140,140,0,0,0,65.45,0
1297.734,0,17.45679,0,83,28,1,1,2,298.8787,182.4997,35.2,21.18316,740.1953,15.3127,24.02907,93.9278,0.89162,0.70624,255.4473,24.58936,329.5,91.4064,17.45679,99.79474,0,99.79474,414.3499,0,414.3499,0,0,24.4,148.7938,24.4,0,0,0.2,0.2,0,0,0,57.3874,0
3153.972,0,163.0043,0,84,28,1,1,2,522.199,626.6052,31.15,16.84757,1212.338,17.88732,31.35886,88.64217,0.95063,1.316205,87.94946,21.828,329.5,557.4096,163.0043,0,0,0,224.0158,224.0158,0,0,0,0,683.5176,0,0,0,110.65,63.15,10.5,37,0,126.108,0
1158.027,22.04,4.24,0,85,28,1,1,2,339.889,192.6405,21.92,25.58079,745.4765,6.403404,11.57011,45.33114,0.628578,0.676406,191.6735,27.82437,329.5,148.7416,4.24,135.8008,0,135.8008,287.2588,287.2588,0,0,0,72.7425,178.9344,72.7425,0,9.54,13,6,7,0,0,30.1928,0
1708.392,32.3,11.8,0,86,28,1,1,2,262.262,188.4857,13.95,76.53285,711.8607,8.976925,24.28221,66.45775,0.523915,0.497495,68.28477,6.7286,329.5,199.3038,11.8,0,0,0,320.7668,17.86699,0,302.8999,0,0,225.9938,0,0,48.05,59,3.8,46.35,8.85,0,26.69,0
2254.552,48.25,39.75,35.55,87,28,1,1,2,672.8615,437.9393,0,24.01875,907.0057,14.5696,15.81669,64.49927,0.757945,1.016565,296.0576,79.9988,329.5,465.95,4.2,0,0,0,23.82265,23.82265,0,0,54.6,21.15,507.783,21.15,0,5.4,206.25,194.5,3.95,7.8,0,41.833,0
1516.334,84,40.95,39.5,88,28,1,1,2,319.7773,266.651,0,29.03416,483.1584,10.10476,9.953205,46.99068,0.620665,0.89456,294.0849,51.65847,329.5,264.2083,1.45,0,0,0,0,0,0,0,56.1,0,264.2083,0,0,21.3,16.6,0,16.6,0,0,0,0
1597.929,2.016667,198.4063,164.8563,89,28,1,1,2,494.2062,279.1539,3.083333,27.49475,957.3539,11.52018,22.29565,58.48784,0.78286,0.60051,839.8087,132.6468,329.5,293.3942,33.55,118.1833,0,118.1833,218.0388,181.99,36.04887,0,0,58.96666,301.0088,58.96666,0,52.91667,4.733333,3.333333,1.4,0,0,7.614583,0
1226.312,11.575,213.9572,115.0571,9,28,4,1,2,318.3265,183.861,0,26.8629,684.5956,10.07652,25.60619,62.25036,0.550715,0.61867,307.7355,68.16124,375.14286,159.772,98.9,0,0,0,219.325,7.522945,0,211.802,0,0,190.3385,0,0,23.425,25.975,13.75,12.225,0,0,30.5665,0
2014.233,5.1,11.86864,0,90,28,1,1,2,172.2999,304.2932,0,60.70274,760.7002,6.479604,19.11023,62.40314,0.490254,1.17678,102.9444,9.022131,329.5,442.5158,11.86864,0,0,0,273.8257,88.00709,179.459,6.359541,22.23,0,442.5158,0,0,5.16,0,0,0,0,0,0,0
1189.742,0,84.775,0,91,28,1,1,2,296.8285,160.7199,0,43.88376,865.4524,8.382318,10.04325,37.84126,1.16791,0.5872525,2251.473,58.6614,329.5,240.3971,84.775,137.55,0,137.55,168.6365,25.93158,142.705,0,63.625,110.9437,240.3971,110.9437,0,14.575,44.95,11.5,33.45,0,0,0,0
1240.187,9,76.24956,76.24956,92,28,1,1,2,275.8406,222.7972,0,12.50428,718.0515,6.15145,20.22313,59.10312,0.48917,0.29852,396.0575,29.82259,329.5,261.7536,0,0,0,0,304.7484,304.7484,0,0,0,0,261.7536,0,0,6.3,60,60,0,0,0,0,0
1905.245,0,266.9992,43.47421,93,28,1,1,2,322.6546,324.0921,0,42.06914,1012.44,9.700075,15.31133,54.91655,0.5997325,0.56696,295.854,26.50986,329.5,429.517,223.525,0,0,0,222.0983,116.0971,106.0012,0,58.575,0,429.517,0,0,23.425,11.825,0,11.825,0,0,0,0
1509.582,0,0,0,94,28,1,1,2,272.9553,262.6687,14.36,31.94193,501.9471,6.232154,14.04837,43.27489,0.726086,1.102804,230.8333,1.4532,329.5,219.429,0,0,0,0,114.9875,48.58568,66.40182,0,0,79.1475,286.4321,79.1475,0,0,7.02,0.42,3.62,2.98,0,67.00307,0
2063.037,0,162.2798,161.1048,95,28,1,1,2,368.7958,414.5311,30,23.14278,747.6798,10.92056,13.96323,48.95825,0.5678875,0.8280175,388.0548,82.62843,329.5,260.7064,1.175,0,0,0,8.972677,8.972677,0,0,0,0,403.6523,0,0,0,142.775,141,1.775,0,0,142.946,0
1189.068,0,125.4394,17.28333,96,28,1,1,2,242.135,243.1846,9.683333,7.001869,546.9258,6.025947,13.97689,38.29026,0.3314534,0.377375,134.7913,8.929383,329.5,282.2721,108.156,0,0,0,114.2744,114.2744,0,0,0,0,292.6455,0,0,0,4.883333,1,0,3.883333,0,10.3734,0
1858.245,0,206.2522,23.61896,97,28,1,1,2,222.1583,337.6177,16.2,33.25427,847.9944,11.59944,12.81424,45.67895,0.4525725,0.9375975,333.9429,48.99039,329.5,189.552,182.6332,0,0,0,119.1664,0,119.1664,0,0,0,309.3508,0,0,1.5,195.525,181.425,14.1,0,0,119.7989,0
1077.469,7.1,144.8612,0,98,28,1,1,7,407.089,164.1672,0,31.94998,491.9599,8.333025,11.61947,33.17509,0.36223,0.423475,82.37511,22.68243,330.25,116.3465,144.8612,0,0,0,124.5083,124.5083,0,0,0,0,150.5403,0,0,26.55,38.4,10,28.4,0,0,34.1938,0
2529.78,0,207.8,52.4,99,28,1,1,7,651.868,278.1945,3.95,104.7699,1268.58,12.28298,65.95409,118.2867,1.25042,0.84881,651.2717,21.42352,330.25,266.8203,155.4,0,0,0,571.7893,571.7893,0,0,0,67.8625,302.5283,67.8625,0,99.05,15.6,0.45,15.15,0,0,35.708,0
2194.088,20.57143,182.2662,64.43153,328,29,4,1,7,442.3128,388.3121,9.278571,43.94099,1588.458,12.90216,21.74134,60.6592,0.8225464,1.03194,429.3899,85.01672,329.75,425.6693,117.8347,128.0786,0,128.0786,250.5587,22.53736,79.68562,148.3358,0,33.65893,927.4451,33.65893,0,10.13571,26.46428,2.507143,23.95714,0,482.1429,19.63294,0
1330.209,0,31.19468,27.53468,329,29,4,1,7,414.5204,248.1646,2.74,17.99528,732.6404,7.332594,13.73086,43.65247,0.601538,0.41504,294.7256,49.01598,329.75,296.1147,3.66,0,0,0,257.9816,257.9816,0,0,0,75.945,296.1147,75.945,0,9.54,3.32,0.42,2.9,0,0,0,55.80446
1940.442,0,211.7757,51.96666,330,29,4,1,7,640.1606,415.3737,13.26667,7.117504,1017.438,16.28971,18.37562,53.77176,0.56655,0.66001,366.1648,111.9326,329.75,431.1701,159.809,0,0,0,139.843,85.91106,53.93193,0,0,0,435.7035,0,0,0,77.6,63.33333,14.26667,0,0,4.533333,139.2491
1312.121,1.7,165.7684,13.26441,331,29,4,1,7,280.3281,223.4691,16.2,26.95716,754.6663,6.66516,14.28934,43.70223,0.54842,0.66853,206.3368,32.71106,329.75,392.6472,152.504,0,0,0,119.8507,8.3426,76.78687,34.72128,47.5,0,392.6472,0,0,2.9,8.1,3,5.1,0,0,0,0
2114.842,0,177.975,86,332,29,4,1,7,560.5107,444.1975,12.475,17.34928,1136.728,14.43613,15.55737,44.89203,0.699685,0.749735,425.6272,193.5453,329.75,449.8595,91.975,0,0,0,51.09333,51.09333,0,0,53.7,0,449.8595,0,0,8.525,23.8,2.775,21.025,0,0,0,359.3
