regcode,provcode,hhnum,member_code,age,sex,psc,fg1,fg2,fg3,fg4,fg5,fg6,fg7,fg8,fg9,fg10,fg11,fg12,fg13,fg14,fg15,fg16,fg17,fg18,fg19,fg20,fg21,fg23,fg24,fg25,fg26,fg27,Total_Food,Total_Ener,Total_Prot,Total_Calc,Total_Iron,Total_VitA,Total_VitC,Total_Thia,Total_Ribo,Total_Nia,Total_CHO,Total_Fat,psurec,strrec,wgts
1,55,319,6,4.7063656,1,99,274.10129,183.50101,0,90.600304,0,19.799999,27.68125,60.688499,36.111111,24.577391,150,0,150,61.251041,0,37.056042,24.195,2.66731,429,35,394,3.8199999,107,107,0,0,2218.0503,1893.64856,43.27825928,490.6365662,1.211290002,2.102910042,15.55591965,73.29032135,329.1729126,44.77101898,2415.114502,12.2174902,94730034000,55042,5271.959961
1,55,320,1,23.356606,2,8,747.995,710.94,0,37.055,0,14.4,0,254.32445,98.855049,155.46941,78.358208,0,78.358208,256.08878,217.3009,0,38.78788,14.14483,0,0,0,13.35,7,7,0,0,1385.6613,1720.379517,71.38123322,857.1813354,8.610879898,348.1712036,79.47915649,0.589569986,0.653439999,25.87295914,275.6463928,36.96673965,94730034000,55042,5271.959961
1,55,321,5,3.3018479,2,0,155.272,128.22749,0,27.0445,53.216221,8.6999998,0,77.885872,0,77.885872,80,0,80,8.9375,8.9375,0,0,29.66552,19.0625,19.0625,0,2.28,0.064999998,0.064999998,0,0,776.30756,923.6535034,20.59976006,215.9644318,0.453850001,0.457120001,8.253230095,46.18643951,176.8359375,14.91664028,118.7410736,4.313020229,94730034000,55042,5271.959961
1,55,322,4,22.631075,2,7,391.995,331.05899,0,60.936001,40.012989,27.5,0,41.88929,10.63929,31.25,85,85,0,392.67017,6.7318501,385.93832,0,3.01724,0,0,0,2.625,21,21,0,0,1005.7097,2862.634033,91.72088623,434.6228333,13.61023045,510.5481567,79.22120667,1.672549963,1.287520051,22.42110062,395.6557312,101.3032837,104435018001,55082,5284
1,55,322,5,3.7919233,2,0,129.63976,64.635002,0,65.004753,0,25,0,0,0,0,0,0,0,119.8352,0,119.8352,0,0,57.75,0,57.75,2.0599999,148,148,0,0,937.50989,1304.443848,36.01451111,320.869873,0.889829993,0.633750021,7.975299835,34.74702835,186.2450867,46.16492081,305.6160583,6.939320087,104435018001,55082,5284
1,55,324,3,29.292265,2,8,237.403,187.02451,0,50.378502,66.233772,0,52,144.00494,3.7142899,140.29065,0,0,0,495.80875,495.80875,0,0,29.66552,0,0,0,2.5,0,0,0,0,1027.616,1448.743164,46.40174103,494.6038208,12.93735027,367.7432556,27.25983047,0.716589987,0.829980016,15.23079014,250.9485474,28.8111496,104435018001,55082,5284
1,55,324,4,1.338809,2,0,46.249001,30.02,0,16.229,0,0,0,6.37187,0,6.37187,0,0,0,45.204552,45.204552,0,0,15.53908,366,366,0,1.5,0,0,0,0,944.68994,485.9320679,16.86020088,423.2946167,0.384880006,0.44453001,5.65997982,20.26387978,61.19588089,19.33370018,285.7137451,6.317500114,104435018001,55082,5284
1,55,325,3,3.0061603,2,0,120.07275,68.700752,12.5,38.872002,0,9.0749998,12.5,26,26,0,0,0,0,14.625,0,14.625,0,0,0,0,0,3.6600001,111.13,111.13,0,0,568.8905,1206.327271,19.5064106,689.0974121,0.35462001,1.783710003,36.74623871,984.991333,231.230957,18.39834023,23.35675049,4.388850212,104435018001,55082,5284
1,55,327,5,18.762491,2,6,338.40799,333.18301,0,5.2249999,0,3.5,0,110.64372,13.96781,96.675911,0,0,0,222.90158,64.441788,158.45979,0,0,76.25,76.25,0,11.225,0,0,0,0,762.92828,2248.259277,65.90930176,662.4299316,7.381740093,194.6939392,27.3861599,1.016229987,0.744859993,22.69297028,289.6468201,91.65840149,104435018001,55082,5284
1,55,332,4,2.882957,2,0,111.1415,76.936501,0,34.205002,36.22472,0,0,144.86456,41.01408,103.85048,0,0,0,205.9785,0,205.9785,0,0,482.79999,457.5,25.299999,0,8,8,0,0,1941.7939,1331.219849,59.50939178,883.6246948,1.267719984,1.854300022,14.75771999,115.2883224,145.6639862,56.42538834,417.3829041,7.686580181,104435018001,55082,5284
1,55,332,5,1.8288844,2,0,68.515999,61.716,0,6.8000002,36.22472,0,0,45.544109,16.832279,28.71183,0,0,0,109.12141,6.3714099,102.75,0,29.66552,366,366,0,2.5,8,8,0,0,1262.7532,936.7078247,38.83449936,542.6711426,0.913479984,1.172930002,14.02334976,113.5769196,101.0843506,41.54320145,277.8934326,8.100910187,104435018001,55082,5284
1,55,332,3,4.7857633,1,99,115.648,74.642998,0,41.005001,14.48989,0,8.7749996,46.346889,15.38028,30.96661,0,0,0,298.45349,0,298.45349,0,0,25.299999,0,25.299999,2.6099999,15.5,15.5,0,0,1028.3716,1370.567749,62.44292831,240.0678253,1.499909997,1.078860044,19.43610001,109.4261627,128.1249542,67.28658295,408.6062927,7.663839817,104435018001,55082,5284
1,55,334,6,4.7145791,1,99,115.58562,72.557999,0,43.027618,0,62.049999,0,31.596001,0,31.596001,0,0,0,20.37952,0,6.0795202,14.3,12.12414,76.25,76.25,0,1.33,250,250,0,0,1063.1265,945.7805176,24.3029995,321.4844055,0.401120007,0.580990016,6.42828989,22.23576927,179.4395599,14.50035,215.1377869,5.003180027,104435018001,55082,5284
1,55,334,3,1.8097193,2,0,16.754999,11.259,0,5.4959998,0,0,0,3.14505,0,3.14505,0,0,0,7.21591,7.21591,0,0,1.01034,1708,1708,0,0,4,4,0,0,3479.2422,1169.150391,49.62207031,1728.546875,1.041100025,1.371410012,15.25310993,95.38310242,120.1268387,54.60504913,1013.567627,20.35741997,104435018001,55082,5284
1,55,334,7,3.778234,2,0,95.792,69.639,0,26.153,4.79529,62.049999,0,31.482,0,31.482,0,0,0,105.231,16.731001,88.5,0,15.66034,76.25,76.25,0,3.22,0,0,0,0,703.23553,1040.91748,28.57616043,247.9967651,0.664510012,0.68791002,7.859089851,6.750989914,121.6438293,48.98342896,135.3455963,3.086329937,104435018001,55082,5284
1,55,335,3,5.4346337,1,99,220.5322,208.7722,0,11.76,0,121.5,69,42.309818,37.847321,4.4625001,0,0,0,141.9063,131.21309,10.6932,0,0,0,0,0,8.3249998,0.19,0.19,0,0,1008.7017,1324.700439,43.65151978,434.7471619,0.596170008,0.495110005,17.12112999,6.487510204,220.4582062,29.72286987,427.0535889,7.774640083,104435018001,55082,5284
1,55,335,2,21.744011,2,10,346.46619,334.70621,0,11.76,0,96,0,72.303909,67.841408,4.4625001,7,7,0,135.8506,124.267,11.5836,0,0,0,0,0,12.185,0,0,0,0,669.80573,1620.539429,48.35480118,419.5962524,9.03219986,487.455719,14.45077038,0.558080018,0.526160002,18.55649948,305.0599365,22.86142921,104435018001,55082,5284
1,55,335,4,3.8795345,1,99,196.7625,159.5025,0,37.259998,0,108,69,6.5,6.5,0,0,0,0,241.715,241.715,0,0,0,0,0,0,8.3249998,125.19,125.19,0,0,1325.6599,1359.30542,55.74832916,406.1554565,0.910430014,0.56516999,20.6323204,8.993650436,226.3955231,25.62730026,363.290802,8.922189713,104435018001,55082,5284
1,55,336,2,21.897331,2,7,364.89001,358.62,0,6.27,0,19.4,0,170.77698,29.23765,141.53934,0,0,0,60.826542,54.46154,6.3649998,0,32.490799,152.5,152.5,0,10.395,0,0,0,0,811.2793,1771.178589,49.56689835,527.7287598,10.87660027,242.9278259,53.83914185,0.621159971,0.829859972,18.49924088,334.5460205,25.7615509,104435018001,55082,5284
1,55,337,2,38.984257,2,3,308.22601,282.72601,0,25.5,0,3,0,56.25,0,56.25,0,0,0,67.414391,19.024389,0,48.389999,0,0,0,0,18.641569,4.6900001,4.6900001,0,0,458.22195,1440.583252,39.20632935,304.7072144,7.719369888,4584.80957,61.62149811,0.631089985,2.440399885,17.62211037,278.0949707,18.7548008,104435018001,55082,5284
1,55,338,5,25.806982,2,10,520.70697,520.08002,0,0.62699997,0,15,0,0,0,0,0,0,0,155.18571,0,79.650002,75.535713,0,7.5,7.5,0,3.25,2,0,2,0,703.6427,1154.717285,38.06322098,99.63860321,2.501149893,34.77624893,2.389499903,0.482769996,0.323700011,12.79701042,157.2548218,41.49264908,104435018001,55082,5284
1,55,340,3,31.909651,2,12,320.9545,203.7045,0,117.25,39.759041,9,0,153.718,26.88615,126.83185,0,0,0,68.397453,53.772449,14.625,0,0,0,0,0,27.5,1,1,0,0,620.32898,1756.813721,41.11489868,508.4448242,8.700489998,166.9115753,36.87879181,1.347270012,1.203299999,14.8855896,280.1868591,52.57144928,104435018001,55082,5284
1,55,347,3,4.1642709,2,0,132.63499,116.343,0,16.292,0,0,0,13.27742,0,13.27742,0,0,0,75.325378,49.015381,26.309999,0,0,0,0,0,4.1999998,0,0,0,0,446.6756,802.5970459,23.59107018,132.2425842,0.373400003,0.217529997,9.315170288,3.242759943,128.5185394,21.55566978,120.7156677,2.918979883,106838027002,55012,5272
1,55,347,2,24.98015,2,10,297.47849,275.4285,0,22.049999,0,30,14.625,37.61935,0,37.61935,0,0,0,389.69366,292.58655,97.107132,0,0,0,0,0,4.5,0,0,0,0,773.9165,1901.406982,78.29334259,437.9908142,8.42661953,257.0617371,8.605019569,0.860669971,0.641139984,26.08259964,312.2295532,37.42966843,106838027002,55012,5272
1,55,350,5,5.4346337,1,99,188.48399,188.48399,0,0,0,9,0,0,0,0,0,0,0,92.127693,92.127693,0,0,0,0,0,0,1.35,0.19,0.19,0,0,571.95337,781.9281616,25.5434494,131.5697632,0.227119997,0.175239995,10.04950047,0,160.8441315,3.997529984,48.49100113,2.674520016,106838027002,55012,5272
1,55,350,2,27.104723,2,12,434.7225,434.7225,0,0,0,4,0,143.02336,18.823111,124.20025,0,0,0,165.03078,165.03078,0,0,0,0,0,0,1.5,0.25,0.25,0,0,748.52661,1713.503662,53.6835289,332.2421875,6.834360123,120.5774384,8.937279701,0.578639984,0.415459991,20.88763046,359.8233948,6.491759777,106838027002,55012,5272
1,55,350,6,3.0636551,2,0,152.4135,152.4135,0,0,0,4,0,0,0,0,0,0,0,77.822052,77.822052,0,0,0,0,0,0,0.75,0.125,0.125,0,0,465.4711,616.4312744,21.24637985,86.20188141,0.188869998,0.13741,8.053299904,0,126.6800232,2.711009979,33.76900101,2.212249994,106838027002,55012,5272
1,55,351,7,2.3572896,1,99,189.136,121.764,10,57.372002,0,28.790001,12.5,16.12903,0,16.12903,0,0,0,37.768978,37.768978,0,0,58.844971,45.625,45.625,0,4.6399999,9.375,9.375,0,0,700.84302,1193.570801,32.69086838,325.2781982,0.76019001,0.88744998,13.19314003,48.55118942,205.5899048,27.02737045,219.0174408,7.283209801,107438028000,55052,5280
1,55,351,2,32.744694,2,5,249.73399,229.334,0,20.4,0,0,0,16.063789,16.063789,0,0,0,0,339.67621,339.67621,0,0,58.844971,0,0,0,8.1000004,30,30,0,0,702.41901,1390.359863,62.73154068,305.5742493,7.818230152,308.1203918,105.0951004,0.59543997,0.822409987,25.9193306,240.138916,19.88871002,107438028000,55052,6600
1,55,352,6,1.4236825,2,0,504.1636,471.53,0,32.633598,0,32.32,0,19.18327,14,5.18327,17.5,0,17.5,11.44,11.44,0,0,40.383331,98.3125,98.3125,0,1.25,0,0,0,0,1375.1519,876.5857544,23.4741993,329.3895874,0.325179994,0.64289999,6.083260059,7.746620178,153.7756653,19.07674026,227.8617554,3.606679916,107438028000,55052,5280
1,55,354,3,19.75633,2,8,190.21851,160.5415,0,29.677,0,23.280001,1.5599999,53.058552,16.913971,36.144581,55.366322,0,55.366322,196.73077,93.305771,103.425,0,0,0,0,0,6.3499999,30,30,0,0,556.56415,1430.092407,48.84777069,298.7102661,10.90077972,622.6071167,23.89506912,1.560570002,0.676280022,15.42020035,204.7235565,46.07131958,107438028000,55052,6600
1,55,356,9,4.3969884,1,99,199.96449,153.66451,0,46.299999,17,115.535,64.239998,30.32921,5.5357099,24.793501,0,0,0,85.169998,18.575001,19.094999,47.5,53.1092,0,0,0,0.95999998,5,5,0,0,891.77161,1386.781616,45.40737915,505.4738464,0.911239982,0.882809997,14.00061035,17.68099976,234.5534058,29.64979935,372.1987915,10.75776958,107438028000,55052,5280
1,55,358,1,37.144421,2,11,229.496,216.84,0,12.656,0,9,0,142.22932,36.216431,106.0129,0,0,0,50.757488,50.757488,0,0,27.5,0,0,0,2.5,0,0,0,0,461.48282,1052.618164,30.28145027,252.6532745,6.64508009,283.3666382,30.85169983,0.442690015,0.433340013,12.30315018,210.9867249,9.654700279,107438028000,55052,5280
1,55,359,6,5.4565368,1,99,78.6045,78.6045,0,0,0,0,0,43.211269,43.211269,0,0,0,0,62.76582,16.970819,45.794998,0,94.827591,0,0,0,0.75,0,0,0,0,464.74078,545.3483887,27.62483978,122.6445236,0.268229991,0.542559981,10.20573044,6.51789999,68.19669342,17.98625946,357.5696716,4.132730007,107438028000,55052,5280
1,55,360,9,28.971937,2,12,205.64101,186.81599,0,18.825001,28.914289,4.5,0,104.75773,7.4285698,97.329163,60,0,60,228.45222,17.875,210.57722,0,0,0,0,0,2.25,7.5,5,0,2.5,642.01526,1509.359253,42.33813095,256.4411926,9.742150307,214.6737213,49.20381165,0.805320024,0.469660014,14.72624969,246.9064178,39.1277504,107438028000,55052,5280
1,55,360,10,1.9110198,1,99,50.459499,49.414501,0,1.045,0,0,0,0,0,0,30,0,30,51.091831,4.29,46.80183,0,0,0,0,0,2.25,0,0,0,0,265.35266,373.2798462,9.494059563,38.34403992,0.276780009,0.077210002,3.457400084,1.571470022,46.30054855,16.68824959,13.22821045,1.174819946,107438028000,55052,5280
1,55,361,7,3.101985,2,0,84.151001,32.526001,0,51.625,0,12.5,0,0,0,0,59.210529,59.210529,0,86.547157,53.14716,33.400002,0,54.341949,305,305,0,6.79,0,0,0,0,1143.4493,903.7023315,35.71807098,529.3527832,0.552299976,1.319339991,9.429490089,15.72500038,107.5759888,36.78155899,589.5473633,4.944349766,107438028000,55052,5280
1,55,361,6,5.3716631,1,99,145.66299,92.156998,0,53.506001,0,11.5,0,0,0,0,59.210529,59.210529,0,218.75786,185.35786,33.400002,0,54.341949,419.375,419.375,0,13.165,0,0,0,0,1765.0198,1361.258911,58.90338898,716.3214111,0.686839998,1.720919967,18.04310036,17.82500076,163.1888275,52.61009979,787.7860718,6.46171999,107438028000,55052,5280
1,55,362,4,5.3114305,2,0,169.03149,121.5275,0,47.504002,0,114.2,0,16.25334,0,16.25334,0,0,0,111.36391,73.173912,38.189999,0,31.6092,57.1875,57.1875,0,2.1199999,4.1199999,4.1199999,0,0,863.84161,1044.53479,31.89624023,189.5781555,0.488059998,0.521109998,10.06575966,17.5364399,159.043396,31.12574959,170.6468964,4.746490002,109140006000,55062,5268
1,55,363,5,1.724846,1,99,91.149002,18.764999,0,72.384003,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,228.75,228.75,0,0,6,4.5,0,1.5,668.29797,780.5233765,20.04161072,406.3715515,0.486209989,1.013779998,3.62748003,18.79500008,119.713562,24.6663208,129.6708374,2.600150108,109140006000,55062,5268
1,55,363,10,17.494867,2,6,425.22198,390.23999,0,34.981998,0,9,35.244999,120.46215,43.997971,76.46418,0,0,0,118.663,68.195,50.467999,0,16.310631,186.8125,186.8125,0,3.8399999,100,100,0,0,1015.5553,2082.630127,69.93331909,719.0533447,13.87432957,267.328186,58.69683838,0.900749981,1.046329975,17.20157051,352.5369873,43.67333984,109140006000,55062,6585
1,55,363,8,1.2402464,2,0,370.42599,339.01999,0,31.406,0,4.75,0,4.9693499,0,4.9693499,0,0,0,0,0,0,0,4.9442501,366,366,0,0,0,0,0,0,1492.485,558.2337646,16.80036926,434.6364136,0.864750028,0.630590022,7.938270092,20.21673012,79.99848938,19.15970039,230.9376526,7.272459984,109140006000,55062,5268
1,55,364,2,25.587954,2,6,242.87151,236.2305,0,6.6409998,10.81412,37.619999,12.985,130.9377,64.351852,66.585854,120.5,0,120.5,137.45135,73.628853,63.822498,0,31.6092,85.78125,85.78125,0,1.08,0.25,0.25,0,0,811.90015,1438.748901,45.29816055,390.211853,6.933529854,304.6671143,36.18888092,0.566500008,0.671720028,17.37408066,264.494812,22.20511055,109140006000,55062,6585
1,55,368,8,1.3524983,1,99,145.79124,80.888748,0,64.902496,0,3.5999999,0,15.38028,15.38028,0,0,0,0,81.720001,0,81.720001,0,0,514.6875,514.6875,0,3.73,0,0,0,0,1522.488,1097.986938,37.02902985,807.7501831,1.276739955,1.644880056,8.98871994,11.46595001,140.5839996,43.35208893,130.1463318,6.947770119,109140006000,55062,5268
1,55,368,5,1.9794661,1,99,58.040001,46.286999,0,11.753,0,16.799999,0,15.38028,15.38028,0,0,0,0,69.195,0,69.195,0,2,764.5625,764.5625,0,3.105,3,1,2,0,1842.2605,941.5789795,36.95360947,1103.590088,0.594619989,1.82111001,4.112750053,13.29590034,112.2216263,38.60826874,204.3692474,4.945240021,109140006000,55062,5268
1,55,369,3,1.7275839,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372.5,1372.5,0,0,0,0,0,0,2745,761.4000244,30.60000038,1350,0.702000022,1.332000017,9.180000305,82.80000305,117,19.79999924,847.7999878,13.85999966,109140006000,55062,5268
1,55,370,4,5.3990417,2,0,148.05275,101.64375,11.5,34.909,0,9,0,57.206001,4.3559999,52.849998,0,0,0,66.585373,66.585373,0,0,0,0,0,0,0,0.25,0.25,0,0,553.18823,762.1427002,18.61384964,537.7320557,0.203950003,0.174329996,5.891059875,7.374639988,144.7801361,12.17790031,151.9467773,4.462940216,109140006000,55062,5268
1,55,370,5,3.5537302,1,99,141.61363,94.502632,11.5,35.611,0,1.5,0,7.4285698,7.4285698,0,0,0,0,71.5,71.5,0,0,0,0,0,0,0,0.125,0.125,0,0,442.83438,637.3621826,18.83550072,106.4868011,0.442400008,0.279500008,6.912950039,8.931139946,115.1957779,11.48124981,63.70000076,2.925309896,109140006000,55062,5268
1,55,372,1,38.787132,2,10,175.465,122.55,0,52.915001,0,27,0,292.26117,26.261169,266,0,0,0,358.89658,139.38461,219.51196,0,0,314.53125,314.53125,0,6,0,0,0,0,1174.1541,1784.001221,92.23014832,861.2960815,16.4097805,491.9606628,54.17604065,1.25098002,1.61977005,30.49287987,221.7387543,58.75251007,110541008000,55062,5284
1,55,375,3,2.1437371,1,99,122.32,61.716,0,60.604,0,38.799999,5.0250001,18.601471,5.12676,13.47471,8,0,8,27.434999,5.3625002,22.0725,0,0,642.625,617.625,25,2.5,16,16,0,0,1716.288,1272.134033,35.3373909,770.6837158,0.988390028,1.416270018,12.89579964,87.29451752,211.8433228,31.46603966,166.2704926,12.92613029,110541008000,55062,5284
1,55,378,4,4.9472961,2,0,133.42599,115.926,0,17.5,0,4,7.5,19.87742,0,19.87742,106,106,0,84.599998,36,48.599998,0,22.732759,57.1875,57.1875,0,3.9449999,3.0599999,3.0599999,0,0,846.47955,787.3828735,28.40642929,200.9927368,0.43610999,0.577870011,6.66174984,56.99211884,128.2995758,18.03124046,188.9674377,4.597219944,110541008000,55062,5284
1,55,378,5,3.0691307,2,0,67.171501,58.171501,0,9,0,6,7.5,13.25161,0,13.25161,95,95,0,36,36,0,0,22.732759,57.1875,57.1875,0,3.9449999,0.12,0.12,0,0,577.63898,476.349823,14.66561985,146.7637939,0.232500002,0.336800009,4.393229961,51.65787888,74.93002319,13.13834953,134.8149414,1.953410029,110541008000,55062,5284
1,55,380,4,3.1813827,2,0,578.15662,145.37062,262.5,170.286,7.1929402,57.299999,0,55.494251,2.4877999,53.006451,0,0,0,209.08511,73.523079,111.055,24.50704,22.732759,19.0625,19.0625,0,3.915,30.68,25.68,5,0,1876.098,2613.233398,66.40866852,493.8665771,1.330250025,1.170770049,25.68766022,94.40676117,411.2223206,78.18570709,239.0831146,14.97842979,110541008000,55062,5284
1,55,381,8,2.0479124,1,99,878.4035,867.22351,0,11.18,0,0,0,0,0,0,0,0,0,16.700001,0,16.700001,0,0,122,122,0,0.83499998,0,0,0,0,2035.0419,744.7789307,16.66153908,282.6870422,0.389319986,0.572610021,6.749149799,0.959999979,146.0863647,10.70158958,33.75001144,2.903239965,110541008000,55062,5284
1,55,381,9,0.9609856,2,0,1151.45,1149.36,0,2.0899999,0,0,0,0,0,0,0,0,0,8.3500004,0,8.3500004,0,0,274.5,274.5,0,0.41499999,0,0,0,0,2869.0154,530.7858276,8.958640099,108.6155014,0.295560002,0.300379992,4.81551981,2.880000114,92.89176178,14.1670599,36.94166183,2.242599964,110541008000,55062,5284
1,55,383,4,4.6269679,1,99,174.30499,131.355,0,42.950001,5.4070601,0,0,0,0,0,0,0,0,345.65454,0,270.20001,75.454552,22.732759,366,0,366,8.8299999,32,32,0,0,1872.8889,1850.926147,74.97947693,734.293335,2.158970118,1.545969963,20.87149048,112.2887573,209.0599518,80.43110657,562.7169189,13.03806973,116246025001,55032,5280
1,55,384,6,1.9767283,2,0,105.863,64.635002,18.315001,22.913,0,11.2,8.7749996,0,0,0,0,0,0,252.28725,115.18269,61.650002,75.454552,12.62931,266.1875,57.1875,209,7,10,10,0,0,1308.2798,1026.250244,49.64496994,298.5109863,0.921299994,0.87695998,17.97150993,3.571670055,109.0307388,44.01805115,452.6221924,6.635829926,116246025001,55032,5280
1,55,386,4,4.4845996,2,0,236.658,165.16451,0,71.4935,9.5905895,12,0,0,0,0,0,0,0,21.709999,0,21.709999,0,0,122,122,0,0.70499998,111,111,0,0,1005.0316,1217.803223,29.18995094,344.1835938,1.510840058,0.958589971,11.36174011,14.59782982,222.8226166,23.59771919,322.5083313,9.087380409,116246025001,55032,5280
1,55,391,2,24.588638,2,12,381.85599,350.28,0,31.576,22.29213,46,21.450001,271.69403,10.25352,261.44052,281.09052,0,281.09052,178.35191,26.376921,87.974998,64,0,0,0,0,5.4000001,2.6849999,0.185,0,2.5,1210.8196,2323.444824,64.30284119,446.9508667,11.45899963,182.0332489,105.0198288,1.23992002,0.733870029,22.37550926,447.7622681,30.47805023,116246025001,55032,5280
1,55,391,4,3.6988363,1,99,199.36501,124.683,0,74.681999,0,6,0,67.686996,0,67.686996,0,0,0,90.669708,20.959709,21.709999,48,25,0,0,0,13.755,6.75,5.5,0,1.25,773.69843,1223.147217,38.66558838,239.5583038,0.918760002,0.614300013,12.07608986,30.48835945,201.6013641,29.19540024,275.7478638,8.505689621,116246025001,55032,5280
1,55,391,5,1.1115674,2,0,92.166496,57.754501,0,34.411999,0,4.5,0,14.50346,0,14.50346,0,0,0,6.9865699,6.9865699,0,0,43,0,0,0,13.05,5.5,5.5,0,0,298.86304,609.8400269,16.65809059,137.5957794,0.525619984,0.493730009,6.334700108,21.25184059,83.80505371,23.12257957,171.6206818,4.192989826,116246025001,55032,5280
1,55,394,2,27.14579,2,11,289.23099,246.36301,0,42.868,0,12.75,0,129.21455,0,129.21455,70.272629,0,70.272629,84.478256,36.97826,0,47.5,11.61897,19.0625,19.0625,0,2.625,14,14,0,0,633.25293,1387.03479,34.57558823,313.6110535,10.15437984,96.37522125,94.56215668,1.28955996,0.985339999,16.4217205,261.7339478,22.48604965,119848021000,55022,5256
1,55,395,2,30.907597,2,11,287.10449,287.10449,0,0,16.65,6.5,0,0,0,0,88,88,0,290.68481,103.3848,123.3,64,0,0,0,0,1.5,0.375,0.375,0,0,690.81427,1584.288818,57.02563095,256.1707153,7.059030056,427.7553406,34.98929977,0.991620004,0.576600015,16.99780083,253.399826,37.99732971,119848021000,55022,5256
1,55,401,5,4.4626966,2,0,71.998001,56.294998,0,15.703,0,3,0,0,0,0,0,0,0,16.700001,16.700001,0,0,0,152.5,152.5,0,2.5,0.25,0.25,0,0,488.396,419.7927551,13.47774982,227.3090363,0.387309998,0.497649997,3.935369968,8.767140388,65.41072845,11.75901985,155.9049988,1.682780027,119848021000,55022,5256
1,55,402,3,34.061604,2,11,170.6125,115.08,0,55.532501,20.379999,28.799999,0,37.31591,0,37.31591,0,0,0,237.02586,0,237.02586,0,0,0,0,0,9,22.5,22.5,0,0,525.63428,1484.828369,48.58155823,244.9460449,9.343130112,240.5784454,102.9548798,1.563310027,1.019500017,18.14137077,201.0973206,54.12855911,119848021000,55022,5256
1,55,403,1,34.0397,2,2,165.312,133.44,0,31.872,9.5905895,33.5,0,41.958778,26.136,15.82278,0,0,0,393.88348,284.63043,109.25305,0,31.6092,76.25,76.25,0,6.25,3.5,1,0,2.5,761.85406,1602.447144,60.2565918,373.7655029,8.216329575,512.0366211,12.48202991,1.054250002,0.807190001,18.0694294,206.7111664,59.1615181,119848021000,55022,5256
2,15,407,1,29.218344,2,7,238.118,233.52,0,4.598,95,25.82,51.813431,341.23923,0,341.23923,0,0,0,396.3526,53.459999,105.294,237.59859,0,228.75,228.75,0,2.5,0,0,0,0,1379.5933,2037.535767,89.16632843,795.399292,17.08299065,483.4898682,76.99684143,1.167549968,1.678380013,32.37417984,308.2545166,49.64673996,122803001000,15032,4056
2,15,410,4,2.8665297,2,0,198.08063,65.312622,82.875,49.893002,5,10.7,3.2630601,0,0,0,219.63014,0,219.63014,24.11437,24.11437,0,0,29.66552,0,0,0,2.9100001,110.065,110,0.064999998,0,1155.3188,993.8557129,22.91967964,233.4894257,0.86826998,0.540329993,8.011710167,22.41175079,178.6178436,20.84926987,287.7966919,7.487490177,122803001000,15032,4056
2,15,412,5,5.7713895,1,99,205.3205,202.8705,0,2.45,0,66.5,0,592.29395,0,592.29395,0,0,0,82.741943,0,82.741943,0,0,0,0,0,0,100.065,100.065,0,0,2027.3428,1015.686157,26.48148918,292.6881104,0.461259991,0.365399987,9.07518959,158.8767548,216.1198273,5.103290081,170.6224823,6.431670189,122803001000,15032,4056
2,15,413,5,4.1040382,1,99,165.75224,89.133751,0,76.6185,0,2,0,40.374451,20.10556,20.26889,132.14285,0,132.14285,39.441212,3.575,31.0275,4.8387098,0,7.625,7.625,0,4.5999999,300.125,300.125,0,0,1377.5215,1078.994141,23.96504974,228.1445465,0.652939975,0.365539998,7.749519825,21.0057106,178.3929291,30.23636055,204.1338043,5.089849949,122803001000,15032,4056
2,15,415,2,23.956194,2,10,476.83951,476.83951,0,0,0,24.379999,0,108.66462,65.14357,43.521049,0,0,0,10.725,10.725,0,0,0,0,0,0,0,0.75,0.75,0,0,621.35913,1828.583496,38.12966919,246.5086975,6.523590088,193.8496552,28.94774055,0.550979972,0.376109987,16.63328934,410.914032,3.381330013,122803001000,15032,4056
2,15,415,3,2.0369611,1,99,89.394501,86.944504,0,2.45,0,14.86,0,12.0249,8.7119999,3.3129001,0,0,0,0,0,0,0,0,0,0,0,0,100.13,100.13,0,0,417.9588,463.2890625,7.913219929,72.87554169,0.11778,0.083829999,3.493390083,6.897500038,100.2519913,3.383100033,61.79061127,1.481999993,122803001000,15032,4056
2,15,418,6,3.8658452,2,0,164.06425,130.20825,0,33.855999,0,0,7.02,85.19854,16.56242,68.636124,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,705.54559,746.6832886,17.29520988,237.642807,0.574190021,0.515950024,6.77699995,20.26948929,151.7986145,7.906020164,80.26152802,3.515399933,126606034000,15042,4060
2,15,422,6,3.0198493,1,99,88.242172,52.644501,0,35.597672,0,10,0,5.13411,0,5.13411,13.69863,0,13.69863,89.050003,7.1500001,81.900002,0,5.6505699,19.0625,19.0625,0,0.435,9.75,9.75,0,0,465.96039,789.7116699,17.22286987,165.449707,0.331770003,0.283980012,5.907899857,10.94161987,110.8124619,31.27246094,142.9369812,3.890619993,126606034000,15042,4060
2,15,424,7,3.3429158,2,0,135.24991,102.52988,0,32.720032,0,27.5,2.1600001,0,0,0,0,0,0,38.337502,21.450001,16.887501,0,0,0,0,0,0,5.25,5.25,0,0,387.33484,784.0811768,18.79652977,235.4127808,0.397610009,0.26376,6.364600182,0.468950003,153.1686096,10.62734032,85.7085495,4.207089901,126606034000,15042,4060
