FDSEC01,FDSEC02,FDSEC03,FDSEC04,FDSEC05,FDSEC06,FDSEC07,FDSEC08,FDSEC09,hhnum,provcode,psurec,regcode,strrec,Wgt2
1,1,0,0,1,0,0,0,0,386,29,4,1,10,330.5
0,1,0,0,0,0,0,0,0,387,29,4,1,10,330.5
1,1,0,1,0,0,0,0,0,388,29,4,1,10,330.5
2,2,3,3,3,1,0,0,0,389,29,4,1,10,330.5
1,2,1,1,1,0,0,0,0,390,29,4,1,10,330.5
0,1,1,1,1,0,0,0,0,391,29,4,1,10,330.5
0,0,0,0,0,0,0,0,0,392,29,4,1,10,330.5
0,0,0,0,0,0,0,0,0,393,29,4,1,10,330.5
0,0,0,0,0,0,0,0,0,394,29,4,1,10,330.5
0,0,0,0,0,0,0,0,0,395,29,4,1,10,330.5
2,2,0,0,0,0,0,0,0,396,29,3,1,8,331
2,2,2,2,2,1,0,0,0,397,29,3,1,8,331
0,2,0,2,0,0,0,0,0,398,29,3,1,8,331
0,1,1,1,0,0,0,0,0,399,29,3,1,8,331
0,1,0,0,0,0,0,0,0,400,29,3,1,8,331
3,3,3,3,3,0,2,2,0,401,29,3,1,8,331
0,0,0,0,0,0,0,0,0,402,29,3,1,8,331
1,1,1,1,1,0,0,0,0,403,29,3,1,8,331
2,2,2,2,2,1,0,0,0,404,29,3,1,8,331
3,3,3,3,3,3,3,2,1,405,29,3,1,8,331
0,0,0,0,0,0,0,0,0,406,29,3,1,8,331
1,1,1,1,1,0,0,0,0,407,29,3,1,8,331
3,3,3,3,3,0,0,0,0,408,29,3,1,8,331
2,2,2,2,2,1,0,0,0,409,29,3,1,8,331
1,1,2,1,2,1,0,0,0,410,29,3,1,8,331
0,0,0,0,0,0,0,0,0,411,29,3,1,8,331
0,0,0,0,0,0,0,0,0,412,29,3,1,6,335.2458190918
0,0,0,0,0,0,0,0,0,413,29,3,1,6,335.2458190918
1,0,2,1,1,1,1,0,0,414,29,3,1,6,335.2458190918
2,2,2,2,2,0,0,0,0,415,29,3,1,6,335.2458190918
0,0,0,0,0,0,0,0,0,416,29,3,1,6,335.2458190918
0,0,0,0,0,0,0,0,0,417,29,3,1,6,335.2458190918
2,1,0,0,0,0,0,0,0,418,29,3,1,6,335.2458190918
1,1,1,1,1,0,0,0,0,419,29,3,1,6,335.2458190918
0,0,0,0,0,0,0,0,0,420,29,3,1,6,335.2458190918
1,1,1,0,0,0,0,0,0,421,29,3,1,6,335.2458190918
0,0,0,0,0,0,0,0,0,422,29,3,1,6,335.2458190918
0,0,0,0,0,0,0,0,0,423,29,3,1,6,335.2458190918
2,2,1,0,0,0,0,0,0,424,29,3,1,6,335.2458190918
1,2,2,1,1,0,0,0,0,425,29,3,1,6,335.2458190918
1,1,0,0,0,0,0,0,0,426,29,3,1,6,335.2458190918
0,0,0,0,0,0,0,0,0,427,29,3,1,6,335.2458190918
0,0,0,0,0,0,0,0,0,428,29,3,1,6,335.2458190918
0,1,1,1,1,1,0,0,0,429,29,3,1,6,335.2458190918
0,0,0,0,0,0,0,0,0,430,29,3,1,6,335.2458190918
2,1,0,0,0,0,0,0,0,431,29,3,1,6,335.2458190918
2,2,2,2,2,0,0,0,0,432,29,3,1,7,334.59927368164
1,0,0,0,0,0,0,0,0,433,29,3,1,7,334.59927368164
0,0,0,0,0,0,0,0,0,434,29,3,1,7,334.59927368164
0,0,0,0,0,0,0,0,0,435,29,3,1,7,334.59927368164
2,0,0,0,0,0,0,0,0,436,29,3,1,7,334.59927368164
0,0,0,0,0,0,0,0,0,437,29,3,1,7,334.59927368164
2,1,0,0,0,0,0,0,0,438,29,3,1,7,334.59927368164
1,0,0,0,0,0,0,0,0,439,29,3,1,7,334.59927368164
2,2,1,2,2,2,0,0,0,440,29,3,1,7,334.59927368164
1,1,1,1,1,0,0,0,0,441,29,3,1,7,334.59927368164
0,0,0,0,0,0,0,0,0,442,29,3,1,7,334.59927368164
0,2,2,2,0,0,0,0,0,443,29,3,1,7,334.59927368164
1,1,1,0,1,0,0,0,0,444,29,3,1,7,334.59927368164
1,1,1,1,1,0,0,0,0,445,29,3,1,7,334.59927368164
0,0,0,0,0,0,0,0,0,446,29,3,1,7,334.59927368164
