regcode,provcode,hhnum,FDSEC01_RC,FDSEC02_RC,FDSEC03_RC,FDSEC04_RC,FDSEC05_RC,FDSEC06_RC,FDSEC07_RC,FDSEC08_RC,FDSEC09_RC,FDSEC10_RC,FDSEC11_RC,ST1MAIS_RC,ST1ROOTS_RC,ST1OTHER_RC,STRATG02_RC,STRATG03_RC,STRATG04_RC,STRATG05_RC,STRATG06_RC,STRATG07_RC,STRATG08_RC,STRATG09_RC,STRATG10_RC,STRATG11_RC,STRATG12_RC,STRATG13_RC,STRATG14_RC,STRATG15_RC,STRATG16_RC,psurec,strrec,wgts
0,22,12929,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0942008017000,22132,748
0,22,12930,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0942008017000,22132,748
0,22,12932,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0942008017000,22132,748
0,22,12934,0,0,0,9,9,9,2,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0942008017000,22132,748
0,22,13038,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0949411010001,22112,751.5
0,22,13040,0,0,0,0,0,0,1,2,2,1,0,3,2,2,3,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0949411010001,22112,751.5
0,22,13042,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0949411010001,22112,751.5
0,22,13043,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0949411010001,22112,751.5
0,22,13044,0,0,0,0,0,0,1,1,1,1,0,1,3,0,4,4,0,4,0,4,0,0,0,2,0,0,0,0,0,0949411010001,22112,751.5
0,22,13045,0,0,2,0,0,2,2,2,2,2,0,4,0,0,4,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0949411010001,22112,751.5
0,22,13082,2,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0950114010001,22112,750
0,22,13083,1,0,1,0,0,0,2,0,0,2,0,0,3,3,3,3,0,3,3,2,0,0,0,2,0,0,0,0,0,0950114010001,22112,750
0,22,13084,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0950114010001,22112,750
0,22,13085,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0950114010001,22112,750
0,22,13086,2,0,0,0,0,0,1,2,1,1,2,0,3,3,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0950114010001,22112,750
0,22,13087,2,2,2,2,2,2,1,1,1,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0950114010001,22112,750
0,22,13088,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0950114010001,22112,750
0,22,13089,0,0,0,9,9,9,1,2,9,9,0,2,0,0,0,0,3,3,0,0,0,0,0,2,2,0,0,9,0,0950114010001,22112,750
0,22,13090,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0950114010001,22112,750
0,22,13094,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,2,0,0,0,9,0,0950214012003,22102,749
0,22,13096,2,0,0,2,0,0,1,0,0,0,2,0,3,0,0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0950214012003,22102,749
0,22,13097,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0950214012003,22102,749
0,22,13099,0,0,0,9,9,9,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0950214012003,22102,749
0,22,13100,0,0,0,0,0,0,2,1,2,2,0,3,0,0,4,3,0,3,3,0,0,0,0,2,0,0,0,0,0,0950214012003,22102,749
0,22,13126,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0951117015002,22072,751
0,22,13127,1,0,0,1,0,0,1,2,2,2,1,0,0,0,0,4,0,0,4,0,0,0,0,2,0,0,0,0,0,0951117015002,22072,751
0,22,13129,0,0,0,0,0,0,1,2,0,2,0,0,0,0,3,1,0,3,0,0,0,4,0,2,2,0,0,0,0,0951117015002,22072,751
0,22,13131,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0951117015002,22072,751
0,22,13133,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,2,2,0,0,0,0,0951117015002,22072,751
0,22,13134,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,3,0,3,0,2,0,0,1,2,0,0,2,0,1,0951117015002,22072,751
0,22,13135,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,4,0,4,1,2,2,0,0,0,0,0951117015002,22072,751
0,22,13136,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,1,2,0,0,0,0,1,0951117015002,22072,751
0,22,13137,2,0,1,0,0,0,1,1,2,2,2,2,3,3,3,3,0,2,2,3,0,0,0,1,2,2,0,0,2,0951117015002,22072,751
0,22,13138,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0951117015002,22072,751
0,22,13139,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0951117015002,22072,751
0,22,13195,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0951917029006,07011,799
0,22,13196,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0951917029006,07011,799
0,22,13197,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0951917029006,07011,799
0,22,13217,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0952017032002,22072,752
0,22,13218,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0952017032002,22072,752
0,22,13219,1,0,0,0,0,0,2,2,0,2,1,3,3,0,3,3,0,0,0,2,0,4,0,2,0,0,0,0,0,0952017032002,22072,752
0,22,13220,1,0,0,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,2,0,0,1,0,0,0952017032002,22072,752
0,22,13221,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0952017032002,22072,752
0,22,13222,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0952017032002,22072,752
0,22,13225,2,0,1,2,0,2,2,2,2,2,1,0,3,2,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0952017032002,22072,752
0,22,13227,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0952017032002,22072,752
0,22,13253,0,0,0,9,9,9,2,2,9,9,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,9,0,0952417041005,07021,798
0,22,13254,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,2,0,3,0,3,0,0,0,2,0,0,0,0,0,0952417041005,07021,798
0,22,13255,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0952417041005,07021,798
0,22,13256,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0952417041005,07021,798
0,22,13287,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0953417049004,07011,806
0,22,13288,0,0,0,9,9,9,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0953417049004,07011,806
0,22,13289,0,0,0,9,9,9,2,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0953417049004,07011,806
0,22,13290,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0953417049004,07011,806
0,22,13291,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0953417049004,07011,806
0,22,13317,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0954617062001,22042,750.5
0,22,13318,0,0,0,9,9,9,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0954617062001,22042,750.5
0,22,13319,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0954617062001,22042,750.5
0,22,13320,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0954617062001,22042,750.5
0,22,13321,2,0,2,2,0,2,2,2,2,2,2,3,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0954617062001,22042,750.5
0,22,13322,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0954617062001,22042,750.5
0,22,13338,0,0,0,9,9,9,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0957717064007,22052,752.5
0,22,13339,0,0,0,9,9,9,2,2,9,9,0,3,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,9,0,0957717064007,22052,752.5
0,22,13340,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0957717064007,22052,752.5
0,22,13341,2,0,0,2,0,0,2,2,2,2,0,1,0,1,2,1,0,2,1,2,0,2,0,2,0,0,0,2,0,0957717064007,22052,752.5
0,22,13342,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0957717064007,22052,752.5
0,22,13343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0957717064007,22052,752.5
0,22,13372,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0962519012000,22092,750
0,22,13373,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0962519012000,22092,750
0,22,13374,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0962519012000,22092,750
0,22,13377,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0962519012000,22092,750
0,22,13378,0,0,0,9,9,9,2,0,9,9,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,9,0,0962519012000,22092,750
0,22,13380,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0962519012000,22092,750
0,22,13381,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,2,2,0,1,0,2,0962519012000,22092,750
0,22,13386,2,0,0,0,0,0,2,2,2,2,3,0,3,0,3,3,0,0,0,3,0,0,0,2,2,0,0,0,0,0962519012000,22092,750
0,22,13387,0,0,0,0,0,0,1,2,2,2,0,1,0,0,0,4,0,3,0,0,0,0,0,2,0,2,1,0,0,0962519012000,22092,750
0,22,13396,2,0,0,0,0,0,2,2,2,2,0,3,3,3,3,3,3,3,0,3,0,4,0,2,0,0,2,0,2,0963819017000,22102,750.5
0,22,13397,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,4,0,1,0,0,0,4,4,2,0,0,0,0,0,0963819017000,22102,750.5
0,22,13398,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0963819017000,22102,750.5
0,22,13399,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,3,0,3,0,1,0,0,0,2,0,0,0,0,0,0963819017000,22102,750.5
0,22,13400,0,0,0,9,9,9,2,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0963819017000,22102,750.5
0,22,13401,2,0,1,9,9,9,2,2,9,9,2,0,3,3,0,3,0,0,3,9,0,0,0,0,0,0,0,9,0,0963819017000,22102,750.5
0,22,13402,2,0,0,2,0,0,2,2,2,2,1,0,3,3,0,3,3,3,3,3,0,0,0,2,2,0,0,2,0,0963819017000,22102,750.5
0,22,13403,2,2,2,2,0,2,1,1,2,2,2,1,3,3,3,2,0,1,2,1,4,0,0,2,1,0,1,2,0,0963819017000,22102,750.5
0,22,13404,2,2,2,2,2,2,2,2,1,1,2,1,3,1,3,3,3,1,2,1,4,4,0,1,2,0,1,2,0,0963819017000,22102,750.5
0,22,13405,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0963819017000,22102,750.5
0,22,13539,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0968026012005,07021,797
0,22,13540,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0968026012005,07021,797
0,22,13541,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0968026012005,07021,797
0,22,13543,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0968026012005,07021,797
0,22,13553,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0968026017001,22062,751
0,22,13554,0,0,0,0,0,0,2,1,1,1,0,3,0,0,0,0,0,2,3,2,0,0,1,0,0,0,0,0,1,0968026017001,22062,751
0,22,13556,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0968026017001,22062,751
0,22,13557,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0968026017001,22062,751
0,22,13559,0,0,0,0,0,0,1,1,2,2,0,0,0,0,4,3,4,4,0,4,0,0,1,2,0,0,0,0,1,0968026017001,22062,751
0,22,13561,1,1,1,1,1,1,2,2,2,2,0,2,0,0,2,2,3,0,3,1,2,3,0,2,2,0,0,1,2,0968026017001,22062,751
0,22,13563,0,0,0,0,0,0,1,1,1,1,0,0,3,0,3,3,3,1,0,3,0,0,2,2,0,0,0,0,0,0968026017001,22062,751
0,22,13564,1,0,0,1,0,0,2,2,2,2,2,0,3,0,3,2,3,0,3,2,0,0,0,2,2,0,0,2,2,0968026017001,22062,751
0,22,13567,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0968026017001,22062,751
0,22,13568,0,0,0,0,0,0,1,1,2,2,0,4,0,0,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0968026017001,22062,751
0,22,13569,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0968026017001,22062,751
0,22,13570,0,0,0,9,9,9,1,1,9,9,3,1,1,0,0,4,0,1,3,9,0,0,0,2,0,0,0,9,0,0968026017001,22062,751
0,22,13571,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0968026017001,22062,751
0,22,13572,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0969226018002,22032,854.46002
0,22,13574,1,0,0,1,0,0,1,2,2,2,0,3,3,0,3,0,4,1,0,0,0,2,0,2,2,2,0,0,0,0969226018002,22032,854.46002
0,22,13575,0,0,0,0,0,0,2,2,0,1,0,3,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0969226018002,22032,854.46002
0,22,13576,0,0,0,9,9,9,1,1,9,9,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,9,0,0969226018002,22032,854.46002
0,22,13578,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0969226018002,22032,854.46002
0,22,13579,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0969226018002,22032,854.46002
0,22,13596,0,0,0,0,0,0,1,2,0,2,0,4,0,0,4,1,0,4,4,4,0,0,0,2,2,0,0,0,0,0970226022001,22042,749.5
0,22,13598,2,0,2,2,0,2,2,2,2,2,0,3,0,0,4,2,0,4,1,1,0,1,0,2,2,0,0,0,0,0970226022001,22042,749.5
0,22,13601,2,0,0,2,0,0,1,1,1,1,0,1,0,0,4,4,0,1,0,0,0,0,0,2,2,0,0,0,0,0970226022001,22042,749.5
0,22,13603,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0970226022001,22042,749.5
0,22,13604,0,0,0,0,0,0,2,2,1,1,0,3,0,3,3,2,0,3,0,0,0,0,0,2,2,0,0,0,0,0970226022001,22042,749.5
0,22,13605,0,0,0,0,0,0,2,2,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0970226022001,22042,749.5
0,22,13606,0,0,0,0,0,0,2,1,2,0,1,1,3,3,2,2,0,3,0,2,0,0,0,1,0,0,0,0,0,0970226022001,22042,749.5
0,22,13717,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0972630008000,22062,748.5
0,22,13718,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0972630008000,22062,748.5
0,22,13719,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0972630008000,22062,748.5
0,22,13720,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0972630008000,22062,748.5
0,22,13721,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0972630008000,22062,748.5
0,22,13722,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0972630008000,22062,748.5
0,22,13723,0,0,0,0,0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0972630008000,22062,748.5
0,22,13724,0,0,0,9,9,9,1,2,9,9,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,9,0,0972630008000,22062,748.5
0,22,13725,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0972630008000,22062,748.5
0,22,13726,0,0,0,9,9,9,2,2,9,9,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0972630008000,22062,748.5
0,22,13730,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0972630008000,22062,748.5
0,22,13783,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0976130021005,22032,751
0,22,13784,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0976130021005,22032,751
0,22,13786,1,0,1,1,0,0,2,2,2,2,3,3,3,3,3,3,0,3,3,0,0,4,0,0,2,0,0,0,0,0976130021005,22032,751
0,22,13787,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0976130021005,22032,751
0,22,13789,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0976130021005,22032,751
0,22,13859,0,0,0,9,9,9,2,2,9,9,0,0,0,0,0,3,0,2,3,0,0,0,0,2,0,0,0,9,0,0982734014002,22082,752
0,22,13862,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0982734014002,22082,752
0,22,13863,0,0,0,0,0,0,2,2,2,2,0,0,3,3,0,2,0,0,0,0,0,4,3,2,2,0,0,0,0,0982734014002,22082,752
0,22,13864,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0982734014002,22082,752
0,22,13865,0,0,0,0,0,0,2,2,2,2,0,4,0,0,4,3,0,0,0,0,0,0,1,2,0,0,2,0,1,0982734014002,22082,752
0,22,13866,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0982734014002,22082,752
0,22,13867,2,0,2,0,0,0,2,2,0,2,2,1,3,0,0,3,0,3,0,3,0,4,0,0,2,2,0,0,2,0982734014002,22082,752
0,22,13868,0,0,0,0,0,0,1,1,2,2,2,3,0,2,0,4,0,1,0,3,0,0,1,0,0,0,0,0,0,0982734014002,22082,752
0,22,13869,2,0,2,1,0,2,1,1,1,1,0,0,0,3,0,3,3,1,3,3,3,4,3,2,0,0,0,0,0,0982734014002,22082,752
0,22,13870,2,0,2,2,0,0,1,1,1,1,0,0,3,3,1,1,0,1,1,1,0,4,1,0,0,0,0,0,1,0982734014002,22082,752
0,22,13871,2,0,1,0,0,0,1,1,1,1,0,3,3,0,1,1,0,1,2,2,0,4,1,1,2,2,0,1,1,0982734014002,22082,752
0,22,13961,0,0,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0987943013000,22142,749.5
0,22,13964,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0987943013000,22142,749.5
0,22,13965,0,0,0,0,0,0,2,2,2,2,0,4,4,0,4,4,0,4,4,4,0,0,0,2,0,0,0,0,0,0987943013000,22142,749.5
0,22,13966,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,2,2,0,2,0,0,0987943013000,22142,749.5
0,22,13967,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,3,0,4,0,0,0,0,0,2,2,0,1,0,0,0987943013000,22142,749.5
0,22,13969,0,0,0,9,9,9,2,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0987943013000,22142,749.5
0,22,13971,1,0,0,1,0,0,2,1,2,2,0,1,2,2,3,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0987943013000,22142,749.5
0,22,13972,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0987943013000,22142,749.5
0,22,13973,0,0,0,0,0,0,2,2,0,0,0,1,3,3,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0987943013000,22142,749.5
0,22,14068,0,0,0,0,0,0,2,2,2,2,0,1,2,2,0,3,0,3,0,0,0,0,0,2,0,0,1,0,0,0991948002000,22142,750
0,22,14069,0,0,0,0,0,0,0,2,2,2,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0991948002000,22142,750
0,22,14070,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0991948002000,22142,750
0,22,14073,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,4,0,1,0,0,0,0,0,2,0,2,0,0,0,0991948002000,22142,750
0,22,14074,0,0,0,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0991948002000,22142,750
0,22,14075,0,0,0,9,9,9,2,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0991948002000,22142,750
0,22,14077,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,2,0,1,0,0,0991948002000,22142,750
0,22,14080,0,0,0,0,0,0,1,1,1,1,0,1,3,0,0,3,0,3,3,3,0,4,0,2,0,0,1,0,0,0991948002000,22142,750
0,22,14098,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0994550004002,22082,798.85999
0,22,14099,2,0,1,2,0,2,1,1,1,1,2,0,2,1,3,3,0,1,2,2,3,4,0,0,2,2,0,2,0,0994550004002,22082,798.85999
0,22,14100,2,2,2,0,0,0,1,1,1,1,3,3,3,4,0,2,0,1,2,1,3,0,3,0,2,0,2,2,0,0994550004002,22082,798.85999
0,22,14102,2,1,2,2,1,2,1,1,1,1,3,2,2,0,3,4,1,1,3,1,3,4,0,2,0,0,0,2,0,0994550004002,22082,798.85999
0,22,14103,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0994550004002,22082,798.85999
0,22,14104,0,0,0,0,0,0,2,2,2,2,1,2,3,0,3,0,0,0,1,3,0,0,0,2,2,0,0,0,1,0994550004002,22082,798.85999
0,22,14106,0,0,1,0,0,0,1,1,1,1,0,0,4,4,1,1,0,4,3,3,0,0,1,2,0,0,0,2,1,0994550004002,22082,798.85999
0,22,14108,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0994550004002,22082,798.85999
0,22,14110,2,0,2,2,0,0,2,2,2,2,0,0,3,3,3,2,0,0,3,3,0,0,1,0,0,0,0,0,1,0994550004002,22082,798.85999
0,22,14112,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0994550004002,22082,798.85999
0,22,14113,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0994550004002,22082,798.85999
0,22,14115,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0994550004002,22082,798.85999
0,22,14117,0,0,0,0,0,0,2,2,2,2,0,0,0,0,4,4,0,3,2,0,0,0,1,2,2,2,0,0,1,0994550004002,22082,798.85999
0,22,14118,2,2,2,0,0,0,1,1,1,1,1,0,0,0,3,3,0,2,3,3,0,0,1,2,2,0,2,0,1,0994550004002,22082,798.85999
0,22,14119,2,0,1,0,0,0,1,1,1,1,0,3,3,3,3,3,0,0,3,3,0,0,1,2,0,0,0,2,1,0994550004002,22082,798.85999
0,22,14126,2,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0993150013001,22052,749
0,22,14127,0,0,0,0,0,0,2,2,2,2,0,3,0,0,3,2,0,3,0,0,0,1,0,2,2,0,0,0,0,0993150013001,22052,749
