STRATG09_RC,ST1ROOTS_RC,STRATG02_RC,STRATG03_RC,STRATG04_RC,STRATG05_RC,STRATG06_RC,STRATG07_RC,STRATG08_RC,ST1OTHER_RC,STRATG10_RC,STRATG11_RC,STRATG12_RC,STRATG13_RC,STRATG14_RC,STRATG15_RC,STRATG16_RC,strcode,FDSEC10_RC,FDSEC02_RC,FDSEC03_RC,FDSEC04_RC,FDSEC05_RC,FDSEC06_RC,FDSEC07_RC,FDSEC08_RC,FDSEC09_RC,FDSEC01_RC,FDSEC11_RC,finalwgts,hhnum,provcode,psucode,regcode,ST1MAIS_RC
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.0289,1,28,0001002034000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,351.1555,101,28,0004408004000,1,9
0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,28022,0,0,0,0,0,0,2,2,0,0,0,351.1555,102,28,0004408004000,1,0
0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,28022,0,0,0,0,0,0,2,2,0,0,0,351.1555,106,28,0004408004000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.0289,11,28,0001002034000,1,9
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,1,0,0,0,0,364.6666,110,28,0005509004000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,364.6666,112,28,0005509004000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,364.6666,114,28,0005509004000,1,9
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,0,0,0,0,0,0,2,0,0,0,0,364.6666,115,28,0005509004000,1,0
0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,28012,0,0,0,0,0,0,1,2,0,0,0,364.6666,118,28,0005509004000,1,0
1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,28012,2,1,0,1,0,1,2,2,2,0,1,364.6666,119,28,0005509004000,1,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.0289,12,28,0001002034000,1,9
0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,28012,2,0,1,1,0,0,2,1,2,1,1,364.6666,121,28,0005509004000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.8264,126,28,0005709016000,1,9
0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,28012,2,0,0,0,0,0,1,1,2,0,1,349.8264,130,28,0005709016000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.8264,132,28,0005709016000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.8264,133,28,0005709016000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.8264,134,28,0005709016000,1,9
0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,28012,1,0,1,0,0,0,1,0,0,1,0,349.8264,136,28,0005709016000,1,0
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,2,0,0,0,0,349.8264,137,28,0005709016000,1,0
0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,28012,1,0,0,0,0,0,1,1,1,0,0,349.0289,14,28,0001002034000,1,0
0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,28022,0,0,0,0,0,0,2,1,0,0,0,380.741,148,28,0005209025000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.0289,15,28,0001002034000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,353.6331,150,28,0006712030000,1,9
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28012,0,0,0,0,0,0,1,1,0,0,0,353.6331,152,28,0006712030000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,353.6331,153,28,0006712030000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,353.6331,155,28,0006712030000,1,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28012,0,0,0,0,0,0,1,1,0,0,0,353.6331,157,28,0006712030000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.0289,16,28,0001002034000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,353.6331,160,28,0006712030000,1,9
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,353.6331,161,28,0006712030000,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,0,0,0,0,0,0,1,1,0,0,0,353.6331,162,28,0006712030000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,353.6331,163,28,0006712030000,1,0
0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,28012,1,0,1,1,0,1,1,1,1,1,1,353.6331,165,28,0006712030000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,353.6331,166,28,0006712030000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,352.559,169,28,0008512041000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.0289,17,28,0001002034000,1,9
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,28012,1,0,0,0,0,0,1,1,1,0,0,352.559,170,28,0008512041000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,352.559,174,28,0008512041000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,352.559,177,28,0008512041000,1,9
0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,28012,2,0,0,0,0,0,1,2,2,0,0,352.559,178,28,0008512041000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,352.559,179,28,0008512041000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,363.559,181,28,0009212059000,1,9
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,28012,0,0,1,0,0,0,2,0,0,1,0,363.559,183,28,0009212059000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,363.559,184,28,0009212059000,1,9
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,0,0,0,0,0,0,1,0,0,0,0,363.559,186,28,0009212059000,1,0
0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,28012,0,0,0,0,0,0,1,2,2,0,0,363.559,188,28,0009212059000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,363.559,189,28,0009212059000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,353.3645,19,28,0002003020000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,363.559,190,28,0009212059000,1,9
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28022,0,0,0,0,0,0,1,1,0,0,0,365.7741,195,28,0009915004000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28022,0,0,0,0,0,0,2,0,0,0,0,365.7741,196,28,0009915004000,1,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28022,0,0,0,0,0,0,1,1,0,0,0,365.7741,197,28,0009915004000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28022,0,0,0,0,0,0,2,2,0,0,0,365.7741,198,28,0009915004000,1,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28022,0,0,0,0,0,0,1,1,0,0,0,365.7741,199,28,0009915004000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28022,1,0,0,0,0,0,1,1,1,0,0,365.7741,200,28,0009915004000,1,0
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,28022,1,1,1,1,0,1,1,1,1,1,1,365.7741,201,28,0009915004000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28022,2,0,0,0,0,0,2,2,2,0,0,365.7741,206,28,0009915004000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,364.9435,208,28,0010716005000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,364.9435,209,28,0010716005000,1,9
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,0,0,0,0,0,0,1,0,0,2,0,353.3645,21,28,0002003020000,1,0
0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,28022,2,0,1,0,0,0,1,2,2,1,1,364.9435,211,28,0010716005000,1,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,364.9435,213,28,0010716005000,1,9
0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,28022,2,0,0,1,0,0,2,2,2,0,0,364.9435,214,28,0010716005000,1,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,364.9435,217,28,0010716005000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,364.9435,219,28,0010716005000,1,9
1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,28012,1,0,0,0,0,0,1,1,1,0,0,353.3645,22,28,0002003020000,1,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,350.0922,222,28,0010916019000,1,9
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,350.0922,223,28,0010916019000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,350.0922,225,28,0010916019000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,350.0922,226,28,0010916019000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,350.0922,230,28,0010916019000,1,9
0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,28012,2,0,1,1,0,1,1,1,1,1,2,350.0922,234,28,0010916019000,1,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,379.5881,236,28,0011317014000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28012,2,0,0,0,0,0,0,2,2,0,0,379.5881,238,28,0011317014000,1,0
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,379.5881,241,28,0011317014000,1,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,379.5881,242,28,0011317014000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,379.5881,243,28,0011317014000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,379.5881,245,28,0011317014000,1,9
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28012,0,0,0,0,0,0,1,1,0,0,0,379.5881,246,28,0011317014000,1,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,379.5881,247,28,0011317014000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,2,2,0,0,0,379.5881,248,28,0011317014000,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28012,0,0,0,0,0,0,1,0,0,0,0,379.5881,249,28,0011317014000,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28012,0,0,0,0,0,0,1,0,0,0,0,379.5881,252,28,0011317014000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,0,0,0,0,0,0,0,1,0,0,0,379.2998,255,28,0012318023000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,379.2998,257,28,0012318023000,1,9
1,0,1,1,0,1,0,1,0,0,0,1,0,0,9,0,1,28012,0,0,0,0,0,0,2,0,0,2,1,379.2998,258,28,0012318023000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,1,1,0,0,0,379.2998,259,28,0012318023000,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28012,0,0,0,0,0,0,1,0,0,0,0,379.2998,264,28,0012318023000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,379.2998,265,28,0012318023000,1,9
0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,28022,2,0,0,0,0,0,2,2,2,0,1,353.9016,267,28,0012819021000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,353.9016,269,28,0012819021000,1,9
0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,28022,2,0,0,0,0,0,2,2,2,0,0,353.9016,271,28,0012819021000,1,0
0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,28022,2,0,1,0,0,1,2,2,2,0,1,353.9016,272,28,0012819021000,1,0
0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,28022,2,0,0,0,0,0,2,2,2,0,0,353.9016,274,28,0012819021000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,353.9016,277,28,0012819021000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,353.3645,28,28,0002003020000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,353.9016,282,28,0012819021000,1,9
0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,28012,2,2,2,0,0,0,2,2,2,2,1,364.3897,289,28,0016023001000,1,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,353.3645,29,28,0002003020000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,364.3897,291,28,0016023001000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,364.3897,292,28,0016023001000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,364.3897,293,28,0016023001000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,364.3897,296,28,0016023001000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,353.3645,32,28,0002003020000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,379.8763,36,28,0001703035000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,379.8763,37,28,0001703035000,1,9
1,1,1,1,1,1,1,1,0,1,0,1,0,0,9,1,1,28022,2,0,0,0,0,0,2,2,2,0,0,379.8763,38,28,0001703035000,1,1
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,28022,0,0,0,0,0,0,2,2,0,0,0,379.8763,39,28,0001703035000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,28012,2,0,0,0,0,0,1,1,2,0,0,349.0289,4,28,0001002034000,1,0
1,1,1,1,0,1,1,1,0,1,0,1,1,0,9,1,1,28022,1,0,0,0,0,0,1,1,2,0,2,379.8763,41,28,0001703035000,1,1
0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,28022,2,0,0,0,0,0,2,2,2,0,2,379.8763,45,28,0001703035000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,378.4352,46,28,0002104006000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,378.4352,48,28,0002104006000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,378.4352,49,28,0002104006000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.0289,5,28,0001002034000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,378.4352,51,28,0002104006000,1,9
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,28012,0,0,0,0,0,0,1,1,0,1,0,378.4352,52,28,0002104006000,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,2,0,0,0,0,0,2,2,2,0,0,378.4352,54,28,0002104006000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,378.4352,57,28,0002104006000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,378.4352,59,28,0002104006000,1,9
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28012,0,0,0,0,0,0,1,1,0,0,0,378.4352,60,28,0002104006000,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28012,2,0,0,0,0,0,2,2,2,0,0,378.4352,62,28,0002104006000,1,0
0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,28022,2,0,2,0,0,0,2,2,2,2,0,354.7071,64,28,0003205021000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,354.7071,66,28,0003205021000,1,9
0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28022,2,0,0,0,0,0,2,2,2,0,0,354.7071,67,28,0003205021000,1,1
0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,28012,0,0,0,0,0,0,1,1,0,0,0,349.0289,7,28,0001002034000,1,0
0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,9,0,28022,2,0,1,0,0,0,2,1,2,1,1,354.7071,70,28,0003205021000,1,1
0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,28022,2,0,0,0,0,0,2,2,2,0,0,354.7071,71,28,0003205021000,1,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,354.7071,73,28,0003205021000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,354.7071,74,28,0003205021000,1,9
0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,28022,0,0,2,0,0,0,2,2,0,2,0,354.7071,75,28,0003205021000,1,0
0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,28022,2,0,0,0,0,0,2,2,2,0,0,354.7071,76,28,0003205021000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,28022,2,0,0,0,0,0,2,2,2,0,0,350.358,79,28,0004206011000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.0289,8,28,0001002034000,1,9
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28022,0,0,0,0,0,0,2,2,0,0,0,350.358,80,28,0004206011000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,350.358,84,28,0004206011000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,350.358,88,28,0004206011000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,350.358,89,28,0004206011000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28012,0,0,0,0,0,0,0,0,0,0,0,349.0289,9,28,0001002034000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,350.358,91,28,0004206011000,1,9
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28022,0,0,0,0,0,0,1,1,0,0,0,350.358,94,28,0004206011000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28022,0,0,0,0,0,0,0,0,0,0,0,351.1555,98,28,0004408004000,1,9
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29012,0,0,0,0,0,0,2,0,0,0,0,342.0997,298,29,0017503012000,1,0
0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,29012,0,0,0,0,0,0,2,2,0,2,0,342.0997,300,29,0017503012000,1,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,29012,2,0,0,0,0,0,2,2,2,0,0,342.0997,301,29,0017503012000,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29012,0,0,0,0,0,0,2,2,0,0,0,342.0997,302,29,0017503012000,1,0
0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,29012,0,0,0,1,0,1,1,2,0,1,0,342.0997,307,29,0017503012000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,342.0997,310,29,0017503012000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,346.8826,312,29,0016903030000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,346.8826,314,29,0016903030000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,346.8826,316,29,0016903030000,1,9
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29012,2,0,0,0,0,0,1,0,2,0,0,346.8826,317,29,0016903030000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,346.8826,318,29,0016903030000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,346.8826,320,29,0016903030000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,346.8826,321,29,0016903030000,1,9
0,0,1,1,0,1,0,0,0,0,0,1,1,9,0,0,0,29012,2,0,0,0,0,0,2,2,2,0,0,346.8826,324,29,0018104006000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,346.8826,329,29,0018104006000,1,9
0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,29012,1,0,1,0,0,1,2,1,1,2,1,346.8826,333,29,0018104006000,1,1
1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,29012,0,0,0,0,0,0,1,0,0,0,0,346.8826,334,29,0018104006000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,346.8826,335,29,0018104006000,1,9
0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,29012,2,0,0,0,0,0,2,2,2,0,0,346.8826,337,29,0018104006000,1,1
0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,29012,2,0,1,2,0,0,2,2,2,2,1,346.8826,339,29,0018104006000,1,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29022,0,0,0,0,0,0,0,0,0,0,0,358.0544,340,29,0020706027000,1,9
0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,29022,2,0,0,0,0,0,2,0,2,0,0,358.0544,341,29,0020706027000,1,0
0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,29022,1,1,0,0,0,0,1,1,1,0,2,358.0544,349,29,0020706027000,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29022,0,0,0,0,0,0,1,0,0,0,0,358.0544,351,29,0020706027000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,358.5961,355,29,0020006040000,1,9
0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,29012,1,0,0,0,0,0,1,0,1,0,2,358.5961,356,29,0020006040000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,2,0,0,0,358.5961,357,29,0020006040000,1,9
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29012,0,0,0,0,0,0,2,0,0,0,0,358.5961,362,29,0020006040000,1,0
0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,29012,2,0,2,2,0,2,1,1,2,1,3,358.5961,363,29,0020006040000,1,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,358.5961,365,29,0020006040000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,358.5961,367,29,0020006040000,1,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,29012,0,0,0,0,0,0,0,0,0,0,0,357.2419,368,29,0021407002000,1,9
