STRATG09_RC,ST1ROOTS_RC,STRATG02_RC,STRATG03_RC,STRATG04_RC,STRATG05_RC,STRATG06_RC,STRATG07_RC,STRATG08_RC,ST1OTHER_RC,STRATG10_RC,STRATG11_RC,STRATG12_RC,STRATG13_RC,STRATG14_RC,STRATG15_RC,STRATG16_RC,strcode,FDSEC10_RC,FDSEC02_RC,FDSEC03_RC,FDSEC04_RC,FDSEC05_RC,FDSEC06_RC,FDSEC07_RC,FDSEC08_RC,FDSEC09_RC,FDSEC01_RC,FDSEC11_RC,finalwgts,hhnum,provcode,psucode,regcode,ST1MAIS_RC
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,496.4166,28193,76,1494704012003,13,9
0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,2,2,0,1,0,496.4166,28194,76,1494704012003,13,0
0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,13011,0,0,0,1,0,0,2,2,0,1,0,496.4166,28196,76,1494704012003,13,0
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,2,2,0,0,0,496.4166,28197,76,1494704012003,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,496.4166,28198,76,1494704012003,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,499.8206,28199,76,1494704012010,13,9
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,13011,1,2,2,1,1,1,2,2,1,2,0,499.8206,28200,76,1494704012010,13,0
0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,13011,1,0,0,0,0,0,1,1,1,2,2,499.8206,28201,76,1494704012010,13,1
0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,2,2,0,1,0,499.8206,28202,76,1494704012010,13,0
0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,2,2,0,1,0,499.8206,28204,76,1494704012010,13,0
0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,13011,1,1,0,1,0,1,2,2,1,1,0,499.8206,28206,76,1494704012010,13,0
0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,13011,1,2,1,1,2,1,1,1,1,1,1,499.8206,28207,76,1494704012010,13,1
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,1,1,0,1,1,512.0484,28211,76,1494804013010,13,0
0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,9,0,13011,0,0,0,0,0,0,2,2,0,0,0,512.0484,28212,76,1494804013010,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,512.0484,28214,76,1494804013010,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,512.0484,28215,76,1494804013010,13,9
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,13011,2,0,0,2,0,0,2,2,2,2,0,512.0484,28216,76,1494804013010,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,538.3183,28221,76,1494804013025,13,9
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13011,0,0,0,0,0,0,2,2,0,0,0,538.3183,28222,76,1494804013025,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,538.3183,28224,76,1494804013025,13,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13011,2,0,0,0,0,0,0,0,2,0,0,538.3183,28226,76,1494804013025,13,0
0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,2,2,0,0,0,538.3183,28234,76,1494804013025,13,1
0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,13011,0,0,0,0,0,0,2,2,0,0,0,538.3183,28235,76,1494804013025,13,0
1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,13011,1,0,0,0,0,0,1,1,1,1,2,538.3183,28236,76,1494804013025,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,538.3183,28237,76,1494804013025,13,9
0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,13011,0,0,0,0,0,0,2,2,0,0,0,538.3183,28239,76,1494804013025,13,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,538.3183,28240,76,1494804013025,13,9
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,13011,0,0,0,0,0,0,1,0,0,0,0,494.8238,28243,76,1494504014006,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,494.8238,28244,76,1494504014006,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,494.8238,28245,76,1494504014006,13,9
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13011,0,0,0,0,0,0,2,2,0,0,0,502.4935,28246,76,1494004015001,13,0
0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,9,0,13011,0,1,1,0,0,0,2,2,0,1,1,502.4935,28247,76,1494004015001,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,502.4935,28248,76,1494004015001,13,9
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13011,0,0,0,0,0,0,2,2,0,0,0,502.4935,28250,76,1494004015001,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,502.4935,28251,76,1494004015001,13,9
1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,13011,2,1,1,1,1,1,2,2,2,1,1,502.4935,28253,76,1494004015001,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,502.4935,28255,76,1494004015001,13,9
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13011,0,0,0,0,0,0,0,0,0,0,2,499.0713,28256,76,1494004015010,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,451.9768,28262,76,1494905002000,13,9
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76012,2,0,0,0,0,0,2,0,2,0,0,451.9768,28263,76,1494905002000,13,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,464.0267,28270,76,1495105008000,13,9
0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,76012,0,0,0,0,0,0,1,1,0,2,1,464.0267,28271,76,1495105008000,13,0
0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,76022,0,0,0,0,0,0,2,0,0,0,0,464.5756,28274,76,1495205010000,13,0
0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,76022,0,0,0,0,0,0,2,2,0,0,0,464.5756,28275,76,1495205010000,13,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76022,0,0,0,0,0,0,2,0,0,0,0,464.5756,28277,76,1495205010000,13,0
0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,76022,1,0,0,0,0,0,1,1,2,2,0,464.5756,28278,76,1495205010000,13,0
0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,76022,0,0,0,0,0,0,2,0,0,0,0,464.5756,28281,76,1495205010000,13,0
1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,76022,2,0,0,0,0,0,1,1,2,0,0,464.5756,28284,76,1495205010000,13,0
0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,76022,2,0,0,2,0,0,2,2,2,2,0,464.5756,28285,76,1495205010000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,464.5756,28286,76,1495205010000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,464.5756,28287,76,1495205010000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76032,0,0,0,0,0,0,0,0,0,0,0,464.5756,28292,76,1495405018000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,449.4296,28293,76,1496005038000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,449.4296,28294,76,1496005038000,13,9
0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,76022,0,0,0,0,0,0,0,0,0,1,1,449.4296,28295,76,1496005038000,13,0
0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,76022,1,1,2,1,1,2,1,1,1,1,1,449.4296,28297,76,1496005038000,13,0
0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,76022,1,2,2,2,0,2,1,0,2,2,2,449.4296,28302,76,1496005038000,13,0
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,76022,0,0,0,0,0,0,2,2,0,0,0,449.4296,28303,76,1496005038000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,449.4296,28304,76,1496005038000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,449.4296,28305,76,1496005038000,13,9
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,76022,0,0,1,0,0,1,2,0,0,0,0,449.4296,28306,76,1496005038000,13,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,76022,0,0,0,0,0,0,2,0,0,0,0,449.4296,28309,76,1496005038000,13,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76012,0,0,0,0,0,0,0,0,0,1,0,448.8987,28311,76,1496305048000,13,0
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,76012,1,0,0,0,0,0,1,1,1,0,0,448.8987,28312,76,1496305048000,13,0
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,76012,0,0,0,0,0,0,1,0,0,0,0,448.8987,28313,76,1496305048000,13,0
0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,76012,2,0,0,0,0,0,1,2,2,1,0,448.8987,28314,76,1496305048000,13,0
0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,76012,0,0,0,0,0,0,1,1,0,0,0,448.8987,28315,76,1496305048000,13,0
0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,76012,2,0,0,0,0,0,1,2,2,0,0,448.8987,28316,76,1496305048000,13,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,76012,1,0,0,0,0,0,1,1,1,0,0,448.8987,28319,76,1496305048000,13,0
0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,76012,1,0,0,0,0,0,1,1,1,0,1,448.8987,28320,76,1496305048000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76032,0,0,0,0,0,0,0,0,0,0,0,452.5114,28325,76,1497905099000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76032,0,0,0,0,0,0,0,0,0,0,0,452.5114,28326,76,1497905099000,13,9
0,0,1,1,0,1,1,1,0,1,0,1,0,1,9,0,0,76032,0,0,0,0,0,0,2,2,0,2,0,452.5114,28328,76,1497905099000,13,0
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,76032,0,0,0,0,0,0,2,2,0,0,0,452.5114,28329,76,1497905099000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76032,0,0,0,0,0,0,0,0,0,0,0,452.5114,28330,76,1497905099000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76032,0,0,0,0,0,0,0,0,0,0,0,452.5114,28335,76,1497905099000,13,9
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,76032,0,0,0,0,0,0,2,2,0,0,0,452.5114,28337,76,1497905099000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76032,0,0,0,0,0,0,0,0,0,0,0,488.4099,28340,76,1498605119000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76032,0,0,0,0,0,0,0,0,0,0,0,488.4099,28342,76,1498605119000,13,9
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76032,0,0,0,0,0,0,1,1,0,0,0,488.4099,28343,76,1498605119000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76032,0,0,0,0,0,0,0,0,0,0,0,488.4099,28345,76,1498605119000,13,9
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,76032,0,0,1,1,0,1,1,1,2,1,1,488.4099,28346,76,1498605119000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76032,0,0,0,0,0,0,0,0,0,0,0,488.4099,28347,76,1498605119000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76032,0,0,0,0,0,0,0,0,0,0,0,488.4099,28348,76,1498605119000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,487.8329,28349,76,1498905127000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,487.8329,28352,76,1498905127000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,487.8329,28355,76,1498905127000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,487.8329,28356,76,1498905127000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,487.8329,28358,76,1498905127000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,487.8329,28359,76,1498905127000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,487.8329,28360,76,1498905127000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,487.8329,28362,76,1498905127000,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,487.8329,28363,76,1498905127000,13,9
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,76012,1,0,1,0,0,0,1,1,1,2,1,487.8329,28364,76,1498905127000,13,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76032,1,1,1,0,0,0,1,1,1,1,1,449.4296,28365,76,1499505138000,13,0
1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,76032,1,0,1,1,0,1,1,1,1,1,1,449.4296,28366,76,1499505138000,13,0
0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,76032,0,0,0,1,0,0,2,2,0,1,0,449.4296,28369,76,1499505138000,13,0
0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,76032,0,0,1,1,0,0,2,2,0,1,0,449.4296,28370,76,1499505138000,13,0
0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,76032,0,0,0,1,0,0,2,2,0,1,0,449.4296,28372,76,1499505138000,13,0
1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,76032,0,0,1,1,0,1,1,1,0,1,0,449.4296,28373,76,1499505138000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,488.4099,28376,76,1499805145003,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,488.4099,28377,76,1499805145003,13,9
0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,76022,0,0,0,0,0,0,2,0,0,2,0,488.4099,28378,76,1499805145003,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,488.4099,28380,76,1499805145003,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,488.4099,28381,76,1499805145003,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,488.4099,28384,76,1499805145003,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,488.4099,28386,76,1499805145003,13,9
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,76022,0,0,0,0,0,0,2,0,0,0,0,488.4099,28388,76,1499805145003,13,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76022,0,0,0,0,0,0,2,0,0,0,0,488.4099,28390,76,1499805145003,13,0
1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,76022,2,2,0,2,2,0,2,2,2,2,2,488.4099,28391,76,1499805145003,13,0
0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,76022,0,0,0,0,0,0,2,2,2,0,0,488.4099,28392,76,1499805145003,13,0
0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,76022,1,2,2,2,0,2,1,1,2,2,3,488.4099,28393,76,1499805145003,13,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76022,2,0,0,0,0,0,1,1,0,0,0,488.4099,28394,76,1499805145003,13,0
1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,76022,0,0,2,0,0,0,1,1,0,2,2,488.4099,28395,76,1499805145003,13,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,488.4099,28396,76,1499805145003,13,9
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76022,0,0,0,0,0,0,2,0,0,0,0,488.4099,28397,76,1499805145003,13,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,76022,0,0,0,0,0,0,1,0,0,0,0,488.4099,28398,76,1499805145003,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,488.4099,28399,76,1499805145003,13,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76022,0,0,0,0,0,0,2,2,0,0,0,452.5114,28403,76,1500805165000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76022,0,0,0,0,0,0,0,0,0,0,0,452.5114,28405,76,1500805165000,13,9
0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,76022,0,2,2,2,2,2,1,1,1,2,0,452.5114,28409,76,1500805165000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,510.9508,28411,76,1501905183008,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,510.9508,28414,76,1501905183008,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,510.9508,28415,76,1501905183008,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,500.3552,28423,76,1503305201004,13,9
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13011,1,0,0,0,0,0,1,1,1,0,1,500.3552,28424,76,1503305201004,13,0
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,13011,2,2,1,0,0,0,1,2,2,1,2,500.3552,28426,76,1503305201004,13,0
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,76012,0,0,0,0,0,0,2,0,0,0,0,452.2441,28428,76,1504206002000,13,0
0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,76012,2,0,1,0,0,0,2,2,2,1,0,452.2441,28430,76,1504206002000,13,0
0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,76012,0,0,0,0,0,0,2,2,0,0,0,452.2441,28434,76,1504206002000,13,0
0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,76012,0,0,1,0,0,0,2,2,0,1,0,452.2441,28435,76,1504206002000,13,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76012,0,0,0,0,0,0,2,2,0,0,0,452.2441,28438,76,1504206002000,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,452.2441,28439,76,1504206002000,13,9
0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,76012,2,0,2,2,0,2,2,2,2,2,2,449.1641,28441,76,1503706006001,13,0
0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,9,0,76012,2,0,1,0,0,0,2,2,2,1,2,449.1641,28442,76,1503706006001,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,449.1641,28443,76,1503706006001,13,9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76012,0,0,0,0,0,0,2,0,0,0,0,449.1641,28444,76,1503706006001,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,449.1641,28445,76,1503706006001,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,449.1641,28449,76,1503706006001,13,9
0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,76012,1,1,2,2,1,2,1,1,1,2,2,449.1641,28451,76,1503706006001,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,449.1641,28452,76,1503706006001,13,9
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,76012,0,0,0,0,0,0,2,2,0,0,0,449.1641,28453,76,1503706006001,13,0
1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,13011,1,2,1,1,1,1,1,1,1,2,1,538.3183,28454,76,1503806007004,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,538.3183,28455,76,1503806007004,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,538.3183,28456,76,1503806007004,13,9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13011,0,0,0,0,0,0,2,0,0,0,0,538.3183,28461,76,1503806007004,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,512.0484,28463,76,1503806007009,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,512.0484,28464,76,1503806007009,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,488.1214,28473,76,1503906008003,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,464.3011,28475,76,1504006009001,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,464.3011,28477,76,1504006009001,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76012,0,0,0,0,0,0,0,0,0,0,0,464.3011,28478,76,1504006009001,13,9
0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,76012,0,0,0,0,0,0,2,2,0,0,0,464.3011,28480,76,1504006009001,13,0
0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,1,1,1,1,0,503.5626,28481,76,1504307001005,13,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13011,0,0,0,0,0,0,2,0,0,0,0,503.5626,28482,76,1504307001005,13,0
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,2,0,0,0,0,503.5626,28483,76,1504307001005,13,0
0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,13011,0,0,0,0,0,0,1,1,1,1,0,503.5626,28484,76,1504307001005,13,0
0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,13011,2,0,0,0,0,0,2,0,0,0,0,503.5626,28486,76,1504307001005,13,0
0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,13011,1,0,0,0,0,0,1,1,1,0,0,500.1331,28487,76,1504307001011,13,0
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,2,0,0,2,0,500.1331,28488,76,1504307001011,13,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13011,0,0,0,0,0,0,1,1,1,0,0,500.1331,28489,76,1504307001011,13,0
1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,13011,2,0,0,0,0,0,2,2,0,0,0,515.3414,28491,76,1504407002007,13,1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,515.3414,28492,76,1504407002007,13,9
0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,2,2,0,0,0,515.3414,28494,76,1504407002007,13,0
0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,13011,2,0,0,0,0,0,2,2,2,2,0,515.3414,28495,76,1504407002007,13,0
0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,13011,0,0,0,0,0,0,2,2,0,0,0,515.3414,28496,76,1504407002007,13,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,541.7802,28497,76,1504407002013,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,541.7802,28499,76,1504407002013,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,541.7802,28501,76,1504407002013,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,541.7802,28505,76,1504407002013,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,498.0094,28510,76,1504607004003,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,498.0094,28511,76,1504607004003,13,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13011,0,0,0,0,0,0,0,0,0,0,0,498.0094,28512,76,1504607004003,13,9
