makesafe,wdrinking,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fuelused,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
99,4,2,0,3,1,55052,9,1,1,1,0103334011000,55,0,1895,6,1,372.3016,4,1,0,0,1,0,1
1,4,2,1,3,3,55052,0,1,2,1,0103334011000,55,2,1896,6,8,372.3016,1,1,0,1,0,1,0
1,4,3,1,1,1,55052,0,0,2,1,0103334011000,55,1,1897,6,8,372.3016,1,1,0,1,1,0,1
99,4,1,1,1,1,55052,1,0,1,1,0103334011000,55,2,1898,6,8,372.3016,1,1,0,0,0,0,1
99,1,1,1,1,1,55052,0,1,2,1,0103334011000,55,3,1899,1,8,372.3016,1,1,0,0,0,0,1
99,9,4,1,3,3,55052,2,1,2,1,0103334011000,55,1,1900,6,1,372.3016,4,3,0,0,0,0,1
99,4,1,1,1,1,55052,1,1,2,1,0103334011000,55,2,1901,6,1,372.3016,1,1,0,0,1,0,1
99,4,2,1,1,1,55052,2,0,2,1,0103334011000,55,0,1902,6,1,372.3016,4,1,0,0,0,0,1
99,4,4,1,3,1,55052,0,0,2,1,0103334011000,55,0,1903,6,8,372.3016,1,5,0,0,0,0,1
99,4,2,0,3,3,55052,9,0,2,1,0103334011000,55,3,1904,6,1,372.3016,4,1,0,0,1,0,1
99,4,1,1,1,1,55052,0,0,2,1,0103334011000,55,2,1905,6,1,372.3016,1,1,0,0,0,1,1
1,4,1,1,3,3,55052,1,0,2,1,0103334011000,55,0,1906,6,8,372.3016,1,1,0,1,1,0,1
9,14,1,1,3,3,55052,0,1,2,1,0103334011000,55,1,1907,2,8,372.3016,1,2,0,9,1,0,1
99,4,1,1,3,1,55052,0,0,2,1,0103334011000,55,0,1908,6,8,372.3016,3,1,0,0,0,0,1
1,4,1,1,1,1,55052,2,0,2,1,0103334011000,55,0,1909,6,1,372.3016,4,2,0,1,0,0,1
99,4,1,1,1,1,55052,0,0,2,1,0103334011000,55,0,1910,6,8,372.3016,1,1,0,0,1,0,0
99,4,1,1,1,1,55052,2,1,2,1,0103334011000,55,0,1911,6,1,372.3016,1,3,0,0,0,0,1
99,4,2,1,3,3,55052,0,0,2,1,0103334011000,55,1,1912,6,1,372.3016,1,3,0,0,0,0,1
99,1,1,1,1,1,55052,0,0,1,1,0103334011000,55,2,1913,2,8,372.3016,1,1,0,0,0,0,1
99,4,2,1,3,3,55062,2,0,1,1,0104035013000,55,0,1914,6,1,362.3647,0,1,0,0,0,0,1
99,4,2,1,3,3,55062,1,0,1,1,0104035013000,55,0,1915,6,3,362.3647,1,1,0,0,1,0,0
1,4,1,1,1,1,55062,0,0,2,1,0104035013000,55,2,1916,6,1,362.3647,1,1,0,1,1,0,0
99,4,1,1,3,3,55062,1,0,2,1,0104035013000,55,2,1917,6,8,362.3647,1,1,0,0,0,0,1
99,4,1,1,3,3,55062,2,0,2,1,0104035013000,55,2,1918,6,8,362.3647,1,1,0,0,0,0,1
99,4,1,1,1,1,55062,1,0,2,1,0104035013000,55,2,1919,6,8,362.3647,1,3,1,0,0,0,1
99,4,1,1,1,1,55062,1,0,2,1,0104035013000,55,2,1920,2,8,362.3647,1,1,0,0,1,0,1
99,4,1,1,1,1,55062,1,1,2,1,0104035013000,55,3,1921,6,8,362.3647,1,1,1,0,1,0,1
99,4,2,1,3,3,55062,1,0,1,1,0104035013000,55,1,1922,6,1,362.3647,1,1,0,0,0,0,1
99,4,1,1,1,1,55062,1,0,2,1,0104035013000,55,1,1923,6,8,362.3647,1,1,0,0,0,0,1
1,4,1,1,1,1,55062,0,0,4,1,0104035013000,55,2,1924,6,8,362.3647,1,1,0,1,0,0,1
99,4,1,1,3,1,55062,2,0,2,1,0104035013000,55,1,1925,6,8,362.3647,3,1,1,0,0,0,1
99,4,1,1,1,1,55062,1,0,2,1,0104035013000,55,3,1926,5,6,362.3647,1,1,0,0,1,0,0
99,4,2,1,1,1,55062,1,1,2,1,0104435018001,55,1,1927,6,8,388.6333,0,6,1,0,0,0,0
99,1,1,1,1,1,55062,1,0,2,1,0104435018001,55,2,1928,6,8,388.6333,1,1,0,0,0,0,1
99,1,1,1,1,1,55062,0,0,2,1,0104435018001,55,2,1929,5,8,388.6333,1,1,0,0,1,0,0
1,5,2,1,1,1,55062,2,1,2,1,0104435018001,55,1,1930,2,8,388.6333,1,3,1,1,0,0,0
99,4,2,1,1,1,55062,1,1,1,1,0104435018001,55,1,1931,2,8,388.6333,1,2,0,0,1,0,1
9,14,1,1,3,3,55062,0,0,2,1,0104435018001,55,3,1932,2,4,388.6333,1,1,0,9,1,0,0
99,4,1,1,1,1,55062,1,0,2,1,0104435018001,55,2,1933,5,8,388.6333,1,3,0,0,0,0,1
9,14,1,1,3,3,55062,0,0,2,1,0104435018001,55,3,1934,2,8,388.6333,1,1,0,9,1,0,0
99,4,1,1,3,1,55062,0,0,2,1,0104435018001,55,2,1935,6,8,388.6333,1,1,0,0,0,0,1
9,14,1,1,1,1,55062,0,1,2,1,0104435018001,55,5,1936,6,4,388.6333,1,1,0,9,0,0,1
1,4,1,1,1,1,55062,0,0,2,1,0104435018001,55,2,1937,6,8,388.6333,1,1,0,1,0,0,1
99,4,1,1,1,1,55062,2,0,2,1,0104435018001,55,2,1938,6,1,388.6333,1,3,1,0,0,0,1
99,4,1,1,3,3,55062,1,0,2,1,0104435018001,55,2,1939,6,8,388.6333,1,3,0,0,1,0,1
99,4,1,1,1,1,55062,1,1,2,1,0104435018001,55,2,1940,2,2,388.6333,1,1,0,0,1,0,1
99,4,1,1,3,3,55062,0,0,2,1,0104435018001,55,2,1941,6,8,388.6333,1,1,0,0,1,0,1
9,14,1,1,1,1,55062,1,0,2,1,0104435018001,55,2,1942,2,8,388.6333,1,1,0,9,1,0,1
99,4,2,1,3,3,55062,1,0,2,1,0104435018001,55,1,1943,5,8,388.6333,1,1,1,0,0,0,1
99,4,4,1,1,1,55062,0,0,2,1,0104435018001,55,2,1944,6,8,388.6333,1,1,0,0,0,0,1
99,4,1,1,3,1,55042,1,1,2,1,0105536017000,55,0,1945,6,8,354.2256,1,1,0,0,0,0,1
99,4,1,2,1,1,55042,0,1,2,1,0105536017000,55,2,1946,6,8,354.2256,1,1,0,0,0,0,1
99,15,2,1,3,1,55042,0,0,1,1,0105536017000,55,0,1947,6,3,354.2256,0,1,0,0,0,0,1
99,4,1,0,1,1,55042,9,0,2,1,0105536017000,55,2,1948,6,8,354.2256,0,1,0,0,1,0,0
99,1,3,2,1,1,55042,0,0,2,1,0105536017000,55,5,1949,6,6,354.2256,1,1,0,0,1,0,0
99,4,1,1,3,1,55042,1,1,2,1,0105536017000,55,0,1950,6,8,354.2256,0,1,0,0,0,0,1
99,4,1,1,1,1,55042,0,0,2,1,0105536017000,55,3,1951,6,8,354.2256,1,1,0,0,0,0,1
99,2,3,1,3,1,55042,0,1,1,1,0105536017000,55,0,1952,6,8,354.2256,0,1,1,0,0,0,1
2,4,1,1,3,3,55042,0,1,2,1,0105536017000,55,3,1953,6,8,354.2256,1,1,0,1,0,0,1
99,4,3,0,3,3,55042,9,0,2,1,0105536017000,55,2,1954,6,8,354.2256,1,1,0,0,1,0,0
99,4,1,1,1,1,55042,0,1,2,1,0105536017000,55,2,1955,6,8,354.2256,1,1,0,0,0,0,1
1,4,1,2,1,1,55042,0,0,2,1,0105536017000,55,2,1956,6,8,354.2256,1,1,0,1,1,0,0
99,4,1,1,3,1,55042,0,0,2,1,0105536017000,55,3,1957,6,8,354.2256,1,1,0,0,0,0,1
1,4,2,2,2,1,55042,0,1,2,1,0105536017000,55,2,1958,6,8,354.2256,1,1,0,1,0,0,1
99,4,1,2,1,1,55042,0,0,2,1,0105536017000,55,2,1959,2,6,354.2256,1,1,0,0,1,0,0
99,4,2,0,2,1,55062,9,1,2,1,0107638011000,55,1,1960,6,1,354.4945,1,1,0,0,0,0,1
99,4,3,1,1,1,55062,0,0,2,1,0107638011000,55,3,1961,6,8,354.4945,1,1,1,0,0,0,0
99,4,2,2,3,1,55062,2,1,2,1,0107638011000,55,1,1962,6,1,354.4945,4,1,0,0,1,0,0
1,4,3,1,1,1,55062,0,1,2,1,0107638011000,55,2,1963,6,8,354.4945,1,1,0,1,0,0,1
99,4,2,1,4,1,55062,1,1,2,1,0107638011000,55,1,1964,6,1,354.4945,1,1,0,0,0,0,1
99,4,1,1,1,1,55062,0,0,4,1,0107638011000,55,3,1965,2,4,354.4945,1,1,0,0,1,0,0
99,4,1,0,1,1,55062,9,1,2,1,0107638011000,55,2,1966,6,8,354.4945,1,1,0,0,0,0,1
99,4,1,1,1,1,55062,1,1,2,1,0107638011000,55,1,1967,6,8,354.4945,1,1,0,0,0,0,1
99,4,1,1,1,1,55062,1,1,2,1,0107638011000,55,2,1968,6,8,354.4945,1,1,0,0,1,0,0
99,4,1,1,1,1,55062,0,1,2,1,0107638011000,55,1,1969,6,1,354.4945,1,1,1,0,0,0,0
99,4,1,1,1,1,55062,0,1,2,1,0107638011000,55,4,1970,6,8,354.4945,1,1,0,0,0,0,1
99,4,3,1,1,1,55062,0,1,2,1,0107638011000,55,1,1971,6,8,354.4945,1,1,0,0,0,0,1
99,4,1,1,1,1,55062,0,1,2,1,0107638011000,55,1,1972,6,8,354.4945,1,1,0,0,0,0,1
99,4,3,1,1,1,55062,1,1,2,1,0107638011000,55,2,1973,6,8,354.4945,1,1,0,0,0,0,1
1,4,1,1,2,2,55062,0,1,2,1,0107638011000,55,1,1974,6,8,354.4945,1,2,1,1,0,0,0
99,4,1,1,1,1,55062,0,1,2,1,0107638011000,55,3,1975,5,8,354.4945,1,1,0,0,1,0,0
9,14,2,1,1,1,55042,0,1,1,1,0106938021000,55,1,1976,6,2,362.0898,1,1,1,9,0,0,1
9,14,1,1,1,1,55042,0,1,2,1,0106938021000,55,4,1977,2,6,362.0898,1,1,1,9,0,0,0
9,14,1,1,1,1,55042,0,1,2,1,0106938021000,55,2,1978,2,6,362.0898,1,1,1,9,0,0,0
9,14,1,1,1,1,55042,0,1,2,1,0106938021000,55,3,1979,6,8,362.0898,1,1,0,9,1,0,0
99,1,3,1,1,1,55042,0,0,2,1,0106938021000,55,8,1980,6,8,362.0898,1,1,0,0,1,0,0
99,4,2,1,1,1,55042,1,1,2,1,0106938021000,55,0,1981,6,2,362.0898,1,1,0,0,0,0,0
9,14,1,1,1,1,55042,0,1,2,1,0106938021000,55,3,1982,6,6,362.0898,1,1,1,9,0,0,0
1,4,1,1,1,1,55042,0,1,2,1,0106938021000,55,3,1983,6,8,362.0898,1,1,1,1,1,0,0
99,1,2,1,3,1,55042,0,1,4,1,0106938021000,55,3,1984,2,8,362.0898,1,1,0,0,0,1,0
99,4,1,1,3,1,55042,0,1,2,1,0106938021000,55,3,1985,6,8,362.0898,1,1,0,0,1,0,0
9,14,1,1,1,1,55042,0,1,2,1,0106938021000,55,3,1986,2,6,362.0898,1,1,0,9,0,0,0
9,14,2,1,3,1,55042,0,1,2,1,0106938021000,55,2,1987,2,8,362.0898,1,1,0,9,1,0,0
9,14,2,1,3,1,55042,0,1,2,1,0106938021000,55,1,1988,6,2,362.0898,1,1,1,9,0,1,0
99,1,1,1,3,1,55042,0,1,2,1,0106938021000,55,3,1989,6,8,362.0898,1,1,0,0,0,0,1
99,4,1,1,3,3,55042,0,1,2,1,0106938021000,55,3,1990,2,6,362.0898,1,1,0,0,0,1,0
9,14,1,1,3,3,55012,0,1,2,1,0106838027002,55,3,1991,6,8,387.7507,1,1,0,9,0,1,1
9,14,1,1,3,1,55012,0,1,2,1,0106838027002,55,2,1992,2,6,387.7507,1,1,1,9,0,0,0
1,4,1,1,2,2,55012,0,0,2,1,0106838027002,55,0,1993,6,8,387.7507,1,1,0,1,0,0,1
9,14,1,1,1,1,55012,0,0,2,1,0106838027002,55,3,1994,2,6,387.7507,1,1,0,9,0,1,0
9,14,1,1,1,1,55012,0,1,2,1,0106838027002,55,1,1995,2,8,387.7507,1,2,0,9,1,0,1
9,14,1,1,3,1,55012,0,1,2,1,0106838027002,55,2,1996,6,8,387.7507,1,1,0,9,0,0,1
9,14,1,1,1,1,55012,0,1,2,1,0106838027002,55,3,1997,2,6,387.7507,1,1,0,9,0,1,1
9,14,1,1,3,3,55012,0,1,2,1,0106838027002,55,3,1998,6,6,387.7507,1,1,1,9,0,0,0
9,14,1,1,1,1,55012,0,1,2,1,0106838027002,55,3,1999,2,6,387.7507,1,1,0,9,0,0,1
99,4,1,1,3,1,55012,0,1,2,1,0106838027002,55,2,2000,6,8,387.7507,1,1,0,0,1,0,0
1,4,3,1,3,3,55012,0,1,2,1,0106838027002,55,2,2001,6,2,387.7507,1,2,0,1,0,0,1
1,4,1,1,1,1,55012,1,1,2,1,0106838027002,55,2,2002,6,8,387.7507,4,1,0,1,0,0,1
9,14,1,1,1,1,55012,0,1,2,1,0106838027002,55,2,2003,2,8,387.7507,1,1,0,9,0,0,1
9,14,1,1,1,1,55012,0,1,2,1,0106838027002,55,1,2004,2,8,387.7507,1,1,0,9,0,1,0
99,4,1,1,1,1,55012,0,1,2,1,0106838027002,55,3,2005,2,8,387.7507,1,1,0,0,1,0,1
9,14,1,1,1,1,55012,0,0,2,1,0106838027002,55,2,2006,6,8,387.7507,1,1,1,9,0,0,1
9,14,2,1,3,3,55012,0,0,2,1,0106838027002,55,2,2007,6,2,387.7507,1,1,1,9,0,0,0
9,14,1,1,1,1,55042,0,1,2,1,0107438028000,55,4,2008,2,6,388.3391,1,1,0,9,0,0,1
9,14,1,1,3,3,55042,0,1,2,1,0107438028000,55,2,2009,2,8,388.3391,1,1,0,9,0,0,1
99,4,3,1,1,1,55042,0,1,2,1,0107438028000,55,1,2010,6,1,388.3391,1,1,0,0,0,1,0
99,4,3,1,4,1,55042,0,1,2,1,0107438028000,55,0,2011,6,8,388.3391,1,1,0,0,0,1,0
9,14,1,1,1,1,55042,0,1,2,1,0107438028000,55,4,2012,2,6,388.3391,1,1,0,9,0,1,0
99,4,3,1,1,1,55042,0,0,2,1,0107438028000,55,2,2013,6,8,388.3391,1,1,0,0,0,0,1
99,1,3,1,3,1,55042,0,1,2,1,0107438028000,55,1,2014,5,8,388.3391,1,1,0,0,0,1,0
99,1,1,1,1,1,55042,0,1,2,1,0107438028000,55,4,2015,2,6,388.3391,1,1,0,0,0,1,0
9,14,1,1,1,1,55042,0,1,2,1,0107438028000,55,4,2016,2,6,388.3391,1,1,0,9,1,0,0
99,4,1,1,1,3,55042,0,1,2,1,0107438028000,55,2,2017,5,8,388.3391,1,1,0,0,1,0,0
1,4,2,1,1,1,55042,0,0,2,1,0107438028000,55,1,2018,6,2,388.3391,4,1,0,1,1,0,0
99,4,3,1,1,1,55042,1,0,2,1,0107438028000,55,3,2019,2,6,388.3391,1,1,1,0,0,0,0
1,4,2,0,3,1,55042,9,1,2,1,0107438028000,55,1,2020,5,1,388.3391,1,1,0,1,0,0,1
99,4,1,1,3,1,55042,0,1,2,1,0107438028000,55,3,2021,6,8,388.3391,1,1,0,0,0,0,1
99,4,3,1,1,1,55042,0,1,2,1,0107438028000,55,0,2022,6,8,388.3391,1,1,0,0,0,0,1
1,4,1,1,1,1,55042,0,1,2,1,0107438028000,55,2,2023,6,7,388.3391,1,1,0,1,0,0,1
99,4,2,1,3,1,55042,0,1,2,1,0107438028000,55,2,2024,6,1,388.3391,4,1,1,0,0,0,0
1,4,1,1,1,1,55022,1,0,2,1,0108239004000,55,2,2025,6,4,362.9146,1,1,0,1,0,0,1
1,4,1,1,1,1,55022,1,1,2,1,0108239004000,55,2,2026,6,8,362.9146,1,1,0,1,0,0,1
9,14,1,1,1,1,55022,0,1,2,1,0108239004000,55,2,2027,2,8,362.9146,1,2,0,9,1,1,0
1,4,1,1,1,1,55022,0,1,2,1,0108239004000,55,2,2028,6,8,362.9146,1,1,0,1,0,0,1
99,4,1,1,1,1,55022,0,1,2,1,0108239004000,55,4,2029,6,6,362.9146,1,1,0,0,0,0,1
1,4,2,2,1,1,55022,0,0,2,1,0108239004000,55,3,2030,6,6,362.9146,1,1,0,1,0,0,1
99,4,3,2,1,1,55022,1,0,2,1,0108239004000,55,2,2031,6,8,362.9146,1,1,0,0,0,0,1
1,4,3,2,1,1,55022,1,1,2,1,0108239004000,55,1,2032,6,8,362.9146,0,1,0,1,0,0,1
99,4,3,2,1,1,55022,0,1,2,1,0108239004000,55,3,2033,6,6,362.9146,1,1,0,0,0,0,1
9,14,1,2,1,1,55022,0,1,2,1,0108239004000,55,3,2034,2,8,362.9146,1,1,0,9,0,0,1
99,4,2,1,1,1,55022,0,1,2,1,0108239004000,55,0,2035,6,3,362.9146,0,1,0,0,0,0,1
99,4,3,1,1,1,55022,0,1,2,1,0108239004000,55,2,2036,6,8,362.9146,1,1,0,0,0,0,1
99,4,1,1,1,1,55022,0,1,2,1,0108239004000,55,1,2037,6,8,362.9146,1,1,0,0,0,0,1
99,4,1,1,5,1,55022,1,1,2,1,0108239004000,55,0,2038,6,8,362.9146,1,2,0,0,0,0,1
99,4,1,1,3,1,55022,1,1,2,1,0108239004000,55,0,2039,6,1,362.9146,1,1,0,0,1,0,1
9,14,1,1,1,1,55012,0,1,2,1,0109440004000,55,4,2040,2,8,372.3016,1,1,1,9,0,0,0
99,4,1,1,3,1,55012,0,0,2,1,0109440004000,55,2,2041,6,8,372.3016,1,1,1,0,0,0,0
9,14,1,1,1,1,55012,0,1,2,1,0109440004000,55,3,2042,2,8,372.3016,1,1,1,9,1,0,0
99,4,2,1,3,3,55012,0,1,2,1,0109440004000,55,2,2043,2,6,372.3016,1,1,1,0,0,0,0
99,4,3,1,1,1,55012,1,1,2,1,0109440004000,55,2,2044,6,1,372.3016,4,1,0,0,1,0,1
99,4,3,1,3,1,55012,0,0,2,1,0109440004000,55,1,2045,6,8,372.3016,1,1,1,0,0,0,1
1,4,2,1,2,2,55012,0,1,2,1,0109440004000,55,2,2046,6,1,372.3016,4,1,0,1,1,0,1
1,4,2,1,3,3,55012,1,1,2,1,0109440004000,55,1,2047,6,8,372.3016,1,1,0,1,0,0,1
99,4,1,1,1,1,55012,0,1,2,1,0109440004000,55,3,2048,2,8,372.3016,1,1,1,0,1,0,0
9,14,1,1,1,1,55012,0,1,2,1,0109440004000,55,1,2049,2,8,372.3016,1,1,0,9,1,0,0
3,4,1,1,1,1,55012,0,1,2,1,0109440004000,55,3,2050,2,6,372.3016,1,1,0,1,1,0,1
9,14,1,1,1,1,55012,0,1,2,1,0109440004000,55,2,2051,2,6,372.3016,1,1,0,9,0,0,1
99,4,1,1,1,1,55012,0,1,2,1,0109440004000,55,3,2052,2,6,372.3016,1,1,0,0,1,0,1
99,4,2,1,3,1,55012,1,1,2,1,0109440004000,55,1,2053,6,8,372.3016,0,1,1,0,0,0,0
1,4,2,1,3,1,55012,0,1,2,1,0109440004000,55,1,2054,6,8,372.3016,0,1,0,1,1,0,1
1,4,1,1,3,1,55012,0,0,2,1,0109440004000,55,2,2055,2,8,372.3016,1,1,0,1,0,0,1
99,4,1,1,3,1,55012,0,1,2,1,0109440004000,55,3,2056,2,8,372.3016,0,1,0,0,0,0,1
9,14,2,1,3,1,55012,0,1,2,1,0109440004000,55,1,2057,6,8,372.3016,0,1,0,9,1,0,0
9,14,1,1,1,1,55042,0,1,2,1,0109140006000,55,3,2058,1,8,387.4565,0,1,0,9,0,0,1
1,4,1,1,1,1,55042,1,1,2,1,0109140006000,55,1,2059,2,8,387.4565,1,1,1,1,0,0,0
9,14,3,1,1,1,55042,0,1,2,1,0109140006000,55,2,2060,2,8,387.4565,1,1,0,9,1,0,0
99,4,3,0,3,1,55042,9,1,2,1,0109140006000,55,2,2061,6,8,387.4565,4,1,0,0,0,0,1
99,4,3,1,1,1,55042,0,1,2,1,0109140006000,55,3,2062,6,8,387.4565,1,1,1,0,0,0,0
99,4,2,0,1,1,55042,9,1,2,1,0109140006000,55,0,2063,6,1,387.4565,1,1,0,0,0,0,1
99,4,1,1,3,1,55042,0,1,2,1,0109140006000,55,2,2064,5,8,387.4565,1,1,0,0,1,0,0
99,4,3,1,1,1,55042,1,1,3,1,0109140006000,55,2,2065,6,8,387.4565,4,1,0,0,0,0,1
99,4,3,1,2,1,55042,0,1,2,1,0109140006000,55,2,2066,6,8,387.4565,4,1,1,0,0,0,0
99,4,3,1,2,1,55042,0,1,2,1,0109140006000,55,1,2067,6,8,387.4565,4,1,1,0,0,0,0
99,4,1,1,1,1,55042,0,1,2,1,0109140006000,55,1,2068,6,8,387.4565,4,1,1,0,0,0,0
9,14,3,1,1,1,55042,0,1,2,1,0109140006000,55,4,2069,2,8,387.4565,1,1,0,9,1,0,0
99,4,3,1,1,1,55042,0,1,2,1,0109140006000,55,2,2070,2,8,387.4565,1,1,0,0,0,0,1
99,4,1,1,1,1,55042,0,1,2,1,0109140006000,55,3,2071,2,6,387.4565,1,1,0,0,1,0,0
99,4,3,1,3,1,55042,0,1,2,1,0109140006000,55,2,2072,6,8,387.4565,4,1,1,0,0,0,0
99,4,1,1,1,1,55042,0,1,2,1,0109140006000,55,0,2073,6,8,387.4565,4,1,0,0,1,0,0
1,4,1,1,1,1,55042,1,0,2,1,0110541008000,55,2,2074,6,8,388.6333,1,1,0,1,0,0,1
99,4,1,1,3,3,55042,0,0,2,1,0110541008000,55,1,2075,6,8,388.6333,1,1,0,0,1,0,0
9,14,1,1,3,1,55042,1,1,2,1,0110541008000,55,3,2076,2,6,388.6333,1,1,0,9,1,1,0
1,4,1,1,3,3,55042,1,1,2,1,0110541008000,55,2,2077,6,8,388.6333,0,1,0,1,0,1,0
9,14,1,1,1,1,55042,0,1,2,1,0110541008000,55,3,2078,5,8,388.6333,1,1,0,9,0,1,0
99,4,2,1,3,1,55042,1,0,2,1,0110541008000,55,1,2079,6,7,388.6333,1,1,0,0,1,0,0
99,4,2,1,3,1,55042,0,0,3,1,0110541008000,55,2,2080,6,1,388.6333,1,1,0,0,0,0,1
99,4,2,1,3,1,55042,1,1,1,1,0110541008000,55,2,2081,6,8,388.6333,1,1,1,0,0,0,0
99,1,1,1,1,1,55042,1,1,2,1,0110541008000,55,1,2082,6,1,388.6333,1,1,1,0,0,0,0
99,4,1,1,1,1,55042,1,1,2,1,0110541008000,55,3,2083,2,8,388.6333,1,1,0,0,0,1,1
1,4,2,1,1,1,55042,0,0,2,1,0110541008000,55,2,2084,6,8,388.6333,1,1,0,1,1,0,1
99,1,1,1,1,1,55042,1,0,2,1,0110541008000,55,2,2085,6,8,388.6333,0,1,1,0,0,0,1
99,4,2,1,3,1,55042,1,0,2,1,0110541008000,55,1,2086,6,8,388.6333,4,1,0,0,1,0,1
99,4,3,1,1,1,55062,0,0,2,1,0111142010000,55,2,2087,6,3,372.3016,1,1,0,0,0,0,1
99,4,3,2,1,1,55062,1,1,2,1,0111142010000,55,2,2088,6,8,372.3016,1,1,0,0,0,0,1
99,4,1,1,3,1,55062,0,0,2,1,0111142010000,55,1,2089,5,8,372.3016,1,1,0,0,0,0,1
1,4,3,2,3,1,55062,0,0,2,1,0111142010000,55,2,2090,6,8,372.3016,1,1,0,1,1,0,0
99,4,2,2,3,1,55062,0,1,2,1,0111142010000,55,0,2091,6,3,372.3016,4,1,0,0,0,0,1
2,2,1,1,1,1,55062,0,0,2,1,0111142010000,55,0,2092,5,8,372.3016,1,1,0,1,0,0,1
1,4,1,2,3,3,55062,1,0,2,1,0111142010000,55,2,2093,6,1,372.3016,1,1,1,1,0,0,1
99,4,2,2,1,1,55062,0,0,2,1,0111142010000,55,0,2094,6,3,372.3016,1,1,0,0,0,1,1
1,4,2,2,3,3,55062,0,1,2,1,0111142010000,55,1,2095,6,3,372.3016,4,1,0,1,0,0,1
1,4,2,2,3,1,55062,0,1,2,1,0111142010000,55,1,2096,6,1,372.3016,1,1,0,1,1,0,1
99,4,1,1,1,1,55062,0,1,2,1,0111142010000,55,2,2097,2,8,372.3016,1,1,0,0,1,0,0
1,4,2,2,1,1,55062,0,1,2,1,0111142010000,55,0,2098,6,3,372.3016,4,1,1,1,0,0,0
1,4,2,1,3,3,55062,1,1,2,1,0111142010000,55,1,2099,6,8,372.3016,4,1,0,1,0,0,1
1,4,3,2,3,1,55062,0,1,2,1,0111142010000,55,1,2100,5,9,372.3016,1,1,0,1,0,0,1
9,14,3,1,1,1,55062,0,1,2,1,0111142010000,55,3,2101,6,8,372.3016,1,1,0,9,1,0,0
1,4,2,2,3,1,55062,0,0,2,1,0111142010000,55,2,2102,6,3,372.3016,0,1,0,1,0,0,1
1,4,2,2,1,1,55062,0,1,1,1,0111142010000,55,1,2103,6,1,372.3016,0,1,0,1,1,0,0
1,4,3,2,1,1,55062,1,0,1,1,0111142010000,55,0,2104,6,8,372.3016,1,1,1,1,0,0,0
99,1,3,2,1,1,55022,0,1,2,1,0112343023000,55,3,2105,6,8,360.1653,1,1,0,0,1,0,0
99,15,1,1,1,1,55022,0,0,2,1,0112343023000,55,2,2106,6,8,360.1653,1,1,0,0,0,0,1
99,1,1,1,1,1,55022,0,1,2,1,0112343023000,55,3,2107,2,6,360.1653,1,1,0,0,0,1,0
99,1,1,2,1,1,55022,0,0,2,1,0112343023000,55,2,2108,5,8,360.1653,1,1,0,0,0,0,1
9,14,1,1,1,1,55022,0,1,2,1,0112343023000,55,3,2109,9,6,360.1653,1,1,0,9,0,1,0
99,1,1,1,3,1,55022,0,1,2,1,0112343023000,55,3,2110,2,8,360.1653,1,1,0,0,0,0,1
99,4,1,1,3,3,55022,1,0,2,1,0112343023000,55,0,2111,6,1,360.1653,1,1,0,0,1,0,1
99,4,3,1,3,1,55022,1,1,2,1,0112343023000,55,3,2112,6,8,360.1653,1,1,0,0,0,0,1
99,15,2,1,3,3,55022,1,0,2,1,0112343023000,55,1,2113,9,1,360.1653,4,1,0,0,0,0,1
99,1,1,2,1,1,55022,0,1,2,1,0112343023000,55,2,2114,2,8,360.1653,1,1,0,0,0,1,0
99,1,1,1,5,1,55022,0,1,2,1,0112343023000,55,0,2115,6,8,360.1653,1,1,0,0,0,0,1
99,1,1,1,5,1,55022,0,1,2,1,0112343023000,55,1,2116,5,8,360.1653,1,1,0,0,0,0,1
1,1,1,1,1,1,55022,0,1,2,1,0112343023000,55,3,2117,5,8,360.1653,1,1,0,1,0,1,0
9,14,1,1,1,1,55022,0,1,3,1,0112343023000,55,5,2118,2,6,360.1653,1,1,1,9,0,0,0
1,4,1,1,3,1,55022,1,0,2,1,0112343023000,55,1,2119,6,8,360.1653,0,1,0,1,0,0,1
1,2,2,1,3,3,55022,1,1,2,1,0112343023000,55,1,2120,6,8,360.1653,1,1,0,1,0,1,0
1,4,1,1,1,1,55062,0,1,2,1,0113544049000,55,2,2121,6,8,370.3242,1,1,0,1,0,0,1
99,4,2,1,3,3,55062,0,0,1,1,0113544049000,55,1,2122,6,3,370.3242,1,1,0,0,0,0,1
99,4,1,1,3,1,55062,1,1,3,1,0113544049000,55,1,2123,6,8,370.3242,4,1,0,0,0,0,1
99,4,1,1,1,1,55062,0,1,2,1,0113544049000,55,2,2124,2,8,370.3242,1,1,0,0,0,0,1
1,4,1,1,3,1,55062,0,1,2,1,0113544049000,55,2,2125,6,8,370.3242,1,1,1,1,0,0,0
9,14,1,1,3,3,55062,0,1,2,1,0113544049000,55,3,2126,6,8,370.3242,1,1,0,9,0,0,1
1,4,2,1,3,1,55062,0,1,1,1,0113544049000,55,1,2127,6,8,370.3242,4,1,0,1,0,0,1
1,4,2,1,3,1,55062,0,1,2,1,0113544049000,55,1,2128,6,1,370.3242,1,1,0,1,0,0,1
99,4,2,1,3,1,55062,0,1,1,1,0113544049000,55,2,2129,6,8,370.3242,1,1,0,0,0,0,1
