makesafe,wdrinking,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fuelused,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
9,14,1,1,3,3,28012,0,1,2,1,0001002034000,28,3,1,2,6,349.0289,1,3,0,9,0,1,0
99,1,1,1,3,3,28012,0,1,2,1,0001002034000,28,5,10,2,6,349.0289,1,1,0,0,0,1,0
99,4,1,1,1,1,28022,0,0,2,1,0004408004000,28,1,100,6,8,351.1555,1,1,1,0,0,0,0
2,4,1,1,1,1,28022,0,0,2,1,0004408004000,28,2,101,6,8,351.1555,1,1,0,1,1,0,1
99,7,1,1,1,1,28022,0,0,2,1,0004408004000,28,1,102,6,8,351.1555,1,1,1,0,0,0,1
9,14,2,1,3,1,28022,1,0,1,1,0004408004000,28,1,103,6,8,351.1555,4,1,0,9,1,0,1
9,14,1,1,1,1,28022,0,0,1,1,0004408004000,28,1,104,5,8,351.1555,1,1,0,9,1,0,1
99,4,2,1,1,1,28022,0,0,2,1,0004408004000,28,0,105,6,3,351.1555,1,1,0,0,0,0,1
1,4,2,1,3,1,28022,0,1,2,1,0004408004000,28,1,106,6,3,351.1555,1,1,0,1,1,0,1
99,6,3,1,1,1,28022,0,0,2,1,0004408004000,28,2,107,6,8,351.1555,0,1,0,0,1,0,0
99,6,2,1,1,1,28022,0,1,1,1,0004408004000,28,1,108,6,3,351.1555,1,1,0,0,1,0,0
99,1,1,0,1,1,28012,9,1,2,1,0005509004000,28,6,109,2,8,364.6666,1,1,0,0,1,0,1
9,14,1,1,3,3,28012,1,1,1,1,0001002034000,28,1,11,5,8,349.0289,1,1,0,9,0,1,1
2,5,2,1,1,1,28012,0,0,2,1,0005509004000,28,1,110,6,3,364.6666,1,1,0,1,1,0,1
99,6,3,1,3,3,28012,0,1,2,1,0005509004000,28,2,111,6,8,364.6666,1,1,0,0,1,0,1
99,1,1,1,3,1,28012,0,0,2,1,0005509004000,28,3,112,6,8,364.6666,1,1,1,0,0,0,0
9,14,1,2,1,1,28012,0,0,2,1,0005509004000,28,2,113,5,8,364.6666,1,1,0,9,1,0,1
99,6,1,1,3,1,28012,1,0,2,1,0005509004000,28,1,114,6,8,364.6666,1,1,0,0,1,0,0
99,2,1,1,3,1,28012,1,0,2,1,0005509004000,28,1,115,6,8,364.6666,4,1,0,0,0,0,1
9,14,1,1,1,1,28012,0,1,2,1,0005509004000,28,4,116,2,6,364.6666,1,1,0,9,1,0,1
99,5,2,1,1,1,28012,0,1,2,1,0005509004000,28,1,117,6,1,364.6666,1,1,0,0,0,0,1
99,8,1,1,3,1,28012,0,0,2,1,0005509004000,28,1,118,6,8,364.6666,1,1,0,0,0,0,1
99,1,1,1,3,3,28012,0,1,2,1,0005509004000,28,1,119,6,8,364.6666,1,1,0,0,1,0,0
1,1,1,1,3,3,28012,0,1,2,1,0001002034000,28,4,12,2,8,349.0289,1,1,0,1,0,1,0
99,1,1,1,1,1,28012,0,0,2,1,0005509004000,28,3,120,2,8,364.6666,1,1,0,0,1,0,1
1,1,1,1,3,3,28012,1,0,2,1,0005509004000,28,2,121,6,8,364.6666,1,1,1,1,0,0,1
99,1,2,1,1,1,28012,0,0,2,1,0005509004000,28,0,122,6,8,364.6666,1,1,0,0,1,0,0
1,6,1,1,1,1,28012,1,1,2,1,0005709016000,28,1,123,2,8,349.8264,1,1,0,1,0,1,0
9,14,1,1,3,1,28012,0,1,2,1,0005709016000,28,4,124,2,6,349.8264,1,1,0,9,0,1,0
9,14,1,1,1,1,28012,0,1,2,1,0005709016000,28,3,125,2,8,349.8264,1,1,0,9,0,1,0
1,1,3,1,1,1,28012,0,1,2,1,0005709016000,28,2,126,6,8,349.8264,1,1,0,1,0,1,0
9,14,2,1,3,3,28012,1,1,2,1,0005709016000,28,3,127,3,8,349.8264,1,1,0,9,0,1,0
9,14,1,1,1,1,28012,0,1,2,1,0005709016000,28,4,128,2,6,349.8264,1,1,0,9,0,1,0
99,4,1,1,3,1,28012,0,1,2,1,0005709016000,28,1,129,6,8,349.8264,1,1,0,0,1,0,0
9,14,2,1,1,1,28012,0,1,1,1,0001002034000,28,3,13,2,8,349.0289,1,1,0,9,1,1,1
1,4,1,1,3,3,28012,0,1,2,1,0005709016000,28,2,130,5,8,349.8264,1,1,0,1,0,1,0
1,4,1,1,3,3,28012,0,1,2,1,0005709016000,28,3,131,6,8,349.8264,1,1,0,1,0,1,0
99,4,1,1,1,1,28012,0,1,2,1,0005709016000,28,3,132,5,8,349.8264,1,1,0,0,0,1,0
9,14,1,1,1,1,28012,0,1,2,1,0005709016000,28,3,133,2,6,349.8264,1,1,0,9,0,1,0
99,1,1,1,3,1,28012,0,1,2,1,0005709016000,28,2,134,2,8,349.8264,1,1,0,0,0,1,0
9,14,1,1,1,1,28012,0,0,2,1,0005709016000,28,3,135,5,6,349.8264,1,1,0,9,0,1,0
99,2,2,2,3,1,28012,0,1,1,1,0005709016000,28,1,136,6,8,349.8264,1,1,0,0,0,1,0
9,14,3,1,3,1,28012,0,1,2,1,0005709016000,28,2,137,2,8,349.8264,1,1,0,9,0,1,0
99,4,3,1,1,1,28022,1,1,2,1,0005209025000,28,1,138,6,8,380.741,1,3,0,0,0,0,1
99,4,2,1,4,1,28022,0,1,3,1,0005209025000,28,2,139,6,8,380.741,1,1,0,0,0,0,1
99,1,1,1,3,3,28012,0,1,2,1,0001002034000,28,5,14,2,6,349.0289,1,1,0,0,0,1,0
9,14,1,1,1,1,28022,0,1,2,1,0005209025000,28,2,140,2,8,380.741,1,1,0,9,1,0,1
2,4,3,1,1,1,28022,0,1,2,1,0005209025000,28,0,141,6,8,380.741,1,1,0,1,1,0,1
99,4,3,1,3,1,28022,0,1,2,1,0005209025000,28,2,142,6,8,380.741,1,1,1,0,0,0,1
99,4,2,1,3,1,28022,1,0,2,1,0005209025000,28,1,143,6,8,380.741,1,1,1,0,0,0,0
99,4,1,1,1,1,28022,0,1,2,1,0005209025000,28,2,144,6,8,380.741,1,1,0,0,0,0,1
99,4,3,1,3,1,28022,0,1,1,1,0005209025000,28,1,145,6,8,380.741,1,1,0,0,0,0,1
99,4,1,1,3,1,28022,0,1,2,1,0005209025000,28,1,146,6,8,380.741,1,1,0,0,0,0,1
1,4,1,1,3,1,28022,1,1,2,1,0005209025000,28,2,147,6,8,380.741,3,1,0,1,0,1,0
99,5,1,1,3,1,28022,0,1,2,1,0005209025000,28,3,148,6,8,380.741,1,1,0,0,1,0,1
1,4,1,1,3,3,28022,0,1,2,1,0005209025000,28,2,149,6,8,380.741,1,1,0,1,1,0,1
9,14,1,1,1,1,28012,0,1,2,1,0001002034000,28,4,15,2,4,349.0289,1,1,0,9,0,1,0
99,3,1,1,2,1,28012,0,1,2,1,0006712030000,28,2,150,6,8,353.6331,1,1,1,0,0,0,0
99,3,1,1,3,1,28012,0,0,2,1,0006712030000,28,0,151,5,8,353.6331,1,1,1,0,1,1,1
99,3,1,1,2,1,28012,0,0,2,1,0006712030000,28,1,152,6,8,353.6331,1,1,1,0,0,0,0
1,3,3,1,3,3,28012,0,1,2,1,0006712030000,28,3,153,2,8,353.6331,1,1,0,1,1,0,1
9,14,1,1,1,1,28012,0,1,2,1,0006712030000,28,5,154,5,6,353.6331,1,1,0,9,0,1,0
1,3,1,1,2,1,28012,0,1,2,1,0006712030000,28,2,155,1,8,353.6331,1,1,0,1,1,0,0
1,3,1,1,2,1,28012,0,1,1,1,0006712030000,28,3,156,6,6,353.6331,1,1,1,1,0,0,0
99,3,1,1,1,1,28012,0,0,2,1,0006712030000,28,2,157,6,8,353.6331,1,2,1,0,1,0,0
99,3,1,1,2,1,28012,1,0,2,1,0006712030000,28,1,158,6,8,353.6331,4,2,0,0,0,0,0
9,14,1,1,2,1,28012,0,1,2,1,0006712030000,28,2,159,5,8,353.6331,1,1,1,9,0,0,0
1,1,3,1,3,3,28012,0,1,2,1,0001002034000,28,3,16,6,6,349.0289,1,1,0,1,1,0,1
9,14,1,1,3,1,28012,0,1,2,1,0006712030000,28,1,160,2,6,353.6331,1,1,0,9,1,1,1
99,3,1,1,2,1,28012,0,0,2,1,0006712030000,28,2,161,2,6,353.6331,1,1,1,0,0,0,0
99,3,1,1,2,1,28012,1,1,2,1,0006712030000,28,1,162,2,8,353.6331,1,1,1,0,0,0,0
1,3,1,1,3,1,28012,0,1,2,1,0006712030000,28,2,163,5,8,353.6331,1,1,0,1,1,0,1
1,3,1,1,3,3,28012,1,0,2,1,0006712030000,28,3,164,6,6,353.6331,1,1,1,1,0,0,0
1,3,1,1,2,1,28012,0,0,2,1,0006712030000,28,2,165,6,8,353.6331,1,1,1,1,0,0,0
9,14,1,1,2,1,28012,0,0,2,1,0006712030000,28,3,166,2,8,353.6331,1,1,0,9,1,1,1
9,14,1,1,1,1,28012,0,0,2,1,0008512041000,28,3,167,2,6,352.559,1,1,0,9,0,1,0
1,1,2,1,1,1,28012,1,1,1,1,0008512041000,28,2,168,5,8,352.559,0,1,0,1,0,1,0
9,14,1,1,3,1,28012,0,1,2,1,0008512041000,28,1,169,2,6,352.559,1,1,0,9,0,1,0
1,1,1,1,3,3,28012,0,1,2,1,0001002034000,28,4,17,2,8,349.0289,1,3,0,1,0,1,0
1,1,1,1,3,3,28012,0,1,2,1,0008512041000,28,1,170,5,8,352.559,1,1,0,1,0,1,0
1,1,3,1,2,2,28012,0,0,2,1,0008512041000,28,2,171,5,8,352.559,1,1,0,1,0,1,0
1,1,3,1,3,3,28012,1,1,2,1,0008512041000,28,1,172,5,8,352.559,1,6,0,1,0,1,0
9,14,1,1,3,3,28012,0,0,2,1,0008512041000,28,2,173,2,8,352.559,1,1,0,9,0,1,0
9,14,1,1,3,3,28012,1,1,2,1,0008512041000,28,0,174,6,6,352.559,1,1,0,9,0,1,0
9,14,3,1,3,3,28012,0,1,2,1,0008512041000,28,2,175,6,8,352.559,1,1,0,9,0,1,0
4,1,1,1,3,3,28012,1,1,2,1,0008512041000,28,2,176,5,8,352.559,1,1,0,1,0,1,0
9,14,3,1,3,3,28012,0,1,2,1,0008512041000,28,2,177,2,8,352.559,1,1,0,9,0,1,0
7,1,1,1,3,3,28012,0,1,2,1,0008512041000,28,2,178,5,8,352.559,1,1,0,1,0,1,0
9,14,1,1,1,1,28012,0,1,2,1,0008512041000,28,1,179,2,8,352.559,1,1,0,9,0,1,0
1,1,1,1,1,1,28012,0,1,2,1,0001002034000,28,4,18,2,6,349.0289,1,1,0,1,0,1,0
9,14,1,1,1,1,28012,0,1,2,1,0008512041000,28,3,180,2,8,352.559,1,1,0,9,0,1,0
9,14,1,1,3,3,28012,0,1,2,1,0009212059000,28,1,181,2,7,363.559,1,1,0,9,0,1,0
1,1,2,1,3,3,28012,0,1,2,1,0009212059000,28,8,182,5,8,363.559,1,1,0,1,0,1,0
99,1,1,1,3,3,28012,0,1,2,1,0009212059000,28,2,183,2,8,363.559,1,1,0,0,0,1,0
9,14,1,1,3,3,28012,0,1,2,1,0009212059000,28,5,184,2,4,363.559,1,1,0,9,0,1,0
9,14,1,1,1,1,28012,0,1,2,1,0009212059000,28,1,185,1,6,363.559,1,1,0,9,0,1,0
99,4,2,1,3,1,28012,0,0,2,1,0009212059000,28,1,186,6,8,363.559,1,1,0,0,0,0,1
4,1,1,1,1,1,28012,2,1,1,1,0009212059000,28,6,187,2,8,363.559,1,1,0,1,0,1,0
99,1,1,1,1,1,28012,0,1,2,1,0009212059000,28,5,188,2,4,363.559,1,1,0,0,0,1,0
9,14,1,1,1,1,28012,0,1,2,1,0009212059000,28,2,189,2,4,363.559,1,1,0,9,0,1,0
9,14,1,1,1,1,28012,0,0,2,1,0002003020000,28,2,19,2,8,353.3645,1,1,1,9,0,0,1
99,1,1,1,1,1,28012,0,1,2,1,0009212059000,28,4,190,5,8,363.559,1,1,0,0,0,1,0
99,8,2,1,3,1,28022,0,1,1,1,0009915004000,28,0,191,6,8,365.7741,4,1,0,0,0,0,1
99,1,1,1,1,1,28022,0,0,2,1,0009915004000,28,3,192,6,8,365.7741,1,1,0,0,1,0,1
99,1,1,1,1,1,28022,0,0,2,1,0009915004000,28,3,193,6,6,365.7741,1,1,0,0,1,0,1
99,1,1,1,1,1,28022,0,0,4,1,0009915004000,28,2,194,6,6,365.7741,1,1,0,0,1,1,0
99,4,3,1,3,1,28022,0,0,2,1,0009915004000,28,1,195,6,8,365.7741,1,1,1,0,0,0,1
99,8,2,2,2,1,28022,1,0,1,1,0009915004000,28,2,196,6,8,365.7741,1,1,0,0,1,0,1
99,8,2,1,3,1,28022,1,1,1,1,0009915004000,28,1,197,6,8,365.7741,1,1,0,0,0,0,1
99,8,3,2,2,1,28022,0,1,1,1,0009915004000,28,1,198,6,8,365.7741,1,1,0,0,1,0,1
99,8,2,1,3,1,28022,1,1,1,1,0009915004000,28,0,199,6,1,365.7741,4,1,0,0,0,0,1
99,1,3,1,1,1,28012,0,1,2,1,0001002034000,28,2,2,6,8,349.0289,1,1,0,0,0,1,0
99,4,2,2,1,1,28012,0,1,2,1,0002003020000,28,1,20,6,2,353.3645,1,1,1,0,0,0,0
99,4,3,1,1,1,28022,0,1,1,1,0009915004000,28,2,200,6,8,365.7741,0,1,0,0,0,1,1
1,8,2,1,1,1,28022,1,1,1,1,0009915004000,28,2,201,6,8,365.7741,0,1,0,1,0,0,1
1,4,1,1,3,1,28022,2,1,2,1,0009915004000,28,2,202,6,6,365.7741,1,1,1,1,0,0,0
99,8,3,1,1,1,28022,0,0,2,1,0009915004000,28,2,203,2,8,365.7741,1,1,0,0,0,0,1
9,14,1,1,1,1,28022,0,0,2,1,0009915004000,28,2,204,2,6,365.7741,1,1,0,9,0,0,1
99,4,2,1,3,1,28022,0,0,1,1,0009915004000,28,2,205,6,1,365.7741,1,1,1,0,0,0,0
99,8,3,1,1,1,28022,0,1,1,1,0009915004000,28,2,206,6,8,365.7741,1,1,0,0,0,0,1
9,14,1,1,1,1,28022,0,1,2,1,0010716005000,28,2,207,2,4,364.9435,1,1,0,9,1,0,0
9,14,1,1,1,1,28022,0,0,2,1,0010716005000,28,2,208,2,8,364.9435,1,1,0,9,0,0,1
99,4,2,1,1,1,28022,0,0,2,1,0010716005000,28,1,209,6,3,364.9435,0,1,0,0,1,0,0
99,8,1,1,1,1,28012,0,0,2,1,0002003020000,28,2,21,2,8,353.3645,1,1,1,0,0,0,0
9,14,1,1,3,3,28022,0,1,2,1,0010716005000,28,2,210,2,8,364.9435,1,1,0,9,0,1,0
9,14,1,1,1,1,28022,0,0,2,1,0010716005000,28,2,211,5,8,364.9435,0,1,0,9,1,0,1
9,14,1,1,1,1,28022,0,1,2,1,0010716005000,28,3,212,2,8,364.9435,1,1,1,9,0,1,0
99,6,1,1,3,3,28022,0,1,2,1,0010716005000,28,2,213,6,1,364.9435,1,1,0,0,1,0,0
9,14,2,1,3,1,28022,1,0,2,1,0010716005000,28,0,214,6,3,364.9435,0,1,0,9,0,0,1
9,14,1,1,1,1,28022,0,1,2,1,0010716005000,28,2,215,6,8,364.9435,1,1,0,9,1,0,0
9,14,1,1,3,3,28022,0,1,2,1,0010716005000,28,3,216,2,6,364.9435,1,1,0,9,0,1,0
9,14,1,1,3,3,28022,0,1,2,1,0010716005000,28,3,217,6,8,364.9435,1,1,0,9,1,1,0
9,14,1,1,1,1,28022,0,1,2,1,0010716005000,28,3,218,2,8,364.9435,1,1,0,9,1,0,1
9,14,1,1,1,1,28022,0,0,2,1,0010716005000,28,4,219,2,6,364.9435,1,1,0,9,0,0,1
1,4,1,1,3,3,28012,0,1,2,1,0002003020000,28,5,22,6,8,353.3645,1,1,0,1,0,1,1
99,4,1,1,1,1,28012,0,1,2,1,0010916019000,28,3,220,2,8,350.0922,1,1,0,0,0,0,1
9,14,1,1,1,1,28012,0,1,2,1,0010916019000,28,6,221,2,6,350.0922,1,1,1,9,0,0,1
9,14,1,1,1,1,28012,0,1,2,1,0010916019000,28,2,222,6,8,350.0922,1,1,1,9,0,0,1
9,14,1,1,1,1,28012,0,0,2,1,0010916019000,28,1,223,6,8,350.0922,1,1,0,9,1,0,0
9,14,1,1,1,1,28012,0,1,2,1,0010916019000,28,2,224,6,8,350.0922,1,1,1,9,0,0,1
9,14,2,1,1,1,28012,0,1,2,1,0010916019000,28,1,225,6,3,350.0922,1,1,1,9,0,0,0
9,14,1,1,1,1,28012,0,1,2,1,0010916019000,28,4,226,2,8,350.0922,1,1,0,9,1,0,0
9,14,2,1,1,1,28012,0,1,2,1,0010916019000,28,1,227,5,3,350.0922,1,1,0,9,1,0,0
9,14,1,1,1,1,28012,0,1,2,1,0010916019000,28,2,228,5,8,350.0922,1,1,1,9,1,0,0
99,1,1,1,1,1,28012,0,1,2,1,0010916019000,28,3,229,2,6,350.0922,1,1,1,0,0,0,0
99,4,2,1,1,1,28012,0,1,2,1,0002003020000,28,1,23,6,8,353.3645,1,1,0,0,0,0,1
9,14,1,1,1,1,28012,0,1,2,1,0010916019000,28,3,230,2,6,350.0922,1,1,0,9,1,0,1
9,14,1,1,3,3,28012,0,0,2,1,0010916019000,28,3,231,2,6,350.0922,1,1,0,9,0,0,1
9,14,1,1,3,1,28012,0,1,2,1,0010916019000,28,1,232,2,3,350.0922,1,1,1,9,1,0,1
9,14,1,1,1,1,28012,0,1,2,1,0010916019000,28,3,233,2,6,350.0922,1,1,1,9,0,0,1
1,4,1,1,3,3,28012,0,0,2,1,0010916019000,28,1,234,6,8,350.0922,1,3,0,1,1,0,1
9,14,2,1,1,1,28012,1,1,2,1,0010916019000,28,3,235,2,6,350.0922,1,1,1,9,0,0,0
9,14,1,1,3,3,28012,0,1,2,1,0011317014000,28,4,236,5,8,379.5881,1,1,0,9,0,1,0
2,5,2,1,3,1,28012,1,1,1,1,0011317014000,28,1,237,6,1,379.5881,1,1,0,1,1,0,1
2,5,3,1,3,3,28012,0,1,2,1,0011317014000,28,0,238,6,8,379.5881,1,1,0,1,1,0,1
1,4,3,1,3,3,28012,0,0,2,1,0011317014000,28,2,239,6,8,379.5881,1,1,0,1,1,0,1
99,4,1,1,1,1,28012,0,0,2,1,0002003020000,28,4,24,6,8,353.3645,1,1,1,0,0,0,1
2,4,3,1,3,1,28012,0,1,1,1,0011317014000,28,3,240,6,8,379.5881,1,1,0,1,1,0,0
99,4,1,1,3,1,28012,0,0,2,1,0011317014000,28,1,241,6,8,379.5881,1,1,0,0,1,0,1
99,5,1,1,1,1,28012,0,1,2,1,0011317014000,28,3,242,6,6,379.5881,1,1,0,0,1,0,1
99,4,3,1,1,1,28012,0,0,2,1,0011317014000,28,3,243,2,7,379.5881,1,1,0,0,0,0,1
9,14,3,1,1,1,28012,0,1,2,1,0011317014000,28,2,244,2,6,379.5881,1,1,1,9,0,0,1
1,4,1,1,1,1,28012,0,1,2,1,0011317014000,28,0,245,5,8,379.5881,1,1,0,1,0,0,1
1,4,1,2,3,3,28012,0,1,2,1,0011317014000,28,1,246,6,8,379.5881,1,1,1,1,0,0,0
99,1,1,1,1,1,28012,0,0,2,1,0011317014000,28,1,247,5,6,379.5881,1,1,0,0,1,0,1
1,4,1,1,1,1,28012,0,1,2,1,0011317014000,28,2,248,6,8,379.5881,1,1,0,1,1,0,1
99,4,1,1,1,1,28012,0,0,2,1,0011317014000,28,3,249,6,8,379.5881,1,1,0,0,0,0,1
99,4,2,1,3,3,28012,1,1,2,1,0002003020000,28,2,25,6,3,353.3645,4,1,0,0,0,0,1
99,4,1,1,1,1,28012,0,0,2,1,0011317014000,28,2,250,6,8,379.5881,1,1,1,0,0,0,1
99,4,1,1,1,1,28012,0,1,2,1,0011317014000,28,2,251,5,8,379.5881,1,1,0,0,0,0,1
9,14,3,1,3,3,28012,1,1,2,1,0011317014000,28,1,252,2,8,379.5881,4,1,0,9,1,0,1
99,4,1,1,1,1,28012,0,0,2,1,0012318023000,28,2,253,6,8,379.2998,1,1,0,0,0,0,1
99,4,4,0,4,4,28012,9,0,5,1,0012318023000,28,0,254,6,1,379.2998,0,5,0,0,1,0,0
9,14,3,1,3,3,28012,0,1,2,1,0012318023000,28,3,255,6,8,379.2998,1,1,0,9,0,0,1
4,4,1,1,1,1,28012,0,1,2,1,0012318023000,28,1,256,6,8,379.2998,1,1,0,1,1,0,1
9,14,1,2,1,1,28012,0,1,2,1,0012318023000,28,2,257,2,8,379.2998,1,1,0,9,1,0,0
99,4,1,2,1,1,28012,0,1,2,1,0012318023000,28,1,258,6,1,379.2998,4,1,0,0,1,0,1
99,4,1,1,3,1,28012,0,1,2,1,0012318023000,28,3,259,6,8,379.2998,1,1,0,0,1,0,0
99,4,1,1,1,1,28012,0,0,2,1,0002003020000,28,2,26,2,8,353.3645,1,1,1,0,0,0,0
9,14,1,1,1,1,28012,0,1,2,1,0012318023000,28,2,260,6,8,379.2998,1,1,0,9,1,0,1
4,4,1,1,1,1,28012,0,1,1,1,0012318023000,28,0,261,6,8,379.2998,1,1,0,1,0,0,1
99,1,3,1,1,1,28012,0,1,2,1,0012318023000,28,3,262,6,8,379.2998,1,1,0,0,1,0,0
1,1,1,1,3,1,28012,0,1,2,1,0012318023000,28,2,263,5,8,379.2998,1,1,0,1,1,0,1
4,1,1,1,1,1,28012,0,1,2,1,0012318023000,28,2,264,6,8,379.2998,1,1,0,1,1,0,0
1,4,1,1,3,3,28012,0,1,2,1,0012318023000,28,3,265,6,8,379.2998,1,1,0,1,1,0,1
3,1,1,1,1,1,28012,0,1,2,1,0012318023000,28,2,266,2,8,379.2998,1,1,0,1,1,0,1
99,4,2,1,3,1,28022,0,0,1,1,0012819021000,28,0,267,6,3,353.9016,1,1,0,0,0,0,1
2,6,2,1,1,1,28022,0,1,2,1,0012819021000,28,0,268,6,3,353.9016,1,1,0,1,0,0,1
99,6,2,1,3,1,28022,1,0,1,1,0012819021000,28,0,269,6,8,353.9016,4,1,0,0,0,0,1
9,14,3,1,3,3,28012,0,1,2,1,0002003020000,28,4,27,2,8,353.3645,1,1,0,9,0,0,1
99,6,1,1,3,1,28022,0,1,2,1,0012819021000,28,2,270,6,8,353.9016,1,1,0,0,0,0,1
99,7,1,1,3,3,28022,0,1,2,1,0012819021000,28,2,271,6,8,353.9016,1,1,1,0,0,0,0
99,13,1,2,3,1,28022,0,0,2,1,0012819021000,28,0,272,6,8,353.9016,1,1,0,0,0,0,1
99,13,2,1,1,1,28022,1,1,2,1,0012819021000,28,0,273,6,2,353.9016,1,1,0,0,0,0,1
99,5,1,1,1,1,28022,0,0,2,1,0012819021000,28,4,274,6,8,353.9016,1,1,0,0,0,0,1
99,6,1,1,3,1,28022,0,1,2,1,0012819021000,28,1,275,6,1,353.9016,4,1,0,0,1,0,0
99,5,1,1,1,1,28022,0,1,2,1,0012819021000,28,3,276,6,8,353.9016,1,1,0,0,0,0,1
1,6,1,1,1,1,28022,0,0,2,1,0012819021000,28,3,277,6,8,353.9016,1,1,0,1,1,0,0
99,7,1,1,3,3,28022,0,0,2,1,0012819021000,28,0,278,6,8,353.9016,0,1,1,0,1,0,0
99,6,2,1,3,1,28022,0,0,1,1,0012819021000,28,0,279,6,3,353.9016,1,1,0,0,0,0,1
1,4,2,1,3,3,28012,0,1,2,1,0002003020000,28,1,28,6,8,353.3645,1,1,1,1,0,0,1
99,6,2,1,3,1,28022,1,1,2,1,0012819021000,28,2,280,6,3,353.9016,1,1,0,0,0,0,1
99,7,2,1,1,1,28022,1,0,2,1,0012819021000,28,0,281,6,8,353.9016,4,1,0,0,0,0,1
9,14,1,1,3,1,28022,0,0,2,1,0012819021000,28,2,282,1,8,353.9016,1,1,1,9,0,0,1
99,6,2,1,3,1,28022,1,0,2,1,0012819021000,28,0,283,6,1,353.9016,0,1,0,0,1,0,0
99,5,2,1,3,3,28022,0,0,2,1,0012819021000,28,1,284,6,3,353.9016,0,1,0,0,0,0,1
99,6,1,1,1,1,28022,0,1,2,1,0012819021000,28,2,285,2,8,353.9016,1,1,0,0,0,0,1
99,4,1,1,1,1,28012,0,1,2,1,0016023001000,28,0,286,6,8,364.3897,1,1,0,0,1,0,0
9,14,1,1,1,1,28012,0,1,2,1,0016023001000,28,3,287,2,6,364.3897,1,1,0,9,0,0,1
99,1,3,1,1,1,28012,0,1,2,1,0016023001000,28,1,288,6,8,364.3897,1,1,0,0,0,0,1
1,4,3,1,1,1,28012,0,1,2,1,0016023001000,28,0,289,5,8,364.3897,1,1,0,1,1,0,1
9,14,1,1,3,3,28012,0,1,2,1,0002003020000,28,5,29,6,8,353.3645,1,1,0,9,0,0,1
99,1,3,1,1,1,28012,0,1,2,1,0016023001000,28,2,290,5,8,364.3897,1,1,0,0,0,0,1
9,14,1,1,1,1,28012,0,1,2,1,0016023001000,28,2,291,6,8,364.3897,1,1,0,9,1,0,1
99,1,1,1,3,3,28012,0,0,2,1,0016023001000,28,3,292,2,6,364.3897,1,1,0,0,1,0,0
99,8,1,1,1,1,28012,0,1,2,1,0016023001000,28,2,293,6,8,364.3897,1,1,0,0,0,0,1
9,14,1,1,1,1,28012,0,1,2,1,0016023001000,28,4,294,5,6,364.3897,1,1,0,9,0,0,1
3,1,1,1,1,1,28012,0,0,2,1,0016023001000,28,5,295,2,6,364.3897,1,1,0,1,0,0,1
9,14,1,1,1,1,28012,0,1,1,1,0016023001000,28,2,296,2,8,364.3897,1,1,0,9,1,0,1
99,4,3,1,1,1,28012,0,0,2,1,0016023001000,28,3,297,6,8,364.3897,1,1,0,0,0,0,1
99,9,1,1,3,1,28012,0,1,2,1,0001002034000,28,2,3,2,8,349.0289,1,1,0,0,0,1,0
1,4,1,1,3,3,28012,1,0,2,1,0002003020000,28,3,30,6,8,353.3645,1,1,1,1,0,0,0
2,4,3,1,1,1,28012,1,1,2,1,0002003020000,28,4,31,2,8,353.3645,1,1,1,1,0,0,0
9,14,2,1,3,3,28012,0,0,2,1,0002003020000,28,4,32,6,8,353.3645,1,1,0,9,0,0,1
99,6,1,1,3,3,28012,0,1,2,1,0002003020000,28,3,33,6,8,353.3645,1,1,1,0,0,0,0
1,4,1,1,1,1,28022,0,0,2,1,0001703035000,28,3,34,2,8,379.8763,1,1,0,1,0,0,1
99,4,1,1,3,3,28022,0,1,2,1,0001703035000,28,4,35,6,4,379.8763,1,1,0,0,1,0,1
99,6,1,1,1,1,28022,0,1,2,1,0001703035000,28,2,36,6,8,379.8763,1,1,0,0,0,0,1
99,4,1,1,1,1,28022,0,1,2,1,0001703035000,28,3,37,2,6,379.8763,1,1,1,0,0,0,1
4,5,2,1,1,1,28022,0,1,2,1,0001703035000,28,0,38,6,8,379.8763,0,1,0,1,1,0,1
1,4,2,1,3,1,28022,0,1,2,1,0001703035000,28,1,39,6,1,379.8763,1,1,0,1,0,0,1
1,4,4,1,3,3,28012,1,1,2,1,0001002034000,28,1,4,6,3,349.0289,1,1,0,1,0,1,0
99,1,1,1,3,3,28022,0,1,2,1,0001703035000,28,3,40,6,7,379.8763,1,1,0,0,0,0,1
2,6,2,1,1,1,28022,0,0,2,1,0001703035000,28,0,41,6,8,379.8763,0,1,1,1,0,0,1
1,6,2,1,1,1,28022,0,1,2,1,0001703035000,28,2,42,6,8,379.8763,1,1,1,1,0,0,1
1,6,1,1,1,1,28022,0,0,2,1,0001703035000,28,1,43,6,8,379.8763,1,1,0,1,1,0,1
99,7,1,1,3,3,28022,0,0,2,1,0001703035000,28,2,44,6,8,379.8763,1,1,0,0,0,0,1
1,4,3,1,1,1,28022,0,0,2,1,0001703035000,28,1,45,6,1,379.8763,1,1,0,1,0,0,1
2,4,1,1,3,3,28012,0,0,2,1,0002104006000,28,5,46,2,8,378.4352,1,1,1,1,0,0,0
2,4,1,1,1,1,28012,0,0,3,1,0002104006000,28,5,47,2,5,378.4352,1,1,1,1,0,0,0
