regcode,provcode,hhnum,member_code,age,sex,csc,psc,rhc,educ,occup,wrkpl
3,54,1145,02,36.63792,1,2,99,3,10,7,1
3,54,1145,03,33.215607,2,,5,5,8,10,9
3,54,1145,04,16.454483,2,,0,4,10,14,9
3,54,1145,05,12.5859,1,,99,5,3,14,9
3,54,1146,01,63.917866,2,3,0,1,4,10,9
3,54,1146,02,33.478439,2,,0,4,10,7,1
3,54,1146,03,30.718685,2,,0,4,10,7,1
3,54,1146,04,24.229979,2,,0,4,14,2,1
3,54,1147,01,70.075294,1,2,99,9,7,0,9
3,54,1147,02,67.29911,2,2,0,9,7,0,9
3,54,1148,01,48.090347,1,,99,1,13,4,1
3,54,1148,02,45.232033,2,,0,2,13,10,9
3,54,1148,03,22.746065,2,,0,4,14,14,9
3,54,1148,04,20.268309,1,,99,3,11,14,9
3,54,1148,05,16.993839,1,,99,3,9,14,9
3,54,1148,06,1.2320329,2,1,0,4,99,99,9
3,54,1149,01,40.366871,1,2,99,1,6,8,1
3,54,1149,02,32.271046,2,2,0,2,6,5,1
3,54,1149,03,11.608487,2,1,0,4,5,14,9
3,54,1149,04,9.0157423,2,1,0,4,3,99,9
3,54,1149,05,7.7481179,2,1,0,4,1,99,9
3,54,1149,06,6.436687,1,1,99,3,0,99,9
3,54,1149,07,4.8049283,2,1,0,4,99,99,9
3,54,1149,08,3.0691307,2,1,0,4,99,99,9
3,54,1150,01,39.14579,1,,99,1,10,8,1
3,54,1150,02,34.669403,2,,0,2,12,10,9
3,54,1150,03,8.416153,1,1,99,3,2,99,9
3,54,1150,04,4.6981521,2,1,0,4,99,99,9
3,54,1150,05,1.0102669,2,1,0,4,99,99,9
3,54,1150,06,75.375771,1,3,99,5,7,0,9
3,54,1151,01,27.181383,1,,99,1,10,9,1
3,54,1151,02,64.421631,2,2,0,5,0,9,1
3,54,1151,03,67.701576,1,2,99,5,2,7,1
3,54,1152,01,61.401779,1,2,99,9,10,0,9
3,54,1152,02,29.952087,2,,6,9,10,10,9
3,54,1152,03,20.257359,2,,7,9,9,10,9
3,54,1153,01,35.203285,1,,99,1,12,8,1
3,54,1153,02,32.520191,2,,0,2,12,10,9
3,54,1153,03,5.2566733,1,1,99,3,99,99,9
3,54,1153,04,1.4674881,2,1,0,4,99,99,9
3,54,1153,05,61.735798,1,2,99,5,10,0,9
3,54,1153,06,58.535252,2,,0,5,10,10,9
3,54,1153,07,56.626968,1,,99,5,10,0,9
3,54,1154,01,39.329227,1,,99,1,14,2,1
3,54,1154,02,36.763859,2,,0,2,14,4,1
3,54,1154,03,8.7885008,2,1,0,4,2,99,9
3,54,1154,04,7.6960983,1,1,99,3,1,99,9
3,54,1154,05,6.0999317,2,1,0,4,23,99,9
3,54,1154,06,2.7214236,2,1,0,4,99,99,9
3,54,1154,07,75.457909,2,1,0,5,5,0,9
3,54,1155,01,28.136892,1,,99,1,12,9,1
3,54,1155,02,27.200548,2,,0,2,13,5,1
3,54,1155,03,4.5420942,2,1,0,4,99,99,9
3,54,1155,04,3.0390143,2,1,0,4,99,99,9
3,54,1155,05,82.787132,2,3,0,5,6,0,9
3,54,1156,01,54.809036,1,,99,1,14,4,1
3,54,1156,02,46.220398,2,,0,2,9,10,9
3,54,1156,03,25.59343,1,,99,3,12,5,2
3,54,1156,04,24.016428,1,,99,3,14,0,9
3,54,1156,05,22.067078,1,,99,3,14,0,9
3,54,1156,06,20.134155,1,,99,3,11,14,9
3,54,1156,07,18.595482,1,,99,3,11,14,9
3,54,1156,08,16.364134,1,,99,3,9,14,9
3,54,1156,09,13.97399,2,,0,4,7,14,9
3,54,1156,10,7.5865846,2,1,0,4,1,99,9
3,54,1157,01,31.208761,1,,99,1,12,1,1
3,54,1157,02,32.85421,2,,0,2,10,10,9
3,54,1157,03,2.8391514,2,1,0,4,99,99,9
3,54,1158,01,30.524298,1,2,99,1,10,5,1
3,54,1158,02,27.252567,2,2,0,2,10,10,9
3,54,1158,03,2.9212868,2,1,0,4,99,99,9
3,54,1158,04,.93086928,1,1,99,3,99,99,9
3,54,1159,01,30.231348,1,2,99,1,10,7,1
3,54,1159,02,31.824778,2,2,0,2,14,4,1
3,54,1159,03,3.874059,2,1,0,4,99,99,9
3,54,1159,04,24.665298,1,1,99,5,10,7,1
3,54,1159,05,22.850103,2,1,0,0,10,9,0
3,54,1160,01,26.433949,1,,99,1,10,7,1
3,54,1160,02,23.364819,2,,3,2,10,10,9
3,54,1160,03,4.5147161,2,1,0,4,99,99,9
3,54,1161,01,47.277206,1,,99,1,10,3,1
3,54,1161,02,40.807667,2,,0,2,12,10,9
3,54,1161,03,11.479809,1,1,99,3,5,14,9
3,54,1161,04,9.804244,2,1,0,4,4,99,9
3,54,1162,01,48.528404,1,,99,1,8,8,1
3,54,1162,02,44.167007,2,,12,2,6,10,9
3,54,1162,03,23.080082,1,,99,3,9,9,1
3,54,1162,04,21.957563,1,,99,3,6,9,1
3,54,1162,05,19.266256,1,,99,3,10,9,1
3,54,1162,06,16.845995,2,,0,4,9,14,9
3,54,1162,07,13.828884,1,,99,3,6,14,9
3,54,1162,08,6.7241616,1,1,99,3,22,99,9
3,54,1162,09,1.1581109,2,1,0,4,99,99,9
3,54,1163,01,49.590691,1,,99,1,10,4,1
3,54,1163,02,50.450375,2,,0,2,10,10,9
3,54,1163,03,21.212868,1,,99,3,10,8,1
3,54,1163,04,18.214922,1,,99,3,9,14,9
3,54,1163,05,12.114989,1,,99,3,6,14,9
3,54,1163,06,12.114989,1,,99,3,6,14,9
3,54,1163,07,26.223135,2,,0,4,12,10,9
3,54,1163,08,2.5598905,1,1,99,5,99,99,9
3,54,1163,09,.40246406,2,1,0,5,99,99,9
3,54,1164,01,31.59206,1,,99,1,10,5,1
3,54,1164,02,25.998631,1,,99,5,10,5,1
3,54,1164,03,21.275839,1,,99,5,10,5,1
3,54,1165,01,64.394249,1,2,99,1,14,2,1
3,54,1165,02,57.941135,2,2,0,2,16,3,1
3,54,1165,03,18.792608,1,,99,3,11,14,9
3,54,1166,01,34.017796,1,,99,1,21,2,1
3,54,1166,02,35.236141,2,,0,2,14,2,1
3,54,1166,03,7.4387407,2,1,0,4,23,99,9
3,54,1166,04,2.8774812,1,1,99,3,99,99,9
3,54,1166,05,.7857632,1,1,99,3,99,99,9
3,54,1166,06,69.462013,1,2,99,5,10,1,1
3,54,1166,07,69.166321,2,2,0,5,10,1,1
3,54,1167,01,69.223816,1,2,99,1,14,15,9
3,54,1167,02,68.826828,2,2,0,2,14,15,9
3,54,1168,01,49.177277,1,,99,1,10,8,1
3,54,1168,02,49.661877,2,,0,2,14,3,1
3,54,1168,03,17.54141,1,,99,3,10,14,9
3,54,1168,04,15.126626,1,,99,3,9,14,9
3,54,1169,01,54.869267,1,,99,1,14,1,1
3,54,1169,02,50.318958,2,,0,2,14,2,1
3,54,1169,03,27.945244,1,,99,3,14,5,1
3,54,1169,04,26.297056,2,,0,4,14,2,1
3,54,1170,01,68.325806,1,3,99,9,14,15,9
3,54,1171,01,39.197811,1,,99,1,15,7,1
3,54,1171,02,35.419575,2,,0,2,14,10,9
3,54,1171,03,9.1718006,1,1,99,3,3,99,9
3,54,1171,04,7.0965095,2,1,0,4,1,99,9
3,54,1171,05,5.3798766,2,1,0,4,99,99,9
3,54,1171,06,2.5598905,1,1,99,3,99,99,9
3,54,1172,01,49.092403,2,,0,1,6,10,9
3,54,1172,02,29.385353,2,,0,4,10,5,1
3,54,1172,03,24.320328,1,,99,3,10,9,1
3,54,1172,04,20.580425,1,,99,3,8,14,9
3,54,1172,05,16.758385,1,,99,3,8,14,9
3,54,1172,06,9.771389,2,1,0,4,4,99,9
3,54,1172,07,6.3682408,2,1,0,4,23,99,9
3,54,1173,01,61.905544,1,3,99,1,8,5,0
3,54,1173,02,36.416153,1,,99,3,14,9,1
3,54,1173,03,32.610542,2,,0,4,14,10,9
3,54,1173,04,37.979465,1,,99,5,14,2,1
3,54,1173,05,7.7508554,1,1,99,5,1,99,9
3,54,1173,06,3.5811088,1,1,99,5,99,99,9
3,54,1173,07,51.091034,1,,99,5,6,0,9
3,54,1173,08,18.945927,1,,99,5,12,14,9
3,54,1173,09,18.828199,1,,99,0,6,9,1
3,54,1174,01,56.027378,1,,99,1,8,7,1
3,54,1174,02,55.915127,2,,0,2,13,10,9
3,54,1175,01,51.742641,2,4,0,1,9,5,1
3,54,1175,02,23.564682,1,2,99,3,9,0,9
3,54,1175,03,19.123888,2,,0,5,11,10,9
3,54,1176,01,29.125257,1,,99,1,6,8,1
3,54,1176,02,27.822041,2,,11,2,6,10,9
3,54,1176,03,8.457221,2,1,0,4,2,99,9
3,54,1176,04,7.4086242,2,1,0,4,1,99,9
3,54,1176,05,.69815195,2,1,0,4,99,99,9
3,54,1177,01,38.447639,2,,0,1,8,9,1
3,54,1177,02,40.703629,1,,99,2,14,10,9
3,54,1177,03,18.168377,2,,0,4,12,14,9
3,54,1177,04,15.468857,2,,0,4,7,14,9
3,54,1177,05,14.247775,2,,0,4,7,14,9
3,54,1177,06,13.782341,1,,99,3,6,14,9
3,54,1177,07,8.3093767,2,1,0,4,23,99,9
3,54,1177,08,49.144421,1,,99,5,10,0,9
3,54,1177,09,14.316222,1,,99,5,4,9,1
3,54,1177,10,12.219028,2,,0,5,4,14,9
3,54,1177,11,17.809719,1,,99,5,6,9,1
3,54,1178,01,41.793293,1,1,99,1,0,5,0
3,54,1178,02,.66529775,1,1,99,3,99,99,9
3,54,1178,03,25.023956,1,1,99,5,13,5,0
3,54,1179,01,34.091717,1,,99,1,10,10,9
3,54,1179,02,30.198494,2,,0,2,14,5,1
3,54,1179,03,9.7002058,1,1,99,3,3,99,9
3,54,1180,01,32.878849,1,,99,1,11,8,1
3,54,1180,02,23.252567,2,,6,2,10,10,9
3,54,1181,01,30.390144,1,,99,1,10,9,1
3,54,1181,02,30.140999,2,,0,2,12,10,9
3,54,1181,03,9.1991787,2,1,0,4,3,99,9
3,54,1181,04,7.3456535,1,1,99,3,23,99,9
3,54,1181,05,1.2648871,2,1,0,4,99,99,9
3,54,1182,01,41.100616,1,1,99,1,6,5,0
3,54,1182,02,39.159481,2,3,0,5,13,5,0
3,54,1182,03,11.18412,2,1,0,5,4,14,9
3,54,1182,04,14.685832,1,,99,0,4,9,0
3,54,1182,05,14.759753,1,,99,0,2,9,0
3,54,1182,06,14.631075,1,,99,0,6,9,0
3,54,1182,07,17.212868,1,,99,0,10,9,0
3,54,1182,08,18.685831,1,,99,5,12,14,9
3,54,1182,09,23.997263,1,1,99,5,10,5,0
3,54,1182,10,14.633813,1,,99,5,7,14,9
3,54,1183,01,48.219028,1,,99,1,10,9,1
3,54,1183,02,43.252567,2,,0,2,10,9,1
3,54,1183,03,24.804928,1,,99,3,9,9,1
3,54,1183,04,22.247776,2,,0,4,10,9,1
3,54,1183,05,14.494182,1,,99,3,8,14,9
3,54,1183,06,11.73169,1,1,99,3,6,14,9
3,54,1183,07,20.772074,2,,0,5,13,10,9
3,54,1183,08,.079397671,2,1,0,5,99,99,9
3,54,1183,09,19.501711,2,,0,4,10,10,9
3,54,1183,10,23.586584,1,,99,5,11,0,9
3,54,1184,01,37.872688,2,,10,9,5,5,0
3,54,1185,02,79.824776,2,3,0,9,6,0,9
3,54,1186,02,19.687885,2,,8,9,7,10,9
3,54,1187,04,79.964409,2,3,0,9,1,0,9
3,54,1188,02,71.019852,2,3,0,9,1,10,9
3,54,1189,01,30.929501,1,,99,1,6,9,1
3,54,1189,02,45.319645,1,,99,5,10,3,1
3,54,1189,03,48.024639,2,,0,5,10,10,9
3,54,1189,04,6.5023956,1,1,99,5,0,99,9
3,54,1190,01,70.466805,1,2,99,1,2,5,0
3,54,1190,02,65.577003,2,2,0,2,6,10,9
3,54,1190,03,32.525669,1,,99,3,6,9,0
3,54,1190,04,26.869268,1,,99,3,6,9,1
3,54,1190,05,22.143738,2,,0,5,9,9,0
3,54,1190,06,3.0828199,2,1,0,5,99,99,9
3,54,1190,07,1.1143053,1,1,99,5,99,99,9
3,54,1190,08,24.818617,2,,0,4,10,10,9
3,54,1190,09,25.689255,1,,99,5,10,9,1
3,54,1190,10,2.5735798,1,1,99,5,99,99,9
3,54,1191,01,28.265572,1,2,99,1,9,8,1
3,54,1191,02,28.804928,2,2,0,2,6,10,9
3,54,1191,03,10.737851,1,1,99,3,4,14,9
3,54,1191,04,8.2628336,2,1,0,4,2,99,9
3,54,1191,05,6.0752907,1,1,99,3,0,99,9
3,54,1191,06,3.9397674,1,1,99,3,99,99,9
3,54,1191,07,68.167007,1,,99,5,6,0,9
3,54,1192,01,41.92197,1,2,99,1,4,9,1
3,54,1192,02,38.072552,2,2,0,2,6,5,1
3,54,1192,03,15.980835,1,,99,3,9,0,9
3,54,1192,04,14.332649,1,,99,3,6,0,9
3,54,1192,05,13.015742,1,,99,3,4,0,9
3,54,1192,06,12.123203,1,,99,3,3,0,9
3,54,1192,07,9.0349073,2,1,0,4,2,99,9
3,54,1193,01,25.598906,1,,99,1,6,9,1
3,54,1193,02,23.827515,2,,0,2,6,10,9
3,54,1193,03,3.2087612,2,1,0,4,99,99,9
3,54,1193,04,1.7193702,2,1,0,4,99,99,9
3,54,1193,05,.62422997,1,1,99,3,99,99,9
3,54,1194,01,50.568104,1,,99,1,13,7,1
3,54,1194,02,49.004791,2,,0,2,9,10,9
3,54,1194,03,26.283367,2,,0,4,12,4,1
3,54,1194,04,24.024641,1,,99,3,10,7,1
3,54,1194,05,22.004107,2,,0,4,12,9,1
3,54,1194,06,19.696098,2,,0,4,12,14,9
3,54,1194,07,18.302532,2,,0,4,10,14,9
3,54,1194,08,14.819986,2,,0,4,8,14,9
3,54,1194,09,10.10267,1,1,99,3,4,14,9
3,54,1194,10,6.8501029,1,1,99,3,1,99,9
3,54,1194,11,19.063656,2,,0,4,10,9,1
3,54,1195,01,48.027378,1,,99,1,7,8,1
3,54,1195,02,43.641342,2,,0,2,7,10,9
3,54,1195,03,28.013689,2,,0,4,14,5,1
3,54,1195,04,27.581108,1,,99,5,12,5,1
3,54,1195,05,7.4551678,1,1,99,5,1,99,9
3,54,1195,06,.93086928,2,1,0,5,99,99,9
3,54,1196,01,32.355919,2,,6,9,6,10,9
3,54,1197,01,56.547569,1,,99,1,10,7,1
3,54,1197,02,53.043121,2,,0,2,0,10,9
3,54,1197,03,26.965092,2,,0,4,14,4,1
3,54,1197,04,25.01848,2,,0,4,13,9,1
3,54,1197,05,18.770704,2,,0,4,11,9,1
3,54,1197,06,14.825462,2,,0,4,9,0,9
3,54,1198,01,64.22998,1,2,99,1,3,7,1
3,54,1198,02,63.887749,2,2,0,2,3,10,9
3,54,1198,03,43.37851,1,,99,3,6,7,1
3,54,1198,04,35.66872,1,,99,3,6,9,1
3,54,1198,05,32.29295,1,,99,3,4,9,1
3,54,1198,06,28.386038,2,,0,4,0,0,9
3,54,1198,07,11.665982,2,1,0,4,6,14,9
3,54,1199,01,26.173853,1,,99,1,8,8,1
3,54,1199,02,31.22245,2,,0,2,14,2,1
3,54,1200,01,33.103355,1,2,99,1,9,9,1
3,54,1200,02,34.17659,2,2,11,2,6,10,9
3,54,1200,03,6.4038329,2,1,0,4,22,99,9
3,54,1200,04,4.4845996,1,1,99,3,99,99,9
3,54,1200,05,.8021903,2,1,0,4,99,99,9
3,54,1201,02,25.71937,2,,12,9,12,1,1
3,54,1202,01,28.07666,1,,99,1,13,7,1
3,54,1202,02,27.567419,2,,7,2,10,10,9
3,54,1202,03,4.5667353,1,1,99,3,99,99,9
3,54,1202,04,24.235455,1,,99,5,10,8,1
3,54,1202,05,22.959618,1,,99,5,6,9,1
3,54,1202,06,23.249828,2,,7,5,10,10,9
3,54,1202,07,19.915127,2,,0,5,10,5,1
3,54,1203,01,32.090347,1,,99,1,10,8,1
3,54,1203,02,26.907597,2,,0,2,9,10,9
3,54,1203,03,6.1273103,1,1,99,3,22,99,9
3,54,1203,04,4.8898015,1,1,99,3,99,99,9
3,54,1204,01,42.228611,1,,99,1,5,6,1
3,54,1204,02,42.280628,2,,0,2,6,10,9
3,54,1204,03,22.973307,1,,99,3,11,9,1
3,54,1204,04,20.273785,2,,0,5,11,9,1
3,54,1204,05,15.854894,2,,0,4,9,14,9
3,54,1204,06,1.3333334,1,1,99,5,99,99,9
3,54,1205,01,64.971939,2,3,0,1,3,10,9
3,54,1205,02,30.502396,2,,0,4,6,10,9
3,54,1205,03,39.063656,1,,99,5,6,7,1
3,54,1205,04,7.5509925,2,1,0,5,1,99,9
3,54,1205,05,3.7344284,2,1,0,5,99,99,9
3,54,1206,01,56.889801,1,,99,1,2,0,9
3,54,1206,02,98.997948,2,,0,5,10,9,1
3,54,1206,03,23.430527,1,1,99,3,14,14,9
3,54,1206,04,14.422997,1,,99,3,7,14,9
3,54,1206,05,29.552361,2,2,0,4,14,2,1
3,54,1206,06,32.120464,1,2,99,5,10,8,1
3,54,1206,07,1.8809035,1,1,99,5,99,99,9
3,54,1207,01,52.939083,1,,99,1,1,1,0
3,54,1208,01,25.79603,1,,99,1,12,8,1
3,54,1208,02,26.392881,2,,0,2,14,4,1
3,54,1209,01,60.380562,2,3,0,9,12,0,9
3,54,1209,02,29.538671,2,,12,9,12,10,9
3,54,1210,01,69.043121,2,3,0,9,14,0,9
3,54,1210,02,32.602325,2,,6,9,14,10,9
3,54,1211,01,57.221081,1,,99,1,10,0,9
3,54,1211,02,49.941135,2,,0,2,3,10,9
3,54,1211,03,32.443531,2,,0,4,6,10,9
3,54,1211,04,28.676249,1,,99,3,6,8,1
3,54,1211,05,30.288843,2,,0,4,6,0,9
3,54,1211,06,22.086243,2,,0,4,14,4,1
3,54,1211,07,20.391512,2,,0,4,10,0,9
3,54,1211,08,8.5530462,1,1,99,5,1,99,9
3,54,1211,09,6.4093089,2,1,0,5,23,99,9
3,54,1212,01,45.634499,1,2,99,1,6,8,1
3,54,1212,02,44.11499,2,2,0,2,6,10,9
3,54,1212,03,22.110884,1,,99,3,10,3,1
3,54,1212,04,19.986311,1,,99,3,10,0,9
3,54,1213,01,39.195072,1,,99,1,11,8,1
3,54,1213,02,35.074608,2,,0,2,8,10,9
3,54,1213,03,18.751539,2,,0,4,11,14,9
3,54,1213,04,16.728268,2,,0,4,10,14,9
3,54,1213,05,12.468172,1,,99,3,6,14,9
3,54,1213,06,10.554415,2,1,0,4,4,14,9
3,54,1214,01,36.25462,1,,99,1,12,5,1
3,54,1214,02,30.642027,2,,0,2,10,10,9
3,54,1214,03,9.6071186,2,1,0,4,3,99,9
3,54,1214,04,4.8542094,2,1,0,4,99,99,9
3,54,1214,05,1.1088296,1,1,99,3,99,99,9
3,54,1214,06,28.873375,1,,99,5,12,8,1
3,69,1215,01,46.179329,1,,99,1,15,1,1
3,69,1215,02,43.085556,2,,0,2,15,2,1
3,69,1215,03,14.212183,2,,0,4,8,14,9
3,69,1215,04,9.0732374,1,1,99,3,3,99,9
3,69,1215,05,5.1909652,1,1,99,3,99,99,9
3,69,1216,01,33.451061,1,2,99,1,10,8,1
3,69,1216,02,32.457222,2,2,0,2,12,5,1
3,69,1216,03,4.1286788,1,1,99,3,99,99,9
3,69,1216,04,66.948662,2,3,0,5,6,10,9
3,69,1216,05,35.307323,2,1,0,5,12,5,1
3,69,1216,06,18.105408,1,,99,5,11,8,1
3,69,1217,01,44.960987,1,,99,1,8,1,1
3,69,1217,02,45.429157,2,,0,2,6,1,0
3,69,1217,03,22.310745,1,,99,3,12,9,0
3,69,1217,04,18.39562,1,,99,3,11,9,0
3,69,1218,01,72.703629,2,,0,1,14,15,9
3,69,1218,02,37.33881,1,,99,5,12,10,9
3,69,1219,01,40.199863,1,2,99,1,11,1,1
3,69,1219,02,47.315536,2,2,0,2,10,10,9
3,69,1219,03,18.507872,1,,99,3,12,0,9
3,69,1219,04,16.613279,2,,0,4,8,14,9
3,69,1219,05,14.721424,2,,0,4,7,14,9
3,69,1219,06,12.714579,1,,99,3,5,14,9
3,69,1220,01,64.005478,2,3,0,1,6,10,9
3,69,1220,02,34.234085,1,,99,3,14,10,9
3,69,1220,03,36.235455,2,,0,4,10,1,1
3,69,1220,04,9.2429838,1,1,99,5,3,99,9
3,69,1220,05,6.7296371,1,1,99,5,1,99,9
3,69,1220,06,15.846681,2,,0,5,9,14,9
3,69,1220,07,13.472963,2,,0,5,7,14,9
3,69,1221,01,77.691994,1,2,99,1,14,0,9
3,69,1221,02,71.578369,2,2,0,2,14,10,9
3,69,1221,03,33.133469,1,,99,3,14,4,1
3,69,1221,04,25.891855,2,,0,4,15,4,1
3,69,1221,05,38.636551,2,,0,4,14,10,9
3,69,1221,06,10.069816,1,1,99,5,5,14,9
3,69,1222,01,24.81588,1,,99,1,13,8,1
3,69,1222,02,25.563313,2,,0,2,11,14,9
3,69,1222,03,5.0787134,1,1,99,3,99,99,9
3,69,1222,04,1.4209446,1,1,99,3,99,99,9
3,69,1223,01,75.471596,2,2,0,9,7,0,9
3,69,1224,01,37.169064,1,,99,1,8,7,1
3,69,1224,02,36.692677,2,,0,2,10,0,9
3,69,1225,01,75.156738,2,3,0,9,7,0,9
3,69,1226,01,31.679672,1,,99,1,10,8,2
3,69,1226,02,29.33881,2,,0,2,11,10,9
3,69,1226,03,2.110883,1,1,99,3,99,99,9
3,69,1226,04,24.668036,1,,99,5,10,0,9
3,69,1227,01,72.821358,1,2,99,9,6,5,0
3,69,1228,01,36.788502,1,2,99,1,8,8,1
3,69,1228,02,30.354551,2,2,0,2,10,10,9
3,69,1228,03,6.5160847,2,1,0,4,23,99,9
3,69,1228,04,5.2046542,2,1,0,4,99,99,9
3,69,1228,05,1.7960302,2,1,0,4,99,99,9
3,69,1229,01,59.578369,1,2,99,1,12,6,1
3,69,1229,02,61.032169,2,2,0,2,6,10,9
3,69,1229,03,29.823408,1,,99,3,13,1,1
3,69,1229,04,29.702944,2,,0,5,13,10,9
3,69,1229,05,6.9103355,1,1,99,5,23,99,9
3,69,1229,06,5.0622859,2,1,0,5,99,99,9
3,69,1229,07,1.9000684,1,1,99,5,99,99,9
3,69,1230,01,49.371662,1,,99,1,10,8,1
3,69,1230,02,51.433266,2,,0,2,10,10,9
3,69,1230,03,24.380562,2,,0,4,10,0,9
3,69,1230,04,21.601643,1,,99,3,10,8,1
3,69,1230,05,18.976044,1,,99,3,9,14,9
3,69,1230,06,80.470909,2,3,0,5,3,0,9
3,69,1230,07,10.51061,1,1,99,5,5,14,9
3,69,1230,08,6.0533881,2,1,0,5,23,99,9
3,69,1230,09,16.418892,2,,0,5,9,0,9
3,69,1231,01,55.920601,1,2,99,1,3,6,1
3,69,1231,02,53.615334,2,2,0,2,3,10,9
3,69,1231,03,26.321697,2,,0,4,10,9,1
3,69,1231,04,22.187542,2,1,0,4,10,9,1
3,69,1231,05,21.207392,1,1,99,3,8,9,1
3,69,1231,06,19.164955,2,,0,4,10,9,1
3,69,1231,07,16.698153,1,,99,3,10,9,1
3,69,1231,08,6.4695415,2,1,0,5,0,99,9
3,69,1232,01,37.371662,2,,10,9,10,10,9
3,69,1233,07,67.216972,2,3,0,9,7,0,9
3,69,1234,01,61.426422,1,2,99,1,3,6,1
3,69,1234,02,61.363449,2,2,0,2,4,10,9
3,69,1234,03,35.778233,2,,0,4,11,7,1
3,69,1234,04,33.566051,2,,0,4,11,9,1
3,69,1234,05,31.033539,1,,99,3,14,8,2
3,69,1234,06,29.034908,2,,0,4,10,7,1
3,69,1234,07,23.493498,2,,0,4,15,0,9
3,69,1234,08,26.209446,1,,99,3,11,0,9
3,69,1234,09,21.702944,2,,0,5,7,10,9
3,69,1234,10,2.7460644,2,1,0,5,99,99,9
3,69,1234,11,76.837784,1,2,99,5,2,0,9
3,69,1234,12,64.350449,2,1,0,5,4,7,0
3,69,1235,01,72.678986,1,3,99,9,6,0,9
3,69,1236,01,47.329227,1,,99,1,5,9,1
3,69,1236,02,26.234087,1,,99,3,10,9,1
3,69,1236,03,23.715263,1,,99,3,6,8,1
3,69,1236,04,19.282682,1,,99,3,6,9,1
3,69,1236,05,16.804928,1,,99,3,8,14,9
3,69,1236,06,14.839151,2,,0,4,7,14,9
3,69,1236,07,12.941821,1,,99,3,4,14,9
3,69,1236,08,9.9137573,1,1,99,3,3,99,9
3,69,1236,09,6.7049966,2,1,0,4,23,99,9
3,69,1236,10,89.806984,2,3,0,5,3,10,9
3,69,1237,01,35.326488,1,2,99,1,9,8,1
3,69,1237,02,34.866531,2,2,0,2,10,10,9
3,69,1237,03,15.321013,1,,99,3,8,14,9
3,69,1237,04,12.487337,2,,0,4,6,14,9
3,69,1238,01,68.287476,1,3,99,1,6,9,1
3,69,1238,02,33.659138,1,,99,3,6,10,9
3,69,1239,01,66.899384,1,4,99,1,2,4,1
3,69,1240,01,65.226555,2,3,0,1,4,10,9
3,69,1241,01,32.799454,1,,99,1,6,9,1
3,69,1241,02,25.812458,2,,0,2,10,10,9
3,69,1241,03,1.5140315,1,1,99,3,99,99,9
3,69,1242,01,40.262833,1,,99,1,7,6,1
3,69,1242,02,39.849419,2,,0,2,13,10,9
3,69,1242,03,17.60438,1,,99,3,7,0,9
3,69,1242,04,14.302532,1,,99,3,7,14,9
3,69,1242,05,5.5003424,1,1,99,3,99,99,9
3,69,1242,06,80.585899,2,,0,5,5,0,9
3,69,1243,01,64.780289,2,3,0,1,3,10,9
3,69,1243,02,39.132103,2,,0,4,12,5,2
3,69,1243,03,32.049282,1,,99,5,12,8,1
3,69,1243,04,9.8069811,1,1,99,5,2,99,9
3,69,1244,01,35.674194,2,,10,9,6,10,9
3,69,1245,01,24.520191,2,,6,9,8,10,9
3,69,1246,01,26.639288,2,,10,9,14,10,9
3,69,1247,01,47.241615,1,,99,1,14,4,1
3,69,1247,02,38.277893,2,,0,2,12,10,9
3,69,1247,03,18.754278,2,,0,4,12,14,9
3,69,1247,04,17.319645,1,,99,3,10,14,9
3,69,1247,05,13.689254,1,,99,3,7,14,9
3,69,1247,06,10.160164,1,1,99,3,3,14,9
3,69,1248,01,38.828201,1,2,99,1,10,5,1
3,69,1248,02,35.195072,2,2,0,2,10,10,9
3,69,1248,03,15.901438,1,,99,3,10,14,9
3,69,1248,04,14.581793,1,,99,3,8,14,9
3,69,1248,05,11.978097,2,1,0,4,6,14,9
3,69,1248,06,3.797399,2,1,0,4,99,99,9
3,69,1249,01,45.201916,1,,99,1,6,6,1
3,69,1249,02,44.511978,2,,0,2,10,10,9
3,69,1249,03,16.531143,2,,0,4,9,14,9
3,69,1249,04,9.9657764,1,1,99,3,3,99,9
3,69,1249,05,4.8268309,1,1,99,3,99,99,9
3,69,1250,01,57.560574,1,,99,1,10,9,1
3,69,1250,02,37.305954,2,,0,2,8,9,1
3,69,1250,03,17.916496,1,,99,3,10,9,1
3,69,1250,04,15.830254,2,,0,4,9,14,9
3,69,1250,05,13.067761,2,,0,4,6,14,9
3,69,1250,06,10.735113,2,1,0,4,4,14,9
3,69,1250,07,8.3258047,1,1,99,3,2,99,9
3,69,1250,08,78.724159,2,3,0,5,0,0,9
3,69,1251,01,49.535934,1,2,99,1,6,5,1
3,69,1251,02,48.22998,2,2,0,2,6,10,9
3,69,1251,03,18.485968,1,,99,3,10,0,9
3,69,1251,04,16.878851,1,,99,3,10,0,9
3,69,1251,05,13.010267,2,,0,4,5,14,9
3,69,1251,06,11.882273,1,1,99,3,4,14,9
3,69,1251,07,7.0472279,1,1,99,3,22,99,9
3,69,1251,08,2.1546886,2,1,0,4,99,99,9
3,69,1252,01,57.697468,2,,0,1,18,2,1
3,69,1252,02,28.128679,1,,99,3,14,2,1
3,69,1252,03,25.31143,1,,99,3,14,2,1
3,69,1252,04,24.238194,1,,99,3,12,1,1
3,69,1252,05,20.908966,2,,0,4,13,14,9
