regcode,provcode,hhnum,member_code,age,sex,csc,psc,rhc,educ,occup,wrkpl
41,56,6182,10,21.303217,2,2,0,5,10,8,1
41,56,6182,11,.44900754,1,1,99,5,99,99,9
41,56,6183,01,20.766598,2,,8,9,7,10,9
41,56,6184,01,42.228611,1,,99,1,10,7,1
41,56,6184,02,41.30048,2,,0,2,5,10,9
41,56,6184,03,64.339493,2,,0,5,10,0,9
41,56,6185,01,51.26078,1,,99,1,6,8,1
41,56,6185,02,56.167007,2,,0,2,6,9,1
41,56,6185,03,24.720055,1,,99,3,14,3,1
41,56,6185,04,22.965092,1,,99,3,10,0,9
41,56,6185,05,23.129364,2,,5,5,14,2,1
41,56,6185,06,14.365503,1,,99,5,6,14,9
41,56,6185,07,12.900753,1,,99,5,6,14,9
41,56,6185,08,3.1567419,2,1,0,5,99,99,9
41,56,6186,01,34.85284,1,,99,1,10,5,1
41,56,6186,02,27.285421,2,,0,2,10,10,9
41,56,6186,03,7.5893226,2,1,0,4,2,99,9
41,56,6186,04,5.5496235,1,1,99,3,99,99,9
41,56,6186,05,4.3477073,2,1,0,4,99,99,9
41,56,6186,06,14.970568,2,,0,5,1,14,9
41,56,6187,01,43.641342,1,,99,1,10,1,0
41,56,6187,02,34.392883,2,,0,2,10,5,1
41,56,6187,03,13.073237,1,,99,3,7,14,9
41,56,6187,04,11.832991,1,1,99,3,6,14,9
41,56,6187,05,9.7522249,1,1,99,3,3,99,9
41,56,6187,06,1.8261465,2,1,0,4,99,99,9
41,56,6188,01,37.78508,1,,99,1,10,7,1
41,56,6188,02,39.252567,2,,10,2,11,10,9
41,56,6188,03,14.787132,1,,99,3,8,14,9
41,56,6188,04,11.772758,1,1,99,3,5,14,9
41,56,6188,05,9.785079,2,1,0,4,3,99,9
41,56,6188,06,5.3798766,2,1,0,4,99,99,9
41,56,6188,07,.13689254,1,1,99,3,99,99,9
41,56,6189,01,65.349762,2,2,0,9,6,5,0
41,56,6190,01,51.414101,1,2,99,1,10,7,0
41,56,6190,02,48.208076,2,2,0,2,10,1,1
41,56,6190,03,14.918549,2,,0,4,3,14,9
41,56,6191,01,29.771389,1,2,99,1,2,8,1
41,56,6191,02,20.829569,2,2,0,2,10,10,9
41,56,6192,01,40.826832,2,,0,1,11,10,9
41,56,6192,02,9.3059549,1,1,99,3,22,99,9
41,56,6192,03,2.6830938,2,1,0,4,99,99,9
41,56,6192,04,78.850105,2,,0,0,2,0,9
41,56,6193,02,33.385353,2,,11,9,4,10,9
41,56,6194,01,40.125942,1,,99,1,6,6,1
41,56,6194,02,38.841888,2,,12,2,6,10,9
41,56,6194,03,18.245037,1,,99,3,10,6,1
41,56,6194,04,16.725531,2,,0,4,8,14,9
41,56,6194,05,14.800821,1,,99,3,5,14,9
41,56,6194,06,11.926078,2,1,0,4,2,14,9
41,56,6194,07,8.7255306,2,1,0,4,2,99,9
41,56,6194,08,7.1403151,1,1,99,3,22,99,9
41,56,6194,09,4.9856262,1,1,99,3,99,99,9
41,56,6194,10,1.100616,1,1,99,3,99,99,9
41,56,6195,01,54.5462,1,,99,1,6,6,1
41,56,6196,01,70.532509,1,2,99,1,0,6,1
41,56,6196,02,69.314171,2,2,0,2,4,5,1
41,56,6196,03,15.8987,1,,99,5,3,0,9
41,56,6197,01,51.824776,2,,0,1,2,6,1
41,56,6197,02,18.162903,1,,99,3,6,0,9
41,56,6197,03,12.974675,1,,99,3,4,14,9
41,56,6197,04,9.5058184,2,1,0,4,3,99,9
41,56,6197,05,20.112251,1,,99,3,4,0,9
41,56,6197,06,17.09514,2,,7,5,6,0,9
41,56,6198,01,49.171799,1,,99,1,5,6,1
41,56,6198,02,45.138947,2,,0,2,6,10,9
41,56,6198,03,19.548254,1,,99,3,6,6,1
41,56,6198,04,15.682409,1,,99,3,5,6,1
41,56,6198,05,27.822041,2,,0,4,8,5,1
41,56,6198,06,6.5379877,1,1,99,5,22,99,9
41,56,6199,01,63.488022,1,2,99,1,2,6,1
41,56,6199,02,57.749485,2,2,0,2,4,6,1
41,56,6199,03,22.926762,1,,99,3,10,6,1
41,56,6199,04,16.459959,1,,99,3,8,14,9
41,56,6199,05,15.011636,1,,99,3,10,14,9
41,56,6200,01,29.815195,1,,99,1,9,9,1
41,56,6200,02,29.221081,2,,0,2,6,10,9
41,56,6200,03,9.341547,1,1,99,3,1,99,9
41,56,6200,04,5.4976044,2,1,0,4,99,99,9
41,56,6201,01,43.890488,1,,99,1,1,6,1
41,56,6201,02,32.298428,2,,0,2,7,10,9
41,56,6201,03,11.791924,1,1,99,3,5,14,9
41,56,6201,04,9.6810408,1,1,99,3,3,99,9
41,56,6201,05,6.9349761,2,1,0,4,22,99,9
41,56,6201,06,5.0568104,1,1,99,3,99,99,9
41,56,6202,01,34.283367,2,,11,9,1,10,9
41,56,6203,01,34.127312,1,2,99,1,6,9,1
41,56,6203,02,29.201916,2,2,0,2,10,10,9
41,56,6203,03,11.433265,1,1,99,3,5,14,9
41,56,6203,04,5.8617387,2,1,0,4,99,99,9
41,56,6203,05,63.444218,2,3,0,5,6,0,9
41,56,6204,01,57.848049,1,2,99,1,0,6,1
41,56,6204,02,49.653664,2,2,0,2,3,10,9
41,56,6204,03,82.450378,2,3,0,5,0,0,9
41,56,6205,02,32.101299,2,,11,9,6,10,9
41,56,6206,01,72.89254,2,3,0,1,4,5,1
41,56,6207,01,29.226557,1,,99,1,10,5,1
41,56,6207,02,25.01848,2,,12,2,10,9,0
41,56,6207,03,5.3689256,2,1,0,4,99,99,9
41,56,6207,04,3.9041753,2,1,0,4,99,99,9
41,56,6207,05,1.3415469,2,1,0,4,99,99,9
41,56,6208,01,69.0924,2,3,0,1,2,6,1
41,56,6209,01,54.29158,1,,99,1,6,6,1
41,56,6209,02,53.51403,2,,0,2,6,10,9
41,56,6209,03,23.849419,2,,0,4,10,0,9
41,56,6210,01,44.865162,1,,99,1,3,6,1
41,56,6210,02,39.397675,2,,0,2,5,10,9
41,56,6210,03,18.006845,1,,99,3,6,9,1
41,56,6210,04,18.017796,2,,10,5,4,10,9
41,56,6210,05,.12867899,1,1,99,5,99,99,9
41,56,6211,01,51.874058,1,2,99,1,10,9,1
41,56,6211,02,48.651608,2,2,0,2,6,10,9
41,56,6211,03,23.345654,2,,0,4,10,9,1
41,56,6211,04,19.616701,2,,0,4,10,14,9
41,56,6211,05,12.843258,2,,0,4,6,14,9
41,56,6211,06,10.308008,2,1,0,4,3,14,9
41,56,6212,01,26.35729,1,,99,1,9,6,1
41,56,6212,02,20.835045,2,,0,2,9,10,9
41,56,6212,03,2.2505133,2,1,0,4,99,99,9
41,56,6212,04,89.661873,1,3,99,5,2,0,9
41,56,6213,01,38.855579,2,,2,9,7,10,9
41,56,6214,01,26.143738,1,,99,1,6,6,1
41,56,6214,02,22.058865,2,,10,2,9,10,9
41,56,6214,03,1.2758385,2,1,0,4,99,99,9
41,56,6214,04,.32032853,1,1,99,3,99,99,9
41,56,6215,01,47.080082,1,2,99,1,6,9,1
41,56,6215,02,40.635181,2,2,0,2,6,10,9
41,56,6215,03,10.201232,2,1,0,4,1,14,9
41,56,6215,04,4.5065026,1,1,99,3,99,99,9
41,56,6216,01,63.436005,1,2,99,1,6,7,1
41,56,6216,02,56.123203,2,2,0,2,6,9,1
41,56,6216,03,31.956194,1,,99,3,6,0,9
41,56,6216,04,28.832306,1,,99,3,6,6,1
41,56,6216,05,19.126625,1,,99,3,6,6,1
41,56,6216,06,12.131417,1,,99,3,5,14,9
41,56,6217,01,30.540726,1,,99,1,6,9,0
41,56,6217,02,23.904175,2,,0,2,3,9,1
41,56,6218,01,57.32238,1,,99,1,6,6,1
41,56,6218,02,22.833675,1,,99,3,14,3,1
41,56,6218,03,17.330595,2,,0,4,12,14,9
41,56,6219,01,66.647499,1,2,99,1,7,6,1
41,56,6219,02,61.325119,2,2,0,2,6,10,9
41,56,6219,03,26.349075,1,,99,3,6,6,1
41,56,6219,04,21.560575,1,,99,3,7,6,1
41,56,6219,05,16.213552,1,,99,5,10,0,9
41,56,6220,01,43.493496,1,,99,1,13,6,1
41,56,6220,02,43.564682,2,,0,2,6,1,1
41,56,6220,03,15.181382,1,,99,3,8,14,9
41,56,6220,04,8.1889114,1,1,99,3,1,99,9
41,56,6221,01,81.108833,1,2,99,9,6,0,9
41,56,6221,02,81.426422,2,2,0,9,7,0,9
41,56,6222,01,61.848049,2,3,0,1,6,10,9
41,56,6222,02,27.441479,2,1,0,4,14,5,1
41,56,6223,01,43.356606,1,,99,1,12,9,1
41,56,6223,02,38.973305,2,,0,2,14,3,1
41,56,6223,03,16.717318,2,,0,4,10,14,9
41,56,6223,04,14.740588,1,,99,3,8,14,9
41,56,6223,05,4.0930867,2,1,0,4,99,99,9
41,56,6224,01,63.359344,1,2,99,9,6,7,0
41,56,6225,01,53.790554,1,,99,1,6,9,1
41,56,6225,02,49.021217,2,,0,2,4,10,9
41,56,6225,03,18.513348,2,,0,4,10,5,1
41,56,6225,04,13.264887,1,,99,3,7,14,9
41,56,6225,05,24.678988,2,,0,5,0,0,9
41,56,6226,01,34.242298,1,,99,1,10,6,1
41,56,6226,02,10.524299,1,1,99,3,4,14,9
41,56,6227,01,39.471596,1,,99,1,6,9,1
41,56,6227,02,35.786449,2,,12,2,4,7,1
41,56,6227,03,12.706366,1,,99,3,6,0,9
41,56,6227,04,9.3524981,2,1,0,4,3,99,9
41,56,6227,05,5.1143055,1,1,99,3,99,99,9
41,56,6227,06,4.0629706,2,1,0,4,99,99,9
41,56,6227,07,1.1581109,1,1,99,3,99,99,9
41,56,6228,01,59.206024,1,2,99,1,2,6,1
41,56,6228,02,53.776867,2,2,0,2,4,10,9
41,56,6228,03,11.230664,1,1,99,3,3,14,9
41,56,6228,04,7.6906228,1,1,99,3,1,99,9
41,56,6229,01,29.409992,1,,99,1,10,6,1
41,56,6229,02,27.282682,2,,12,2,10,10,9
41,56,6229,03,1.9904175,2,1,0,4,99,99,9
41,56,6229,04,21.459274,1,,99,0,6,6,1
41,58,6230,01,45.130733,1,,99,1,10,1,0
41,58,6230,02,44.199863,2,,0,2,10,4,1
41,58,6230,03,20.169746,2,,0,4,10,8,1
41,58,6230,04,13.190965,1,,99,3,2,14,9
41,58,6231,01,33.442848,1,,99,1,9,6,1
41,58,6231,02,23.917864,2,,0,2,8,9,1
41,58,6231,03,7.9370294,1,1,99,3,1,99,9
41,58,6231,04,3.4442163,1,1,99,3,99,99,9
41,58,6231,05,1.5468857,1,1,99,3,99,99,9
41,58,6232,01,37.541409,1,,99,1,13,8,1
41,58,6232,02,37.954826,2,,9,2,10,10,9
41,58,6232,03,11.909651,1,1,99,3,4,14,9
41,58,6232,04,10.715948,1,1,99,3,3,14,9
41,58,6232,05,9.6481857,1,1,99,3,3,99,9
41,58,6232,06,7.7481179,1,1,99,3,1,99,9
41,58,6233,01,30.488707,1,2,99,1,7,9,1
41,58,6233,02,30.888433,2,2,0,2,8,10,9
41,58,6233,03,8.4709101,2,1,0,4,1,99,9
41,58,6233,04,1.2183436,1,1,99,3,99,99,9
41,58,6234,01,34.959618,1,,99,1,10,7,1
41,58,6234,02,29.908281,2,,0,2,10,10,9
41,58,6234,03,6.8610539,1,1,99,3,22,99,9
41,58,6234,04,3.8275154,2,1,0,4,99,99,9
41,58,6235,01,53.522243,2,,0,1,10,10,9
41,58,6235,02,19.893225,1,,99,3,9,0,9
41,58,6235,03,24.761122,1,,99,5,11,0,9
41,58,6236,01,28.720055,1,,99,1,13,8,1
41,58,6236,02,25.741274,2,,0,2,10,10,9
41,58,6236,03,7.1622176,1,1,99,3,1,99,9
41,58,6236,04,4.3477073,1,1,99,3,99,99,9
41,58,6236,05,1.6892539,2,1,0,4,99,99,9
41,58,6237,01,46.417522,1,,99,1,10,8,1
41,58,6237,02,40.314854,2,,0,2,10,10,9
41,58,6237,03,14.644764,1,,99,3,8,14,9
41,58,6237,04,1.6235455,1,1,99,3,99,99,9
41,58,6238,01,50.598221,1,,99,1,10,8,1
41,58,6238,02,50.425735,2,,0,2,12,5,2
41,58,6238,03,20.646133,2,,0,4,13,14,9
41,58,6238,04,19.904175,2,,0,4,13,14,9
41,58,6238,05,18.225872,1,,99,3,8,0,9
41,58,6239,01,43.060917,1,,99,1,7,7,1
41,58,6239,02,42.951405,2,,0,2,7,10,9
41,58,6239,03,18.026011,1,,99,3,10,0,9
41,58,6239,04,16.093086,1,,99,3,8,14,9
41,58,6239,05,12.835045,1,,99,3,5,14,9
41,58,6239,06,9.1745377,1,1,99,3,1,99,9
41,58,6239,07,3.2689939,1,1,99,3,99,99,9
41,58,6240,01,49.771389,1,,99,1,10,9,1
41,58,6240,02,48.281998,2,,0,2,10,10,9
41,58,6241,01,42.047913,1,2,99,1,12,5,1
41,58,6241,02,45.117043,2,2,0,2,13,0,9
41,58,6241,03,26.967831,2,2,0,4,11,10,9
41,58,6241,04,3.3018479,2,1,0,5,99,99,9
41,58,6241,05,25.71937,1,1,99,3,12,0,9
41,58,6241,06,21.248461,2,1,0,0,8,0,9
41,58,6241,07,3.5509925,2,1,0,0,99,99,9
41,58,6241,08,18.231348,2,,0,0,10,0,9
41,58,6241,09,37.757702,1,2,99,0,8,7,1
41,58,6241,10,30.015059,2,,10,0,9,10,9
41,58,6241,11,4.6461329,2,1,0,0,99,99,9
41,58,6241,12,.56399727,2,1,0,0,99,99,9
41,58,6241,13,24.314854,1,1,99,3,6,0,9
41,58,6242,01,60.878849,2,3,0,9,1,0,9
41,58,6243,01,52.747433,2,,0,1,14,10,9
41,58,6243,02,26.313484,1,,99,3,1,9,1
41,58,6243,03,18.959618,2,,11,5,7,10,9
41,58,6243,04,.60506505,2,1,0,5,99,99,9
41,58,6244,01,27.008898,1,,99,1,6,5,1
41,58,6244,02,22.959618,2,,11,2,10,10,9
41,58,6244,03,.91444218,1,1,99,3,99,99,9
41,58,6245,01,49.177277,1,,99,1,13,7,1
41,58,6245,02,50.302532,2,,0,2,10,10,9
41,58,6245,03,23.772758,1,,99,3,10,4,1
41,58,6245,04,22.472279,1,,99,3,14,14,9
41,58,6246,01,65.842575,2,4,0,1,6,10,9
41,58,6246,02,32.851471,1,2,99,3,10,9,1
41,58,6246,03,21.801506,2,2,0,5,11,10,9
41,58,6246,04,1.9986311,1,1,99,5,99,99,9
41,58,6246,05,31.175907,2,,0,4,9,0,9
41,58,6246,06,35.939766,1,,99,5,9,8,1
41,58,6246,07,11.085558,1,1,99,5,5,14,9
41,58,6246,08,10.075291,2,1,0,5,4,14,9
41,58,6247,01,38.004108,1,,99,1,10,7,1
41,58,6247,02,52.309376,2,,0,2,6,5,1
41,58,6247,03,6.2614646,1,1,99,3,22,99,9
41,58,6248,01,51.414101,1,,99,1,10,5,1
41,58,6248,02,49.056812,2,,0,2,12,10,9
41,58,6248,03,23.197809,1,,99,3,13,14,9
41,58,6248,04,20.741957,2,,5,4,12,10,9
41,58,6248,05,19.282682,2,,0,4,11,14,9
41,58,6248,06,16.643394,2,,0,4,8,14,9
41,58,6249,01,66.636551,1,2,99,1,5,0,9
41,58,6249,02,65.949348,2,2,0,2,6,10,9
41,58,6249,03,25.648186,2,,0,4,6,0,9
41,58,6249,04,1.6646132,1,1,99,5,99,99,9
41,58,6249,05,.071184121,2,1,0,5,99,99,9
41,58,6250,01,48.517452,1,,99,1,9,7,1
41,58,6250,02,45.771389,2,,0,2,10,5,1
41,58,6250,03,18.299795,1,,99,3,10,0,9
41,58,6250,04,20.183435,1,,99,3,10,9,1
41,58,6250,05,23.958933,2,,0,4,9,10,9
41,58,6250,06,25.141684,1,,99,5,10,9,1
41,58,6250,07,5.557837,2,1,0,5,99,99,9
41,58,6250,08,3.6550307,2,1,0,5,99,99,9
41,58,6250,09,1.2648871,2,1,0,5,99,99,9
41,58,6251,01,74.765228,1,2,99,9,6,0,9
41,58,6251,02,73.35524,2,2,0,9,11,0,9
41,58,6251,03,29.051334,2,,12,9,11,10,9
41,58,6252,01,46.023273,1,,99,1,9,9,1
41,58,6252,02,45.352497,2,,12,2,6,9,1
41,58,6252,03,16.098562,2,,0,4,9,14,9
41,58,6252,04,14.970568,2,,0,4,8,14,9
41,58,6252,05,13.590692,2,,0,4,6,0,9
41,58,6252,06,10.850102,1,1,99,3,4,14,9
41,58,6252,07,8.6516085,1,1,99,3,2,99,9
41,58,6252,08,1.2128679,1,1,99,3,99,99,9
41,58,6253,01,40.793976,1,2,99,1,10,3,1
41,58,6253,02,34.855579,2,2,0,2,12,10,9
41,58,6253,03,8.8186178,1,1,99,3,3,99,9
41,58,6253,04,25.812458,1,,99,5,10,9,1
41,58,6253,05,30.028748,2,,11,5,14,10,9
41,58,6253,06,.8295688,2,1,0,5,99,99,9
41,58,6254,01,26.778919,2,,0,1,2,7,1
41,58,6254,02,16.862423,1,,99,5,9,14,9
41,58,6254,03,31.197809,2,,0,5,10,7,0
41,58,6255,03,31.529089,2,,11,9,9,10,9
41,58,6256,01,32.041069,1,,99,1,10,1,1
41,58,6256,02,75.080086,2,2,0,5,4,10,9
41,58,6256,03,72.117729,1,2,99,5,6,0,9
41,58,6256,04,17.946611,1,,99,5,6,0,9
41,58,6257,01,49.607117,1,,99,1,14,2,1
41,58,6257,02,40.109512,2,,0,2,14,10,9
41,58,6257,03,15.559206,2,,0,4,8,14,9
41,58,6257,04,13.946612,2,,0,4,8,14,9
41,58,6257,05,11.603012,1,1,99,3,5,14,9
41,58,6257,06,9.2402468,1,1,99,3,3,99,9
41,58,6257,07,5.2813144,2,1,0,4,99,99,9
41,58,6257,08,3.685147,1,1,99,3,99,99,9
41,58,6257,09,2.0424366,2,1,0,4,99,99,9
41,58,6258,01,24.991102,2,,0,1,14,0,9
41,58,6258,02,26.841888,1,,99,2,10,5,2
41,58,6258,03,47.40041,1,,99,5,9,7,1
41,58,6258,04,47.200546,2,2,0,5,9,10,9
41,58,6258,05,3.0417523,1,1,99,5,99,99,9
41,58,6258,06,21.856262,1,1,99,5,10,9,1
41,58,6258,07,24.265572,2,,8,5,10,10,9
41,58,6258,08,22.524298,1,,99,5,10,9,1
41,58,6258,09,3.2662561,2,1,0,5,99,99,9
41,58,6259,01,44.459957,1,,99,1,14,8,2
41,58,6259,02,31.13484,2,,0,2,6,10,9
41,58,6259,03,4.1232033,2,1,0,4,99,99,9
41,58,6259,04,.17248461,1,1,99,3,99,99,9
41,58,6259,05,56.246407,2,,0,5,5,0,9
41,58,6260,01,27.761806,1,,99,1,10,5,1
41,58,6260,02,43.26078,2,,0,2,14,5,1
41,58,6260,03,1.1088296,1,1,99,3,99,99,9
41,58,6260,04,21.828884,1,,99,5,11,0,9
41,58,6260,05,28.238194,2,,0,0,11,0,9
41,58,6261,01,33.180016,1,,99,1,14,2,1
41,58,6261,02,32.900753,2,,0,2,14,10,9
41,58,6262,01,33.911018,1,,99,1,14,4,1
41,58,6262,02,33.163586,2,,0,2,14,10,9
41,58,6262,03,11.627652,1,1,99,3,5,14,9
41,58,6262,04,7.9397674,2,1,0,4,1,99,9
41,58,6262,05,3.2744696,1,1,99,3,99,99,9
41,58,6262,06,26.294319,2,,0,0,6,9,0
41,58,6263,01,50.765228,2,,0,1,6,10,9
41,58,6263,02,19.78371,1,,99,3,6,9,1
41,58,6263,03,12.66256,1,,99,3,5,14,9
41,58,6264,01,26,2,,10,9,4,10,9
41,58,6265,01,41.546886,1,,99,1,8,8,1
41,58,6265,02,43.405888,2,,0,2,6,10,9
41,58,6265,03,21.393566,1,,99,3,6,8,1
41,58,6265,04,20.183435,1,,99,3,3,8,1
41,58,6265,05,17.596167,2,,0,4,6,0,9
41,58,6265,06,10.951404,2,1,0,4,4,14,9
41,58,6265,07,9.5030804,1,1,99,3,2,99,9
41,58,6266,01,61.839836,1,2,99,9,7,0,9
41,58,6267,01,53.557838,2,3,0,1,8,10,9
41,58,6267,02,16.741957,2,,0,4,9,0,9
41,58,6267,03,15.107461,2,,0,4,6,14,9
41,58,6268,01,44.62149,1,2,99,1,9,6,1
41,58,6268,02,36.944557,2,2,0,2,8,10,9
41,58,6268,03,16.804928,2,,0,4,10,14,9
41,58,6268,04,14.746064,1,,99,3,6,0,9
41,58,6268,05,9.8398361,2,1,0,4,3,99,9
41,58,6268,06,5.1553731,1,1,99,3,99,99,9
41,58,6269,01,60.046543,1,2,99,1,8,6,1
41,58,6269,02,54.056126,2,2,0,2,4,10,9
41,58,6269,03,28.268309,1,,99,3,13,9,1
41,58,6269,04,31.830254,1,,99,3,9,6,1
41,58,6269,05,26.250513,2,,0,5,8,10,9
41,58,6269,06,5.8535252,2,1,0,5,99,99,9
41,58,6270,01,35.572895,1,,99,1,8,6,1
41,58,6270,02,39.290897,2,,0,2,11,10,9
41,58,6270,03,9.8398361,2,1,0,4,3,99,9
41,58,6270,04,8.1806984,1,1,99,3,1,99,9
41,58,6271,01,49.798767,1,,99,1,3,9,1
41,58,6271,02,48.082134,2,,0,2,4,10,9
41,58,6271,03,29.883642,2,,0,4,6,0,9
41,58,6271,04,20.246407,2,,0,4,11,14,9
41,58,6272,01,69.867218,1,4,99,9,10,0,9
41,58,6272,02,69.393562,2,2,0,9,14,0,9
41,58,6273,01,48.744694,1,,99,1,10,5,1
41,58,6273,02,34.658455,2,,0,2,8,10,9
41,58,6273,03,16.402464,2,,0,4,9,14,9
41,58,6274,01,58.505135,1,,99,1,6,8,1
41,58,6274,02,58.108147,2,,0,2,8,10,9
41,58,6274,03,12.752909,2,,0,5,6,14,9
41,58,6274,04,4.0903492,1,1,99,5,99,99,9
41,58,6275,01,38.69952,1,,99,1,8,11,1
41,58,6275,02,34.335388,2,,12,2,6,10,9
41,58,6275,03,13.010267,2,,0,4,4,14,9
41,58,6275,04,11.802875,2,1,0,4,5,14,9
41,58,6275,05,7.8494182,2,1,0,4,1,99,9
41,58,6275,06,5.9466119,2,1,0,4,99,99,9
41,58,6275,07,3.2334018,2,1,0,4,99,99,9
41,58,6275,08,1.2238193,1,1,99,3,99,99,9
41,58,6276,01,50.365501,1,,99,1,10,15,9
41,58,6276,02,44.85421,2,,0,2,10,10,9
41,58,6276,03,19.641342,1,,99,3,12,14,9
41,58,6276,04,18.151951,1,,99,3,10,14,9
41,58,6276,05,16.955509,1,,99,3,10,14,9
41,58,6276,06,15.685147,1,,99,3,9,14,9
41,58,6276,07,14.45859,1,,99,3,8,14,9
41,58,6276,08,11.463381,2,1,0,4,5,14,9
41,58,6277,01,79.967148,2,3,0,1,6,15,9
41,58,6277,02,38.151951,2,,0,4,14,3,1
41,58,6278,01,47.485283,1,2,99,1,12,7,1
41,58,6278,02,46.836414,2,2,0,2,10,10,9
41,58,6278,03,12.922656,1,,99,3,6,14,9
41,58,6278,04,10.190281,1,1,99,3,3,14,9
41,58,6279,01,32.394249,1,2,99,1,15,8,1
41,58,6279,02,31.285421,2,2,0,2,10,5,1
41,58,6279,03,2.8227241,1,1,99,3,99,99,9
41,58,6279,04,1.724846,2,1,0,4,99,99,9
41,58,6279,05,12.484599,1,,99,3,6,14,9
41,58,6279,06,11.01985,2,1,0,4,4,14,9
41,58,6279,07,28.079397,1,4,99,5,15,1,1
41,58,6279,08,4.3805614,1,1,99,5,99,99,9
41,58,6280,01,28.646133,2,,10,9,14,1,1
41,58,6281,01,60.112251,1,3,99,1,14,8,1
41,58,6281,02,31.956194,2,,0,4,14,1,1
41,58,6281,03,34.012321,1,,99,5,14,4,1
41,58,6281,04,3.8795345,1,1,99,5,99,99,9
41,58,6281,05,32.977413,1,,99,3,12,8,1
41,58,6281,06,18.819986,2,,0,4,12,14,9
41,58,6282,01,22.138262,2,,9,9,10,10,9
41,58,6283,01,33.812458,1,,99,1,14,8,2
41,58,6283,02,33.368927,2,,0,2,14,10,9
41,58,6283,03,10.151951,2,1,0,4,3,14,9
41,58,6283,04,6.7980833,2,1,0,4,22,99,9
41,58,6283,05,3.3429158,2,1,0,4,99,99,9
41,58,6283,06,19.665981,2,,0,5,5,0,9
41,58,6284,01,40.70089,1,,99,1,14,2,1
41,58,6284,02,45.503078,2,,0,2,12,10,9
41,58,6284,03,11.96167,2,1,0,4,5,14,9
41,58,6284,04,7.2470908,2,1,0,4,1,99,9
41,58,6284,05,5.6700888,1,1,99,3,99,99,9
41,58,6284,06,77.407257,2,3,0,5,0,10,9
41,58,6284,07,27.975359,1,,99,5,14,5,1
41,58,6284,08,36.227242,2,,0,5,10,9,1
41,58,6284,09,8.1642714,2,1,0,5,3,99,9
41,58,6284,10,5.5304585,2,1,0,5,99,99,9
41,58,6285,01,45.719372,1,,99,1,15,1,1
41,58,6285,02,43.227924,2,,0,2,12,10,9
41,58,6285,03,16.229979,1,,99,3,9,14,9
41,58,6285,04,13.571527,2,,0,4,6,14,9
41,58,6285,05,11.589322,2,1,0,4,5,14,9
41,58,6286,01,55.559208,1,,99,1,12,5,1
41,58,6286,02,53.744011,2,,0,2,14,10,9
41,58,6286,03,20.177959,1,,99,3,12,14,9
41,58,6287,01,43.898701,1,2,99,1,10,1,1
41,58,6287,02,42.036961,2,2,0,2,12,1,1
41,58,6287,03,11.091034,2,1,0,4,4,14,9
41,58,6287,04,7.3483915,1,1,99,3,23,99,9
41,58,6288,01,59.436005,1,,99,1,10,8,1
41,58,6288,02,57.366188,2,,0,2,9,10,9
41,58,6288,03,67.663246,2,1,0,5,13,0,9
41,58,6289,01,66.384666,1,2,99,1,15,2,1
41,58,6289,02,38.173855,2,2,0,2,14,10,9
41,58,6289,03,14.759753,1,,99,3,8,14,9
41,58,6289,04,11.115674,2,1,0,4,4,14,9
41,58,6289,05,18.171116,2,,0,5,7,9,0
41,58,6290,01,34.976044,2,,11,9,10,10,9
41,58,6291,01,48.328541,1,,99,1,10,8,1
41,58,6291,02,47.564682,2,,0,2,10,7,0
41,58,6291,03,20.073921,1,,99,3,13,14,9
41,58,6291,04,18.806297,1,,99,3,10,14,9
41,58,6291,05,17.727583,2,,0,4,10,0,9
41,58,6291,06,12.561259,2,,0,4,6,14,9
41,58,6292,01,25.30048,1,,99,1,10,7,1
41,58,6292,02,23.47707,2,,0,2,10,4,1
41,58,6292,03,3.2991102,1,1,99,3,99,99,9
41,58,6292,04,1.7905544,1,1,99,3,99,99,9
41,58,6293,01,44.588638,1,,99,1,11,1,0
41,58,6293,02,40.320328,2,,0,2,12,10,9
41,58,6293,03,18.414783,2,,0,4,11,14,9
41,58,6293,04,15.813827,2,,0,4,9,14,9
41,58,6293,05,12.5859,2,,0,4,6,14,9
41,58,6293,06,4.2929502,2,1,0,4,99,99,9
41,58,6294,01,42.529774,1,,99,1,14,2,1
41,58,6294,02,49.363449,2,,0,2,13,10,9
41,58,6294,03,14.888433,2,,0,4,8,14,9
41,58,6294,04,13.815195,1,,99,3,7,14,9
41,58,6294,05,12.440794,2,,0,4,6,14,9
41,58,6295,01,46.934975,1,2,99,1,15,6,1
41,58,6295,02,47.879536,2,2,0,2,10,10,9
41,58,6295,03,18.483231,1,,99,3,11,14,9
41,58,6295,04,15.04449,2,,0,5,8,14,9
41,58,6295,05,6.3518138,2,1,0,5,22,99,9
41,58,6296,01,33.245724,2,,5,9,10,10,9
41,58,6297,02,30.997946,2,,11,9,10,10,9
41,58,6298,01,53.587952,1,,99,1,6,5,1
41,58,6298,02,59.890488,2,,0,2,10,7,0
41,58,6298,03,19.701574,2,,0,4,10,14,9
41,58,6298,04,55.326488,2,,0,5,0,0,9
41,58,6299,01,23.660507,1,2,99,1,8,8,1
41,58,6299,02,25.278576,2,2,10,2,10,10,9
41,58,6299,03,3.430527,2,1,0,4,99,99,9
41,58,6299,04,.33949348,1,1,99,3,99,99,9
41,58,6300,01,46.691307,1,,99,1,6,0,9
41,58,6300,02,46.088982,2,,0,2,6,10,9
41,58,6300,03,17.601643,1,,99,3,11,14,9
