makesafe,wdrinkng,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fwealthq,fuelused,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
99,6,2,1,3,3,195,1,1,2,6,4,30,1,11471,2,6,3,378.48529052734,2,5,0,0,1,0,0
1,5,1,1,4,1,195,0,1,2,6,4,30,3,11472,2,6,8,378.48529052734,2,1,0,1,1,0,1
1,5,2,1,3,1,195,0,0,2,6,4,30,1,11473,2,6,3,378.48529052734,2,1,1,1,0,0,0
99,5,2,1,4,1,195,1,1,1,6,4,30,1,11474,1,6,3,378.48529052734,0,5,0,0,1,0,1
99,5,2,0,3,1,195,9,0,1,6,4,30,1,11475,1,6,8,378.48529052734,5,1,0,0,0,0,1
99,5,2,1,4,1,195,0,1,2,6,4,30,1,11476,1,6,3,378.48529052734,2,5,0,0,0,0,1
99,5,2,1,3,1,195,0,0,2,6,4,30,2,11477,1,6,1,378.48529052734,2,1,0,0,1,0,1
99,5,2,1,3,1,195,0,0,1,6,4,30,2,11478,1,6,8,378.48529052734,5,1,0,0,1,0,1
99,5,2,1,3,1,195,0,0,1,6,4,30,1,11479,1,6,8,378.48529052734,2,1,1,0,0,0,1
4,5,2,1,3,1,195,0,0,2,6,4,30,2,11480,1,6,1,378.48529052734,2,1,1,1,0,0,0
99,5,2,1,4,1,195,0,1,2,6,4,30,2,11481,2,6,8,378.48529052734,2,1,0,0,1,0,0
99,5,2,1,3,1,195,0,0,1,6,4,30,1,11482,1,6,8,378.48529052734,2,1,1,0,0,0,1
99,5,2,2,4,1,195,1,1,1,6,4,30,1,11483,1,6,3,378.48529052734,0,5,0,0,1,0,1
99,5,2,1,3,1,195,0,0,1,6,4,30,1,11484,1,6,8,378.48529052734,2,1,0,0,0,0,1
1,5,2,1,1,1,195,1,1,1,6,4,30,1,11486,1,6,3,378.48529052734,0,5,0,1,1,0,0
1,5,3,1,1,1,195,0,1,2,6,4,30,2,11487,2,6,8,378.48529052734,2,1,0,1,1,0,0
4,4,2,2,3,1,194,0,1,1,6,2,30,1,11488,1,6,3,371.75,0,1,0,1,0,0,1
99,4,1,1,3,1,194,0,0,2,6,2,30,2,11489,3,6,8,371.75,1,1,1,0,1,0,0
99,1,3,1,3,1,194,0,0,2,6,2,30,1,11490,2,6,1,371.75,1,1,0,0,0,0,1
4,1,2,1,3,1,194,0,1,2,6,2,30,1,11491,2,6,3,371.75,1,1,1,1,0,0,1
99,4,2,1,1,1,194,0,0,2,6,2,30,1,11492,2,6,3,371.75,1,1,0,0,1,0,1
99,4,2,1,1,1,194,0,0,2,6,2,30,1,11493,2,6,3,371.75,1,1,0,0,0,0,1
99,4,3,1,3,1,194,0,1,2,6,2,30,2,11495,3,6,8,371.75,1,1,0,0,0,0,1
99,1,2,1,3,1,194,0,1,2,6,2,30,2,11496,3,6,3,371.75,1,1,0,0,1,0,0
99,1,3,1,3,1,194,0,1,2,6,2,30,2,11497,3,6,8,371.75,1,1,1,0,0,0,0
99,4,2,1,3,1,194,0,0,2,6,2,30,2,11499,2,6,3,371.75,1,1,1,0,0,0,0
99,4,2,1,3,1,194,0,0,2,6,2,30,2,11500,1,6,8,371.75,1,1,0,0,1,0,1
99,4,2,1,3,1,194,0,1,2,6,2,30,1,11501,2,6,1,371.75,1,1,0,0,0,0,1
99,4,1,1,1,1,194,0,0,2,6,2,30,2,11502,2,6,8,371.75,1,1,0,0,1,0,1
99,4,2,1,3,1,194,0,1,2,6,2,30,1,11503,2,6,3,371.75,1,1,0,0,0,0,1
99,1,1,1,1,1,194,0,0,2,6,2,30,4,11504,3,6,8,371.75,1,1,1,0,0,0,0
1,1,3,1,3,1,194,0,1,2,6,2,30,3,11505,2,6,8,371.75,1,1,0,1,0,0,1
99,1,1,1,3,1,194,0,1,2,6,2,30,2,11506,2,6,8,371.75,1,1,0,0,0,0,1
99,11,2,1,2,1,187,1,0,2,6,1,30,1,11507,2,5,3,419.51983642578,4,1,0,0,0,1,1
1,3,3,1,2,1,187,1,1,2,6,1,30,1,11508,1,6,1,419.51983642578,0,5,0,1,0,1,0
99,11,3,1,2,1,187,1,1,2,6,1,30,1,11509,2,6,8,419.51983642578,1,1,0,0,0,1,1
1,11,3,1,1,1,187,0,1,2,6,1,30,1,11510,3,5,8,419.51983642578,1,5,0,1,0,1,0
99,1,2,0,1,1,187,9,1,1,6,1,30,1,11511,1,5,3,419.51983642578,0,1,0,0,0,0,1
99,1,3,0,2,1,187,9,1,1,6,1,30,1,11512,1,5,8,419.51983642578,4,1,1,0,0,0,1
1,11,2,1,2,1,187,0,0,2,6,1,30,1,11513,2,5,2,419.51983642578,4,5,0,1,0,1,1
9,14,1,1,2,2,187,0,0,2,6,1,30,2,11514,4,5,8,419.51983642578,1,1,0,9,0,1,1
99,11,2,1,2,1,187,0,1,2,6,1,30,2,11515,1,5,8,419.51983642578,5,1,1,0,0,1,1
9,14,3,1,1,1,187,0,1,2,6,1,30,2,11516,4,5,8,419.51983642578,1,1,0,9,0,1,1
99,11,3,2,2,1,187,0,1,2,6,1,30,2,11517,1,5,8,419.51983642578,5,1,0,0,0,0,1
1,5,3,1,2,1,187,0,0,1,6,1,30,2,11518,2,5,8,419.51983642578,1,5,0,1,0,1,1
99,5,2,1,3,3,187,1,1,2,6,1,30,2,11519,1,5,3,419.51983642578,1,5,0,0,1,1,0
9,14,2,1,2,1,187,0,1,2,6,1,30,3,11520,2,6,8,419.51983642578,1,5,1,9,0,0,1
9,14,3,1,2,1,187,1,1,2,6,1,30,2,11521,2,5,8,419.51983642578,4,1,0,9,1,0,1
9,14,2,1,2,1,187,1,1,2,6,1,30,1,11522,2,5,3,419.51983642578,0,5,1,9,0,0,0
99,5,1,1,3,3,187,0,1,2,6,1,30,3,11523,2,5,3,419.51983642578,1,1,0,0,0,0,1
99,11,2,1,2,1,187,0,1,2,6,1,30,1,11524,2,5,8,419.51983642578,5,1,0,0,0,0,1
99,1,2,1,2,1,187,0,1,2,6,1,30,2,11525,4,5,8,419.51983642578,1,1,0,0,0,0,1
99,3,1,1,1,1,187,0,1,3,6,2,30,3,11526,3,5,8,419.51983642578,1,1,0,0,0,0,1
9,14,3,1,2,1,187,0,1,2,6,2,30,3,11527,3,6,8,419.51983642578,1,1,0,9,0,0,1
9,14,2,1,3,1,187,0,1,2,6,2,30,2,11528,3,6,1,419.51983642578,1,1,0,9,0,1,0
99,4,2,1,3,1,187,0,1,2,6,2,30,1,11529,2,6,3,419.51983642578,1,1,0,0,0,1,0
99,4,2,2,3,1,187,0,0,2,6,2,30,2,11530,1,6,1,419.51983642578,1,1,0,0,0,0,1
9,14,1,1,3,3,187,0,1,2,6,2,30,2,11531,5,5,8,419.51983642578,1,1,0,9,0,1,0
9,14,2,1,1,1,187,0,1,2,6,2,30,2,11532,2,6,8,419.51983642578,1,1,0,9,0,0,1
9,14,1,1,1,1,187,0,0,2,6,2,30,4,11533,4,5,6,419.51983642578,1,1,0,9,0,1,0
9,14,2,1,1,1,187,1,1,2,6,2,30,2,11534,3,5,8,419.51983642578,1,1,0,9,0,1,0
9,14,3,1,4,1,187,0,0,2,6,2,30,2,11535,3,5,8,419.51983642578,1,1,0,9,0,1,0
9,14,1,1,1,1,187,0,0,2,6,2,30,2,11536,5,5,6,419.51983642578,1,1,0,9,0,1,0
9,14,2,1,3,1,187,0,1,2,6,2,30,3,11537,3,6,8,419.51983642578,1,1,0,9,0,1,0
9,14,1,1,3,1,187,0,1,2,6,2,30,2,11538,5,2,6,419.51983642578,1,1,0,9,1,0,0
99,4,2,1,2,1,187,0,0,2,6,2,30,2,11539,2,6,8,419.51983642578,1,1,0,0,0,0,1
99,4,2,1,3,1,187,0,0,2,6,2,30,2,11540,1,6,8,419.51983642578,4,1,0,0,0,0,1
99,4,2,1,3,1,187,1,1,2,6,2,30,2,11541,2,6,3,419.51983642578,1,1,0,0,0,0,1
9,14,1,1,3,1,187,0,1,2,6,2,30,3,11542,4,5,8,419.51983642578,1,1,0,9,0,0,1
1,4,1,1,1,1,190,0,0,2,6,2,30,1,11543,2,6,8,379.01611328125,1,1,0,1,1,0,0
99,4,3,1,1,1,190,0,0,2,6,2,30,2,11545,2,6,8,379.01611328125,1,1,0,0,1,0,1
99,4,1,1,3,3,190,1,1,2,6,2,30,3,11546,3,6,8,379.01611328125,1,1,0,0,0,1,0
99,4,1,1,1,1,190,0,0,2,6,2,30,3,11547,3,6,8,379.01611328125,1,1,0,0,0,1,1
99,4,2,1,3,1,190,1,1,2,6,2,30,1,11548,1,6,3,379.01611328125,1,1,0,0,0,0,1
99,4,2,1,3,1,190,0,0,2,6,2,30,1,11549,1,6,1,379.01611328125,0,1,0,0,1,0,1
99,4,2,1,3,1,190,0,0,2,6,2,30,2,11550,3,6,8,379.01611328125,1,1,0,0,0,0,1
99,5,1,1,1,1,190,0,0,2,6,2,30,2,11551,3,6,1,379.01611328125,1,1,0,0,1,0,1
99,4,2,0,3,1,190,9,0,2,6,2,30,2,11552,1,6,3,379.01611328125,0,1,0,0,1,0,1
99,8,1,1,3,1,190,0,0,2,6,2,30,2,11553,2,6,8,379.01611328125,1,1,0,0,1,0,1
9,14,1,1,1,1,190,0,0,2,6,2,30,4,11554,4,6,8,379.01611328125,1,1,0,9,1,1,1
9,14,3,1,3,1,190,0,1,2,6,2,30,3,11555,3,6,8,379.01611328125,1,1,0,9,1,0,1
99,5,3,1,3,1,190,0,1,2,6,2,30,2,11556,2,6,8,379.01611328125,1,1,0,0,1,0,0
99,2,2,1,1,1,190,0,1,1,6,2,30,0,11557,2,6,8,379.01611328125,1,1,0,0,1,0,1
6,4,3,1,3,1,190,1,1,2,6,2,30,1,11558,2,5,8,379.01611328125,1,1,0,1,0,1,0
99,2,2,1,1,1,190,0,0,2,6,2,30,2,11559,2,6,1,379.01611328125,1,1,0,0,0,1,1
9,14,2,1,3,3,190,0,1,2,6,2,30,2,11560,2,6,3,379.01611328125,1,1,0,9,0,0,1
9,14,1,1,1,1,190,0,1,2,6,4,30,3,11561,3,6,8,379.01611328125,1,1,0,9,1,0,1
9,14,1,1,1,1,190,0,0,2,6,4,30,3,11562,4,5,6,379.01611328125,1,1,0,9,0,0,1
99,1,2,1,3,1,190,1,0,2,6,4,30,2,11563,1,6,1,379.01611328125,0,1,0,0,0,0,1
1,6,2,1,1,1,190,1,0,1,6,4,30,1,11566,1,5,1,379.01611328125,4,1,0,1,0,0,1
9,14,3,1,3,1,190,0,0,2,6,4,30,2,11570,4,5,8,379.01611328125,1,1,0,9,0,1,0
4,6,1,1,1,1,190,0,1,2,6,4,30,2,11572,2,5,8,379.01611328125,1,1,0,1,0,0,1
4,6,2,1,3,1,190,0,0,1,6,4,30,1,11573,1,6,1,379.01611328125,0,1,0,1,1,0,0
4,6,3,2,1,1,190,1,0,2,6,4,30,0,11574,2,1,1,379.01611328125,1,1,0,1,1,0,0
2,6,1,1,1,1,190,0,0,2,6,4,30,3,11575,4,5,8,379.01611328125,1,1,0,1,1,0,1
99,6,2,1,1,1,190,2,0,2,6,4,30,2,11576,2,6,1,379.01611328125,1,1,0,0,0,1,0
4,6,2,1,1,1,190,0,0,2,6,4,30,1,11577,2,6,1,379.01611328125,1,1,0,1,0,0,1
99,4,2,2,1,1,197,0,0,2,6,3,30,2,11579,1,6,3,378.41998291016,0,1,0,0,0,0,1
4,1,2,1,1,1,197,0,1,2,6,3,30,2,11580,1,6,8,378.41998291016,0,5,0,1,1,0,0
99,4,1,1,1,1,197,0,0,2,6,3,30,2,11581,2,6,8,378.41998291016,1,1,0,0,1,0,0
2,5,1,1,1,1,197,1,1,2,6,3,30,2,11582,2,6,8,378.41998291016,4,1,0,1,1,0,1
2,8,2,1,3,1,197,1,1,5,6,3,30,2,11583,1,6,2,378.41998291016,0,5,0,1,1,0,1
99,5,2,1,3,1,197,0,1,1,6,3,30,2,11584,1,5,8,378.41998291016,4,5,0,0,1,0,0
99,7,2,1,3,1,197,0,0,1,6,3,30,2,11585,1,6,8,378.41998291016,0,1,1,0,0,0,1
99,5,2,1,2,1,197,0,0,5,6,3,30,2,11586,1,6,8,378.41998291016,1,1,0,0,0,0,1
9,14,1,1,1,1,197,0,1,2,6,3,30,2,11587,3,5,8,378.41998291016,1,1,0,9,1,0,1
4,7,2,1,3,1,197,0,1,1,6,3,30,1,11588,1,5,3,378.41998291016,0,5,0,1,1,0,1
6,4,2,1,3,1,195,0,1,2,6,3,30,2,11589,2,6,3,378.48529052734,1,1,1,1,0,0,1
9,14,3,1,1,1,195,0,1,2,6,3,30,2,11590,4,5,8,378.48529052734,1,1,1,9,0,0,1
6,4,2,1,3,1,195,1,1,2,6,3,30,2,11591,2,5,3,378.48529052734,1,1,1,1,0,0,1
99,1,1,1,1,1,195,0,1,2,6,3,30,3,11592,5,5,8,378.48529052734,1,1,1,0,1,0,0
4,4,1,1,3,1,195,0,1,2,6,3,30,3,11593,3,5,1,378.48529052734,1,1,0,1,1,0,1
6,4,1,1,1,1,195,0,1,2,6,3,30,3,11594,4,5,8,378.48529052734,1,1,0,1,1,0,0
4,4,2,1,1,1,195,0,1,2,6,3,30,2,11595,3,5,3,378.48529052734,1,1,0,1,1,0,1
99,1,2,1,1,1,195,0,1,2,6,3,30,2,11596,4,5,8,378.48529052734,1,1,1,0,1,0,0
99,2,2,2,1,1,195,0,1,2,6,3,30,3,11597,1,6,8,378.48529052734,0,1,0,0,1,0,1
4,4,2,1,3,1,195,0,1,2,6,3,30,1,11598,2,5,3,378.48529052734,1,1,1,1,0,0,0
4,4,1,1,3,1,195,0,1,2,6,3,30,2,11599,3,5,8,378.48529052734,1,1,0,1,1,0,0
6,4,2,2,3,3,195,0,0,2,6,3,30,2,11601,1,6,3,378.48529052734,4,1,0,1,1,0,1
6,4,2,1,1,1,195,0,1,2,6,3,30,1,11602,2,6,3,378.48529052734,4,1,1,1,1,0,0
6,4,2,1,3,1,195,0,1,2,6,3,30,0,11603,2,5,8,378.48529052734,1,1,1,1,1,0,0
99,1,3,1,3,1,186,0,1,2,6,4,30,3,11605,3,6,8,391.76727294922,1,1,0,0,1,0,1
99,4,2,1,4,1,186,0,0,2,6,4,30,1,11607,2,6,8,391.76727294922,1,1,0,0,1,0,1
99,6,2,1,3,1,186,1,0,2,6,4,30,1,11608,1,6,3,391.76727294922,4,1,0,0,1,0,0
99,4,2,1,3,1,186,0,0,2,6,4,30,1,11609,2,6,3,391.76727294922,1,1,1,0,0,0,1
99,4,1,1,3,1,186,0,0,2,6,4,30,2,11610,2,6,1,391.76727294922,1,1,0,0,0,0,1
99,4,1,1,3,1,186,0,0,2,6,4,30,2,11611,2,6,8,391.76727294922,1,1,0,0,0,0,1
99,1,1,1,3,1,186,0,1,3,6,4,30,3,11612,4,6,8,391.76727294922,1,1,0,0,0,0,1
99,1,3,1,3,1,186,0,0,2,6,4,30,2,11613,3,6,8,391.76727294922,1,1,0,0,0,0,1
3,1,1,1,3,1,186,0,0,4,6,4,30,3,11615,4,2,6,391.76727294922,1,1,0,1,0,0,1
99,4,2,1,3,3,186,0,0,2,6,4,30,2,11616,2,6,8,391.76727294922,1,1,0,0,0,0,1
99,1,2,1,3,1,186,1,0,2,6,4,30,1,11617,2,6,1,391.76727294922,4,1,0,0,1,0,0
99,4,2,2,3,1,186,1,0,2,6,4,30,2,11618,1,6,1,391.76727294922,0,1,0,0,0,0,1
99,4,3,1,3,3,186,0,1,4,6,4,30,1,11619,1,6,8,391.76727294922,1,1,0,0,0,0,1
99,4,1,1,3,3,186,0,0,2,6,4,30,2,11620,3,6,8,391.76727294922,1,1,0,0,0,0,1
99,1,2,1,3,1,186,0,1,2,6,4,30,3,11621,2,6,1,391.76727294922,1,1,0,0,0,0,1
99,1,3,1,3,3,186,0,0,2,6,4,30,2,11622,3,6,8,391.76727294922,1,1,0,0,0,0,1
99,4,2,1,3,1,186,1,1,2,6,4,30,1,11623,1,6,8,391.76727294922,4,1,0,0,0,0,1
99,1,3,1,3,3,186,0,1,2,6,4,30,2,11624,2,6,8,391.76727294922,1,1,0,0,0,0,1
99,1,2,1,2,1,189,0,1,2,6,2,30,3,11625,2,6,8,373.25,1,1,0,0,1,0,0
9,14,2,1,3,1,189,0,0,1,6,2,30,0,11626,1,6,1,373.25,1,1,0,9,1,0,0
9,14,1,1,1,1,189,0,1,2,6,2,30,3,11627,4,6,8,373.25,1,1,0,9,1,0,1
99,4,2,1,2,1,189,0,1,2,6,2,30,2,11628,2,6,3,373.25,4,1,0,0,1,0,0
9,14,1,1,1,1,189,0,0,2,6,2,30,3,11629,5,2,8,373.25,1,1,0,9,1,0,0
99,4,2,1,3,1,189,0,1,2,6,2,30,2,11630,2,6,1,373.25,4,1,0,0,1,0,1
99,1,2,1,3,3,189,0,1,2,6,2,30,1,11631,2,6,8,373.25,1,1,0,0,0,0,1
9,14,1,1,1,1,189,0,1,2,6,2,30,4,11632,4,6,8,373.25,1,1,0,9,1,0,0
99,5,1,1,3,1,189,0,0,2,6,2,30,1,11633,3,6,3,373.25,4,1,0,0,0,0,1
99,1,2,1,1,1,189,0,0,2,6,2,30,4,11634,2,6,8,373.25,1,1,0,0,1,0,0
99,1,1,1,3,3,189,0,0,2,6,2,30,4,11635,4,6,8,373.25,1,1,0,0,0,0,1
99,1,2,1,2,1,189,0,1,2,6,2,30,3,11636,3,6,3,373.25,1,1,0,0,0,0,1
9,14,1,1,1,1,189,0,0,3,6,2,30,5,11638,5,5,6,373.25,1,1,1,9,0,0,0
99,4,2,1,3,1,189,0,0,2,6,2,30,2,11640,2,6,3,373.25,1,1,0,0,0,0,1
99,1,2,1,1,1,189,0,1,2,6,2,30,2,11641,3,6,8,373.25,1,1,0,0,1,0,0
99,4,2,1,3,1,189,1,0,1,6,2,30,0,11642,1,6,3,373.25,4,1,0,0,1,0,1
99,5,1,1,3,3,189,0,1,2,6,2,30,2,11643,1,6,8,373.25,0,1,0,0,0,0,1
99,1,2,2,1,1,189,0,0,2,6,2,30,0,11644,1,6,3,373.25,0,1,0,0,0,0,1
99,1,2,1,3,1,189,0,0,2,6,2,30,2,11645,2,6,8,373.25,1,1,0,0,0,0,1
99,4,1,1,1,1,186,0,1,2,6,3,30,2,11646,3,6,8,391.76727294922,1,1,0,0,1,0,1
9,14,1,1,1,1,186,0,1,2,6,3,30,2,11647,5,6,8,391.76727294922,1,1,0,9,1,0,1
4,4,1,1,3,1,186,0,1,2,6,3,30,5,11648,3,6,8,391.76727294922,1,1,0,1,1,0,1
1,4,3,1,1,1,186,0,1,2,6,3,30,1,11649,3,5,8,391.76727294922,1,1,0,1,1,0,1
1,4,1,1,1,1,186,0,1,2,6,3,30,3,11650,4,6,8,391.76727294922,1,1,0,1,1,0,1
4,4,1,1,3,1,186,0,1,2,6,3,30,2,11651,3,6,8,391.76727294922,1,1,0,1,1,0,1
99,4,2,1,3,1,186,0,0,2,6,3,30,1,11652,2,6,3,391.76727294922,1,1,0,0,0,0,1
9,14,1,1,1,1,186,0,1,2,6,3,30,3,11653,5,6,1,391.76727294922,1,1,0,9,0,0,1
1,4,3,1,1,1,186,0,1,2,6,3,30,1,11654,2,6,8,391.76727294922,1,1,0,1,1,0,1
99,4,1,1,1,1,186,0,1,2,6,3,30,2,11655,4,6,8,391.76727294922,1,1,0,0,1,0,1
99,4,2,1,3,1,186,0,1,2,6,3,30,3,11656,1,6,3,391.76727294922,1,1,0,0,1,0,1
99,5,1,1,3,1,186,0,1,2,6,3,30,2,11657,2,6,8,391.76727294922,1,1,0,0,1,0,1
99,6,2,1,3,1,186,0,0,2,6,3,30,2,11658,1,6,3,391.76727294922,0,1,0,0,0,0,1
9,14,1,1,1,1,186,0,1,2,6,3,30,2,11659,3,6,8,391.76727294922,1,1,0,9,1,0,1
9,14,1,1,1,1,186,0,1,2,6,3,30,3,11660,5,2,8,391.76727294922,1,1,0,9,1,0,1
9,14,1,1,3,3,186,0,1,2,6,3,30,1,11661,3,5,8,391.76727294922,1,1,0,9,1,0,0
99,4,2,1,3,1,186,0,0,2,6,3,30,0,11662,1,6,8,391.76727294922,1,1,0,0,1,0,1
99,5,1,1,1,1,193,0,1,2,6,3,30,2,11663,2,6,8,389.16143798828,5,1,0,0,1,0,1
1,5,2,1,3,1,193,0,1,2,6,3,30,2,11664,1,6,8,389.16143798828,5,1,0,1,1,0,1
99,4,2,1,2,1,193,1,0,2,6,3,30,1,11665,1,6,3,389.16143798828,5,1,0,0,0,0,1
99,8,3,1,1,1,193,0,0,2,6,3,30,2,11666,3,6,8,389.16143798828,1,1,0,0,0,0,1
99,3,2,1,3,1,193,0,0,2,6,3,30,2,11667,1,6,3,389.16143798828,5,1,0,0,1,0,1
99,3,2,1,3,1,193,0,1,2,6,3,30,2,11668,1,6,8,389.16143798828,5,1,0,0,1,0,1
99,6,2,1,3,1,193,1,0,1,6,3,30,2,11669,1,6,1,389.16143798828,5,1,0,0,1,0,1
99,3,1,1,1,1,193,0,0,2,6,3,30,2,11670,2,6,8,389.16143798828,5,1,0,0,1,0,1
99,5,3,1,1,1,193,0,0,2,6,3,30,2,11671,2,6,8,389.16143798828,5,1,0,0,0,0,1
99,4,2,1,3,1,193,1,0,1,6,3,30,1,11672,1,6,8,389.16143798828,5,1,0,0,0,0,1
99,5,2,1,1,1,193,0,1,1,6,3,30,1,11673,1,6,3,389.16143798828,5,1,0,0,1,0,1
9,14,1,1,1,1,193,0,1,2,6,3,30,2,11674,4,5,8,389.16143798828,1,1,0,9,1,0,1
99,4,2,1,3,1,193,1,0,2,6,3,30,2,11675,1,6,1,389.16143798828,5,1,0,0,0,0,1
9,14,1,1,3,1,185,0,1,2,6,3,30,3,11678,2,6,8,445.08154296875,0,1,0,9,1,0,1
9,14,2,0,3,1,185,9,0,1,6,3,30,1,11679,1,6,3,445.08154296875,0,1,0,9,0,0,1
9,14,2,1,3,1,185,1,0,2,6,3,30,2,11680,1,6,3,445.08154296875,0,1,0,9,0,0,1
9,14,2,1,3,3,185,0,0,5,6,3,30,2,11681,2,5,3,445.08154296875,1,1,0,9,0,0,1
9,14,2,1,3,1,185,0,1,2,6,3,30,2,11682,3,5,1,445.08154296875,1,1,0,9,0,1,1
9,14,1,1,1,1,185,0,1,2,6,3,30,3,11684,5,5,6,445.08154296875,1,1,0,9,0,1,0
9,14,1,1,1,1,185,0,1,2,6,3,30,3,11685,5,5,8,445.08154296875,1,1,0,9,0,1,0
9,14,3,1,3,1,185,0,0,2,6,3,30,3,11686,2,5,8,445.08154296875,1,1,0,9,0,1,0
9,14,2,1,1,1,185,1,0,2,6,3,30,2,11687,2,5,8,445.08154296875,1,1,0,9,0,1,0
9,14,2,1,2,1,185,0,1,2,6,3,30,2,11688,3,5,8,445.08154296875,1,1,0,9,0,1,0
4,11,1,1,2,1,185,0,1,2,6,3,30,2,11689,2,5,8,445.08154296875,0,1,0,1,0,1,0
9,14,1,1,3,3,185,0,0,2,6,3,30,1,11690,3,5,8,445.08154296875,1,1,0,9,0,1,0
4,4,1,1,1,1,194,0,0,2,6,3,30,2,11691,2,6,6,371.75,1,1,0,1,1,0,0
1,4,2,1,3,1,194,0,0,1,6,3,30,2,11692,1,6,3,371.75,1,1,0,1,0,0,1
9,14,2,1,2,2,194,0,0,2,6,3,30,2,11694,3,5,8,371.75,1,1,0,9,1,0,1
99,6,2,1,3,1,194,0,0,2,6,3,30,1,11697,1,6,3,371.75,0,1,0,0,0,0,1
99,4,2,2,3,1,194,0,0,2,6,3,30,1,11698,1,6,3,371.75,1,1,0,0,0,0,1
9,14,2,1,1,1,194,0,0,2,6,3,30,4,11700,3,6,8,371.75,1,1,0,9,1,0,1
4,4,2,1,3,1,194,0,0,2,6,3,30,2,11701,2,5,8,371.75,1,1,0,1,1,0,0
9,14,2,1,1,1,194,0,0,1,6,3,30,1,11702,1,5,1,371.75,0,1,0,9,1,0,0
4,4,1,1,1,1,194,0,0,2,6,3,30,2,11705,4,6,8,371.75,1,1,0,1,1,0,1
99,6,2,0,3,1,194,9,0,2,6,3,30,1,11709,1,5,1,371.75,0,1,0,0,0,0,1
6,1,3,1,2,1,193,0,0,2,6,2,30,2,11711,4,6,8,280.19622802734,1,1,1,1,0,0,1
6,1,2,1,2,1,193,0,0,2,6,2,30,2,11712,2,6,3,280.19622802734,1,1,1,1,0,0,1
6,1,3,1,2,1,193,0,0,2,6,2,30,2,11713,4,6,8,280.19622802734,1,1,1,1,0,0,1
6,3,2,1,3,1,193,0,0,2,6,2,30,0,11714,2,6,2,280.19622802734,4,1,1,1,0,0,1
99,2,2,1,3,1,193,0,0,2,6,2,30,1,11715,1,6,3,280.19622802734,1,1,1,0,0,0,1
6,1,3,1,2,1,193,0,0,2,6,2,30,2,11717,3,6,8,280.19622802734,1,1,1,1,0,0,1
6,9,2,2,1,1,193,0,0,5,6,2,30,1,11718,1,6,3,280.19622802734,1,1,1,1,0,0,1
6,9,3,1,1,1,193,1,0,2,6,2,30,2,11719,2,6,8,280.19622802734,1,1,1,1,0,0,0
6,2,2,1,3,1,193,1,0,5,6,2,30,1,11720,1,6,3,280.19622802734,1,1,1,1,0,0,1
99,2,2,1,1,1,193,0,0,5,6,2,30,1,11721,1,6,3,280.19622802734,1,1,1,0,0,0,1
4,2,2,1,2,1,193,0,0,2,6,2,30,0,11722,2,6,3,280.19622802734,1,1,1,1,0,0,1
4,2,2,0,2,1,193,9,0,5,6,2,30,2,11723,1,6,3,280.19622802734,1,1,1,1,0,0,1
99,2,2,1,1,1,193,0,0,2,6,2,30,2,11724,2,6,3,280.19622802734,1,1,1,0,0,0,0
4,1,2,1,3,3,193,0,0,5,6,2,30,0,11725,1,6,3,280.19622802734,1,1,1,1,0,0,1
6,2,2,1,1,1,193,0,0,2,6,2,30,2,11726,2,6,1,280.19622802734,1,1,0,1,1,0,1
4,2,2,1,3,1,193,0,0,5,6,2,30,1,11727,1,6,3,280.19622802734,1,1,1,1,0,0,1
99,4,2,1,3,1,193,1,1,2,6,2,30,1,11728,2,6,8,280.19622802734,1,1,1,0,0,0,0
99,5,2,1,1,1,193,0,0,2,6,2,30,0,11730,2,6,8,280.19622802734,4,1,0,0,1,0,0
99,1,2,1,3,1,196,0,1,2,6,2,30,2,11731,2,6,1,377.21536254883,1,1,1,0,0,0,1
99,8,2,1,1,1,196,0,1,2,6,2,30,1,11732,2,6,3,377.21536254883,1,1,0,0,0,0,1
99,8,2,2,4,1,196,1,0,2,6,2,30,1,11733,1,6,3,377.21536254883,1,1,0,0,0,0,1
99,8,2,1,3,1,196,0,1,2,6,2,30,1,11734,1,6,3,377.21536254883,4,1,0,0,1,0,1
99,8,2,1,3,1,196,0,1,2,6,2,30,2,11735,1,6,3,377.21536254883,1,1,0,0,1,0,0
99,8,2,1,3,1,196,0,0,2,6,2,30,2,11736,2,6,3,377.21536254883,1,1,0,0,1,0,0
99,8,2,1,1,1,196,1,0,2,6,2,30,2,11737,2,6,3,377.21536254883,1,1,0,0,0,0,1
99,8,2,1,1,1,196,0,0,2,6,2,30,1,11738,2,6,3,377.21536254883,1,1,0,0,1,0,1
99,8,2,1,1,1,196,0,0,2,6,2,30,1,11739,2,6,3,377.21536254883,1,1,0,0,0,0,1
99,8,2,2,1,1,196,0,0,2,6,2,30,0,11740,1,6,3,377.21536254883,0,1,0,0,0,0,1
99,8,2,0,1,1,196,9,0,2,6,2,30,1,11741,1,6,3,377.21536254883,0,1,0,0,0,0,1
99,8,2,1,3,3,196,0,0,2,6,2,30,2,11742,1,6,3,377.21536254883,1,1,0,0,1,0,0
99,8,2,1,3,1,196,0,1,2,6,2,30,1,11743,1,6,3,377.21536254883,1,1,0,0,0,0,1
