regcode,provcode,hhnum,fg1,fg2,fg3,fg4,fg5,fg6,fg7,fg8,fg9,fg10,fg11,fg12,fg13,fg14,fg15,fg16,fg17,fg18,fg19,fg20,fg21,fg23,fg24,fg25,fg26,fg27,Total_Food,Total_Ener,Total_Prot,Total_Calc,Total_Iron,Total_VitA,Total_VitC,Total_Thia,Total_Ribo,Total_Nia,Total_CHO,Total_Fat,cu,psurec,strrec,wgts
5,17,1511,563.31659,459.866,0,103.45057,0,4.7142859,0,81.475243,4.3832755,77.091965,0,0,0,130.46098,130.46098,0,0,0,0,0,0,4.7205715,0.5714286,0.5714286,0,0,785.25909,11970.929,356.22745,1807.0779,56.794418,549.25653,132.25301,6.5936499,4.1484098,122.57138,2443.5271,85.377487,7,672405003000,17042,5356
5,17,1514,651.974,324.68268,27.540001,299.75134,0,12.333333,21.679119,62.514183,0,62.514183,0,0,0,62.791332,0,0,62.791332,0,7.3333335,7.3333335,0,5.2496233,5.3333335,5.3333335,0,0,829.20825,6418.0537,167.25883,814.21259,30.990311,79.651611,36.00732,1.75204,1.3791,51.31863,1078.7809,159.427,3,672405003000,17042,5356
5,17,1515,411.42786,362.36185,7.1428571,41.923141,39,17.571428,4.7142859,218.85715,0,218.85715,58.714287,0,58.714287,120.09029,120.09029,0,0,0,10.571428,10.571428,0,8.8571424,12.285714,6.2857141,6,0,902.0896,12245.895,283.53119,2403.0383,52.028099,544.73523,157.3714,3.66839,2.7937,98.682518,2380.1687,176.04509,7,672405003000,17042,5356
5,17,1520,510.22687,510.22687,0,0,0,39.375,30.75,446.06842,0,446.06842,16.5,16.5,0,434.47501,434.47501,0,0,0,134.39063,134.39063,0,16.419521,31.5,3.375,28.125,0,1659.7054,6309.5557,213.90009,1979.96,28.768869,1047.9784,168.55278,2.0497501,2.7546699,72.308983,1173.373,83.91375,2.6666667,673305040001,17032,5359.96
5,17,1523,532.72235,497.31265,0,35.409668,64.444443,25.555555,25.888889,131.91315,51.948509,79.96463,17.777779,17.777779,0,449.12112,11.185555,437.93555,0,0,24.569445,24.569445,0,25.111111,44.333332,8.5555553,35.777779,0,1341.4371,28119.563,812.88782,4078.5093,126.17737,6840.2739,668.89978,17.536831,8.8801699,289.13193,4332.689,835.09503,9,673305040001,17032,5359.96
5,17,1525,351.72516,335.50684,0,16.218334,0,25,5,111.87288,42.372883,69.5,7.5,7.5,0,38.177334,38.177334,0,0,27.5,0,0,0,23.333334,6.1666665,1,5.1666665,0,596.27539,10016.204,222.58945,1592.8507,43.767078,1851.7488,80.872498,3.3721299,2.8600199,84.261879,1924.4719,157.9492,6,673305040001,17032,5359.96
5,17,1526,245.905,185.37833,0,60.526669,0,7.5,90.833336,86.569893,0,86.569893,0,0,0,60,0,60,0,0,31.770834,31.770834,0,15,9,1.5,7.5,0,546.57904,10428.035,338.57144,1873.6086,68.008911,846.43323,100.78252,8.1418896,4.2832899,131.63437,1796.153,209.5174,6,673305040001,17032,5359.96
5,17,1527,471.16666,471.16666,0,0,0,0,3,102.01111,0,102.01111,0,0,0,79.66333,26.163334,53.5,0,24,0,0,0,1.6666666,6.1666665,0,6.1666665,0,687.67444,11605.49,305.8974,1408.3142,40.166672,513.36566,50.883801,5.2530198,2.7616899,123.50686,2314.48,123.7951,6,673305040001,17032,5359.96
5,17,1532,367.133,316.84134,0,50.291668,100.54762,31.666666,6.6666665,85.056915,29.195124,55.86179,79.333336,79.333336,0,314.73166,88.476669,226.255,0,34.333332,205.875,0,205.875,36.666668,95.333336,1,94.333336,0,1357.3442,8322.0566,254.15417,1766.8579,47.920029,1825.8414,214.04594,6.0102601,3.2386899,109.462,1175.7196,285.3027,3,683616003000,17022,5368
5,17,1533,455.35974,432.68875,0,22.671,0,23.25,0,372,67.5,304.5,0,0,0,143.61549,88.615494,55,0,40.75,0,0,0,65.959999,36.25,0,36.25,0,1137.1852,11051.483,290.51074,1650.3561,52.73423,1138.8231,251.84821,4.2642102,2.9217801,107.51424,1621.2104,377.74893,4,683616003000,17022,5368
5,17,1540,443.7854,443.7854,0,0,0,0,0,103.44196,93.975311,9.4666433,103.34187,103.34187,0,20.779688,20.779688,0,0,43.78125,0,0,0,15.399,6,0,6,0,736.52917,19778.324,465.31879,4025.6108,91.731598,10265.823,1772.0413,7.1256199,7.6946001,179.97197,3880.946,261.14484,10.666667,683616003000,17022,5368
5,17,1542,397.23425,397.23425,0,0,0,0,0,180.5,176.25,4.25,0,0,0,82.373367,82.373367,0,0,33.5,0,0,0,20.427,4.75,0,4.75,0,718.78461,6016.2852,160.71234,998.89917,24.24942,1167.9932,100.9005,1.74695,1.62703,65.696213,1102.6786,106.77213,4,683616003000,17022,5368
5,17,1544,397.24774,263.37247,0,133.87527,0,9.272727,0,0,0,0,0,0,0,0,0,0,0,0,33.272728,33.272728,0,0,11.727273,10.363636,1.3636364,0,451.52045,6247.1685,137.38773,1161.3187,45.620991,729.93335,5.2800002,9.7287903,4.3076401,68.319366,1174.153,115.9465,3.6666667,685217015000,17062,5359.96
5,17,1549,742.15802,662.88397,0,79.274002,0,14,0,0,0,0,287,0,287,96.860001,96.860001,0,0,0,0,0,0,19,1,0,1,0,1160.0179,2086.3486,40.019329,225.05394,6.3164802,39.169041,43.997101,0.66680002,0.37606999,14.59284,404.20874,34.29343,1,685217015000,17062,5359.96
5,17,1553,338.69958,322.12,0,16.579599,0,6.5999999,6.8000002,75,75,0,0,0,0,228.15419,228.15419,0,0,0,0,0,0,6.96,17.6,15,2.5999999,0,679.81378,6997.2168,212.64323,1826.1627,52.847832,1643.1234,361.67599,4.6852999,4.5011802,90.646118,1358.0627,78.82901,5,685217015000,17062,5359.96
5,17,1556,436.4006,423.94299,0,12.4576,0,19.200001,24,149,137,12,49.599998,0,49.599998,35.071999,35.071999,0,0,0,0,0,0,64.6325,17.799999,0.80000001,17,0,795.70508,10510.648,208.72598,1394.8612,50.693588,3583.3611,285.10818,2.91326,2.11292,75.217422,1873.9884,241.69331,5,685217015000,17062,5359.96
5,17,1557,434.465,434.465,0,0,0,0,0,299.20944,66.666672,232.54277,53,53,0,65.957283,65.957283,0,0,0,0,0,0,5.6963401,9,0,9,0,867.32806,1331.848,35.096889,273.13196,5.5111799,263.08762,32.875,0.48661,0.49757001,12.89013,278.2854,8.6197596,1,687918062000,17062,5356
5,17,1560,322.61749,269.72751,0,52.889999,0,59.333332,0,71.833038,36.75,35.083035,89.666664,0,89.666664,155.02739,43.734055,111.29333,0,0,216.625,216.625,0,0.15474333,0.83333331,0.83333331,0,0,916.091,11597.391,298.01996,3866.1799,55.443001,3214.4199,249.51862,4.1068001,6.16366,86.763237,2092.74,225.66087,6,687918062000,17062,5356
5,17,1563,564.20929,549.87787,0,14.331429,0,5.2857141,28.571428,348.92334,40,308.92334,55.42857,55.42857,0,31.664286,31.664286,0,0,0,0,0,0,4.2857141,8.7142859,0,8.7142859,0,1047.0826,16545.25,367.11975,2789.8313,75.715073,1320.3594,1110.0449,6.0696802,4.3249102,151.4458,3502.7,117.37252,7,687918062000,17062,5356
5,17,1564,337.57251,320.21832,0,17.354166,0,16.833334,10.166667,78,20.944445,57.055553,0,0,0,83.333336,83.333336,0,0,0,132.16667,132.16667,0,1.0683666,11.5,1.1666666,10.333333,0,670.64087,8555.1973,246.84561,2222.0706,35.56773,1447.4921,94.69278,3.2788999,3.7195101,83.830078,1767.8875,54.43021,6,687918062000,17062,5356
5,17,1566,292.44482,260.39899,0,32.045834,0,12.5,4.1666665,98.5,0,98.5,0,0,0,0,0,0,0,0,0,0,0,0,14.833333,8.833333,6,0,422.44482,7048.3003,166.90179,1058.7764,26.53857,225.13766,115.22242,3.05723,1.75357,84.742058,1509.675,37.51178,6,687918062000,17062,5356
5,17,1570,498.763,443.58499,13.5,41.678001,0,61.25,21,47.890999,2.141,45.75,51,51,0,269.98981,269.98981,0,0,0,0,0,0,22.75,206.75,186.25,20.5,0,1179.3938,12069.403,284.38943,1735.226,39.190681,520.86591,90.255157,3.1414199,2.55686,110.63448,1930.5872,176.53941,4,689619004000,17052,5372
5,17,1571,296.14621,296.14621,0,0,0,13.6,0,104.6,0,104.6,0,0,0,59.156261,59.156261,0,0,0,0,0,0,6.4000001,11,4.8000002,6.1999998,0,490.90247,5807.2881,137.36357,1989.4142,21.719931,135.6638,49.693298,1.72574,1.30379,70.424744,1199.6061,50.333149,5,689619004000,17052,5372
5,17,1575,504.84161,502.33359,0,2.5079999,0,90,0,21.870968,0,21.870968,0,0,0,230.2617,230.2617,0,0,0,0,0,0,21.3176,26.6,2,24.6,0,894.89185,11339.119,318.46347,1358.8733,38.96767,279.31036,19.313999,3.11549,2.2999699,125.72082,2193.8616,142.23515,5,689619004000,17052,5372
5,17,1577,397.53174,351.22925,4.5,41.802502,50,6.25,0,34.5,0,34.5,5,0,5,119.28152,119.28152,0,0,0,0,0,0,23.75,19,3.75,15.25,0,655.31329,7673.8237,186.07098,1026.957,31.767469,196.08633,62.166641,3.55898,2.93382,75.218643,1379.3201,156.02261,4,689619004000,17052,5372
5,17,1578,553.091,553.091,0,0,0,67.5,11.5,179.14754,26.897539,152.25,14.25,14.25,0,383.85864,383.85864,0,0,0,0,0,0,38.57,13.5,5.25,8.25,0,1261.4172,11199.874,327.0285,1861.0293,57.35503,445.0506,215.57491,3.92698,2.7890699,132.07358,2061.6648,182.25688,4,689619004000,17052,5372
5,17,1582,280.15601,256.20001,0,23.955999,0,15,0,38.916775,0,38.916775,125.4,6,119.4,102.46,0,29,73.459999,0,122,122,0,0,19.6,0.40000001,19.200001,0,703.53278,5737.3501,166.06114,1381.1849,35.688541,1074.2953,140.39146,2.1449201,3.22367,57.46236,1061.1215,91.690758,5,695924004003,17012,5351.96
5,17,1589,252.6738,233.85001,0,18.823799,0,39.900002,0,88.800003,0,88.800003,0,0,0,33.247501,33.247501,0,0,30.450001,26.30625,26.30625,0,8.1000004,25.049999,21.6,3.45,0,504.52756,7620.2778,159.49031,1713.4286,28.109119,1347.0176,205.5222,2.9098499,3.0411999,57.011581,1421.9766,143.62706,6.6666665,695924004003,17012,5351.96
5,17,1590,433.98926,433.98926,0,0,0,14.181818,2.4545455,201.59091,109.09091,92.5,19.636364,19.636364,0,370.35748,131.72112,238.63637,0,37.363636,22.875,22.875,0,19.636364,5.181818,1.6363636,3.5454545,0,1127.2672,8250.0596,338.84579,1469.9142,47.161221,2372.6633,146.472,3.97768,3.3821101,120.34683,1273.0731,199.44437,3.6666667,695924004003,17012,5351.96
5,17,1593,208.97328,188.39999,0,20.57328,4.6034818,31.799999,0,160.75766,0,160.75766,0,0,0,64.014717,26.598,30.288719,7.1279998,0,149.47501,59.474998,90,0,0.95999998,0.95999998,0,0,620.58411,10007.562,287.67664,2476.4963,39.96978,1103.1,298.44699,6.2267699,5.1851001,96.741417,1899.2024,138.5202,8.333333,695924004003,17012,5351.96
5,17,1596,242.87767,207.38083,0,35.496834,0,34.5,0,44.91486,0,44.91486,24.333334,0,24.333334,205.93736,95.439026,110.49834,0,8,43.208332,43.208332,0,6.4165416,5.1666665,0.33333334,4.8333335,0,615.35474,8202.3613,263.13696,1712.1154,42.095791,1125.6785,51.997841,2.77068,3.4074399,82.004044,1448.6711,151.29132,6,695924004003,17012,5351.96
5,17,1597,462.00055,378.31622,0.55555558,83.128777,0,51.222221,20.777779,133.44444,0,133.44444,6.4444447,6.4444447,0,68.478569,46.894444,14.6,6.9841266,0,64.333336,2,62.333332,14.111111,46.666668,35,11.666667,0,867.47913,21586.34,488.89642,3496.8403,109.76667,6527.1196,180.0735,6.9640799,6.1855798,182.8969,4083.49,362.62134,9,695924004003,17012,5351.96
5,17,1598,429.07614,405.04568,0,24.030462,0,60,3,73.384613,0,73.384613,2.3076923,2.3076923,0,137.86043,121.69274,16.167692,0,0,34.615383,0,34.615383,87.92308,114.23077,100.84615,13.384615,0,942.39813,10391.027,229.18538,1892.7189,39.886021,776.40295,80.517998,3.2783699,1.86395,88.469948,1845.1475,232.33844,4.3333335,695924004003,17012,5351.96
5,17,1599,455.81876,424.90375,0,30.915001,0,33.150002,0,0,0,0,0,0,0,234.7032,234.7032,0,0,49,0,0,0,0,1,1,0,0,773.67194,7244.0059,246.59271,1616.2062,25.854509,566.71417,0,2.0274601,2.36168,107.64247,1428.621,59.586319,4,695924004003,17012,5351.96
5,17,1603,326.8757,326.8757,0,0,238.02817,18.571428,5.1428571,191.19048,0,191.19048,5,5,0,89.992737,89.992737,0,0,0,0,0,0,6.8571429,3.8571429,0.5714286,3.2857144,0,885.51569,10524.89,231.67867,1696.7045,36.194321,433.33975,443.16571,3.3959501,2.4875801,96.018227,2213.5916,81.883553,7,699425001001,17042,5360
5,17,1604,270.54901,239.189,0,31.360001,0,8,0,0,0,0,0,0,0,423.86044,0,423.86044,0,0,57.5,30.5,27,0,1,1,0,0,760.90942,3355.5095,67.347588,397.33783,9.7460499,616.76703,0.56,1.06372,0.57586998,14.37661,255.66196,229.10365,1,699425001001,17042,5360
5,17,1609,359.98608,352.245,0,7.7410712,0,3.2142856,21.857143,271.81442,0,271.81442,0,0,0,282.5947,122.86612,159.72858,0,66.428574,70.258926,70.258926,0,37.92857,35.785713,26.785715,9,0,1149.8684,11365.263,368.67783,2033.0531,50.063332,1627.4432,297.0195,6.6956401,4.5165901,117.58587,1486.5123,435.47601,4.6666665,699425001001,17042,5360
5,17,1611,247.58075,178.74075,4.5,64.339996,15,21.5,0,324.60938,0,324.60938,0,0,0,72.809998,72.809998,0,0,0,26.6875,26.6875,0,15.461,4,1.25,2.75,0,727.64862,5671.1401,147.21954,2932.2358,33.240131,1366.3306,191.74001,3.00611,2.3015399,50.945042,980.01166,129.65373,4,699226001000,17052,5368
5,17,1612,362.6825,329.27249,0,33.41,4.3364701,48,0,155.9588,141.42755,14.53125,0,0,0,111.83155,28.331551,83.5,0,0,160.125,160.125,0,16.848,22.5,2,20.5,0,882.28235,3206.4622,79.493263,844.76862,13.5573,1247.9579,53.74588,1.00261,1.50002,24.51026,564.02161,70.057678,2,699226001000,17052,5368
5,17,1614,220.17349,220.17349,0,0,58.054054,3,0,169.75,0,169.75,0,0,0,61.104,0,61.104,0,0,0,0,0,10.962,8.75,0,8.75,0,531.79358,4468.9795,114.06889,645.89838,17.52169,27.08185,154.96112,2.3101599,0.82451999,38.37114,748.20892,112.94347,4,699226001000,17052,5368
5,17,1615,389.49268,389.49268,0,0,0,6.3333335,72.169228,41.586666,31.92,9.666667,66.666664,0,66.666664,19.362667,19.362667,0,0,0,0,0,0,13.827247,3,0.66666669,2.3333333,0,612.43848,4029.2024,86.984787,567.20215,19.863279,719.99298,158.01637,1.15579,0.95954001,34.65802,807.86536,49.592628,3,699226001000,17052,5368
5,17,1616,219.966,174.72301,0,45.243,0,4.5,14,340.56339,340.56339,0,16,16,0,154.19952,154.19952,0,0,0,0,0,0,1.04452,1,1,0,0,751.27344,2301.5566,84.215111,582.43433,15.63349,948.61798,102.192,1.16373,0.95304,33.257511,445.1485,20.571711,2,699226001000,17052,5368
5,17,1623,342.97501,315.89786,0,27.077143,16.141001,11.554286,9,201.92995,29.802956,172.12698,83.571426,18.571428,65,210.08376,175.92303,34.160713,0,28.019211,178.64285,178.64285,0,15,11.428572,3.1428571,8.2857141,0,1108.3461,13092.427,412.64688,2642.9084,74.696541,3468.0386,289.01093,5.5798101,5.0662498,147.0015,2285.0549,254.44383,7,704728021000,17012,5363.96
5,17,1624,303.47198,252.396,0,51.076,0,62,0,351,0,351,471.5,471.5,0,319.81561,319.81561,0,0,0,0,0,0,13.5,31,3,28,0,1552.2876,4192.0454,126.23892,848.93829,24.853201,368.20724,320.61011,1.97082,1.62772,45.086571,796.5777,55.05653,2,704728021000,17012,5363.96
5,17,1628,182.02171,134.71428,0,47.30743,0,10.714286,14.285714,141.89487,4.3554001,137.53947,29.857143,0,29.857143,5.7199998,5.7199998,0,0,0,0,0,0,2.5714285,98.85714,71.714287,27.142857,0,485.9223,7333.0991,176.14183,1491.9535,53.126511,2354.2356,179.4762,3.7067001,2.2281201,61.737061,1500.5516,68.821587,7,704728021000,17012,5363.96
5,17,1631,541,333,0,208,0,0,0,491,0,491,308,0,308,72.93,72.93,0,0,0,0,0,0,20,2,0,2,0,1434.9301,2649.248,66.56221,478.86954,11.97584,239.99232,112.4942,0.71664,0.58753002,21.429131,433.62466,71.939972,1,704728021000,17012,5363.96
5,17,1634,375.94049,302.26675,46,27.67375,0,15,5.5,223,137.25,85.75,0,0,0,0,0,0,0,27.5,0,0,0,12.5,2.5,0.25,2.25,0,661.94049,7120.021,138.97298,1313.0259,29.384069,932.31689,163.08604,3.0850101,2.0406499,55.874592,1294.3518,154.54813,4,710234043000,17032,5359.96
5,17,1636,388.99701,327.18365,0,61.813332,0,15.146667,1.6666666,204.58461,139.42555,65.15905,0,0,0,146.20264,142.5253,3.6773334,0,0,25.416666,25.416666,0,41.386665,16.666666,9.333333,7.3333335,0,840.06757,6601.7739,190.24901,1937.7003,41.116081,3744.562,546.50684,2.9732001,2.9690599,67.146873,1051.6288,181.13898,3,710234043000,17032,5359.96
5,17,1637,346.62051,314.53299,0,32.087502,0,14,0,343.5,0,343.5,0,0,0,71.612,35.112,36.5,0,65,38.125,38.125,0,12.5,4,3.5,0,0.5,895.35748,3521.269,91.915138,582.0625,17.7848,637.77979,23.570959,1.56514,1.42111,33.922939,596.36237,85.150749,2,710234043000,17032,5359.96
5,17,1638,337.35101,320.85101,0,16.5,0,2,0,89.83387,0,89.83387,0,0,0,48.099998,48.099998,0,0,0,14.4875,14.4875,0,9.6560001,0.5,0.5,0,0,501.92838,10952.031,290.0098,1557.7208,49.131649,480.31625,231.11626,6.1728301,3.7895801,122.29326,2073.5159,165.81195,10,710234043000,17032,5359.96
5,17,1639,515.16998,326.04999,0,189.12,52.5,31,50.376347,150.38889,0,150.38889,27.5,27.5,0,682.25,21.450001,660.79999,0,47,0,0,0,36,49.5,4.5,45,0,1641.6852,9511.4297,378.18954,1352.5443,53.808788,1198.7776,140.6675,9.3854399,4.1147399,119.6347,930.26343,473.75467,2,710234043000,17032,5359.96
5,17,1643,182.646,182.646,0,0,0,64.800003,0,75.854668,65.054672,10.8,0,0,0,125.34,0,125.34,0,0,0,0,0,0,2,2,0,0,450.64066,1193.8666,36.170471,255.05283,16.02137,7791.0283,44.992901,0.71069002,1.94502,18.900061,218.49049,19.55312,1,710234043000,17032,5359.96
5,17,1647,241.1954,198.89101,0,42.304401,0,14,0,96.400002,95,1.4,0,0,0,186.70976,186.70976,0,0,0,132.675,132.675,0,0,5.4000001,1.2,0.2,4,676.38019,6580.7612,280.00232,1686.5834,43.595139,3249.4856,86.516098,2.43629,3.9198501,130.99428,1209.5234,68.979851,5,710234043000,17032,5359.96
5,17,1648,297.26849,268.76849,28.5,0,1.5984317,12.166667,87.166664,154.56136,0,154.56136,0,0,0,156.21167,4.5283332,0,151.68333,40,0,0,0,31.691429,6,0.83333331,5.1666665,0,786.66473,10788.982,343.92188,1617.4897,64.10009,784.40302,106.94412,4.6434498,3.4492199,125.90629,1702.5497,288.55789,6,710234043000,17032,5359.96
5,20,1653,198.42743,179.14171,3.5714285,15.714286,0,13.714286,0,0,0,0,0,0,0,53.163639,53.163639,0,0,0,0,0,0,4.4285712,3.4285715,0.85714287,2.5714285,0,273.16251,5705.2344,139.83037,1227.7278,25.467779,96.25,0,3.1598499,1.76674,56.7258,1134.4198,66.379272,7,715108012000,20012,2675.98
5,20,1655,246.81433,246.81433,0,0,0,23.333334,0,202.34779,130.9565,71.391304,14.666667,14.666667,0,0,0,0,0,0,0,0,0,18.553333,8.666667,0.66666669,8,0,514.38214,3621.0588,69.135437,858.6521,19.076019,2258.7209,204.8645,1.068,1.03211,28.93606,693.21564,63.318432,3,715108012000,20012,2675.98
5,20,1656,318.63187,297.14999,6.25,15.231875,0,18.125,0,268.14423,89.119469,179.02475,10.625,10.625,0,43.141666,43.141666,0,0,0,0,0,0,23.875,15.5,8.25,3.375,3.875,698.04279,12901.774,256.40521,2371.2051,49.675362,1508.5215,605.08313,4.1233301,3.3765299,107.03787,2354.3386,270.47433,8,715108012000,20012,2675.98
5,20,1658,274.474,231.80901,4.5,38.165001,0,36.5,10.282257,68.632607,9.5793104,59.053299,0,0,0,135.356,135.356,0,0,0,0,0,0,8.3520002,3,0.5,2.5,0,536.59686,5580.6812,186.73776,724.67932,26.236441,210.8035,17.526899,2.3900101,1.3879,61.710232,1033.7946,77.165558,4,717711038000,20012,5360
5,20,1659,312.01581,261.17783,0,50.838001,0,44.18182,0,56.454544,54.545456,1.9090909,0,0,0,135.17728,135.17728,0,0,0,0,0,0,0,6,0.54545456,5.4545455,0,553.82947,5904.7456,156.18433,1356.4265,26.150141,1024.6917,28.4165,2.04987,1.6208301,55.849079,1164.1079,68.90712,3.6666667,717711038000,20012,5360
5,20,1663,537.95551,429.91751,0,108.038,0,31.08,0,0,0,0,0,0,0,144.42999,144.42999,0,0,0,38.125,38.125,0,47.5,1.5,1.5,0,0,800.59052,5748.3765,129.58356,716.41791,21.64896,515.39465,4.8095999,2.4695401,1.47189,51.34359,993.50531,143.55621,2,717711038000,20012,5360
5,20,1665,327.73578,292.0723,0,35.663479,13.043478,9.913043,6.2608695,59.369564,0,59.369564,148.69565,31.695652,117,80.065773,80.065773,0,0,0,0,0,0,12.391304,7.826087,0.13043478,0.9130435,6.7826085,665.30157,13397.485,249.37746,1673.2687,84.822357,728.53064,225.34801,3.86411,2.83567,109.01113,2822.092,122.66686,7.6666665,717711038000,20012,5360
5,20,1667,301.00928,232.57895,0,68.430313,99.947365,56.36842,15.315789,319.93463,0,319.93463,71.052635,71.052635,0,163.63324,163.63324,0,0,0,157.7171,157.7171,0,13.578947,21.789474,0.94736844,20.842106,0,1220.3469,13715.746,346.81558,3012.6125,59.437649,1668.0934,353.39661,4.6653199,5.7128501,125.11422,2428.0303,289.66263,6.3333335,717711038000,20012,5360
5,20,1668,386.7735,383.5235,0,3.25,0,1,0,210.9478,14.75,196.1978,0,0,0,37.5,37.5,0,0,46.5,0,0,0,20.766001,10.75,0,10.75,0,714.2373,6725.6577,177.02393,3914.2957,45.469189,1332.0646,202.5583,2.5132101,2.60937,67.615852,1245.3058,114.57963,4,717711038000,20012,5360
5,20,1672,502.13733,500,0,2.1373334,0,16.666666,195.33333,36.166668,27.5,8.666667,313.07144,176.16667,136.90475,283.888,283.888,0,0,16.333334,0,0,0,15.568,7,0,7,0,1386.1648,14983.224,412.3989,8113.4995,62.411572,2732.6169,1457.4445,6.2444901,6.2802701,147.94308,2680.6262,288.608,6,717711038000,20012,5360
5,41,1677,494.8425,468.0925,0,26.75,0,24,1.5,4.75,0,4.75,0,0,0,97.175003,97.175003,0,0,55,0,0,0,13.5,17.25,1.5,15.75,0,708.01752,8532.1133,221.37892,1132.2997,31.649229,720.45648,0.93550003,2.22053,1.8574899,86.780632,1661.368,110.6263,4,720201011000,41022,2732.2
5,41,1679,233.30251,227.29375,6.00875,0,0,0,0,110.91,35.91,75,0,0,0,133.5025,133.5025,0,0,0,0,0,0,0,9.5,0,9.5,0,487.215,3931.5337,141.6788,1082.9696,19.12845,1186.7572,149.86224,1.44886,1.47322,52.227539,775.9765,28.830339,4,720201011000,41022,2732.2
5,41,1682,322.43021,286.15659,0,36.273602,0,10,0,0,0,0,0,0,0,92.064003,92.064003,0,0,0,0,0,0,5,5,0,5,0,434.4942,7018.2866,223.34903,830.80322,32.49707,976.79999,0,2.1048,1.17524,59.4715,1418.4586,49.830448,5,720201011000,41022,2732.2
5,41,1683,358.39532,358.39532,0,0,0,0,0,92.264519,0,92.264519,6.3333335,6.3333335,0,42.863335,42.863335,0,0,0,0,0,0,3.7119999,3.6666667,0,3.6666667,0,507.23517,3788.7063,100.03198,532.04626,14.03068,133.95724,59.880959,1.29831,0.86842,41.284359,806.99792,17.53068,3,720201011000,41022,2732.2
5,41,1687,356.70749,295.6875,0,61.02,0,18.75,0,56.409126,53.76207,2.6470575,0,0,0,251.21249,176.96249,74.25,0,0,0,0,0,23.25,31.5,1.5,30,0,737.8291,2948.8247,78.766357,636.68445,13.39663,529.70435,80.670601,1.37813,1.07134,30.57723,470.93945,83.194717,1.3333334,724011021002,41012,5476.6401
5,41,1688,696.77759,599.74982,75.862801,21.165001,0,46.049999,0,58.955154,21.590626,37.364529,43.650002,30.15,13.5,218.43326,218.43326,0,0,0,0,0,0,19.483341,23.85,12,11.85,0,1107.1993,19654.607,553.97284,4147.6006,90.5056,2240.6663,169.0089,7.7590499,4.8081698,196.71301,3915.2954,195.85713,6.6666665,724011021002,41012,5476.6401
5,41,1698,346,346,0,0,0,80,4.2399998,637.07294,349.57294,287.5,276.7775,20,256.7775,184.4462,83.135002,101.3112,0,0,68.75,68.75,0,47.297974,54,3,51,0,1698.5846,4889.3442,119.9858,1511.8146,24.606661,1278.2546,268.58191,1.6143399,1.60069,41.772678,882.94098,97.850357,2,729514001000,41032,5464.3901
5,41,1702,317.06714,47.699856,217.33514,52.032143,0,7.4285712,0,107.39412,0,107.39412,0,0,0,13.891429,13.891429,0,0,0,0,0,0,3.8110471,4.2857141,0.42857143,3.8571429,0,453.87802,8658.7861,182.41084,1309.0239,55.939388,256.5838,52.786678,4.5797501,2.67172,48.15406,1640.4963,165.07143,7,729514001000,41032,5464.3901
5,41,1703,240.864,240.864,0,0,0,48.5,0,0,0,0,36.25,36.25,0,277.57501,277.57501,0,0,0,0,0,0,0,53,5,48,0,656.18903,5116.3125,230.07597,8977.1729,26.80994,798.56586,24.339001,0.95324999,1.9488,76.844566,999.46881,21.102171,4,729514001000,41032,5464.3901
5,41,1705,222.62,0,206.28667,16.333334,0,1.1666666,6.6666665,177.33333,0,177.33333,3.3333333,3.3333333,0,33.793335,33.793335,0,0,0,0,0,0,15.583333,5.8333335,0,5.8333335,0,466.32999,5907.0479,151.01971,686.79205,13.32958,106.93359,91.445297,1.76483,1.1584899,24.195499,1026.1234,133.8972,6,729514001000,41032,5464.3901
5,41,1708,415.13266,0,415.13266,0,0,0,0,60.208332,60.208332,0,0,0,0,221.77925,221.77925,0,0,0,0,0,0,0,7.3333335,0,7.3333335,0,704.45361,4667.6157,151.8968,583.08386,13.83577,660.59802,111.1772,1.10172,0.89061999,11.76985,963.64581,22.24831,3,730615014000,41032,5460.27
5,41,1713,459.10501,0,459.10501,0,0,0,0,0,0,0,0,0,0,215.7476,215.7476,0,0,0,0,0,0,0,0,0,0,0,674.8526,3397.4385,104.60228,294.61499,6.60812,132.6552,0,0.76529998,0.61607999,8.1390104,711.61273,14.4588,2,730615014000,41032,5460.27
5,41,1716,317.67557,52.333332,265.34222,0,0,5.2222223,0,11.821429,11.821429,0,0,0,0,29.132223,29.132223,0,0,0,0,0,0,0,1.8888888,0,1.8888888,0,365.74033,9029.8203,231.85756,746.48163,13.90038,1079.1281,137.62981,2.03619,1.6017801,22.389071,1923.8632,44.450111,9,730615014000,41032,5460.27
5,41,1717,367.45575,316.66876,18.026251,32.76075,252,65.25,120,160.77016,150.75,10.020162,25.5,25.5,0,694.97229,347.34726,100.125,247.5,0,0,0,0,39,1316.625,1294.5,22.125,0,3041.5732,12768.489,385.49823,3055.772,46.16386,983.07306,321.94653,4.1008,3.26245,153.0377,1767.0914,347.72342,2.6666667,730615014000,41032,5460.27
5,41,1719,619.90399,7.2975001,612.60651,0,0,0,0,30.241072,26.598215,3.6428576,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,675.14508,8936.4688,206.88564,754.46265,18.321489,772.35602,138.85381,2.09339,1.53801,17.3396,1940.6355,37.6376,4,730615014000,41032,5460.27
